,uniprot,protein,description,pepNum_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_4_processed_census-out_07142022_EV1-98_16pl_M,pepNum_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,pepNum_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,pepNum_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,pepNum_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M
396,P61922,Abat,"Abat 4-aminobutyrate aminotransferase, mitochondrial",13.0,16712.0,12503.0,13114.0,12348.5,9474.5,13356.0,11309.0,9213.0,13610.0,14233.0,11601.0,13574.0,16244.0,12672.5,8583.5,9306.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6442.0,4685.0,3234.0,8782.0,8902.0,3319.0,7883.0,8527.0,9026.0,4426.0
397,Q9DBN5,Lonp2,"Lonp2 Lon protease homolog 2, peroxisomal",24.0,33205.0,31519.0,37713.0,27671.0,16861.0,31615.0,25895.0,21481.0,42289.0,35309.0,30826.0,48820.0,43154.0,30919.0,20268.0,18549.0,5.0,1949.0,3120.0,1200.0,2925.0,5298.0,6773.0,5132.0,4250.0,3737.0,6124.0,4.0,1714.0,547.0,2092.0,1951.0,2813.0,4210.0,1392.0,4216.0,2979.0,4148.0,5.0,1868.0,1648.0,1831.0,0.0,3793.0,3354.0,3710.0,1850.0,2916.0,1945.0,7.0,4827.0,3058.0,2659.0,3734.0,8294.0,6747.0,9592.0,8843.0,7746.0,8246.0
398,Q9R0H0,Acox1,Acox1 Peroxisomal acyl-coenzyme A oxidase 1,16.0,32749.0,37910.0,34684.0,33319.0,15134.0,40894.0,21981.0,25530.0,37900.0,41190.0,28274.0,35470.0,62021.0,37130.0,18042.0,21834.0,4.0,1793.5,2202.5,2236.0,2393.5,13410.5,10395.5,14758.5,6577.0,5442.5,12040.5,4.0,983.0,692.0,745.0,890.0,3140.0,6799.0,3739.0,2396.0,2001.0,5785.0,8.0,4039.5,3760.5,4134.5,4080.0,19986.5,6986.5,17747.5,7549.5,16685.0,13013.0,9.0,4726.0,3522.0,1932.0,2923.0,16758.0,7348.0,16949.0,12683.0,9755.0,13004.0
399,P07759,Serpina3k,Serpina3k Serine protease inhibitor A3K,5.0,19848.0,27310.0,30796.0,15723.5,14412.0,31032.0,28450.5,16013.0,51140.5,39918.5,4878.0,9779.0,8686.0,6514.0,4310.0,7247.5,4.0,1391.5,1740.5,1680.0,5364.0,3554.5,3928.0,2954.0,4463.5,10489.0,13993.0,4.0,1813.0,1269.0,1183.0,1609.0,3583.0,5437.0,3512.0,2883.0,4153.0,6869.0,4.0,5418.0,7348.0,10881.0,11753.0,23972.0,5671.0,15761.0,18402.0,25616.0,23173.0,4.0,6691.5,6369.0,3042.0,4830.0,19560.5,4877.5,15017.0,6966.0,5652.0,3952.0
400,Q791V5,Mtch2,Mtch2 Mitochondrial carrier homolog 2,8.0,20887.0,25877.0,35636.5,18397.5,18293.0,29216.0,35748.5,30602.0,47835.5,39751.0,21399.5,37860.0,51655.5,26836.0,18205.0,31105.0,3.0,907.0,860.0,1703.0,2091.0,3804.0,2778.0,3064.0,4754.0,3910.0,4708.0,4.0,4320.0,1482.0,2642.5,2934.5,8062.0,13707.5,9288.0,7694.0,8190.5,12720.5,2.0,48918.0,29652.0,37782.0,26910.0,100592.0,38884.0,91185.0,65310.0,90173.0,63428.0,4.0,5959.0,3670.0,2659.0,4526.0,18970.0,6592.0,14644.0,9300.0,8345.0,6089.0
401,Q8BZ09,Slc25a21,Slc25a21 Mitochondrial 2-oxodicarboxylate carrier,11.0,24229.0,33965.0,35617.0,23742.0,16918.0,27623.0,30065.0,23124.0,36787.0,28005.0,31260.0,38799.0,34288.0,30907.0,19170.0,22229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Q9CR68,Uqcrfs1,"Uqcrfs1 Cytochrome b-c1 complex subunit Rieske, mitochondrial",11.0,56118.5,53184.0,74209.0,41924.0,51925.5,60081.0,48905.5,43731.5,73968.0,64776.5,32434.0,49371.0,77520.0,63139.5,37516.5,37590.5,5.0,2400.0,3448.0,4503.0,13081.0,6378.0,11478.0,9365.0,13657.0,33543.0,30044.0,7.0,15962.5,7482.0,8401.5,9568.0,12684.5,40722.5,27059.5,10147.5,22084.0,22244.0,6.0,15091.5,11642.0,24780.5,13393.0,26368.0,17817.5,24675.0,23935.0,48465.5,46573.0,5.0,23896.0,12783.5,7132.0,11098.0,32271.0,24126.0,34240.5,12362.0,13671.5,8773.5
403,P84244,H3f3b,H3f3b Histone H3.3,1.0,7063.0,14948.0,65298.0,2187.0,26171.0,4621.0,93049.0,68836.0,188665.0,178201.0,5128.0,89790.0,37723.0,40694.0,82641.0,64811.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1730.0,2586.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
404,Q8BH59,Slc25a12,Slc25a12 Calcium-binding mitochondrial carrier protein Aralar1,14.0,29962.0,27952.5,39902.5,20740.5,22303.0,35575.5,48053.0,36927.0,63796.5,60707.5,26719.5,36440.0,48649.0,41231.0,31466.5,41588.5,7.0,3173.0,5829.0,2444.0,3150.0,5595.0,7067.0,5066.0,3829.0,6174.0,6900.0,4.0,4499.0,1349.5,5763.5,4056.5,3836.0,4456.5,3895.5,3724.5,8715.0,8256.0,4.0,20453.0,14637.5,12178.5,5707.0,34300.0,15480.0,14779.5,8711.0,9937.5,9414.0,7.0,7732.0,5943.0,5813.0,9353.0,10777.0,6383.0,7797.0,8732.0,9076.0,7141.0
405,Q91YH5,Atl3,Atl3 Atlastin-3,14.0,27448.5,26571.5,32029.5,22348.0,16674.5,25074.5,27126.0,20175.5,41259.5,32942.5,30383.5,34055.5,31654.5,26486.0,18703.0,19694.5,13.0,4022.5,4484.0,2089.0,7350.0,10386.5,13624.5,7124.0,6535.0,6325.5,7730.5,13.0,5594.0,2417.0,4264.0,11784.0,5855.0,7129.0,4108.0,8677.0,9387.0,13337.0,11.0,9354.5,8682.0,6182.0,4490.5,20718.5,14549.5,15558.5,5057.0,7059.0,3977.5,14.0,6418.0,5218.0,4202.0,6046.0,10966.0,9118.0,10319.0,8588.0,10483.0,6811.0
406,Q9D665,Sdr42e1,Sdr42e1 Short-chain dehydrogenase/reductase family 42E member 1,10.0,29354.0,39697.0,31817.0,28032.0,37187.0,72790.0,44539.0,29411.0,57165.0,49740.0,40190.0,46761.0,76301.0,39657.0,20884.0,22314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Q9CXS4,Cenpv,Cenpv Centromere protein V,6.0,18543.0,15992.0,39919.0,17526.0,14704.0,22793.0,53220.0,45355.0,81478.0,78444.0,15234.0,21544.0,48436.0,56705.0,24193.0,43749.0,4.0,1114.5,1517.5,11610.5,4911.5,5454.0,4958.0,6491.5,13335.5,46954.0,39135.5,6.0,2626.0,1341.0,2441.0,1977.0,4854.0,11291.0,4768.0,3791.0,8764.0,9938.0,4.0,2663.5,3402.0,13695.0,3730.5,4955.0,4330.5,5946.5,25095.5,40735.0,20681.0,3.0,5424.0,4163.0,3215.0,2822.0,8129.0,5270.0,10045.0,8996.0,10726.0,7900.0
408,P62717,Rpl18a,Rpl18a 60S ribosomal protein L18a,6.0,52587.0,47894.0,107300.5,28371.0,48581.5,45955.5,52016.5,38550.5,92429.0,72432.5,33628.0,29006.0,75997.5,55415.5,38408.5,41040.5,5.0,2524.0,3216.0,897.0,2223.0,7216.0,7859.0,5613.0,1433.0,2681.0,4710.0,3.0,9742.5,3067.0,8683.0,14559.0,9931.5,16605.5,10107.5,8009.5,24595.0,32981.5,4.0,41525.0,60175.0,16258.0,12097.0,96531.0,81117.0,45173.0,16181.0,23863.0,14980.0,5.0,9268.0,7721.0,6345.0,9603.0,20140.0,14895.0,17104.0,18100.0,20193.0,17997.0
409,Q9CQM8,Rpl21,Rpl21 60S ribosomal protein L21,3.0,47347.0,41312.0,103838.0,24256.0,42019.0,50550.0,61357.0,47301.0,102747.0,95606.0,35139.0,42309.0,79627.0,59894.0,43825.0,52168.0,,,,,,,,,,,,,,,,,,,,,,,1.0,12033.0,6789.0,6017.0,996.0,38291.0,21301.0,12281.0,6039.0,9649.0,5532.0,2.0,17147.0,10219.0,13977.5,20807.0,46920.0,31382.5,16244.5,27342.0,37571.0,24914.5
410,Q571F8,Gls2,"Gls2 Glutaminase liver isoform, mitochondrial",16.0,56811.0,34319.0,51498.0,28540.0,29176.0,42203.0,37945.0,23279.0,42825.0,38981.0,30568.0,42536.0,47746.0,39634.0,21281.0,29103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Q9ET01,Pygl,"Pygl Glycogen phosphorylase, liver form",19.0,42780.0,40696.0,49909.0,23543.0,28510.0,40413.0,29514.0,29245.0,49537.0,38110.0,26986.0,32092.0,67794.0,28580.0,19953.0,26327.0,6.0,1453.0,1689.0,1486.0,5169.5,3083.5,4033.0,2388.5,4769.5,5828.5,6334.0,7.0,2452.0,2028.0,2416.0,4187.0,4795.0,8719.0,4023.0,5791.0,8383.0,10210.0,7.0,2651.5,2198.0,2794.5,1539.5,4582.0,2853.0,4059.0,3116.0,4972.0,2368.5,7.0,4692.0,3772.0,2487.0,3746.0,6674.5,5892.0,8099.0,5684.5,6186.5,4465.0
412,P61222,Abce1,Abce1 ATP-binding cassette sub-family E member 1,18.0,30423.5,34134.0,35672.0,22475.0,21992.0,37676.5,38532.0,25488.5,48837.0,49673.0,20330.0,38330.5,39413.5,29495.0,26220.5,23216.0,7.0,2202.0,2799.0,1766.0,4455.0,7320.0,7830.0,5918.0,4319.0,4243.0,5561.0,4.0,2946.5,1235.0,2301.0,3050.5,2015.0,4325.5,1918.0,4574.0,3951.5,4387.0,7.0,21990.0,17273.0,15704.0,9470.0,30852.0,23984.0,39607.0,12143.0,20255.0,11836.0,8.0,3578.0,2482.0,2343.0,4007.0,4777.0,4230.0,7249.0,6670.0,6251.0,4297.0
413,Q9D0F3,Lman1,Lman1 Protein ERGIC-53,16.0,41288.5,46290.5,68481.5,19160.5,22937.0,30663.0,21818.0,14925.0,46611.0,43600.0,7440.0,12962.5,10408.5,7211.0,6229.0,6771.0,11.0,905.5,1230.5,1406.0,1511.0,21128.0,21817.0,17478.5,15073.0,14902.5,23064.5,8.0,1258.0,561.0,1345.0,750.0,18431.0,22236.0,4106.0,15378.0,12304.0,24383.0,9.0,1823.5,2018.5,3188.5,1879.0,51043.0,45159.0,71317.5,38318.5,40134.0,9374.0,15.0,2130.0,1821.0,1662.0,2168.0,24726.0,18966.0,35010.0,23096.0,21607.0,21828.0
414,Q9CQR4,Acot13,Acot13 Acyl-coenzyme A thioesterase 13,4.0,41681.0,45314.0,50159.0,31801.0,33741.0,49256.0,47641.0,33375.0,66301.0,55012.0,34959.0,44450.0,63583.0,46459.0,33020.0,30399.0,1.0,8406.0,6504.0,4054.0,8582.0,19311.0,19391.0,10040.0,8325.0,13870.0,13996.0,,,,,,,,,,,,1.0,7262.0,8124.0,10612.0,5425.0,23973.0,8521.0,11810.0,9939.0,14587.0,16249.0,1.0,7063.5,6992.5,6094.5,8813.5,14476.5,8664.0,11092.5,16296.0,13027.5,9677.5
415,Q9CQ69,Uqcrq,Uqcrq Cytochrome b-c1 complex subunit 8,4.0,29262.0,23649.0,35868.0,26751.0,21513.0,37973.0,27718.0,25709.0,34155.0,27676.0,26258.0,26234.0,43161.0,23290.0,18339.0,26152.0,,,,,,,,,,,,,,,,,,,,,,,1.0,10472.0,7145.0,7904.0,6052.0,24568.0,7488.0,12870.0,8920.0,11877.0,10676.0,1.0,13980.0,6818.0,4746.0,8965.0,29453.0,8755.0,16386.0,8181.0,7522.0,5391.0
416,Q3TNA1,Xylb,Xylb Xylulose kinase,12.0,24156.0,24808.0,28391.0,18084.5,16356.5,24220.0,23375.0,18135.0,30209.0,29426.5,27276.5,27551.5,27281.5,23687.0,15040.0,16293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Q3UED7,Gm4951,Gm4951 Interferon-gamma-inducible GTPase Ifgga2 protein,8.0,13630.0,14556.5,15811.5,8520.0,6346.0,10427.0,13539.5,10137.5,12959.0,16957.5,11048.0,16311.5,13016.0,10002.5,8653.5,9273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Q99JB2,Stoml2,"Stoml2 Stomatin-like protein 2, mitochondrial",7.0,16530.0,13086.0,20464.0,9144.0,15860.0,13527.0,19493.0,14721.0,12532.0,17844.0,11115.0,23413.0,25711.0,20396.0,15287.0,19369.0,3.0,2063.5,2766.0,1309.5,2751.5,5495.5,5996.5,4146.0,2860.0,3674.0,3797.0,2.0,3547.0,2902.0,3277.0,4202.0,11089.0,13323.0,10181.0,11161.0,8526.0,10772.0,5.0,4131.0,3603.0,2793.0,2856.0,16020.0,3508.0,8782.0,5625.0,5715.0,7089.0,8.0,2890.5,2357.5,2114.0,3846.0,7278.5,3381.5,6842.5,4851.0,5097.5,3060.5
419,P62918,Rpl8,Rpl8 60S ribosomal protein L8,7.0,17553.0,16790.5,26381.5,9031.5,12421.0,16566.0,27291.0,20933.0,41869.5,41043.0,12215.0,15086.0,21196.0,19584.0,17242.5,20576.5,4.0,4859.0,5571.0,1536.0,3450.0,12455.0,15609.0,15325.0,3496.0,8120.0,11275.0,3.0,3934.0,2276.0,3849.5,4403.0,8871.5,18277.0,10066.0,7767.5,11932.5,17525.5,4.0,5440.0,4575.0,4356.0,2774.0,19454.0,9718.0,9010.0,5958.0,11626.0,7225.0,5.0,11461.5,5852.5,6919.0,12598.5,30116.5,17605.5,15449.0,18816.5,25469.5,20164.0
420,Q8BU31,Rap2c,Rap2c Ras-related protein Rap-2c,2.0,20131.5,20867.5,20587.0,15990.0,15982.5,26134.0,23894.0,19712.5,35394.5,37917.0,18216.5,25614.0,25298.5,20829.0,17602.5,17696.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2095.0,616.0,856.0,940.0,3667.5,3063.0,3418.5,2551.5,3133.0,892.0
421,Q922Q1,Marc2,Marc2 Mitochondrial amidoxime reducing component 2,11.0,17232.0,19286.0,19209.0,18583.0,16095.0,26818.0,10361.0,10763.0,15435.0,14234.0,14326.0,17276.0,26042.0,18479.0,8767.0,8686.0,5.0,1258.0,1268.0,1084.0,2664.0,4272.0,6139.0,3244.0,9789.0,7515.0,12615.0,4.0,2534.0,2006.0,1570.0,2439.0,7169.0,10110.0,4070.0,7942.0,7885.0,9626.0,6.0,3906.0,3504.5,4365.5,2721.0,7747.5,5027.5,7259.0,7188.0,11215.0,5858.5,3.0,4078.0,2632.0,2006.0,1958.0,6577.0,4025.0,7695.0,5651.0,6421.0,4890.0
422,Q8C2Q3,Rbm14,Rbm14 RNA-binding protein 14,12.0,17362.0,16538.0,18095.0,5217.0,8473.0,8541.0,22319.0,19368.0,31434.0,30668.0,8164.0,17505.0,12726.0,18012.0,14705.0,14047.0,10.0,2759.0,3783.0,4757.0,3665.0,6092.0,6784.0,3526.0,3760.0,8024.0,8552.0,9.0,4093.0,1938.0,4455.0,2698.0,4117.0,8336.0,6223.0,3509.0,7523.0,8507.0,8.0,4281.0,3280.0,3453.0,2173.0,3683.0,4178.0,5543.0,4554.0,7524.0,5588.0,8.0,5832.0,5388.0,2937.0,5387.0,6899.0,7922.0,8058.0,7562.0,8769.0,3465.0
423,P08752,Gnai2,Gnai2 Guanine nucleotide-binding protein G(i) subunit alpha-2,7.0,23531.0,17259.0,18138.0,14627.0,10916.0,17400.0,32791.0,24648.0,64590.0,58249.0,14010.0,27023.0,21084.0,18552.0,18670.0,22383.0,6.0,1706.0,1784.0,1554.0,2551.0,5520.0,6114.0,4214.0,6116.0,3876.0,5930.0,5.0,1256.0,1067.0,1137.0,1769.0,2578.0,4639.0,2736.0,3241.0,3368.0,3790.0,6.0,1920.5,1758.5,2006.0,1734.0,3885.0,2601.0,4135.5,3321.5,4024.0,3090.5,6.0,3743.0,3174.0,2962.0,3717.0,8595.0,4719.0,9484.0,9335.0,8649.0,6289.0
424,Q9CQQ7,Atp5f1,"Atp5f1 ATP synthase F(0) complex subunit B1, mitochondrial",11.0,29705.5,39075.0,52058.5,17582.0,21411.0,33986.0,28021.0,22543.0,31457.0,37055.5,19996.0,32061.0,36513.5,32506.5,16066.5,22880.5,3.0,2110.0,5684.0,3359.5,8408.0,10443.5,14748.5,6153.0,9205.5,11221.5,15068.0,4.0,13227.5,7847.0,4645.5,9277.5,17102.5,39186.5,22309.0,12402.0,13619.5,15953.5,3.0,23652.0,22107.5,22416.5,17649.5,65155.0,19504.0,41103.0,21262.0,42771.5,28065.5,6.0,6282.5,6929.0,706.0,3801.5,24541.5,6997.0,13845.5,3202.5,4720.5,3056.0
425,Q9D3D9,Atp5d,"Atp5d ATP synthase subunit delta, mitochondrial",3.0,11707.0,8414.0,8354.0,11159.0,5066.0,8148.0,7145.0,8371.0,8321.0,7448.0,5208.0,9461.0,12372.0,9271.0,5571.0,7841.0,2.0,1513.0,1655.0,1484.0,3371.0,5715.0,4521.0,1953.0,3839.0,4710.0,9310.0,2.0,2544.0,4296.0,2655.0,1874.5,4802.0,5450.0,3785.5,3421.5,3548.5,8248.0,,,,,,,,,,,,2.0,3841.0,3183.0,0.0,0.0,6575.0,2300.0,6891.0,1413.0,2465.0,0.0
426,Q9D892,Itpa,Itpa Inosine triphosphate pyrophosphatase,5.0,27703.0,32806.0,37291.0,22234.0,18628.0,26916.0,29724.0,24273.0,46472.0,42374.0,29491.0,38166.0,39335.0,36487.0,18838.0,24262.0,3.0,1407.0,1691.0,1009.0,2667.0,2129.0,3753.0,2019.0,2679.0,4052.0,2957.0,3.0,2396.0,1439.0,2204.0,2090.0,2639.0,5899.0,2277.0,4162.0,4516.0,4286.0,2.0,1352.0,1581.0,1566.0,1210.0,2637.0,2139.0,2455.0,2410.0,2294.0,1727.0,3.0,4296.0,3694.0,3752.5,5345.5,8607.0,7283.5,9985.5,7286.0,7873.0,5149.5
427,Q9QXT0,Cnpy2,Cnpy2 Protein canopy homolog 2,5.0,22010.0,30612.0,27135.5,9818.0,11681.5,13276.5,6378.0,4532.5,17914.5,14833.0,2220.0,2702.5,2556.0,1545.5,1618.5,2382.5,3.0,846.0,842.0,958.0,934.0,12715.0,12008.0,11780.0,20472.0,25600.0,41487.0,9.0,1091.0,509.0,1004.0,1374.0,14129.0,23985.0,4377.0,11366.0,16886.0,31913.0,6.0,1705.5,1674.5,2052.5,1420.0,16404.5,11372.0,19259.0,23957.5,37998.5,8476.5,5.0,1969.0,1733.0,1589.0,2486.0,22661.0,17596.0,34332.0,12390.0,15216.0,15375.0
428,P50295,Nat2,Nat2 Arylamine N-acetyltransferase 2,6.0,13887.0,16410.5,16978.5,13536.5,10249.5,17472.0,15561.0,13338.0,21923.0,19765.0,22038.0,25404.0,19768.0,17216.0,10788.0,13124.5,2.0,3600.0,5708.0,1351.0,4004.0,6962.0,8634.0,4199.0,2843.0,3346.0,4857.0,2.0,3847.0,1753.0,4217.0,5394.5,3645.5,6195.5,2815.5,4984.0,7143.5,7171.0,2.0,6036.0,5886.0,5982.0,2356.0,9948.0,6640.0,7478.0,4862.0,6770.0,3099.0,4.0,2951.0,3775.0,3013.0,3833.0,5458.0,3846.0,2787.0,3919.0,4936.0,3532.0
429,Q9D8Y1,Tmem126a,Tmem126a Transmembrane protein 126A,4.0,7239.0,8466.0,6015.0,5078.0,6885.0,2817.0,6916.0,5509.0,5403.0,7319.0,7209.0,7478.0,3056.0,5764.0,6513.0,6403.0,1.0,777.0,1926.0,0.0,1544.0,2212.0,2350.0,1753.0,1217.0,1840.0,2337.0,,,,,,,,,,,,1.0,1490.0,1400.0,0.0,0.0,4749.0,1548.0,2903.0,0.0,1380.0,1798.0,1.0,1731.0,1523.0,0.0,1971.0,5948.0,1640.0,4421.0,1989.0,2349.0,1695.0
430,Q9D6K5,Synj2bp,Synj2bp Synaptojanin-2-binding protein,3.0,20796.5,15983.0,25904.5,13317.5,14778.0,19615.5,20790.5,14700.0,27051.0,23244.0,15710.0,23733.5,25316.0,18721.0,14133.5,16483.5,,,,,,,,,,,,,,,,,,,,,,,1.0,3760.0,3270.0,5926.0,2736.0,10391.0,5110.0,13692.0,7394.0,15177.0,8916.0,1.0,1980.0,1779.0,1648.0,2550.0,4576.0,4366.0,7755.0,4183.0,3353.0,2520.0
431,Q8VDD5,Myh9,Myh9 Myosin-9,51.0,33044.0,39703.0,29153.0,11744.0,11455.0,25025.0,29959.0,27283.0,59875.0,69334.0,14186.0,32513.0,34535.0,17938.0,26462.0,24103.0,65.0,1212.5,1654.0,1500.0,4322.5,36376.5,20425.0,14444.5,29623.5,12094.5,27647.0,66.0,1710.0,1022.0,1440.0,4245.0,9755.5,25155.0,12221.0,27016.5,10845.5,27959.5,49.0,2575.5,2163.0,2908.5,2844.5,16589.5,9477.5,22077.5,15414.5,29485.5,22618.5,64.0,2570.0,2113.0,2354.0,3925.0,13750.0,10499.0,19825.0,49155.0,25562.0,19248.0
432,Q5RKN9,Capza1,"Capza1 Capping protein (Actin filament) muscle Z-line, alpha 1",7.0,24542.0,21754.0,20745.0,12717.0,13964.0,20838.0,42292.0,34253.0,70828.0,66170.0,13809.0,26204.0,29381.0,29275.0,25795.0,27733.0,3.0,0.0,1151.0,1171.0,844.0,8743.0,5219.0,2236.0,3007.0,2425.0,5260.0,4.0,2601.5,2005.5,1373.5,2033.0,6713.0,13004.0,4872.5,8029.0,5506.5,12493.5,3.0,7664.0,5517.0,7452.0,5543.0,16675.0,9552.0,15706.0,14261.0,21849.0,13561.0,2.0,4570.0,4136.0,1941.0,4727.0,9456.0,7386.0,10619.0,32388.0,17814.0,7456.0
433,Q8CG50,Rab43,Rab43 Ras-related protein Rab-43,5.0,24531.0,31558.0,34891.0,11685.0,9946.0,19850.0,26040.0,18646.0,44752.0,37613.0,23152.0,31792.0,29600.0,24429.0,20127.0,13258.0,3.0,4256.5,4471.5,1237.0,3972.0,10322.0,11377.0,8107.0,4128.5,6104.5,5927.0,1.0,4908.5,1856.5,3270.5,4516.5,3082.0,5713.0,4009.5,3720.0,4933.0,5222.0,,,,,,,,,,,,4.0,5505.0,4137.0,5392.0,7639.0,8255.0,6436.0,7816.0,12530.0,13815.0,10029.0
434,P34927,Asgr1,Asgr1 Asialoglycoprotein receptor 1,7.0,22079.5,34133.5,35927.0,8737.5,10727.5,14405.5,7328.0,6424.5,20652.5,20019.5,4038.0,5844.5,5790.0,5947.0,2687.0,4590.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Q9DCT8,Crip2,Crip2 Cysteine-rich protein 2,4.0,23925.0,26942.0,21543.5,11253.5,14691.5,15445.5,16559.0,14951.0,27219.5,31512.0,7502.5,11078.0,19394.0,16458.5,8452.5,10566.5,,,,,,,,,,,,,,,,,,,,,,,1.0,3773.0,4898.0,3123.0,3892.0,17223.0,10142.0,18311.0,7576.0,10356.0,11671.0,2.0,5211.0,3866.0,2574.0,6640.0,12875.0,9250.0,15579.0,12855.0,23110.0,1524.0
