,uniprot,protein,description,pepNum_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_4_processed_census-out_07142022_EV1-98_16pl_M,pepNum_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,pepNum_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,pepNum_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,pepNum_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M
0,Q8BWT1,Acaa2,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",35.0,36678.5,30948.0,40683.0,14958.5,14231.5,12992.0,10666.0,10621.5,18305.5,13276.0,33184.0,34873.0,13494.5,12409.0,8704.5,6658.5,18.0,3043.5,5157.0,1936.0,5496.5,9023.0,5581.5,4565.5,3558.0,5263.0,6397.5,14.0,4371.0,1484.0,2989.0,5730.0,4234.0,7935.0,5085.0,2895.0,4851.0,6247.0,17.0,5102.0,4236.0,4142.0,2222.0,13249.0,3321.0,6032.0,3968.0,5353.0,4317.0,21.0,5836.5,4628.0,3098.5,5885.0,14903.5,3838.0,6043.5,8243.0,5667.5,4243.0
1,E9QPD7,Pcx,Pcx Pyruvate carboxylase,97.0,27279.0,31536.5,32276.0,19159.5,23517.0,32187.0,33525.0,25879.0,38986.5,40384.5,21927.5,36981.0,38488.5,31972.5,24189.5,25406.0,67.0,6715.5,7686.0,5200.0,10528.5,10902.0,16186.5,7175.5,8709.0,13863.0,10300.5,67.0,11327.0,4679.5,6976.0,9812.5,6697.0,11922.5,7115.5,8405.0,13456.5,10356.0,66.0,10465.0,8326.0,9912.0,4796.0,11582.0,9834.0,10000.0,6014.0,8387.0,6223.0,71.0,13904.5,10284.0,8139.0,10453.0,14398.5,13910.5,13894.5,12933.0,15390.0,7871.5
2,Q91ZA3,Pcca,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",63.0,37450.5,29692.0,72133.0,10690.5,33932.0,28925.0,43875.5,33606.0,46231.0,48309.0,40737.5,58439.0,76645.5,56094.5,37565.0,40221.5,41.0,6056.0,7113.0,6219.0,13411.0,10128.0,14103.0,7087.0,10584.0,16421.0,12414.0,40.0,9594.0,7927.0,7190.0,11262.0,9136.0,12881.0,6612.0,10247.0,14404.0,11702.0,40.0,12106.0,10299.0,12366.0,10137.0,12389.0,11699.0,11357.0,10398.0,12085.0,7863.0,39.0,15753.0,12074.0,8250.5,10638.0,13319.5,15650.0,14955.5,13607.5,15307.0,8764.0
3,Q8C196,Cps1,Cps1 Carbamoyl-phosphate synthase,109.0,31471.5,27621.5,34175.5,22349.0,21441.0,31095.5,27077.5,21482.0,33059.0,31673.0,26184.5,30480.0,38360.0,27818.0,14328.0,19985.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,P16460,Ass1,Ass1 Argininosuccinate synthase,31.0,47282.5,35183.5,37115.5,24324.0,21807.0,31954.5,23203.0,20143.0,28650.5,32629.5,37185.5,46163.5,31634.5,22692.0,16508.0,19808.0,3.0,1524.0,4429.0,1535.0,5300.0,2009.0,5237.0,1365.0,2761.0,3765.0,2956.0,1.0,2731.0,1895.0,2517.0,4562.0,6379.0,4181.0,2569.0,3888.0,4115.0,7843.0,1.0,6001.0,8518.0,9556.0,3497.0,17081.0,18097.0,10630.0,16189.0,8380.0,6935.0,3.0,3189.0,5146.0,5968.0,19658.0,7876.0,13524.0,7528.0,8263.0,11409.0,5867.0
5,A2AFQ2,Hsd17b10,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,21.0,27431.0,26574.5,27233.5,35916.5,20151.0,44778.0,30230.0,25235.0,36375.5,34118.0,28851.5,33410.0,47153.0,37372.0,19103.5,22173.0,11.0,2235.0,3659.0,2373.0,6032.0,6795.0,10927.0,4918.0,5465.0,11161.0,9806.0,10.0,4269.0,1796.0,2901.0,4066.0,5664.0,8163.0,5227.0,5693.0,8901.0,7805.0,10.0,5836.0,4341.0,4401.0,3063.0,11462.0,7635.0,7316.0,4940.0,6876.0,5092.0,13.0,7270.0,4618.0,3452.0,4989.0,13406.0,9251.0,12140.0,7274.0,9712.0,5484.0
6,P67778,Phb,Phb Prohibitin,16.0,40849.0,35261.0,59183.0,32629.0,28934.0,41055.0,36964.0,33923.0,47854.0,41908.0,30591.0,44765.0,68772.0,46737.0,22822.0,40253.0,15.0,2130.0,3473.0,2149.0,5321.0,8534.0,11622.0,5717.0,5488.0,7627.0,8457.0,14.0,6037.0,3485.0,3841.0,6364.0,7187.0,12356.0,8693.0,6307.0,10885.0,11052.0,14.0,10335.0,7192.0,7539.0,5019.0,30880.0,9491.0,15190.0,6418.0,10023.0,7391.0,16.0,10283.5,7349.5,4120.5,7685.5,27941.0,9329.5,15260.0,11261.5,10138.0,6268.5
7,P11352,Gpx1,Gpx1 Glutathione peroxidase 1,13.0,57487.5,65504.0,72795.5,31358.0,44518.5,62784.0,57666.5,38112.5,62336.5,71410.0,34687.0,71900.5,80323.5,69408.5,35927.5,37736.0,6.0,2697.0,2205.0,3280.0,4509.0,8515.0,8116.5,4966.0,7802.5,9288.5,13678.5,5.0,6678.0,3817.0,8465.0,6146.0,10409.0,15826.0,4054.0,11173.0,12410.0,19809.0,3.0,7468.0,7413.0,16171.0,7746.0,18455.0,11666.0,18586.0,15336.0,21561.0,10894.0,5.0,13482.0,11563.0,9179.0,13290.0,25092.0,22073.0,29357.0,23416.0,25191.0,8187.0
8,Q9WVD5,Slc25a15,Slc25a15 Mitochondrial ornithine transporter 1,18.0,39580.0,28550.0,32786.0,21943.0,21188.0,30331.0,30973.0,25343.0,36610.0,35400.0,25230.0,33807.0,37601.0,26033.0,17771.0,25256.0,1.0,1109.0,1554.0,566.0,1132.0,1307.0,1841.0,919.0,812.0,1582.0,1310.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2186.5,1939.5,1859.0,3253.5,4367.5,2461.0,3431.5,2497.5,3746.0,1846.0
9,P68040,Rack1,Rack1 Receptor of activated protein C kinase 1,22.0,15290.0,17226.0,22428.0,11037.0,13028.0,18901.0,21890.0,17243.0,31511.0,25266.0,13592.0,20060.0,26460.0,20756.0,14490.0,17556.0,6.0,3826.5,6334.5,2327.0,8544.5,10577.0,13127.5,8112.5,6912.0,12584.0,11556.5,4.0,10476.0,6916.0,4417.0,10910.0,11464.0,14783.0,5917.0,8905.0,16802.0,14013.0,5.0,11367.0,11983.0,14189.0,8392.0,24312.0,16916.0,17174.0,12216.0,15074.0,8380.0,7.0,8192.0,8338.5,4274.5,6873.5,15004.0,11740.0,12007.5,8745.5,11658.0,6795.5
10,Q8VBT2,Sds,Sds L-serine dehydratase/L-threonine deaminase,14.0,54032.5,22007.5,31969.0,15862.5,24823.5,38609.0,30661.5,19161.0,27340.0,33758.5,20162.0,23324.5,33294.0,20596.5,15942.0,21390.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A8DUK4,Hbbt1,Hbbt1 Protein Hbb-bs,11.0,59464.5,52873.0,69482.5,36994.0,28600.5,39548.5,43664.5,110845.0,43799.0,85949.5,35960.5,28763.0,126596.0,31127.5,31024.5,58722.5,6.0,1110.0,1788.0,3740.5,6827.0,6635.0,6583.0,2896.5,29192.5,7193.5,15055.5,8.0,6377.0,6072.0,2589.0,3410.0,10981.0,15114.0,6216.0,12423.0,3822.0,7139.0,8.0,2776.0,1925.0,6479.0,6293.5,7394.5,4706.5,8890.0,11554.5,11759.0,6372.5,6.0,6598.0,2714.0,2020.5,3942.0,19364.5,12708.0,24606.0,8105.0,6593.0,4164.5
12,P11679,Krt8,"Krt8 Keratin, type II cytoskeletal 8",29.0,18945.0,19703.0,26862.0,7603.0,13537.0,22717.0,23972.0,22091.0,27203.0,40430.0,16871.0,94171.0,36393.0,23219.0,17545.0,24165.0,13.0,1853.0,5624.0,9873.0,6508.0,6333.0,5520.0,2815.0,7871.0,12989.0,19464.0,12.0,1535.0,504.0,23751.0,15736.0,1350.0,3004.0,1388.0,14338.0,24027.0,34218.0,,,,,,,,,,,,10.0,1829.5,2587.0,4814.0,16225.0,2063.5,3495.5,2427.5,15176.5,12007.0,8854.5
13,Q99LX0,Park7,Park7 Protein deglycase DJ-1,9.0,26011.5,29081.0,32652.5,15770.0,17552.5,18422.5,21462.0,17034.0,40573.5,32233.0,19525.0,29598.0,27883.5,29125.5,16983.0,16080.0,2.0,6572.0,12106.0,22721.0,24968.0,23375.0,24364.0,18891.0,46041.0,44683.0,54530.0,3.0,20528.5,15502.0,19476.5,17872.0,29493.5,43460.5,24928.5,31540.0,32457.0,40799.0,6.0,24370.0,18977.0,24549.0,17076.0,47917.0,25717.0,47082.0,35404.0,45611.0,28141.0,3.0,54841.0,37303.5,19552.5,35896.5,112919.5,65428.5,141060.0,54846.5,58274.5,37685.5
14,P13707,Gpd1,Gpd1 Glycerol-3-phosphate dehydrogenase,17.0,34200.0,47935.0,36089.0,61823.0,19131.0,58158.0,27827.0,26131.0,38452.0,38646.0,44947.0,50245.0,40508.0,34202.0,19139.0,19813.0,9.0,1783.0,2840.0,1058.0,3788.0,8374.0,10441.0,6420.0,7663.0,5299.0,6702.0,10.0,5084.5,1984.0,2083.5,4777.0,7051.0,14568.5,8709.5,9612.5,6105.0,8588.0,8.0,8919.0,5479.0,6815.0,4904.0,26681.0,11252.0,25422.0,8670.0,14760.0,8860.0,11.0,6511.0,5764.0,3571.0,5970.0,21215.0,10386.0,21439.0,11777.0,11777.0,7468.0
15,Q7TMM9,Tubb2a,Tubb2a Tubulin beta-2A chain,8.0,46606.0,50705.0,39690.0,24472.0,19860.0,34037.0,30343.0,27872.0,39096.0,40455.0,54570.0,55580.0,32465.0,19347.0,19143.0,17041.0,5.0,3523.0,3846.0,2028.0,3921.0,11948.0,11586.0,6884.0,4595.0,4161.0,5963.0,4.0,6481.0,4231.0,5695.0,10185.0,7923.0,11998.0,6937.0,8232.0,7935.0,13867.0,4.0,7766.0,5269.0,4745.0,3212.0,12013.0,8594.0,10035.0,4842.0,6092.0,3719.0,5.0,7332.0,5597.0,4721.0,7249.0,13222.0,9517.0,11825.0,16825.0,15281.0,9108.0
16,P68372,Tubb4b,Tubb4b Tubulin beta-4B chain,4.0,37367.0,36367.5,34372.5,29346.5,21434.5,35748.5,40345.0,28758.0,38429.0,37827.5,45159.0,54392.0,41633.0,30831.0,25176.0,27389.5,3.0,2678.0,3564.0,2290.0,7380.0,10746.0,9606.0,4393.0,5293.0,6940.0,10488.0,3.0,11217.5,5721.0,12939.5,17777.0,10422.5,19726.0,11296.0,13591.5,16141.0,23370.0,3.0,15899.0,9848.0,8994.0,6186.0,26724.0,13686.0,24304.0,10603.0,18858.0,10616.0,3.0,10668.0,8014.0,8952.0,15944.0,24546.0,20768.0,21326.0,25147.0,18891.0,11993.0
17,P62908,Rps3,Rps3 40S ribosomal protein S3,20.0,33443.0,35675.0,54155.0,21799.0,27763.0,35950.0,44646.0,40229.0,60301.0,53893.0,27037.0,38952.0,52639.0,43473.0,31042.0,37750.0,12.0,7051.0,8952.0,2359.0,5609.0,12813.0,20751.0,9731.0,4034.0,11340.0,11244.0,8.0,5619.0,1656.0,4849.0,5904.0,4030.0,6021.0,3115.0,4754.0,10375.0,9728.0,8.0,9396.0,10611.0,8828.0,4248.0,27226.0,18182.0,12174.0,6205.0,7733.0,4896.0,13.0,11141.0,9751.0,9637.0,12023.0,28766.0,23124.0,12953.0,14368.0,25183.0,14079.0
18,P99024,Tubb5,Tubb5 Tubulin beta-5 chain,5.0,32746.0,50865.0,41458.0,31106.0,18999.0,36911.0,36366.0,29878.0,54732.0,51635.0,55541.0,57615.0,38531.0,27537.0,24552.0,24215.0,4.0,3198.0,4634.0,1689.0,4191.0,12191.0,9639.0,6550.0,3338.0,4150.0,6970.0,3.0,4047.0,2059.0,3847.5,7148.0,5128.0,7387.5,5097.0,4948.0,5838.5,9022.5,4.0,5059.5,4577.5,4791.0,3122.0,12151.5,6984.5,9375.5,4999.0,8044.0,4638.0,5.0,5938.5,6005.0,5126.0,8042.5,12126.0,8083.0,10149.5,15269.0,9982.0,8501.0
19,Q5SWU9,Acaca,Acaca Acetyl-CoA carboxylase 1,139.0,34191.5,38442.0,33222.5,12944.5,16932.5,22575.5,25032.5,18791.5,23789.5,31439.0,38727.5,63641.0,24886.0,20666.5,20156.5,15851.5,94.0,4448.0,4381.0,7652.0,12224.0,7538.0,10962.0,5917.0,8066.0,18864.0,10643.0,88.0,11288.0,4037.0,9032.0,9344.0,7171.0,6963.0,4384.0,6830.0,15550.0,9596.0,79.0,10026.0,8121.0,24695.0,9635.0,12362.0,9049.0,9763.0,12888.0,10434.0,7670.0,94.0,10411.0,7457.0,8081.0,9230.5,11217.0,9945.0,10638.5,13496.0,14724.5,8976.0
20,P05784,Krt18,"Krt18 Keratin, type I cytoskeletal 18",30.0,20161.0,24433.0,31401.0,10662.5,16006.0,27089.5,27315.5,25751.5,31454.5,46041.5,19495.5,94215.0,44608.5,25597.5,20014.5,24009.0,7.0,873.0,1678.0,3448.0,1660.0,2261.0,2187.0,1551.0,2464.0,5674.0,6701.0,5.0,1420.0,2509.0,11979.5,3295.5,2632.5,4087.5,1455.0,4935.0,10302.5,16595.5,1.0,1664.0,2144.0,1571.0,1604.0,4027.0,3714.0,4094.0,2657.0,3652.0,3103.0,1.0,2082.5,2902.0,1353.0,5279.5,3069.5,4948.0,3255.0,5924.5,5209.5,6169.5
21,E9Q4Z2,Acacb,Acacb Acetyl-CoA carboxylase 2,126.0,44321.5,41230.0,68703.5,10846.5,23494.5,30104.5,36181.5,22065.5,32747.5,38442.0,39140.0,68249.5,41504.5,30631.0,21199.0,23261.5,67.0,4411.0,4003.5,8286.5,9740.5,9250.5,11099.5,5432.5,8103.5,20200.5,13061.0,67.0,13744.5,2568.0,8722.0,6223.0,6315.5,8730.5,4794.5,6313.0,13035.0,10118.0,50.0,9396.0,8709.0,32527.0,7551.5,15269.5,9390.5,11080.5,13466.5,15748.0,9253.5,60.0,10631.0,8073.5,8373.0,9599.0,15430.0,10822.0,12712.0,15373.0,15509.5,8665.0
22,P68369,Tuba1a,Tuba1a Tubulin alpha-1A chain,5.0,22527.0,18174.0,15102.0,30931.0,9513.0,19207.0,18952.0,17723.0,20869.0,24039.0,42679.0,39917.0,17309.0,11460.0,18362.0,18382.0,3.0,1697.0,2375.0,848.0,2416.0,14244.0,10499.0,8342.0,3725.0,4816.0,6374.0,3.0,7027.0,2055.0,4241.5,7458.5,7100.5,20795.0,11157.0,12041.0,11351.5,22569.0,3.0,3998.5,2185.5,2077.5,1103.0,11570.0,5567.5,9683.5,3002.0,5330.0,3239.5,3.0,3977.5,2353.0,2043.5,3601.0,11726.5,6683.0,9492.0,13164.0,8935.5,6267.5
23,P17182,Eno1,Eno1 Alpha-enolase,18.0,24947.0,25861.0,82702.0,8972.0,28421.0,20489.0,41760.0,36560.0,47824.0,40491.0,19185.0,22610.0,59273.0,45067.0,13688.0,37044.0,13.0,4949.0,5470.5,2926.0,10770.5,11798.0,14620.5,8424.0,13674.0,13342.0,11943.0,10.0,8112.0,3373.5,4233.5,8854.5,7535.5,12872.0,6385.5,10981.5,10301.5,9612.0,10.0,8329.0,8200.0,8708.0,5564.0,14296.0,14159.0,13650.0,8742.0,10471.0,7072.0,14.0,14464.0,13371.0,8203.0,11177.0,20417.0,22594.0,23471.0,17543.0,19417.0,12004.0
24,Q9DBM2,Ehhadh,Ehhadh Peroxisomal bifunctional enzyme,44.0,44844.5,33862.5,31512.5,33089.0,14653.5,43662.5,17882.0,17621.0,24138.5,24631.5,29049.0,34603.0,90100.5,61446.0,11895.5,12866.0,13.0,2699.0,3082.0,2974.0,5995.0,7210.0,9733.0,5015.0,6905.0,9815.0,10779.0,14.0,3387.0,1187.0,2487.0,2899.0,3423.0,6184.0,3320.0,3775.0,5097.0,5787.0,16.0,2673.0,3136.0,3526.0,2191.0,6198.0,3833.0,4216.0,4019.0,5426.0,3223.0,13.0,7315.5,6114.5,3711.0,6596.0,16920.0,10281.5,12647.5,10311.0,12572.0,7619.5
25,P11983,Tcp1,Tcp1 T-complex protein 1 subunit alpha,31.0,21054.0,30623.0,45301.0,13853.0,15152.0,18187.0,26725.0,21727.0,32964.0,32129.0,21182.0,32698.0,32306.0,25921.0,14484.0,23199.0,19.0,2571.0,3626.5,1572.5,4991.0,6683.0,9876.0,6325.0,4418.0,5319.5,6070.5,17.0,8041.0,2607.0,3134.0,8264.0,4684.0,9290.0,2728.0,5855.0,8076.0,10186.0,18.0,4945.0,4369.0,5341.0,1848.0,8937.0,7436.0,8437.0,3345.0,4625.0,2264.0,21.0,7443.0,7033.0,3563.0,4657.0,9994.0,10259.0,11780.0,8538.0,8301.0,5876.0
26,Q9D819,Ppa1,Ppa1 Inorganic pyrophosphatase,18.0,76524.0,65264.0,105307.0,29038.0,55352.0,75169.0,94389.0,71091.0,101029.0,112269.0,51658.0,74417.0,106368.0,69270.0,62005.0,73490.0,8.0,3391.0,3580.0,5113.0,6917.0,5918.0,9206.0,3924.0,7778.0,14587.0,10542.0,6.0,15005.0,4778.0,8624.0,7537.0,8481.0,21048.0,12277.0,9736.0,15827.0,13628.0,8.0,8999.0,10306.0,19068.0,8167.0,12579.0,10780.0,14763.0,14412.0,27360.0,15914.0,8.0,15261.5,11811.5,7269.0,10299.5,18940.5,17274.0,24054.0,15584.5,18790.0,8822.5
27,Q91V41,Rab14,Rab14 Ras-related protein Rab-14,13.0,30344.0,33555.0,44706.0,16239.0,28846.0,42490.0,50706.0,26859.0,48029.0,57448.0,24330.0,46062.0,50038.0,36162.0,29788.0,27579.0,11.0,4751.0,5359.0,3085.0,9061.0,13297.0,19529.0,10752.0,11089.0,14541.0,13738.0,9.0,7606.0,4417.0,3552.0,5286.0,9498.0,8021.0,3852.0,7318.0,10733.0,9021.0,10.0,11310.0,12618.5,14725.5,7946.5,20167.5,17195.5,17329.0,11506.5,12225.5,8164.0,10.0,8078.0,6068.0,5117.0,6745.0,13481.5,11105.0,13704.5,11046.5,11037.5,7034.5
28,P85094,Isoc2a,Isoc2a Isochorismatase domain-containing protein 2A,7.0,30259.0,40981.0,39332.0,24713.0,24744.0,30184.0,31543.0,21725.0,45403.0,40204.0,31345.0,31765.0,36327.0,35451.0,21092.0,24829.0,2.0,1895.5,3355.5,2347.0,5230.5,6980.0,5071.5,1256.5,4999.0,6840.5,7225.0,1.0,1283.0,0.0,1119.0,905.0,1389.0,3354.0,1618.0,1449.0,3366.0,2513.0,1.0,2486.0,1858.0,2183.0,1766.0,5944.0,1432.0,2718.0,2859.0,3361.0,3265.0,2.0,6670.0,5987.0,3496.0,7489.0,22224.0,5201.0,11095.0,9627.0,6889.0,3553.0
29,Q91WU0,Ces1f,Ces1f Carboxylesterase 1F,26.0,101148.0,151350.0,139399.0,35169.0,40035.0,63222.0,22405.0,11391.0,52163.0,46306.0,2976.0,6923.0,5199.0,3646.0,2231.0,2725.0,15.0,809.5,908.5,828.0,1177.5,8048.5,7201.5,12320.5,28441.0,42797.0,61001.0,16.0,1214.0,582.0,1516.0,1660.0,31676.0,57961.0,12133.0,16495.0,23742.0,38714.0,17.0,1814.0,1575.0,2146.0,1611.0,25498.0,15628.0,36938.0,39218.0,58348.0,16281.0,18.0,1835.5,1530.5,1756.5,2397.5,35941.5,24138.0,55431.5,7861.5,8917.5,13353.0
30,P56480,Atp5b,"Atp5b ATP synthase subunit beta, mitochondrial",27.0,48022.5,41093.0,45707.5,33616.5,29796.5,47383.5,43049.5,35338.5,39011.5,41174.5,40757.5,43810.0,49205.5,32168.5,24355.0,36493.5,17.0,2804.0,3105.0,2139.5,3893.0,8225.5,7609.5,5036.0,4360.0,6446.0,6567.0,17.0,3442.0,1714.0,2508.0,3634.0,4253.0,8950.0,5438.0,4129.0,5575.0,6977.0,16.0,7799.0,4879.0,5139.0,3768.0,17002.0,5335.0,8577.0,5399.0,6587.0,6750.0,18.0,9650.0,7084.5,4847.5,6100.0,17889.5,7450.5,13552.0,9872.5,10417.5,6595.5
31,Q3ULD5,Mccc2,"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",33.0,27340.0,20554.0,36617.0,9857.0,24028.0,25442.0,34204.0,24682.0,33159.0,35884.0,20528.0,41495.0,50643.0,37579.0,28711.0,28745.0,31.0,3673.5,2975.5,5755.5,9027.5,3955.5,6389.0,4382.0,13757.0,18381.0,14440.0,31.0,11371.0,6551.0,3593.0,4027.0,7607.0,11434.0,5365.0,6249.0,7583.0,6802.0,29.0,8484.5,10385.0,14965.5,8374.0,5171.5,5651.5,4870.5,9031.0,11291.5,6537.0,31.0,18567.0,20249.0,4838.0,5307.0,7562.5,9250.0,9001.5,5322.5,5753.5,4458.5
32,P68368,Tuba4a,Tuba4a Tubulin alpha-4A chain,10.0,28784.5,35673.0,26197.0,30979.0,14491.5,22831.0,23324.0,19020.0,28673.0,26620.5,38108.0,46525.5,25540.0,20477.0,17935.0,17338.0,4.0,7752.0,5595.0,10741.0,8043.5,19837.5,10413.0,14149.5,11366.0,13620.0,20659.5,4.0,9656.5,2996.0,9340.5,8086.0,10600.0,22398.0,12663.0,8464.5,9197.5,16917.5,1.0,35254.0,16452.0,46898.0,18840.0,47376.0,20817.0,41434.0,46846.0,71098.0,54021.0,3.0,20927.0,6834.0,11194.0,13707.0,26814.0,12603.0,23897.0,35170.0,20778.0,24194.0
33,Q99MR8,Mccc1,"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",49.0,26129.5,24656.5,34139.0,11334.5,20613.0,30831.0,32365.5,24929.0,33635.5,39208.0,21543.5,42283.5,38883.0,30898.0,24661.0,24440.0,37.0,5409.5,5823.0,6593.5,11491.0,8781.0,13413.5,6355.5,10078.0,17290.5,13083.0,36.0,11402.0,6976.0,6693.0,7807.0,9297.0,11466.0,5754.0,7005.0,12659.0,10159.0,37.0,10777.0,8715.0,13514.0,8409.0,12443.0,10813.0,10935.0,10806.0,11222.0,6859.0,39.0,16519.0,11690.0,7417.0,8907.0,17054.0,16156.0,17090.0,11943.0,13596.0,7643.0
34,Q99L04,Dhrs1,Dhrs1 Dehydrogenase/reductase SDR family member 1,18.0,20282.0,27872.0,32052.0,16659.5,15918.5,23963.0,23885.5,19528.0,35178.0,30705.5,23631.5,32725.0,30044.5,26075.5,20822.0,19241.0,7.0,2849.0,5038.0,1715.0,5517.0,9148.0,12784.0,5292.0,5713.0,8093.0,8632.0,8.0,4621.0,4069.0,3475.0,6452.0,8169.0,10794.0,4123.0,8165.0,9490.0,11564.0,6.0,5036.0,4155.5,2756.5,1881.5,9606.5,8135.5,8980.0,4286.5,5506.5,2289.0,9.0,4533.0,4118.0,2615.0,3650.0,8479.0,7747.0,9832.0,4965.0,7746.0,4591.0
35,Q8K0E8,Fgb,Fgb Fibrinogen beta chain,29.0,29970.5,40343.0,49671.0,9882.0,17399.5,29101.0,45944.5,28749.5,81704.5,100002.0,2380.5,8993.5,6507.0,5041.5,5607.5,5466.5,11.0,790.5,1323.0,3738.5,6863.0,6364.0,5403.0,3675.5,12039.5,28048.5,41952.5,14.0,3119.5,1463.5,4288.0,5322.5,7148.0,47939.5,10203.5,7887.0,17366.5,22554.5,12.0,2318.0,2439.0,4612.0,3147.0,7272.0,4819.0,10077.0,16620.0,74713.0,21242.0,7.0,4872.5,3466.5,2339.0,3237.0,10002.0,7969.0,13961.5,18879.0,10902.0,7570.5
