,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
1089,V9GXQ2,Gm17087,,,,,,,,,118079.0,85713.0,116303.0,127985.0,137926.0,92655.5,Gm17087 Protein Gm17087
1090,Q3UMF0,Cobll1,2166.5,9340.0,,,1222.5,2125.0,457.5,1609.0,10200.0,7254.0,7204.0,10661.0,9334.5,8085.25,Cobll1 Cordon-bleu protein-like 1
1091,O08677,Kng1,7376.5,22150.0,7702.75,21583.5,3250.5,13341.75,3289.0,18402.75,41047.5,29656.0,23903.5,27569.0,23963.0,8826.5,Kng1 Kininogen-1
1092,P80314,Cct2,2497.5,9237.25,3735.0,7537.75,1026.0,5291.5,1782.5,5618.5,36467.5,31380.5,21112.5,26948.0,27955.0,19565.25,Cct2 T-complex protein 1 subunit beta
1093,Q63932,Map2k2,11437.5,31149.0,4791.5,11469.5,20032.0,59488.0,11905.5,19771.0,141565.5,143987.5,98833.5,149965.0,170900.5,120368.75,Map2k2 Dual specificity mitogen-activated protein kinase kinase 2
1094,A2A974,Cyp4a12b,,,,,,,,,8191.75,7590.5,9306.25,7388.0,9701.5,8864.25,Cyp4a12b Protein Cyp4a12b
1095,Q8C5P5,Nt5dc1,,,,,,,,,32226.5,33467.75,29946.25,40761.0,41634.5,34324.0,Nt5dc1 5'-nucleotidase domain-containing protein 1
1096,Q7TNC4,Luc7l2,8367.5,13367.0,7029.0,15095.5,7483.25,14949.25,17456.75,25779.0,35047.5,49521.25,34485.75,48886.0,30242.0,47304.75,Luc7l2 Putative RNA-binding protein Luc7-like 2
1097,Q61937,Npm1,4689.0,9325.0,5380.5,12252.0,1790.5,4991.5,2283.5,9275.5,14562.5,12642.5,22384.0,15013.0,15007.0,14685.0,Npm1 Nucleophosmin
1098,Q9CQV8,Ywhab,6318.25,10605.5,3973.5,7604.25,4542.25,6979.0,3188.25,9282.25,8976.75,8465.75,5952.75,9035.0,10484.5,8592.0,Ywhab 14-3-3 protein beta/alpha
1099,Q8VE04,Mob3b,,,,,,,,,4901.25,3713.25,2682.0,3104.5,4656.5,2891.0,Mob3b MOB kinase activator 3B
1100,Q9ERY9,ORF11,,,,,,,,,30762.25,24713.0,13068.5,7829.5,3915.5,2797.5,ORF11 Probable ergosterol biosynthetic protein 28
1101,Q3U0V1,Khsrp,1657.0,3169.75,1776.75,5453.0,828.75,3521.25,1049.25,3833.75,9983.0,10649.5,6258.0,10295.0,8409.0,9090.0,Khsrp Far upstream element-binding protein 2
1102,O35857,Timm44,6051.25,10143.25,4483.5,20822.25,2967.25,6269.25,4753.25,9627.25,57030.75,50859.75,47093.5,50863.0,59795.5,41915.25,Timm44 Mitochondrial import inner membrane translocase subunit TIM44
1103,Q8R0N6,Adhfe1,5690.25,9390.5,3110.0,5461.5,2721.5,4883.75,3248.0,3723.0,29414.0,21476.5,11482.5,16184.0,24808.0,11553.0,"Adhfe1 Hydroxyacid-oxoacid transhydrogenase, mitochondrial"
1104,P70404,Idh3g,9065.25,14696.75,2596.5,5762.75,7534.0,11055.0,5290.75,10331.5,25346.75,24896.25,22462.5,18532.5,22473.5,19124.0,Idh3g Isocitrate dehydrogenase
1105,Q9CR67,Tmem33,2821.75,10221.25,1274.0,2633.0,4139.5,10275.5,1099.5,2527.5,57425.0,57902.0,41248.0,49716.0,58524.0,53364.0,Tmem33 Transmembrane protein 33
1106,Q9JKX6,Nudt5,18094.0,35107.25,13475.5,15691.25,9236.5,15367.75,11554.75,17909.5,42425.0,43541.0,32183.5,77978.0,56002.0,48795.5,Nudt5 ADP-sugar pyrophosphatase
1107,Q8VC52,Rbpms2,1805.0,3479.0,1913.5,2570.0,1830.5,3326.0,,,20205.5,20507.5,17323.0,19862.5,24709.0,17623.25,Rbpms2 RNA-binding protein with multiple splicing 2
1108,Q8BH80,Vapb,5124.5,13163.75,3038.75,10051.75,4496.0,19439.75,5216.5,18986.0,43850.0,30046.5,36116.5,49238.0,38374.0,32929.5,Vapb Vesicle-associated membrane protein-associated protein B
1109,P58281,Opa1,7201.0,13437.5,5289.75,12897.25,4396.0,9726.5,3654.75,8568.25,30612.0,29646.75,24108.5,25720.0,33598.0,24650.75,"Opa1 Dynamin-like 120 kDa protein, mitochondrial"
1110,Q8VH51,Rbm39,4955.75,8677.75,2895.75,9770.0,7027.75,10009.0,8119.0,12935.5,56598.5,54853.5,39585.5,71545.0,53207.0,46399.0,Rbm39 RNA-binding protein 39
1111,O35678,Mgll,4886.0,9041.0,3282.25,7272.25,4823.5,9796.0,7859.75,16033.0,19771.5,23702.0,14109.0,13230.5,22936.0,15314.5,Mgll Monoglyceride lipase
1112,E9PVB5,Ttc17,1542.0,21770.0,1325.5,17003.5,638.0,17761.5,714.0,17643.5,52551.0,53977.5,42855.5,51592.0,10267.0,6362.0,Ttc17 Tetratricopeptide repeat protein 17
1113,Q3UTJ2,Sorbs2,2773.5,12351.25,3234.25,13499.5,2746.0,5619.0,7791.5,8915.0,15291.25,10742.5,8905.25,14139.5,17721.5,11092.5,Sorbs2 Sorbin and SH3 domain-containing protein 2
1114,Q64378,Fkbp5,2523.5,8927.5,3233.75,7580.5,1648.25,7593.0,1821.0,6792.25,14332.25,13050.0,17704.75,20281.0,10502.5,13990.25,Fkbp5 Peptidyl-prolyl cis-trans isomerase FKBP5
1115,Q99L13,Hibadh,7251.5,12064.5,5537.5,9037.25,1194.5,3293.0,1585.0,4663.75,14831.0,12631.5,8588.0,11326.0,10145.0,11939.5,"Hibadh 3-hydroxyisobutyrate dehydrogenase, mitochondrial"
1116,Q99N93,Mrpl16,,,,,,,,,5908.25,5997.75,5783.0,6773.0,6736.5,6001.75,"Mrpl16 39S ribosomal protein L16, mitochondrial"
1117,P63101,Ywhaz,2175.75,3283.0,3559.0,5410.25,3557.0,6268.5,3097.25,10253.25,16727.5,20394.0,12772.5,16972.0,20343.0,18261.5,Ywhaz 14-3-3 protein zeta/delta
1118,P09671,Sod2,10098.5,28781.0,3358.75,9053.0,8716.5,5354.0,,,53079.25,42676.5,21502.5,38401.0,51182.5,32655.25,Sod2 Superoxide dismutase
1119,P70349,Hint1,,,46642.0,102856.0,2644.0,6215.0,16653.0,44416.5,46847.25,25886.75,23750.25,42038.5,26213.0,33205.0,Hint1 Histidine triad nucleotide-binding protein 1
1120,Q61702,Itih1,1897.75,7676.25,3227.25,10696.25,1586.5,8523.5,3213.5,11199.0,36283.5,32568.0,18690.5,26770.0,20701.0,12527.5,Itih1 Inter-alpha-trypsin inhibitor heavy chain H1
1121,Q922U2,Krt5,18945.5,11874.0,13565.5,11333.0,3824.5,11488.25,6799.5,13139.25,20655.25,23564.0,11729.0,16118.0,13478.5,18184.25,"Krt5 Keratin, type II cytoskeletal 5"
1122,Q9D5J6,Shpk,,,,,,,,,24751.0,21049.0,15007.0,22894.0,27793.0,21162.0,Shpk Sedoheptulokinase
1123,Q9R233,Tapbp,1788.25,18072.75,1756.5,13540.5,1253.0,14334.0,1273.5,12619.0,20525.5,18373.75,9288.5,15267.5,11688.5,9824.75,Tapbp Tapasin
1124,P28474,Adh5,,,,,,,,,44555.25,37559.0,31552.5,48975.5,38590.0,36707.25,Adh5 Alcohol dehydrogenase class-3
1125,B2RX12,Abcc3,,,,,,,,,29074.5,32167.5,32622.0,20914.0,33093.0,30613.5,Abcc3 Canalicular multispecific organic anion transporter 2
1126,Q3TCH7,Cul4a,1906.75,3820.5,1019.75,2521.75,927.0,2577.5,1050.25,2055.75,17495.25,20589.75,14760.0,15715.5,22837.0,16397.75,Cul4a Cullin-4A
1127,Q8BH86,UPF0317,3547.0,7904.5,2662.25,7660.5,1271.0,2572.0,2018.25,2570.0,53451.0,52770.5,47265.0,62633.0,62028.0,49552.5,"UPF0317 protein C14orf159 homolog, mitochondrial"
1128,Q9QXB9,Drg2,3065.5,4595.25,1446.5,2214.5,4405.75,6417.5,3458.0,5063.0,49049.5,58497.0,50971.0,64612.0,59726.0,46698.5,Drg2 Developmentally-regulated GTP-binding protein 2
1129,S4R2K0,Pdf,,,,,,,,,24451.5,22516.5,17765.5,25733.0,28964.0,21182.5,Pdf Peptide deformylase
1130,Q9CQ73,Pkp2,2916.5,6444.0,2541.75,5803.5,1747.0,6261.0,2917.25,8071.0,19502.0,21075.0,19590.0,26926.0,32285.0,19922.5,Pkp2 Protein Pkp2
1131,P36371,Tap2,6216.5,23049.5,4421.0,26897.75,3506.5,11392.75,2070.0,9071.75,20604.5,18370.5,15410.5,37011.5,27969.0,21316.5,Tap2 Antigen peptide transporter 2
1132,Q61129,Cfi,,,,,,,,,37075.25,29001.75,15278.75,23707.0,10364.5,5904.25,Cfi Complement factor I
1133,Q3UP75,Ugt3a1,,,,,,,,,51890.75,49936.75,37624.75,20704.0,29252.0,23262.25,Ugt3a1 UDP-glucuronosyltransferase 3A1
1134,Q922I7,Ptbp1,4797.5,8050.0,2299.5,7601.25,2630.25,6033.25,3454.25,7573.25,27324.0,25846.75,24080.5,28696.5,23802.0,25805.25,Ptbp1 Polypyrimidine tract-binding protein 1
1135,Q9CXJ1,Ears2,602.0,1563.0,,,1719.0,1390.0,,,14553.75,13994.0,12947.25,14648.5,17820.5,12890.5,"Ears2 Probable glutamate--tRNA ligase, mitochondrial"
1136,Q9JMA1,Usp14,1883.5,5103.0,1561.5,5233.75,2262.0,6502.0,3550.25,11009.0,12251.5,9611.0,9814.75,14578.5,14203.0,11164.75,Usp14 Ubiquitin carboxyl-terminal hydrolase 14
1137,A7MCT6,Etnk2,,,,,,,,,22015.0,13679.25,14116.25,35436.5,20455.0,21837.0,Etnk2 Ethanolamine kinase 2
1138,P14094,Atp1b1,1590.0,3293.0,1071.5,5641.5,,,1287.5,5286.0,77784.5,54576.0,65295.5,66257.0,65987.0,59947.0,Atp1b1 Sodium/potassium-transporting ATPase subunit beta-1
1139,O55142,Rpl35a,14144.5,15357.0,4061.25,4799.5,6033.75,10672.25,4844.75,8239.5,39938.25,42378.0,43918.5,61648.5,53356.0,39430.0,Rpl35a 60S ribosomal protein L35a
1140,Q91V92,Acly,2949.25,9904.5,3801.0,16486.75,2408.0,10782.75,3095.25,11481.5,33494.0,23618.25,15985.25,23352.5,29159.5,18167.5,Acly ATP-citrate synthase
1141,Q9CYW4,Hdhd3,,,,,,,,,38926.5,38343.0,31188.5,29968.0,36714.5,30557.0,Hdhd3 Haloacid dehalogenase-like hydrolase domain-containing protein 3
1142,P07309,Ttr,10937.5,11175.5,8723.5,10675.5,863.5,4710.0,3455.5,11454.5,4355.0,3848.5,2032.5,3670.0,3124.0,2176.5,Ttr Transthyretin
1143,P06684,C5,3548.0,7510.75,5548.5,7770.25,2537.25,5416.25,7723.25,13676.75,33711.0,32802.0,21183.0,41130.5,31556.5,19305.0,C5 Complement C5
1144,P39061,Col18a1,1706.0,14234.0,1525.75,17969.0,898.5,11765.75,1178.0,18627.5,19677.5,19065.75,14535.0,31520.0,5134.0,3766.0,Col18a1 Collagen alpha-1(XVIII) chain
1145,Q9D8W5,Psmd12,1504.5,4085.75,459.5,1664.0,3144.5,15212.5,3635.5,6088.75,18057.5,16778.0,14025.5,20622.0,21226.0,14677.5,Psmd12 26S proteasome non-ATPase regulatory subunit 12
1146,Q920A5,Scpep1,10327.5,19226.0,12637.0,28835.0,8046.5,27106.5,5178.0,18697.0,28604.5,27430.0,32419.5,40554.0,29281.0,32486.0,Scpep1 Retinoid-inducible serine carboxypeptidase
1147,Q8BG81,Poldip3,,,,,,,,,15073.5,14860.0,11258.75,21843.0,15366.0,15925.75,Poldip3 Polymerase delta-interacting protein 3
1148,Q8R5F7,Ifih1,6895.0,11747.25,3252.25,6203.25,4149.25,8817.0,1702.0,4728.25,22936.0,19106.5,15076.0,30172.0,30621.0,21416.0,Ifih1 Interferon-induced helicase C domain-containing protein 1
1149,Q4VBD2,Tapt1,2630.75,12594.5,1773.5,16862.0,1453.75,8946.25,1084.0,6882.0,15302.0,14051.0,12944.5,21557.0,20226.0,16797.0,Tapt1 Transmembrane anterior posterior transformation protein 1
1150,Q8QZR5,Gpt,7549.5,28206.0,7614.0,14988.0,2302.0,13827.75,3032.0,11963.25,40626.0,34670.0,28752.0,29286.5,28373.5,26224.5,Gpt Alanine aminotransferase 1
1151,O35453,Hpn,,,,,,,,,27911.5,26821.0,18643.25,39015.5,31512.5,21849.5,Hpn Serine protease hepsin
1152,Q9D1F9,Slc37a4,2226.0,5903.0,494.5,4317.0,2200.5,4534.5,1403.5,3964.5,6716.0,7138.25,7404.25,7986.5,6681.5,7138.75,"Slc37a4 Solute carrier family 37 (Glycerol-6-phosphate transporter), member 4"
1153,Q9CY50,Ssr1,2422.5,5139.5,944.0,2936.0,1457.5,4772.0,955.0,2397.0,21009.5,20169.0,20409.0,28640.0,25048.0,25387.5,Ssr1 Translocon-associated protein subunit alpha
1154,G5E814,Ndufa11,,,,,,,,,7289.5,8119.5,9966.0,9811.0,9822.0,7426.5,Ndufa11 NADH dehydrogenase
1155,Q9WVJ2,Psmd13,2797.25,8839.5,3298.0,9486.25,3205.0,13266.5,3531.5,10479.5,9670.0,8687.5,8093.0,8664.0,12200.0,8816.0,Psmd13 26S proteasome non-ATPase regulatory subunit 13
1156,Q8VDP6,Cdipt,3817.0,7995.5,1549.0,1873.0,3356.5,8158.5,3354.5,4449.0,20701.5,24900.5,18238.5,27355.0,33547.0,21603.0,Cdipt CDP-diacylglycerol--inositol 3-phosphatidyltransferase
1157,Q8R2Y8,Ptrh2,3338.25,5310.75,2420.75,6748.25,2879.5,8024.0,4656.5,14616.0,67866.75,74839.0,61611.0,69094.0,76388.5,71682.75,"Ptrh2 Peptidyl-tRNA hydrolase 2, mitochondrial"
1158,O55111,Dsg2,,,,,,,,,20863.25,16730.0,12350.25,15166.5,25214.5,12892.5,Dsg2 Desmoglein-2
1159,Q9CZD3,Gars,6115.0,8364.5,3816.25,6511.25,4104.0,6179.0,4655.75,5867.75,27955.25,21353.25,19879.5,46040.0,24407.5,29825.25,Gars Glycine--tRNA ligase
1160,Q8BMS4,Coq3,6003.5,12327.5,4654.5,6939.5,10456.75,16109.75,7395.5,10534.0,95169.0,95060.75,88344.25,112897.5,101095.5,84035.25,"Coq3 Ubiquinone biosynthesis O-methyltransferase, mitochondrial"
1161,O70378,Emc8,1565.75,11870.5,1310.5,5937.5,1387.0,7581.75,622.0,9744.25,27908.5,21922.5,18281.5,13683.0,10152.0,6314.0,Emc8 ER membrane protein complex subunit 8
1162,P84104,Srsf3,6324.5,10823.25,6688.25,13708.5,4496.5,9523.0,3816.5,9737.0,10269.0,12158.0,8806.5,12566.0,9088.0,9969.0,Srsf3 Serine/arginine-rich splicing factor 3
1163,Q5SYD0,Myo1d,5781.5,18117.5,2369.5,7147.75,3357.25,14581.25,4271.25,12584.5,35399.0,21280.0,24837.0,34825.0,27949.0,20146.5,Myo1d Unconventional myosin-Id
1164,Q8VBT9,Aspscr1,5819.0,10561.5,3691.0,4766.0,4283.0,7616.5,3693.0,7329.5,26152.5,26766.0,25887.5,27849.5,27188.5,22849.5,Aspscr1 Tether containing UBX domain for GLUT4
1165,Q9D115,Znf706,1038.5,1592.0,1388.0,2002.0,525.0,1616.0,1199.0,2658.5,18587.0,13673.0,13349.5,13421.0,22929.0,13904.5,Znf706 Zinc finger protein 706
