Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide,DNA binding,Gene Ontology (GO),Protein families,Zinc finger
O35744,reviewed,CHIL3_MOUSE,"Chitinase-like protein 3, EC 3.2.1.52 (Beta-N-acetylhexosaminidase Ym1) (Chitinase-3-like protein 3) (ECF-L) (Eosinophil chemotactic cytokine) (Secreted protein Ym1)",Chil3 Chi3l3 Ym1,Mus musculus (Mouse),398,cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nuclear envelope [GO:0005635]; rough endoplasmic reticulum lumen [GO:0048237],SUBCELLULAR LOCATION: Secreted. Rough endoplasmic reticulum lumen. Nucleus envelope. Cytoplasm. Cytoplasmic granule. Note=Predominantly localizes to the lumen of rough endoplasmic reticulum (rER) and nuclear envelope in alveolar macrophages. Localizes to the dilated lumen of rER in immature neutrophils in spleen and in cytoplasmic granules in peritoneal neutrophils. Detected in needle-shaped crystals present in the cytoplasm of bone marrow macrophages.,44458,"FUNCTION: Lectin that binds saccharides with a free amino group, such as glucosamine or galactosamine. Binding to oligomeric saccharides is much stronger than binding to mono- or disaccharides. Also binds chitin and heparin. Has weak hexosaminidase activity but no chitinase activity. Has chemotactic activity for T-lymphocytes, bone marrow cells and eosinophils. May play a role in inflammation and allergy. {ECO:0000269|PubMed:10625674, ECO:0000269|PubMed:11297523, ECO:0000269|PubMed:11733538}.","TISSUE SPECIFICITY: Expressed in peritoneal cavity macrophages and in peritoneal and bone marrow-derived neutrophils. Abundantly expressed in bone marrow, with moderate levels detected in gastric antrum, spleen and in alveolar macrophages in lung. Not detected in brain, heart, liver, kidney, stomach, intestine, skeletal muscle, ovary, testis, thymus and lymph nodes (at protein level). Detected at low levels in bone marrow, spleen, thymus and lung. Barely detectable in intestine, kidney and coecum. {ECO:0000269|PubMed:10625674, ECO:0000269|PubMed:11297523, ECO:0000269|PubMed:11733538, ECO:0000269|PubMed:12101265, ECO:0000269|PubMed:15148607, ECO:0000269|PubMed:9828134}.",chitin catabolic process [GO:0006032]; inflammatory response [GO:0006954]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],beta-N-acetylhexosaminidase activity [GO:0004563]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; kinase binding [GO:0019900]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148],"SIGNAL 1..21; /evidence=""ECO:0000269|PubMed:10625674, ECO:0000269|PubMed:11297523""",,,cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nuclear envelope [GO:0005635]; rough endoplasmic reticulum lumen [GO:0048237]; beta-N-acetylhexosaminidase activity [GO:0004563]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; kinase binding [GO:0019900]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148]; chitin catabolic process [GO:0006032]; inflammatory response [GO:0006954]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],"Glycosyl hydrolase 18 family, Chitinase class II subfamily",
P55302,reviewed,AMRP_MOUSE,"Alpha-2-macroglobulin receptor-associated protein, Alpha-2-MRAP (Heparin-binding protein 44, HBP-44) (Low density lipoprotein receptor-related protein-associated protein 1, RAP)",Lrpap1,Mus musculus (Mouse),360,cell surface [GO:0009986]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; endosome lumen [GO:0031904]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; rough endoplasmic reticulum lumen [GO:0048237]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Rough endoplasmic reticulum lumen {ECO:0000250|UniProtKB:P30533}. Endoplasmic reticulum-Golgi intermediate compartment lumen {ECO:0000250|UniProtKB:P30533}. Golgi apparatus, cis-Golgi network {ECO:0000250|UniProtKB:P30533}. Golgi apparatus lumen {ECO:0000250|UniProtKB:P30533}. Endosome lumen {ECO:0000250|UniProtKB:P30533}. Cell surface {ECO:0000250|UniProtKB:P30533}. Note=May be associated with receptors at the cell surface. {ECO:0000250|UniProtKB:P30533}.",42215,FUNCTION: Molecular chaperone for LDL receptor-related proteins that may regulate their ligand binding activity along the secretory pathway. {ECO:0000250|UniProtKB:P30533}.,TISSUE SPECIFICITY: Highly expressed in PYS-2 parietal endoderm cells and in the kidney. The RNA level increased about 10-fold during differentiation of F9 embryonal carcinoma cells to parietal endoderm cells. {ECO:0000269|PubMed:2229028}.,amyloid-beta clearance by transcytosis [GO:0150093]; negative regulation of amyloid-beta clearance [GO:1900222]; negative regulation of cell death [GO:0060548]; negative regulation of protein binding [GO:0032091]; negative regulation of receptor internalization [GO:0002091]; negative regulation of very-low-density lipoprotein particle clearance [GO:0010916]; regulation of receptor-mediated endocytosis [GO:0048259]; signal transduction [GO:0007165],heparin binding [GO:0008201]; lipase binding [GO:0035473]; low-density lipoprotein particle receptor binding [GO:0050750]; receptor antagonist activity [GO:0048019]; receptor ligand activity [GO:0048018]; very-low-density lipoprotein particle receptor binding [GO:0070326],"SIGNAL 1..28; /evidence=""ECO:0000255""",,,cell surface [GO:0009986]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; endosome lumen [GO:0031904]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; rough endoplasmic reticulum lumen [GO:0048237]; vesicle [GO:0031982]; heparin binding [GO:0008201]; lipase binding [GO:0035473]; low-density lipoprotein particle receptor binding [GO:0050750]; receptor antagonist activity [GO:0048019]; receptor ligand activity [GO:0048018]; very-low-density lipoprotein particle receptor binding [GO:0070326]; amyloid-beta clearance by transcytosis [GO:0150093]; negative regulation of amyloid-beta clearance [GO:1900222]; negative regulation of cell death [GO:0060548]; negative regulation of protein binding [GO:0032091]; negative regulation of receptor internalization [GO:0002091]; negative regulation of very-low-density lipoprotein particle clearance [GO:0010916]; regulation of receptor-mediated endocytosis [GO:0048259]; signal transduction [GO:0007165],Alpha-2-MRAP family,
