uniprot_id,description,pep_num,annotation,alb_turbo(+)_1,alb_turbo(+)_2,alb_turbo(+)_3,alb_turbo(-)_1,alb_turbo(-)_2,adip_turbo(+)_1,adip_turbo(+)_2,adip_turbo(+)_3,adip_turbo(-)_1,adip_turbo(-)_2,CD19_turbo(+)_1,CD19_turbo(+)_2,CD19_turbo(+)_3,CD19_turbo(+)_4,CD19_turbo(-)_1,CD19_turbo(-)_2
Q8BWT1,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",33,FP,81165003.0,41766547.0,109229133.0,73031865.0,47736766.0,6017643.0,5510322.0,1444150.0,1877021.0,2180363.0,394866.0,423632.0,1104863.0,422148.0,183957.0,298557.0
E9QPD7,Pcx Pyruvate carboxylase,88,,1074833375.0,828573093.0,1169569631.0,963015281.0,1024967774.0,681312872.0,639002352.0,383924268.0,673570297.0,726069215.0,7858416.0,29100465.0,36562489.0,17259304.0,10571804.0,23781858.0
Q91ZA3,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",58,FP,293574529.0,217696230.0,335669417.0,241946291.0,261233945.0,92493169.0,104082356.0,66140830.0,108912649.0,147227396.0,23901909.0,19856776.0,58557467.0,27637069.0,25964735.0,31950247.0
P20152,Vim Vimentin,31,FP,1451322.0,1241665.0,1693653.0,1443477.0,1168536.0,10998874.0,16762834.0,10795124.0,11198804.0,14372053.0,595553.0,1684288.0,1445132.0,1042291.0,386302.0,909445.0
Q99MR8,"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",45,FP,121131123.0,76765321.0,146184689.0,100428278.0,123601254.0,62396747.0,71715423.0,43145410.0,82051848.0,96813764.0,9489959.0,10752683.0,24236454.0,11898046.0,11503470.0,12873557.0
P68368,Tuba4a Tubulin alpha-4A chain,6,,3014523.0,3193474.0,3032416.0,4007300.0,1499532.0,260310.0,257360.0,132928.0,180621.0,211762.0,79266.0,120402.0,210062.0,106172.0,60944.0,82800.0
A8DUK4,Hbbt1 Protein Hbb-bs,9,,819711.0,749820.0,974759.0,839043.0,742462.0,1644342.0,2106473.0,3517373.0,1042692.0,9786871.0,221890.0,904384.0,863005.0,1772383.0,226074.0,659848.0
P68369,Tuba1a Tubulin alpha-1A chain,3,,2593668.0,2526388.0,2578141.0,3520572.0,1240570.0,1129363.0,1005752.0,783385.0,1075493.0,1159231.0,184242.0,304480.0,448064.0,217562.0,136375.0,200503.0
Q3ULD5,"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",32,FP,9285937.0,5779070.0,11327369.0,6546015.0,7404335.0,23529696.0,17430992.0,14769542.0,18483488.0,28129638.0,286110.0,1297248.0,1491241.0,862669.0,469986.0,721330.0
A2AFQ2,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,16,,6605279.0,5157114.0,6610921.0,5990115.0,4197019.0,851829.0,979819.0,489006.0,786631.0,741246.0,83859.0,122836.0,258064.0,114846.0,54695.0,86499.0
P16460,Ass1 Argininosuccinate synthase,23,,70012050.0,33611065.0,80881338.0,41415772.0,24511483.0,1086080.0,1550721.0,409546.0,462410.0,594863.0,79032.0,147341.0,163190.0,163909.0,65830.0,297783.0
Q91V41,Rab14 Ras-related protein Rab-14,10,,1757565.0,1302890.0,2057626.0,1461110.0,1330403.0,1441356.0,1636927.0,911983.0,1538970.0,1562046.0,99850.0,199111.0,302561.0,154995.0,103870.0,132879.0
Q8C196,Cps1 Carbamoyl-phosphate synthase,78,FP,213985612.0,167907403.0,253326191.0,162656588.0,90582060.0,9141362.0,8755191.0,2898263.0,2576152.0,3308451.0,561272.0,719295.0,905442.0,900834.0,356761.0,1272560.0
P11352,Gpx1 Glutathione peroxidase 1,11,,1423745.0,1076848.0,1800790.0,970855.0,1071422.0,234273.0,323968.0,185594.0,201053.0,234312.0,27720.0,53881.0,59938.0,67286.0,21852.0,38238.0
Q99MN9,"Pccb Propionyl-CoA carboxylase beta chain, mitochondrial",22,FP,29978162.0,21745832.0,36239738.0,22064509.0,22978796.0,42197241.0,34093379.0,30436011.0,32683814.0,64501298.0,1479574.0,5790864.0,6106771.0,4085109.0,2098676.0,2412868.0
P62908,Rps3 40S ribosomal protein S3,14,FP,4501930.0,4106130.0,5679705.0,3770252.0,3691892.0,1887724.0,2988316.0,1269932.0,2821137.0,2372804.0,520179.0,566541.0,1751926.0,684937.0,415082.0,661207.0
Q9WVL0,Gstz1 Maleylacetoacetate isomerase,10,,4409242.0,1671193.0,5234943.0,1822891.0,2278767.0,1403449.0,1401592.0,904298.0,1587639.0,1457145.0,26539.0,67343.0,37683.0,34903.0,12576.0,31595.0
P20029,Hspa5 78 kDa glucose-regulated protein,31,TP,17313891.0,15078168.0,18178408.0,3924774.0,4627611.0,11301517.0,20710478.0,10961059.0,1534136.0,1824883.0,1745001.0,1155896.0,3498627.0,2822915.0,139704.0,266656.0
P68372,Tubb4b Tubulin beta-4B chain,4,,3629768.0,4439942.0,3626529.0,5435221.0,2151129.0,1148736.0,1121629.0,726966.0,1087466.0,1110677.0,185463.0,267829.0,631991.0,264354.0,176251.0,256021.0
Q8VCH0,"Acaa1b 3-ketoacyl-CoA thiolase B, peroxisomal",5,,966165.0,578655.0,1165163.0,699411.0,591461.0,53703.0,82253.0,44447.0,48755.0,64118.0,6726.0,13385.0,12614.0,16803.0,5326.0,77086.0
Q5SWU9,Acaca Acetyl-CoA carboxylase 1,106,,50233915.0,35823454.0,57283542.0,60201773.0,53835639.0,108496986.0,69372576.0,41824429.0,118505322.0,99350635.0,4752293.0,7581461.0,7619717.0,7067885.0,5344442.0,7548781.0
P51881,Slc25a5 ADP/ATP translocase 2,9,FP,4651771.0,3541167.0,5092154.0,3496521.0,2648012.0,533670.0,917266.0,270903.0,1004084.0,697866.0,128357.0,141717.0,372555.0,177661.0,80332.0,117029.0
P99024,Tubb5 Tubulin beta-5 chain,5,,7126234.0,8213173.0,6932274.0,10879284.0,2347722.0,3609423.0,3813272.0,2260653.0,4160730.0,4533534.0,1193334.0,1847143.0,3082287.0,1706842.0,938952.0,1224300.0
Q91WU0,Ces1f Carboxylesterase 1F,19,TP,8733459.0,8845715.0,9228930.0,987961.0,1749922.0,19794513.0,44406290.0,28508227.0,1751511.0,2103909.0,56326.0,117707.0,104682.0,117495.0,39408.0,67752.0
Q7TMM9,Tubb2a Tubulin beta-2A chain,5,,3864122.0,3371971.0,4484978.0,3860053.0,1649439.0,733910.0,739512.0,430745.0,668150.0,722957.0,113167.0,175737.0,309882.0,177184.0,100179.0,131302.0
Q8CGN5,Plin1 Perilipin-1,17,TP,548825.0,403679.0,644930.0,527480.0,640860.0,4187515.0,10242869.0,5972168.0,2506115.0,5085247.0,36059.0,263806.0,159123.0,114153.0,57019.0,83979.0
S4R1W1,Gm3839 Glyceraldehyde-3-phosphate dehydrogenase,4,,9235698.0,8657296.0,11422572.0,12049786.0,9937136.0,8259508.0,8558002.0,5220206.0,9094965.0,10616502.0,1351556.0,3547726.0,3613131.0,1892059.0,1435822.0,2245577.0
Q03265,"Atp5a1 ATP synthase subunit alpha, mitochondrial",25,FP,44749986.0,37359198.0,50221928.0,35731295.0,27520902.0,14707214.0,14524544.0,8428404.0,13346425.0,14832777.0,733887.0,1655995.0,2131977.0,1054450.0,614616.0,866648.0
Q8BFR5,"Tufm Elongation factor Tu, mitochondrial",23,FP,16962931.0,7273279.0,19927253.0,13201434.0,13012071.0,1150217.0,2117203.0,996976.0,1392689.0,1626799.0,372148.0,266501.0,1225428.0,297357.0,216952.0,291118.0
P62264,Rps14 40S ribosomal protein S14,8,,1759503.0,1582429.0,1998021.0,1437555.0,1227151.0,392927.0,603009.0,291452.0,564372.0,496507.0,126335.0,189448.0,324789.0,209617.0,90180.0,171383.0
O35490,Bhmt Betaine--homocysteine S-methyltransferase 1,14,FP,4897269.0,5800428.0,3689088.0,1155047.0,895056.0,119280.0,157733.0,101527.0,85041.0,130989.0,21476.0,34919.0,28015.0,39227.0,29641.0,36144.0
Q9Z2I8,Suclg2 Succinate--CoA ligase,15,FP,7470018.0,4161772.0,9817978.0,4836729.0,3628622.0,481357.0,616828.0,347837.0,390170.0,491256.0,83728.0,96809.0,264499.0,116872.0,58937.0,89139.0
P60710,"Actb Actin, cytoplasmic 1",8,FP,2973605.0,2171974.0,3123148.0,1961102.0,1220373.0,1539324.0,2951670.0,1053482.0,1967397.0,1878735.0,1553845.0,1849810.0,2319395.0,2319518.0,1393516.0,1303386.0
P62737,"Acta2 Actin, aortic smooth muscle",2,,649969.0,356321.0,213583.0,268476.0,47809.0,240567.0,218401.0,121062.0,215973.0,159461.0,115256.0,124980.0,315848.0,78599.0,43179.0,80996.0
E9Q4Z2,Acacb Acetyl-CoA carboxylase 2,78,FP,29559693.0,22371991.0,34167696.0,25227975.0,26911864.0,24696791.0,20558386.0,12021494.0,23564849.0,21504961.0,1090439.0,1335473.0,3923740.0,1148203.0,807134.0,1355399.0
P62281,Rps11 40S ribosomal protein S11,11,,2444579.0,2366844.0,2918517.0,2702137.0,2381662.0,580444.0,1213850.0,428913.0,1169634.0,776045.0,331157.0,324251.0,904726.0,495215.0,169589.0,363045.0
P11983,Tcp1 T-complex protein 1 subunit alpha,22,,2467774.0,2763869.0,2817346.0,2801862.0,1660417.0,2118884.0,2192091.0,1159133.0,2359923.0,2016428.0,267443.0,435600.0,564211.0,386465.0,195410.0,319902.0
P56480,"Atp5b ATP synthase subunit beta, mitochondrial",18,FP,8148146.0,7551766.0,9470478.0,7323039.0,4492108.0,1976143.0,2020125.0,1217793.0,1752827.0,1781791.0,170577.0,628597.0,428296.0,266403.0,141691.0,230862.0
O88492,Plin4 Perilipin-4,28,,360654.0,260630.0,410468.0,365211.0,460627.0,4110890.0,10324364.0,6075058.0,1476462.0,2914182.0,25882.0,143981.0,133654.0,92900.0,41847.0,71060.0
Q91VB8,Hba-a2 Hemoglobin subunit alpha,4,,558979.0,543396.0,669065.0,605190.0,552428.0,1406806.0,1806254.0,2440442.0,904002.0,5286434.0,173515.0,483175.0,576546.0,1149225.0,125771.0,542456.0
P27773,Pdia3 Protein disulfide-isomerase A3,23,TP,5819402.0,5540158.0,6109998.0,725571.0,1006450.0,4684962.0,9922391.0,5997227.0,1418895.0,2776688.0,460242.0,609565.0,1153524.0,796178.0,68337.0,127453.0
P08249,"Mdh2 Malate dehydrogenase, mitochondrial",14,FP,3319429.0,2740184.0,4354192.0,2301365.0,999852.0,450685.0,445323.0,293369.0,413565.0,515184.0,92817.0,84755.0,279066.0,230449.0,72869.0,130357.0
Q02819,Nucb1 Nucleobindin-1,22,TP,4221790.0,4382082.0,4590302.0,523568.0,763292.0,9672535.0,11691717.0,8961278.0,377204.0,612838.0,753717.0,618034.0,1433522.0,1181939.0,42517.0,60132.0
P17182,Eno1 Alpha-enolase,14,,2315550.0,1925799.0,2794442.0,1861852.0,1729443.0,4377557.0,4101962.0,2507659.0,4003478.0,4092895.0,306434.0,735269.0,707589.0,530732.0,275643.0,397592.0
Q3UNZ8,Quinone oxidoreductase-like protein 2,11,,1465507.0,1016490.0,1776085.0,1614080.0,970495.0,526322.0,481230.0,269007.0,412122.0,546099.0,33519.0,51132.0,56367.0,57396.0,26174.0,38877.0
O35129,Phb2 Prohibitin-2,13,FP,3323392.0,3011019.0,3756779.0,3824583.0,2889191.0,1918650.0,1836883.0,1136358.0,1762975.0,1945200.0,116114.0,231971.0,344816.0,192977.0,120213.0,207173.0
Q8BFZ9,Erlin2 Erlin-2,12,TP,701343.0,528218.0,878583.0,283215.0,341783.0,3357854.0,4027707.0,2521012.0,419834.0,485571.0,210749.0,172563.0,546612.0,360769.0,42983.0,68645.0
P48962,Slc25a4 ADP/ATP translocase 1,3,FP,260700.0,99688.0,142506.0,633709.0,53967.0,146113.0,213218.0,65739.0,399122.0,181545.0,65658.0,66342.0,229982.0,102342.0,40697.0,60134.0
O35295,Purb Transcriptional activator protein Pur-beta,7,FP,96805.0,83569.0,117496.0,89190.0,84595.0,159808.0,197751.0,132258.0,162624.0,194351.0,41504.0,61210.0,114252.0,49176.0,31241.0,49983.0
P10126,Eef1a1 Elongation factor 1-alpha 1,6,FP,3534580.0,3054808.0,4183877.0,3346290.0,2511816.0,736739.0,1022267.0,641449.0,678085.0,806361.0,175362.0,307261.0,601424.0,338647.0,159418.0,251997.0
Q8BMS1,"Hadha Trifunctional enzyme subunit alpha, mitochondrial",33,FP,13521514.0,13494641.0,15685677.0,16683201.0,6508155.0,2139292.0,2312538.0,1135966.0,1894946.0,2144008.0,355071.0,447782.0,1284918.0,379146.0,241185.0,347621.0
P31001,Des Desmin,16,FP,992808.0,987435.0,865967.0,889449.0,405909.0,319669.0,872960.0,266273.0,708340.0,560225.0,608685.0,1033202.0,1075534.0,758115.0,228467.0,1040570.0
P62962,Pfn1 Profilin-1,5,,534581.0,533821.0,571207.0,426819.0,258444.0,229501.0,435171.0,262281.0,312468.0,573157.0,357312.0,587383.0,908526.0,1116582.0,222272.0,360477.0
Q9Z0F7,Sncg Gamma-synuclein,5,,45882.0,33412.0,51354.0,42443.0,49337.0,398240.0,1165469.0,890385.0,51663.0,102516.0,5167.0,9230.0,8377.0,7083.0,3986.0,5978.0
Q8QZT1,"Acat1 Acetyl-CoA acetyltransferase, mitochondrial",12,FP,1695732.0,1355341.0,2051332.0,1163931.0,1191029.0,783400.0,853968.0,458314.0,678066.0,718238.0,51401.0,97235.0,176018.0,67249.0,44766.0,58504.0
Q9D819,Ppa1 Inorganic pyrophosphatase,8,,1695444.0,1188124.0,2117962.0,1122713.0,1165981.0,1076863.0,1315213.0,782644.0,1321523.0,1349272.0,38581.0,107937.0,98664.0,65933.0,26267.0,44252.0
P99029,"Prdx5 Peroxiredoxin-5, mitochondrial",8,FP,862656.0,772368.0,1041693.0,631859.0,498100.0,652097.0,764007.0,424668.0,617650.0,698448.0,62725.0,83126.0,203143.0,134284.0,37383.0,96633.0
Q9DB77,"Uqcrc2 Cytochrome b-c1 complex subunit 2, mitochondrial",16,FP,1318600.0,1280551.0,1656498.0,1313097.0,1266273.0,524463.0,639700.0,380649.0,513540.0,611058.0,87408.0,260630.0,317751.0,157490.0,96674.0,114437.0
P35700,Prdx1 Peroxiredoxin-1,9,,2242555.0,1825036.0,2950167.0,1188583.0,1548944.0,1230436.0,1564148.0,974541.0,1187617.0,1723085.0,113380.0,181644.0,294926.0,241165.0,111886.0,170221.0
Q62159,Rhoc Rho-related GTP-binding protein RhoC,1,,208632.0,148748.0,237780.0,141004.0,121443.0,207352.0,250752.0,121703.0,296908.0,280251.0,21355.0,33443.0,69494.0,39266.0,15707.0,20478.0
Q9QUI0,Rhoa Transforming protein RhoA,1,FP,359119.0,294841.0,448692.0,292679.0,252767.0,289316.0,389713.0,205730.0,370820.0,314767.0,52330.0,88246.0,138286.0,100905.0,47156.0,50577.0
P04117,"Fabp4 Fatty acid-binding protein, adipocyte",6,FP,182038.0,145104.0,182298.0,170418.0,146579.0,2061431.0,1607596.0,1667767.0,1507435.0,3389378.0,3727.0,136513.0,30027.0,30571.0,9741.0,21748.0
Q921H8,"Acaa1a 3-ketoacyl-CoA thiolase A, peroxisomal",2,,383339.0,247675.0,481077.0,336015.0,224949.0,144272.0,164759.0,153817.0,105137.0,227863.0,9473.0,28672.0,19448.0,23913.0,7696.0,14212.0
P62267,Rps23 40S ribosomal protein S23,6,TP,735287.0,840441.0,1045683.0,1036069.0,1100701.0,160795.0,651397.0,251969.0,355649.0,331890.0,179903.0,191646.0,464881.0,266350.0,90534.0,350259.0
P54869,"Hmgcs2 Hydroxymethylglutaryl-CoA synthase, mitochondrial",17,FP,4865999.0,7467605.0,5662411.0,5380375.0,4115519.0,288924.0,465858.0,219115.0,198169.0,240619.0,49243.0,66273.0,77891.0,73729.0,32228.0,67470.0
P62082,Rps7 40S ribosomal protein S7,9,FP,2446640.0,1652052.0,2629716.0,1937083.0,1293918.0,487638.0,647795.0,361293.0,670358.0,696672.0,262940.0,425095.0,740825.0,410791.0,167796.0,327232.0
Q99P87,Retn Resistin,2,TP,10894.0,8036.0,10768.0,10566.0,8952.0,72412.0,126024.0,78992.0,7193.0,12608.0,0.0,0.0,713.0,1409.0,0.0,0.0
P63017,Hspa8 Heat shock cognate 71 kDa protein,16,FP,3177780.0,2892027.0,4085845.0,2681551.0,1974078.0,2390951.0,2549646.0,1495346.0,2335701.0,2047142.0,241144.0,642765.0,672745.0,505077.0,217907.0,304660.0
P35278,Rab5c Ras-related protein Rab-5C,4,,386834.0,287887.0,434506.0,336076.0,294906.0,567099.0,723749.0,406632.0,759848.0,735353.0,69693.0,113096.0,168319.0,82759.0,59324.0,75580.0
Q9DBM2,Ehhadh Peroxisomal bifunctional enzyme,29,,14907382.0,7424279.0,18632231.0,6573315.0,7896000.0,905060.0,1429992.0,676482.0,831736.0,974368.0,90888.0,136108.0,155944.0,124880.0,63149.0,117492.0
Q8VC30,Tkfc Triokinase/FMN cyclase,21,,4742314.0,7885051.0,4732025.0,6640255.0,3943427.0,343470.0,466356.0,208231.0,209214.0,265265.0,53900.0,73524.0,101766.0,89318.0,26923.0,53146.0
Q922B2,"Dars Aspartate--tRNA ligase, cytoplasmic",19,,2372909.0,2311475.0,3124363.0,2239180.0,1868824.0,643977.0,885897.0,496202.0,770118.0,914147.0,142399.0,402516.0,399769.0,294654.0,119034.0,195002.0
Q9DD20,Mettl7b Methyltransferase-like protein 7B,9,TP,1629511.0,1101710.0,1961590.0,1289100.0,958659.0,79626.0,100288.0,43989.0,41733.0,51318.0,7030.0,14448.0,11984.0,13018.0,4751.0,11039.0
P50171,Hsd17b8 Estradiol 17-beta-dehydrogenase 8,7,FP,853490.0,672254.0,1019317.0,1002382.0,764022.0,299799.0,304741.0,187421.0,251311.0,294713.0,41274.0,58056.0,88459.0,52604.0,35812.0,45144.0
Q91VS7,Mgst1 Microsomal glutathione S-transferase 1,4,TP,6286986.0,6740117.0,7844847.0,5172486.0,4756174.0,633364.0,1170377.0,483935.0,1033848.0,967396.0,61322.0,97500.0,98512.0,79735.0,43620.0,61934.0
P51410,Rpl9 60S ribosomal protein L9,5,,2078801.0,2051645.0,2692359.0,1618364.0,1321084.0,359245.0,698762.0,195511.0,808467.0,461653.0,166077.0,170106.0,414299.0,256175.0,92821.0,176671.0
P63038,"Hspd1 60 kDa heat shock protein, mitochondrial",17,FP,4003376.0,2613226.0,4931220.0,2769680.0,2626899.0,543073.0,724218.0,528629.0,509146.0,776285.0,67212.0,215689.0,226063.0,154209.0,74382.0,123232.0
Q8CAQ8,Immt MICOS complex subunit Mic60,28,FP,3040036.0,2593093.0,4000686.0,3130354.0,2181565.0,1780032.0,2092409.0,1344142.0,1346559.0,3013076.0,55004.0,235100.0,277754.0,176447.0,71082.0,135471.0
P67778,Phb Prohibitin,12,FP,1849941.0,1644852.0,1965876.0,1831710.0,1180097.0,710539.0,724167.0,528087.0,593473.0,648486.0,95815.0,215003.0,297095.0,189928.0,95157.0,145403.0
Q9D1G1,Rab1b Ras-related protein Rab-1B,3,TP,118720.0,76955.0,154306.0,105104.0,105861.0,229800.0,243755.0,141715.0,230364.0,304983.0,10874.0,29502.0,30181.0,21783.0,13564.0,17787.0
P52480,Pkm Pyruvate kinase PKM,16,FP,352024.0,253661.0,383802.0,294509.0,284164.0,1752665.0,1663100.0,1139020.0,1634885.0,1688879.0,175294.0,595000.0,448966.0,309356.0,163783.0,221589.0
P48678,Lmna Prelamin-A/C,22,FP,486838.0,470014.0,606028.0,484898.0,378224.0,2435465.0,2386835.0,1771501.0,2115663.0,3202663.0,41489.0,225898.0,188939.0,144120.0,61362.0,117872.0
P47738,"Aldh2 Aldehyde dehydrogenase, mitochondrial",15,FP,3367748.0,3078080.0,4152803.0,2638032.0,2106402.0,1080918.0,1173982.0,857399.0,946071.0,1416387.0,66550.0,223238.0,212875.0,170744.0,93252.0,129988.0
Q6ZWN5,Rps9 40S ribosomal protein S9,11,,1907452.0,1659494.0,2034171.0,1616325.0,1385785.0,132590.0,431670.0,109867.0,466365.0,227787.0,241103.0,286548.0,679793.0,398512.0,153050.0,246014.0
Q9R112,"Sqrdl Sulfide:quinone oxidoreductase, mitochondrial",17,FP,7716685.0,3197084.0,9137343.0,4800005.0,5562178.0,893675.0,1109386.0,517071.0,1491361.0,1180700.0,226783.0,193244.0,1145842.0,177547.0,184606.0,179997.0
Q9Z2I9,Sucla2 Succinate--CoA ligase,18,FP,4212415.0,2752664.0,6139628.0,2785842.0,3338077.0,480438.0,637779.0,346721.0,561219.0,664052.0,79818.0,129126.0,295212.0,119094.0,73765.0,110910.0
Q07417,"Acads Short-chain specific acyl-CoA dehydrogenase, mitochondrial",15,FP,2639143.0,1949695.0,3016706.0,1982461.0,1920138.0,964395.0,1045269.0,548650.0,1005743.0,793606.0,79696.0,145993.0,162296.0,112261.0,62714.0,79635.0
P62900,Rpl31 60S ribosomal protein L31,4,,1265913.0,1218601.0,1622886.0,1133470.0,1163804.0,226558.0,482804.0,144219.0,505731.0,336859.0,140468.0,186609.0,365585.0,201706.0,103687.0,191072.0
P47962,Rpl5 60S ribosomal protein L5,10,FP,1584422.0,1377817.0,1825569.0,1504062.0,1318993.0,657645.0,1467911.0,561346.0,1298801.0,1028347.0,414050.0,459846.0,1256831.0,388074.0,214930.0,491485.0
P09103,P4hb Protein disulfide-isomerase,22,TP,3755855.0,4643996.0,4492767.0,514069.0,639906.0,1930542.0,3922324.0,2493696.0,258288.0,392804.0,184109.0,300976.0,399424.0,347995.0,45643.0,81833.0
Q9QZ85,Iigp1 Interferon-inducible GTPase 1,13,TP,1253229.0,1514800.0,1467394.0,1625392.0,1386712.0,174673.0,249291.0,152715.0,159930.0,207509.0,28140.0,36611.0,48032.0,35740.0,15882.0,27583.0
Q9DCW4,Etfb Electron transfer flavoprotein subunit beta,3,FP,94314.0,64178.0,114590.0,68347.0,61217.0,59615.0,66748.0,43302.0,55181.0,100165.0,6237.0,11744.0,18021.0,14255.0,6996.0,9427.0
Q99K67,"Aass Alpha-aminoadipic semialdehyde synthase, mitochondrial",30,FP,23316638.0,13394601.0,29308885.0,11463038.0,8627099.0,799109.0,1095751.0,466320.0,509403.0,737769.0,126776.0,150621.0,221196.0,167013.0,90868.0,174940.0
P08113,Hsp90b1 Endoplasmin,26,TP,7282791.0,7328640.0,7899898.0,1766871.0,1648432.0,8422698.0,14928292.0,9741436.0,767642.0,936571.0,5614642.0,4339194.0,10170403.0,6441991.0,192386.0,293863.0
Q8BGT5,Gpt2 Alanine aminotransferase 2,13,,3145366.0,1911931.0,3875667.0,1752460.0,1305417.0,271335.0,342371.0,195901.0,263928.0,321327.0,27966.0,47475.0,58112.0,37697.0,21731.0,32560.0
Q9DB20,"Atp5o ATP synthase subunit O, mitochondrial",7,FP,684088.0,626339.0,810893.0,661564.0,564837.0,355261.0,381218.0,296805.0,354952.0,542270.0,26134.0,86420.0,98310.0,71818.0,32042.0,42357.0
P68040,Rack1 Receptor of activated protein C kinase 1,10,FP,773879.0,493692.0,904852.0,579503.0,648163.0,278542.0,365306.0,151601.0,331213.0,275082.0,70363.0,94493.0,208192.0,114677.0,75104.0,104890.0
Q91VI7,Rnh1 Ribonuclease inhibitor,11,,740218.0,493809.0,971047.0,1012787.0,647563.0,119292.0,177263.0,93205.0,98145.0,169491.0,21598.0,62260.0,60010.0,52098.0,15562.0,44231.0
Q9WVD5,Slc25a15 Mitochondrial ornithine transporter 1,9,FP,2775150.0,1461960.0,3348762.0,1366015.0,1266364.0,123677.0,173264.0,97414.0,89227.0,100730.0,16871.0,24916.0,24736.0,26352.0,12488.0,16917.0
P12710,"Fabp1 Fatty acid-binding protein, liver",5,,486061.0,838459.0,513825.0,914842.0,296975.0,134260.0,123023.0,65719.0,61506.0,82880.0,31407.0,34823.0,32317.0,51042.0,30584.0,55137.0
Q8VCW8,"Acsf2 Acyl-CoA synthetase family member 2, mitochondrial",19,FP,4431996.0,3767075.0,5056380.0,4248970.0,3275887.0,491356.0,662227.0,360772.0,401960.0,542849.0,79009.0,129277.0,219585.0,115572.0,102553.0,104392.0
P62983,Rps27a Ubiquitin-40S ribosomal protein S27a,1,FP,98764.0,79721.0,117456.0,69336.0,74390.0,16540.0,40288.0,11325.0,22230.0,10263.0,34320.0,61019.0,46336.0,36445.0,22021.0,29874.0
Q8K0E8,Fgb Fibrinogen beta chain,15,TP,2080903.0,2018299.0,2415693.0,561792.0,548227.0,501661.0,1938722.0,436336.0,486031.0,1707566.0,69157.0,212310.0,233565.0,182273.0,55934.0,122392.0
P00329,Adh1 Alcohol dehydrogenase 1,14,,2897665.0,3192335.0,2983629.0,2997467.0,1937524.0,231496.0,285887.0,139145.0,172570.0,207154.0,22240.0,30322.0,36055.0,37224.0,17863.0,48776.0
P48758,Cbr1 Carbonyl reductase,7,,1108811.0,634489.0,1290717.0,621983.0,608558.0,520250.0,552409.0,375518.0,468620.0,532902.0,31421.0,63406.0,90499.0,60921.0,21450.0,41241.0
P85094,Isoc2a Isochorismatase domain-containing protein 2A,2,FP,128890.0,84142.0,153175.0,110187.0,98020.0,59374.0,50882.0,30464.0,42975.0,54414.0,2016.0,7138.0,5052.0,4706.0,3506.0,3459.0
P07356,Anxa2 Annexin A2,13,TP,562062.0,567835.0,562242.0,537160.0,471632.0,2503579.0,3234495.0,2496652.0,2777216.0,4130047.0,119420.0,324514.0,313023.0,302496.0,112882.0,194210.0
P16331,Pah Phenylalanine-4-hydroxylase,12,,1859988.0,1409197.0,2411131.0,1067094.0,865368.0,66816.0,108811.0,64614.0,68732.0,91349.0,16651.0,24737.0,27637.0,28372.0,14077.0,82191.0
Q3U3J1,"Bckdha 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",11,,1376221.0,1205428.0,1683513.0,1317525.0,1088798.0,500407.0,531854.0,333984.0,528106.0,509123.0,29864.0,44506.0,112234.0,35112.0,24273.0,27306.0
Q5RKN9,"Capza1 Capping protein (Actin filament) muscle Z-line, alpha 1",5,,179920.0,119395.0,228779.0,108467.0,81659.0,63112.0,116639.0,55779.0,66667.0,90269.0,86272.0,69828.0,90587.0,117570.0,75437.0,59598.0
Q9QZD8,Slc25a10 Mitochondrial dicarboxylate carrier,8,FP,3497531.0,3010094.0,3829167.0,3434997.0,2264071.0,867626.0,1375705.0,412499.0,1301241.0,782013.0,51168.0,75370.0,71709.0,53243.0,22496.0,45673.0
Q8VDD5,Myh9 Myosin-9,66,,10553085.0,10136526.0,14673322.0,8268958.0,3653366.0,2063505.0,13821526.0,1661389.0,2022887.0,3198083.0,3763913.0,1949833.0,6282196.0,7197798.0,4631900.0,3063310.0
Q9R0P5,Dstn Destrin,5,,1541011.0,1033867.0,1845637.0,885632.0,802460.0,339572.0,442247.0,265731.0,335703.0,457861.0,56214.0,94208.0,199549.0,91249.0,40792.0,73561.0
Q922F4,Tubb6 Tubulin beta-6 chain,4,,185347.0,222364.0,233403.0,312709.0,136342.0,112521.0,147171.0,93041.0,144028.0,128011.0,22501.0,33756.0,60567.0,26085.0,15426.0,25937.0
O35678,Mgll Monoglyceride lipase,10,,155605.0,152403.0,207507.0,183857.0,208409.0,1285803.0,1188164.0,1013094.0,1057869.0,1456724.0,8246.0,58222.0,21309.0,15094.0,9087.0,14794.0
P62830,Rpl23 60S ribosomal protein L23,5,,1561433.0,1298344.0,1789244.0,1381484.0,1066162.0,360952.0,549151.0,267825.0,457577.0,419003.0,185819.0,169402.0,656122.0,225900.0,144582.0,225414.0
Q8BSY0,Asph Aspartyl/asparaginyl beta-hydroxylase,20,TP,947527.0,846768.0,1056054.0,391184.0,472183.0,4902205.0,10037390.0,5919730.0,325225.0,481435.0,23048.0,49177.0,64588.0,49188.0,14116.0,19022.0
