uniprot_id,description,pep_num,annotation,alb_turbo(+)_1,alb_turbo(+)_2,alb_turbo(+)_3,alb_turbo(-)_1,alb_turbo(-)_2,adip_turbo(+)_1,adip_turbo(+)_2,adip_turbo(+)_3,adip_turbo(-)_1,adip_turbo(-)_2,CD19_turbo(+)_1,CD19_turbo(+)_2,CD19_turbo(+)_3,CD19_turbo(+)_4,CD19_turbo(-)_1,CD19_turbo(-)_2
Q61635,"Ifi47 Interferon gamma inducible protein 47, isoform CRA_a",8,,1226874.0,1014555.0,1454940.0,1447125.0,973844.0,203224.0,329457.0,148835.0,261697.0,273363.0,104208.0,170735.0,257754.0,145706.0,70840.0,100266.0
P17879,Hspa1b Heat shock 70 kDa protein 1B,6,,649349.0,600309.0,632019.0,765086.0,481446.0,307164.0,453704.0,327418.0,308668.0,446015.0,41449.0,95224.0,140335.0,60892.0,29044.0,55424.0
P53994,Rab2a Ras-related protein Rab-2A,2,TP,363072.0,273416.0,440261.0,241209.0,252440.0,338863.0,365866.0,186670.0,458438.0,441097.0,25042.0,48867.0,64036.0,40237.0,20239.0,25076.0
Q9DBN5,"Lonp2 Lon protease homolog 2, peroxisomal",23,,3932372.0,3314341.0,4364694.0,3751737.0,2382907.0,349453.0,403452.0,204239.0,256205.0,299936.0,30834.0,47543.0,59537.0,52827.0,20706.0,39488.0
Q80XL6,Acad11 Acyl-CoA dehydrogenase family member 11,14,FP,1845590.0,2014890.0,1928676.0,2905602.0,1367083.0,340052.0,351246.0,232060.0,206999.0,278254.0,19321.0,33627.0,34480.0,26525.0,10217.0,23968.0
Q9CQX2,Cyb5b Cytochrome b5 type B,1,FP,4480.0,6309.0,8113.0,3375.0,6675.0,9295.0,8218.0,9689.0,7942.0,13853.0,1230.0,1685.0,1486.0,1235.0,1303.0,1247.0
G3X925,Pklr Pyruvate kinase,12,,1009374.0,1009996.0,888689.0,739866.0,563489.0,84226.0,104374.0,56281.0,50295.0,75641.0,12599.0,28560.0,20304.0,27010.0,11363.0,22963.0
P33267,Cyp2f2 Cytochrome P450 2F2,10,TP,1088655.0,726195.0,1146276.0,880550.0,687777.0,118934.0,186298.0,113199.0,125231.0,132921.0,9580.0,16845.0,13598.0,17832.0,8015.0,10002.0
P62751,Rpl23a 60S ribosomal protein L23a,3,FP,732518.0,595891.0,755419.0,422958.0,330719.0,142841.0,266420.0,52729.0,171568.0,144650.0,142674.0,212921.0,348893.0,278640.0,137040.0,107931.0
P10639,Txn Thioredoxin,4,TP,1747736.0,1655526.0,1518030.0,52647.0,141168.0,356594.0,1197808.0,605965.0,197269.0,428741.0,35345.0,51093.0,113261.0,98779.0,21621.0,51252.0
Q9JJI8,Rpl38 60S ribosomal protein L38,2,,259811.0,259770.0,338748.0,211005.0,149709.0,59253.0,86948.0,45134.0,97680.0,91829.0,12795.0,24770.0,37842.0,29551.0,7250.0,23311.0
P62754,Rps6 40S ribosomal protein S6,6,,4001942.0,3080154.0,4599928.0,2907836.0,2380972.0,397643.0,812197.0,199112.0,572177.0,371942.0,258172.0,271027.0,599506.0,340514.0,142317.0,236398.0
Q8VC81,Pla2g12b Group XIIB secretory phospholipase A2-like protein,4,,2443632.0,1898029.0,2482258.0,89724.0,246187.0,54451.0,131792.0,196930.0,52448.0,92293.0,18198.0,21918.0,25226.0,18833.0,13532.0,19095.0
P62855,Rps26 40S ribosomal protein S26,3,TP,617440.0,661640.0,767196.0,643416.0,443537.0,67553.0,171130.0,49959.0,117777.0,94560.0,66910.0,76082.0,160087.0,118579.0,43038.0,82087.0
G3X981,"Prph Peripherin 1, isoform CRA_b",12,,162629.0,118908.0,147797.0,168243.0,104512.0,690842.0,1005431.0,654736.0,817663.0,1192663.0,17013.0,78748.0,58698.0,37810.0,14218.0,32133.0
Q9CQT1,Mri1 Methylthioribose-1-phosphate isomerase,7,FP,384579.0,404692.0,424170.0,487023.0,303776.0,127894.0,170636.0,113559.0,165116.0,175876.0,39373.0,59348.0,89433.0,39469.0,31231.0,46728.0
Q9EQ06,Hsd17b11 Estradiol 17-beta-dehydrogenase 11,6,TP,600680.0,754985.0,686583.0,857176.0,758832.0,85464.0,195960.0,75957.0,138732.0,120300.0,36575.0,59356.0,103568.0,64354.0,32363.0,45552.0
Q61411,Hras GTPase HRas,2,,168115.0,136808.0,207476.0,146193.0,131026.0,204313.0,205596.0,122080.0,191650.0,219115.0,11943.0,21674.0,20900.0,13021.0,4878.0,8266.0
J3KMH5,Mia3 Melanoma inhibitory activity protein 3,19,,5335387.0,4717614.0,6663257.0,213273.0,629304.0,1328686.0,1300955.0,1011637.0,170926.0,226862.0,295330.0,271830.0,590414.0,680721.0,26500.0,50710.0
P45952,"Acadm Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",12,FP,1683786.0,1381894.0,2035479.0,1641570.0,994153.0,735641.0,569595.0,356415.0,596971.0,670101.0,40723.0,99625.0,102836.0,65927.0,36140.0,66391.0
Q9CQA9,Ntpcr Cancer-related nucleoside-triphosphatase homolog,3,,143499.0,100502.0,152359.0,150842.0,83576.0,45249.0,53663.0,31606.0,34607.0,36164.0,9141.0,15588.0,21111.0,11618.0,7064.0,8977.0
P70333,Hnrnph2 Heterogeneous nuclear ribonucleoprotein H2,3,FP,132477.0,77357.0,145125.0,94350.0,81190.0,63590.0,63597.0,34051.0,59563.0,48653.0,7472.0,10536.0,8849.0,7172.0,5726.0,7320.0
O88451,Rdh7 Retinol dehydrogenase 7,3,TP,432583.0,237901.0,489453.0,244050.0,239600.0,25927.0,32055.0,20715.0,21167.0,29390.0,5535.0,9447.0,9617.0,7501.0,6243.0,9209.0
P60335,Pcbp1 Poly(rC)-binding protein 1,5,FP,4112807.0,3083576.0,4454387.0,3038768.0,2442505.0,708808.0,1039931.0,466450.0,927902.0,854211.0,192815.0,292911.0,586399.0,269575.0,155264.0,216335.0
Q91YW3,Dnajc3 DnaJ homolog subfamily C member 3,8,TP,697203.0,625081.0,789262.0,117020.0,149779.0,325997.0,617087.0,373040.0,66095.0,153926.0,49443.0,50859.0,99963.0,81493.0,8580.0,11563.0
Q9D7X3,Dusp3 Dual specificity protein phosphatase 3,3,FP,603290.0,358800.0,717485.0,407138.0,364766.0,342472.0,403955.0,285149.0,349395.0,539467.0,19734.0,78392.0,87066.0,41982.0,24116.0,32613.0
Q8CC88,Vwa8 von Willebrand factor A domain-containing protein 8,42,FP,7632875.0,5363546.0,8762785.0,6960526.0,4759793.0,796540.0,919926.0,484021.0,626687.0,830429.0,104885.0,118817.0,418472.0,120526.0,74727.0,106938.0
Q99JR1,Sfxn1 Sideroflexin-1,6,FP,931220.0,678172.0,1213474.0,462447.0,511135.0,254946.0,504769.0,210625.0,506191.0,363434.0,41932.0,62935.0,98989.0,65211.0,32319.0,61576.0
P10833,Rras Ras-related protein R-Ras,5,,100169.0,71665.0,115787.0,91093.0,62229.0,198969.0,237830.0,137140.0,240340.0,271410.0,13396.0,20998.0,38562.0,15529.0,7900.0,11344.0
A0A075B5S2,Ighv7-1 Protein Ighv7-1,2,,17300.0,17246.0,22984.0,20951.0,17376.0,13126.0,17548.0,11643.0,26896.0,15637.0,357092.0,240657.0,390853.0,236988.0,4112.0,6859.0
Q00612,G6pdx Glucose-6-phosphate 1-dehydrogenase X,8,,130288.0,115922.0,162520.0,133679.0,122823.0,901999.0,909093.0,618178.0,878225.0,972735.0,38497.0,135087.0,99743.0,94202.0,40825.0,72559.0
E9QPE7,Myh11 Myosin-11,38,,10005817.0,5995533.0,3534291.0,4255409.0,652483.0,772107.0,1256058.0,494133.0,469710.0,607862.0,1876882.0,1149356.0,5086940.0,3021106.0,1857257.0,1469474.0
Q64516,Gk Glycerol kinase,8,FP,1554728.0,1074851.0,1856168.0,1146895.0,832014.0,122500.0,146918.0,79500.0,90290.0,104091.0,20858.0,31452.0,39436.0,26478.0,14046.0,21705.0
Q91WT8,Rbm47 RNA-binding protein 47,7,FP,232677.0,178641.0,273161.0,269184.0,185396.0,52128.0,53274.0,34354.0,35520.0,40495.0,3307.0,3884.0,10251.0,3895.0,1649.0,5475.0
O35226,Psmd4 26S proteasome non-ATPase regulatory subunit 4,7,,431184.0,440163.0,559044.0,354531.0,261900.0,141399.0,163909.0,107328.0,159665.0,201920.0,30193.0,54230.0,60895.0,51685.0,21848.0,35053.0
Q9R0M6,Rab9a Ras-related protein Rab-9A,4,TP,500740.0,382024.0,680247.0,390720.0,405908.0,174305.0,209173.0,128307.0,213355.0,221614.0,23732.0,36963.0,48731.0,32675.0,19367.0,34694.0
P35980,Rpl18 60S ribosomal protein L18,6,TP,1068681.0,706600.0,1189386.0,706402.0,559702.0,194746.0,469432.0,214356.0,350911.0,440229.0,276542.0,522956.0,694029.0,456969.0,243652.0,317058.0
A2AS89,"Agmat Agmatinase, mitochondrial",2,FP,130488.0,76218.0,146132.0,105731.0,59633.0,9103.0,8992.0,6594.0,7118.0,7725.0,1396.0,1703.0,624.0,1228.0,0.0,1557.0
Q8R4N0,"Clybl Citrate lyase subunit beta-like protein, mitochondrial",4,FP,590689.0,311889.0,839903.0,302162.0,333425.0,131536.0,134735.0,67324.0,136016.0,134928.0,7729.0,18843.0,29892.0,11820.0,6935.0,8318.0
V9GX76,Myo6 Unconventional myosin-VI,27,,4258050.0,3631775.0,4286228.0,2597286.0,1018966.0,1023291.0,2085691.0,1086078.0,342826.0,546102.0,160170.0,90080.0,304579.0,222413.0,125442.0,129362.0
P07759,Serpina3k Serine protease inhibitor A3K,6,TP,2323880.0,2872336.0,2343398.0,532117.0,450847.0,365660.0,527833.0,299991.0,448037.0,509581.0,32857.0,80031.0,55423.0,57929.0,18827.0,77953.0
P62806,Hist4h4 Histone H4,3,FP,116542.0,126927.0,318613.0,85029.0,162641.0,54436.0,2836455.0,19655.0,353464.0,808375.0,105184.0,184107.0,106914.0,113241.0,38018.0,101264.0
P32020,Scp2 Non-specific lipid-transfer protein,10,TP,3214243.0,2328554.0,3771135.0,3021453.0,1879656.0,317404.0,353194.0,193305.0,225266.0,348283.0,33387.0,54802.0,55565.0,58135.0,26258.0,47464.0
Q99KQ4,Nampt Nicotinamide phosphoribosyltransferase,11,TP,1139606.0,888894.0,1367626.0,961638.0,733315.0,787098.0,683111.0,454322.0,708945.0,737613.0,58109.0,104894.0,115442.0,78138.0,48368.0,70781.0
O08807,Prdx4 Peroxiredoxin-4,6,TP,2140280.0,2405593.0,2655749.0,266655.0,397345.0,1239827.0,2134596.0,1531638.0,199204.0,248186.0,881501.0,784868.0,1407033.0,1152302.0,40823.0,69297.0
Q9D1R9,Rpl34 60S ribosomal protein L34,1,TP,2427.0,4667.0,2472.0,6228.0,6246.0,3405.0,5297.0,3693.0,5086.0,2355.0,9627.0,7709.0,48678.0,11862.0,8148.0,14590.0
Q64737,Gart Trifunctional purine biosynthetic protein adenosine-3,13,,648648.0,588078.0,774921.0,539582.0,440061.0,296584.0,374145.0,239219.0,353090.0,395390.0,75318.0,142558.0,182568.0,123009.0,63796.0,92783.0
Q8R570,Snap47 Synaptosomal-associated protein 47,8,,1129967.0,815638.0,1300189.0,1068413.0,704022.0,178899.0,209480.0,129798.0,151335.0,177413.0,18829.0,31978.0,44455.0,29329.0,15818.0,23620.0
P13707,Gpd1 Glycerol-3-phosphate dehydrogenase,9,,1027827.0,1199605.0,1031177.0,1505636.0,741609.0,809619.0,817586.0,640770.0,614228.0,884016.0,10205.0,40898.0,23226.0,21959.0,8548.0,22466.0
Q91VA0,"Acsm1 Acyl-coenzyme A synthetase ACSM1, mitochondrial",7,FP,1484059.0,1071479.0,1828019.0,1021103.0,820504.0,28932.0,63393.0,29145.0,19534.0,31874.0,3776.0,7234.0,7962.0,7715.0,2897.0,27304.0
P80315,Cct4 T-complex protein 1 subunit delta,9,,1486659.0,1870290.0,1483383.0,2024828.0,719352.0,823736.0,896167.0,633891.0,788393.0,884395.0,150901.0,374108.0,282582.0,250285.0,91431.0,175773.0
Q9QXT0,Cnpy2 Protein canopy homolog 2,3,TP,186416.0,147305.0,187308.0,39958.0,52605.0,259327.0,833247.0,486580.0,21896.0,38984.0,21367.0,18301.0,36147.0,33333.0,2394.0,3815.0
Q61029,"Tmpo Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",3,FP,97679.0,72523.0,118518.0,67051.0,70531.0,92241.0,155339.0,83168.0,116407.0,118119.0,93186.0,113984.0,215698.0,181948.0,26159.0,36398.0
P61089,Ube2n Ubiquitin-conjugating enzyme E2 N,3,FP,253030.0,215959.0,282916.0,172214.0,133374.0,189400.0,261660.0,177877.0,255558.0,336869.0,24860.0,76505.0,87188.0,74436.0,20245.0,46401.0
Q06890,Clu Clusterin,10,TP,496791.0,532214.0,583774.0,317956.0,233202.0,388169.0,586414.0,416089.0,419238.0,808468.0,15094.0,61249.0,68585.0,46768.0,15190.0,35240.0
P06151,Ldha L-lactate dehydrogenase A chain,4,,50531.0,75918.0,57195.0,57288.0,45796.0,102930.0,104202.0,97860.0,78277.0,135471.0,7000.0,15709.0,23323.0,24839.0,5701.0,21563.0
Q9CQC7,Ndufb4 NADH dehydrogenase,2,FP,88034.0,52884.0,93425.0,55008.0,42170.0,29976.0,37833.0,21253.0,36067.0,31866.0,10323.0,14827.0,16944.0,16213.0,2673.0,3268.0
P46638,Rab11b Ras-related protein Rab-11B,1,,6426.0,5883.0,8198.0,4994.0,4562.0,4078.0,5752.0,2364.0,6349.0,8197.0,461.0,1980.0,2322.0,1487.0,771.0,707.0
Q9ERD7,Tubb3 Tubulin beta-3 chain,1,,12818.0,11274.0,11128.0,15879.0,8378.0,44669.0,48613.0,38908.0,78125.0,54259.0,2124.0,5519.0,5811.0,2643.0,1719.0,2276.0
P09411,Pgk1 Phosphoglycerate kinase 1,5,,260460.0,251370.0,283023.0,228538.0,173144.0,110794.0,122893.0,90183.0,95540.0,154581.0,31226.0,51883.0,73437.0,65203.0,24704.0,47272.0
Q99LB7,"Sardh Sarcosine dehydrogenase, mitochondrial",21,FP,7327490.0,3245995.0,9872016.0,4254837.0,3265106.0,278892.0,437482.0,245411.0,203805.0,255941.0,53993.0,66771.0,125119.0,79261.0,37815.0,82882.0
Q9DBG6,Rpn2 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,12,TP,2251272.0,2377696.0,2641577.0,1905514.0,1013726.0,728493.0,1544481.0,880353.0,323702.0,466286.0,95694.0,169790.0,201214.0,142717.0,39626.0,72323.0
O78196,"H2-Eb1 H-2 class II histocompatibility antigen, I-A beta chain",7,,53311.0,46134.0,58104.0,52419.0,47792.0,49806.0,75931.0,53626.0,92874.0,64688.0,1365854.0,1039072.0,3298985.0,2165040.0,36072.0,47623.0
P62827,Ran GTP-binding nuclear protein Ran,1,FP,91815.0,66911.0,110762.0,46751.0,51211.0,37135.0,56854.0,22605.0,67704.0,57599.0,10009.0,15448.0,21704.0,21768.0,8119.0,11598.0
Q8BGH2,Samm50 Sorting and assembly machinery component 50 homolog,7,FP,624661.0,610034.0,806316.0,618098.0,213149.0,291498.0,320025.0,214222.0,222987.0,515512.0,7827.0,33789.0,36550.0,25645.0,9998.0,20317.0
Q99MQ4,Aspn Asporin,10,TP,217922.0,119492.0,179711.0,185431.0,118351.0,1486461.0,1489661.0,1301017.0,1497267.0,2178685.0,4007.0,82250.0,23157.0,18295.0,2866.0,11375.0
Q8VDJ3,Hdlbp Vigilin,25,FP,4063921.0,4149294.0,4629740.0,3774808.0,2356293.0,783608.0,947125.0,643466.0,677148.0,981238.0,104012.0,197542.0,324664.0,139177.0,59064.0,119500.0
P62071,Rras2 Ras-related protein R-Ras2,2,,111924.0,85267.0,123678.0,122969.0,121913.0,307953.0,318974.0,241053.0,276971.0,336363.0,47180.0,67905.0,157928.0,64437.0,45557.0,53825.0
P62835,Rap1a Ras-related protein Rap-1A,1,,75610.0,49508.0,100611.0,44038.0,40974.0,66698.0,85970.0,42550.0,78547.0,61165.0,6330.0,23856.0,7654.0,12300.0,3884.0,7455.0
Q99JI6,Rap1b Ras-related protein Rap-1b,1,,37287.0,25470.0,39908.0,21942.0,21290.0,25820.0,45652.0,16259.0,39808.0,22704.0,6095.0,33511.0,9896.0,13329.0,2890.0,7238.0
Q61838,Pzp Pregnancy zone protein,23,TP,4455847.0,5081529.0,4660628.0,1059156.0,645967.0,287502.0,450775.0,279608.0,260397.0,473821.0,35020.0,56622.0,76017.0,79231.0,21373.0,284838.0
Q8C2Q3,Rbm14 RNA-binding protein 14,10,FP,504808.0,333728.0,671115.0,492650.0,511990.0,510662.0,593945.0,292744.0,839284.0,480139.0,117740.0,181618.0,210777.0,205685.0,164389.0,176990.0
Q9EQ20,Aldh6a1 Methylmalonate-semialdehyde dehydrogenase,11,FP,787402.0,553521.0,916831.0,561451.0,590315.0,439052.0,577959.0,358517.0,503741.0,657119.0,22697.0,51575.0,100468.0,40646.0,29479.0,35574.0
Q9R0N0,Galk1 Galactokinase,9,,1060184.0,1079798.0,1173441.0,1193429.0,939511.0,173263.0,279405.0,164436.0,198891.0,248126.0,45241.0,74259.0,134713.0,66642.0,34690.0,67310.0
Q8CHQ9,Cml2 Probable N-acetyltransferase CML2,4,,756046.0,651147.0,926686.0,497401.0,374804.0,43015.0,66011.0,28781.0,28507.0,40709.0,5847.0,7790.0,9353.0,12678.0,6162.0,10845.0
Q9D3D9,"Atp5d ATP synthase subunit delta, mitochondrial",1,FP,7285.0,8552.0,9161.0,15925.0,12194.0,2890.0,6209.0,4095.0,6563.0,6755.0,1332.0,5288.0,10285.0,4679.0,1253.0,4942.0
P62849,Rps24 40S ribosomal protein S24,3,,803894.0,775880.0,987585.0,528224.0,499039.0,250251.0,410079.0,128342.0,354756.0,277500.0,142083.0,125162.0,262070.0,198422.0,96604.0,146571.0
P45878,Fkbp2 Peptidyl-prolyl cis-trans isomerase FKBP2,2,TP,121201.0,103393.0,124710.0,27559.0,26668.0,112729.0,257845.0,152968.0,12824.0,17016.0,10482.0,12319.0,25536.0,20304.0,1869.0,928.0
Q99JY9,Actr3 Actin-related protein 3,8,FP,197067.0,183791.0,209682.0,165048.0,81361.0,93839.0,232623.0,89360.0,93532.0,147847.0,323720.0,273456.0,593175.0,641791.0,456579.0,304972.0
P54116,Stom Erythrocyte band 7 integral membrane protein,6,,259540.0,246763.0,303563.0,277298.0,223083.0,324462.0,374284.0,293426.0,395013.0,815881.0,65638.0,136413.0,195949.0,107622.0,50132.0,111467.0
Q9WTI7,Myo1c Unconventional myosin-Ic,24,FP,1293234.0,1397193.0,1258356.0,1362663.0,706274.0,2986598.0,6045178.0,2093831.0,2819877.0,3437921.0,316232.0,272586.0,693501.0,565603.0,369941.0,304098.0
O55143,Atp2a2 Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,13,TP,3432079.0,2273575.0,4155449.0,2715206.0,1927664.0,786962.0,948369.0,547005.0,646231.0,767233.0,101347.0,150290.0,277002.0,162579.0,64150.0,108093.0
E9Q035,Gm20425 Protein Gm20425,6,,468775.0,363552.0,685143.0,523372.0,381358.0,214498.0,266526.0,170254.0,156385.0,213129.0,48087.0,56468.0,147828.0,70046.0,29519.0,39350.0
Q9EPK6,Sil1 Nucleotide exchange factor SIL1,11,TP,818462.0,818084.0,879288.0,213501.0,253270.0,2113925.0,3314841.0,2081375.0,166002.0,271634.0,149681.0,146491.0,282022.0,236922.0,10716.0,22213.0
O70325,"Gpx4 Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",4,FP,355528.0,263836.0,477240.0,248976.0,214976.0,432614.0,407760.0,253025.0,294760.0,390205.0,21216.0,45965.0,65306.0,44830.0,20832.0,36203.0
Q8CIM7,Cyp2d26 Cytochrome P450 2D26,6,TP,734398.0,860587.0,839119.0,923818.0,485474.0,64131.0,74503.0,45708.0,28299.0,43079.0,4615.0,9822.0,11046.0,10228.0,6496.0,10489.0
Q8R180,Ero1a ERO1-like protein alpha,8,TP,736701.0,620279.0,858453.0,222071.0,248858.0,2601500.0,2766158.0,1822973.0,126825.0,233645.0,352173.0,255174.0,817981.0,577579.0,20950.0,31702.0
P57759,Erp29 Endoplasmic reticulum resident protein 29,4,TP,28911.0,24141.0,31302.0,7697.0,6662.0,46836.0,90578.0,52230.0,5502.0,7471.0,20013.0,13560.0,49756.0,32137.0,0.0,0.0
P20918,Plg Plasminogen,12,TP,1578468.0,1616821.0,1903587.0,798354.0,598816.0,119750.0,190316.0,110237.0,102212.0,147725.0,21265.0,26252.0,34275.0,33565.0,9224.0,51436.0
Q8CIB5,Fermt2 Fermitin family homolog 2,11,FP,398704.0,383423.0,503798.0,371408.0,294516.0,573608.0,565113.0,390271.0,598216.0,759303.0,40781.0,98615.0,133811.0,62119.0,29168.0,54979.0
Q9DBG1,"Cyp27a1 Sterol 26-hydroxylase, mitochondrial",12,FP,5739623.0,5953118.0,7316704.0,4950887.0,3977898.0,255467.0,425547.0,172395.0,196876.0,269329.0,44966.0,58976.0,68775.0,69903.0,33444.0,61020.0
P00186,Cyp1a2 Cytochrome P450 1A2,7,TP,800509.0,1590343.0,925936.0,1499795.0,1136013.0,78641.0,144161.0,46654.0,39896.0,53937.0,7617.0,16031.0,10719.0,11027.0,3159.0,10163.0
P47199,Cryz Quinone oxidoreductase,5,,627649.0,480104.0,711339.0,471846.0,400191.0,115550.0,141582.0,72565.0,111062.0,129979.0,11395.0,24982.0,18857.0,15483.0,9252.0,14846.0
Q60930,Vdac2 Voltage-dependent anion-selective channel protein 2,7,FP,490468.0,465824.0,685924.0,493393.0,357508.0,646191.0,704900.0,339801.0,625624.0,913249.0,74877.0,136442.0,249580.0,132398.0,54248.0,92964.0
P14131,Rps16 40S ribosomal protein S16,5,,1090175.0,827556.0,1387008.0,1148172.0,1068242.0,516374.0,777237.0,407262.0,719111.0,798992.0,155470.0,246704.0,490445.0,189664.0,104019.0,238499.0
O35488,Slc27a2 Very long-chain acyl-CoA synthetase,13,TP,2625865.0,3770363.0,2510742.0,2753786.0,2189182.0,130960.0,208720.0,90689.0,97665.0,118434.0,25025.0,25884.0,31026.0,26886.0,15371.0,58888.0
Q91XD4,Ftcd Formimidoyltransferase-cyclodeaminase,10,,715071.0,1512748.0,605993.0,1318945.0,292025.0,151280.0,145245.0,87123.0,96961.0,130622.0,21451.0,32047.0,22574.0,33359.0,15043.0,48756.0
Q9D1D4,Tmed10 Transmembrane emp24 domain-containing protein 10,5,TP,1429819.0,1432735.0,1709593.0,230328.0,327341.0,2157268.0,5284879.0,3442995.0,208704.0,369245.0,337876.0,275902.0,696994.0,419737.0,29595.0,50043.0
I3ITR1,AK157302 Protein AK157302,3,FP,304293.0,266300.0,355488.0,249077.0,193098.0,253566.0,219944.0,146533.0,270119.0,276311.0,23470.0,37833.0,53478.0,38744.0,14476.0,50074.0
Q99L45,Eif2s2 Eukaryotic translation initiation factor 2 subunit 2,7,,446530.0,326523.0,539254.0,347461.0,268082.0,101851.0,140125.0,65527.0,132286.0,112678.0,34666.0,65243.0,86530.0,65237.0,24956.0,36962.0
Q8N9S3,Ahsa2 Activator of 90 kDa heat shock protein ATPase homolog 2,7,,718379.0,549970.0,819073.0,782677.0,549938.0,114194.0,149108.0,81381.0,119581.0,122528.0,21216.0,28862.0,44350.0,26807.0,15936.0,22970.0
P00375,Dhfr Dihydrofolate reductase,4,FP,766517.0,629064.0,945360.0,561698.0,497987.0,101685.0,152534.0,78478.0,117427.0,123141.0,27329.0,42269.0,57043.0,48408.0,20678.0,43748.0
Q64524,Hist2h2be Histone H2B type 2-E,1,FP,7373.0,4436.0,11410.0,6219.0,7468.0,19567.0,28623.0,10084.0,9520.0,10180.0,4875.0,3881.0,7272.0,66812.0,155747.0,57839.0
Q9QXS1,Plec Plectin,94,,3316301.0,3889339.0,3955564.0,6310341.0,3021681.0,3728153.0,6444525.0,3278385.0,4434463.0,5646868.0,713349.0,1276688.0,1633170.0,1061489.0,555590.0,831834.0
P32921,"Wars Tryptophan--tRNA ligase, cytoplasmic",11,,688984.0,595040.0,806993.0,551240.0,497163.0,712911.0,790723.0,442125.0,845052.0,729142.0,149341.0,218016.0,352431.0,176215.0,92910.0,134150.0
P42208,Sept2 Septin-2,6,,485179.0,478090.0,583380.0,503106.0,267873.0,304137.0,384637.0,282482.0,271900.0,505396.0,25799.0,64791.0,80154.0,64546.0,22084.0,35167.0
Q9CQR2,Rps21 40S ribosomal protein S21,2,TP,79832.0,73527.0,103709.0,90093.0,78332.0,56039.0,84610.0,51820.0,62336.0,55692.0,8363.0,18332.0,30507.0,16921.0,7966.0,14750.0
Q9Z0X1,"Aifm1 Apoptosis-inducing factor 1, mitochondrial",10,FP,1769778.0,1503543.0,1947859.0,1620574.0,1039851.0,175963.0,233914.0,156162.0,162846.0,204499.0,29304.0,41604.0,54941.0,38341.0,19129.0,34589.0
Q91WN4,Kmo Kynurenine 3-monooxygenase,11,FP,2460959.0,2063175.0,2668916.0,2405267.0,1404726.0,122615.0,156892.0,61281.0,74366.0,86716.0,18318.0,48754.0,45824.0,33690.0,19229.0,33804.0
P05132,Prkaca cAMP-dependent protein kinase catalytic subunit alpha,4,FP,23945.0,21615.0,24845.0,25060.0,19795.0,77771.0,70177.0,44839.0,95311.0,74021.0,6431.0,10522.0,7590.0,9131.0,2489.0,6496.0
Q8BGC4,Zadh2 Prostaglandin reductase-3,9,,3696372.0,1910311.0,4139496.0,2352676.0,2235597.0,902014.0,979002.0,586237.0,818567.0,989943.0,35304.0,81427.0,96798.0,63796.0,33738.0,52565.0
Q920A9,Fcrla Fc receptor-like A,7,TP,103984.0,68326.0,102506.0,92987.0,95335.0,67136.0,80401.0,59276.0,99363.0,58765.0,998244.0,807533.0,1795683.0,1486996.0,6601.0,23519.0
Q05144,Rac2 Ras-related C3 botulinum toxin substrate 2,3,,91607.0,59017.0,102889.0,78519.0,76235.0,275265.0,719597.0,290896.0,562464.0,490327.0,175390.0,263104.0,381431.0,247252.0,133742.0,166387.0
Q8BMK4,Ckap4 Cytoskeleton-associated protein 4,11,TP,215433.0,175614.0,243576.0,189422.0,170188.0,428922.0,1244831.0,594735.0,211293.0,251003.0,1375826.0,1049359.0,2650622.0,2080887.0,31648.0,57345.0
P28665,Mug1 Murinoglobulin-1,10,TP,3120135.0,3328019.0,3207061.0,519766.0,459283.0,230147.0,274599.0,190540.0,192473.0,296090.0,13500.0,38163.0,34726.0,34278.0,11598.0,43188.0
Q8CFX1,H6pd GDH/6PGL endoplasmic bifunctional protein,14,TP,1238046.0,1203537.0,1227567.0,216285.0,253901.0,2706651.0,3134653.0,2767244.0,119674.0,257932.0,29460.0,44900.0,64103.0,51781.0,8162.0,23594.0
P81117,Nucb2 Nucleobindin-2,8,TP,225618.0,207114.0,252109.0,101445.0,116886.0,633547.0,1096428.0,845848.0,71107.0,95344.0,256599.0,216574.0,517933.0,467941.0,10275.0,21967.0
A2AQ07,Tubb1 Tubulin beta-1 chain,6,,285399.0,637804.0,287461.0,551615.0,247683.0,101105.0,119724.0,65349.0,112200.0,146708.0,360903.0,512578.0,990542.0,487102.0,288401.0,395218.0
P16015,Ca3 Carbonic anhydrase 3,7,,233123.0,358001.0,272392.0,417880.0,294748.0,1537514.0,2000772.0,2885176.0,1006906.0,4482910.0,3306.0,146045.0,37758.0,36786.0,21095.0,36097.0
Q9WVK4,Ehd1 EH domain-containing protein 1,7,,358032.0,337019.0,410930.0,376056.0,235633.0,490602.0,546569.0,457415.0,385071.0,472528.0,48113.0,133911.0,126421.0,111470.0,40696.0,61185.0
P62918,Rpl8 60S ribosomal protein L8,5,,1459167.0,1020791.0,1479567.0,1049527.0,1130057.0,102304.0,451204.0,88442.0,280440.0,161742.0,191396.0,210772.0,436273.0,232534.0,112864.0,236080.0
