uniprot_id,description,pep_num,annotation,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4,ctrl_turbo(-)_1,ctrl_turbo(-)_2,fast_turbo(-)_1,fast_turbo(-)_2,LPS_turbo(-)_1,LPS_turbo(-)_2
Q8BWT1,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",35,FP,91255424.0,79178660.0,104369540.0,34245241.0,34010248.0,25977412.0,22889084.0,22091876.0,36080863.0,25293902.0,82586096.0,85982245.0,25082393.0,25035577.0,17247901.0,12380580.0
E9QPD7,Pcx Pyruvate carboxylase,97,,2925098841.0,3400314430.0,3241112947.0,2198648317.0,2470741813.0,3515822404.0,3713745979.0,2799597403.0,4404424014.0,4413032322.0,2281074941.0,3932849534.0,4132459938.0,3557135002.0,2687434930.0,2787295482.0
Q91ZA3,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",63,FP,233395779.0,178771853.0,467105427.0,63003481.0,222424436.0,172994268.0,275648025.0,218611729.0,293882655.0,290419854.0,262536296.0,377284840.0,518988789.0,375745157.0,248399457.0,279973599.0
Q8C196,Cps1 Carbamoyl-phosphate synthase,109,FP,334534233.0,309665900.0,390227049.0,238299868.0,227649131.0,334405448.0,275136022.0,213696990.0,355428554.0,336264253.0,277899964.0,310023087.0,422757647.0,302965281.0,142200904.0,194830651.0
P16460,Ass1 Argininosuccinate synthase,31,,99282050.0,73324507.0,72195305.0,49507166.0,39640250.0,58921317.0,41857545.0,33658855.0,59665190.0,61778749.0,67312966.0,80514026.0,58643402.0,49176133.0,27964182.0,32266185.0
A2AFQ2,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,21,,22400098.0,25727271.0,22631109.0,31862170.0,16352961.0,40302399.0,24144607.0,19062508.0,32553882.0,29884357.0,24857752.0,27443557.0,44345465.0,30113691.0,14309669.0,16712074.0
P67778,Phb Prohibitin,16,FP,10053290.0,9222625.0,15259230.0,7204361.0,7608434.0,11785521.0,10306836.0,8767911.0,12848014.0,10245463.0,8713256.0,11607021.0,16603662.0,11065078.0,5195749.0,9843753.0
P11352,Gpx1 Glutathione peroxidase 1,13,,3753280.0,3974115.0,3916413.0,2357998.0,2822951.0,3954786.0,4035619.0,3043922.0,5119708.0,5329957.0,2413577.0,4699104.0,5123164.0,4542428.0,2861945.0,2826713.0
Q9WVD5,Slc25a15 Mitochondrial ornithine transporter 1,18,FP,7505471.0,5906131.0,7534447.0,3751587.0,4425160.0,5986550.0,5985873.0,4785621.0,6535876.0,7045592.0,4858493.0,6607674.0,7163547.0,4828755.0,3661441.0,5152188.0
P68040,Rack1 Receptor of activated protein C kinase 1,22,FP,3792968.0,5281311.0,6938684.0,2961288.0,3291627.0,5190792.0,6675988.0,4503347.0,8984698.0,7583138.0,3634605.0,5432278.0,6684617.0,5648202.0,3866607.0,4697938.0
Q8VBT2,Sds L-serine dehydratase/L-threonine deaminase,14,,11094130.0,3775125.0,6058609.0,3884074.0,5280324.0,7548700.0,6248580.0,3817339.0,6314005.0,6133591.0,4212672.0,3915985.0,6927097.0,4494684.0,2959219.0,4620832.0
A8DUK4,Hbbt1 Protein Hbb-bs,11,,3721758.0,3190164.0,4325403.0,2341909.0,1629561.0,2380339.0,2660990.0,8260203.0,3422192.0,5114971.0,1951186.0,1566418.0,8602833.0,2202449.0,2022852.0,3605058.0
Q99LX0,Park7 Protein deglycase DJ-1,9,TP,1043125.0,1091653.0,1102524.0,464617.0,531990.0,650761.0,779641.0,668246.0,1115756.0,1056035.0,687775.0,991580.0,831385.0,749238.0,571966.0,634874.0
P13707,Gpd1 Glycerol-3-phosphate dehydrogenase,17,,2420059.0,3606163.0,2881730.0,5125642.0,1476967.0,4468157.0,2205350.0,1841605.0,3887024.0,3225147.0,3807433.0,4025034.0,3541023.0,2596147.0,1663246.0,1486420.0
Q7TMM9,Tubb2a Tubulin beta-2A chain,8,,4913675.0,5127673.0,4565944.0,2184551.0,2008342.0,3108220.0,2903693.0,2629105.0,4778130.0,4505183.0,4971869.0,5232854.0,3347171.0,2315456.0,1954434.0,1756476.0
P68372,Tubb4b Tubulin beta-4B chain,4,,2163638.0,2527326.0,2352986.0,1813970.0,1425067.0,2456097.0,2279885.0,1638605.0,2814643.0,2494292.0,2641179.0,3245801.0,2715319.0,1900314.0,1423892.0,1630127.0
P62908,Rps3 40S ribosomal protein S3,20,FP,6254705.0,7239088.0,12146011.0,4241033.0,5516750.0,7946963.0,10227238.0,7382052.0,13828922.0,11826448.0,5686960.0,8096935.0,11525473.0,8400360.0,5778348.0,7966055.0
P99024,Tubb5 Tubulin beta-5 chain,5,,3260398.0,4645082.0,3667347.0,3336834.0,1698288.0,3438382.0,3394352.0,2795702.0,5539490.0,4609921.0,5688428.0,5636982.0,3745452.0,2366419.0,2153435.0,2154991.0
Q5SWU9,Acaca Acetyl-CoA carboxylase 1,139,,99838089.0,112559535.0,94481253.0,35260393.0,45192492.0,63127497.0,68357557.0,51629290.0,69790897.0,94678481.0,112661615.0,188381202.0,69002468.0,60737156.0,58822203.0,43301648.0
E9Q4Z2,Acacb Acetyl-CoA carboxylase 2,126,FP,93510076.0,86065111.0,146542647.0,18657345.0,46603936.0,57694638.0,76291594.0,44603065.0,71919082.0,79216279.0,82791980.0,140609835.0,83160790.0,62899327.0,44455883.0,46624096.0
P68369,Tuba1a Tubulin alpha-1A chain,5,,1360525.0,1258567.0,964632.0,1523070.0,667424.0,1158325.0,1132961.0,1028360.0,1523181.0,1312240.0,1795016.0,1807037.0,1168025.0,879542.0,788011.0,1000332.0
P17182,Eno1 Alpha-enolase,18,,5336321.0,5649127.0,20647628.0,1493054.0,6754978.0,4058570.0,10016293.0,8366815.0,13233501.0,10256248.0,4262791.0,4645241.0,14160500.0,11447246.0,3087423.0,8443808.0
Q9DBM2,Ehhadh Peroxisomal bifunctional enzyme,44,,21511429.0,15358241.0,16372087.0,17181222.0,6564145.0,23725860.0,7678892.0,7830975.0,12700800.0,11931304.0,13370519.0,17971647.0,45476440.0,34838087.0,5110818.0,5858890.0
P11983,Tcp1 T-complex protein 1 subunit alpha,31,,3532794.0,4893784.0,7935812.0,2324061.0,2418421.0,3088764.0,4253666.0,3569839.0,6842066.0,5729063.0,3560466.0,5158043.0,5254666.0,4377239.0,2147116.0,3497781.0
Q9D819,Ppa1 Inorganic pyrophosphatase,18,,6650505.0,5680648.0,8593229.0,2655724.0,4439517.0,6450840.0,8413020.0,6122595.0,9852374.0,9427665.0,4326606.0,6742286.0,8833132.0,6264085.0,5221583.0,7286117.0
Q91V41,Rab14 Ras-related protein Rab-14,13,,1388808.0,1590700.0,2183327.0,710257.0,1072316.0,1536781.0,1850168.0,1373377.0,2350494.0,2337343.0,999490.0,1609774.0,2209734.0,1518695.0,1129451.0,1316355.0
P85094,Isoc2a Isochorismatase domain-containing protein 2A,7,FP,1562641.0,1844973.0,1824545.0,1166892.0,1146568.0,1602489.0,1492292.0,1163909.0,1698407.0,1992256.0,1319325.0,2021837.0,1987264.0,1590376.0,956431.0,1047150.0
Q91WU0,Ces1f Carboxylesterase 1F,26,TP,34805954.0,51925350.0,44824172.0,11351426.0,13769049.0,21593793.0,7004336.0,3690069.0,15762785.0,15315870.0,676990.0,1397883.0,1058669.0,779577.0,444759.0,626349.0
P56480,"Atp5b ATP synthase subunit beta, mitochondrial",27,FP,20161346.0,20524634.0,21184375.0,19723542.0,13728114.0,23115233.0,19894572.0,15440187.0,19950631.0,20678878.0,18749743.0,21533195.0,24171630.0,16906190.0,11926394.0,15994260.0
Q3ULD5,"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",33,FP,11003724.0,7457109.0,14771701.0,3392223.0,9967385.0,10477865.0,14555018.0,10388502.0,13862260.0,16116478.0,8311315.0,18838639.0,21857673.0,16312854.0,12018327.0,11696249.0
P68368,Tuba4a Tubulin alpha-4A chain,10,,2291059.0,3513215.0,2598786.0,2559126.0,1308237.0,2343922.0,2068241.0,1567094.0,2912990.0,2522532.0,3462526.0,3375542.0,2626931.0,1790869.0,1261363.0,1323559.0
Q99MR8,"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",49,FP,88720440.0,79576292.0,108896233.0,39102403.0,71639219.0,102280454.0,112769701.0,84818830.0,123001092.0,135231307.0,69587889.0,136882021.0,137666313.0,118785710.0,87485130.0,82139794.0
Q99L04,Dhrs1 Dehydrogenase/reductase SDR family member 1,18,TP,1847744.0,2444313.0,2884563.0,1787145.0,1503529.0,2209102.0,2253023.0,1740972.0,3117278.0,2724057.0,2150441.0,2858813.0,2838391.0,2293654.0,1767831.0,1788756.0
Q8K0E8,Fgb Fibrinogen beta chain,29,TP,5438827.0,7148608.0,9247693.0,1755331.0,3425148.0,5668160.0,9441376.0,5154315.0,17894908.0,19452913.0,418382.0,1494018.0,949063.0,682578.0,888694.0,903370.0
O35490,Bhmt Betaine--homocysteine S-methyltransferase 1,24,FP,13299118.0,9968462.0,8214970.0,6324257.0,5682108.0,8526307.0,5792580.0,5277770.0,14495179.0,14210413.0,1733587.0,2184964.0,6740366.0,2799442.0,1971552.0,3246555.0
O35129,Phb2 Prohibitin-2,17,FP,5447921.0,5992759.0,10339493.0,3630263.0,4787609.0,6767405.0,6007796.0,4930183.0,8436019.0,6807281.0,4785444.0,6820760.0,10472157.0,7509827.0,3434151.0,5490661.0
Q99MN9,"Pccb Propionyl-CoA carboxylase beta chain, mitochondrial",30,FP,23916198.0,15052698.0,40722543.0,6647336.0,24388081.0,17445244.0,30797915.0,23761064.0,22562487.0,26333193.0,26987645.0,43048633.0,59242722.0,38534047.0,27149933.0,36180883.0
O70475,Ugdh UDP-glucose 6-dehydrogenase,27,,4771540.0,4292209.0,5377914.0,2566140.0,2553032.0,4818043.0,5833731.0,3266394.0,8012475.0,6594820.0,3481384.0,5125638.0,5757517.0,4577416.0,3848299.0,3993761.0
Q7TNG8,"Ldhd Probable D-lactate dehydrogenase, mitochondrial",24,FP,5341899.0,6354918.0,5462248.0,5276724.0,2830471.0,6505057.0,6953986.0,4366595.0,7842576.0,6664901.0,8088081.0,8946682.0,5142085.0,4407285.0,4976177.0,4954085.0
P56593,Cyp2a12 Cytochrome P450 2A12,17,TP,3053375.0,3749520.0,4729101.0,2377640.0,1982658.0,3789876.0,3623262.0,2879697.0,4887323.0,4496362.0,3370159.0,4343008.0,4700377.0,3418741.0,2353240.0,2858878.0
Q9Z2Z6,Slc25a20 Mitochondrial carnitine/acylcarnitine carrier protein,19,FP,4110176.0,7424175.0,9239548.0,4721691.0,6071982.0,8103744.0,8677446.0,5974137.0,9871384.0,9230370.0,5609812.0,8967069.0,11403891.0,8443825.0,5008410.0,6868689.0
P16331,Pah Phenylalanine-4-hydroxylase,23,,4206612.0,2905701.0,5646930.0,2462105.0,3335461.0,4478732.0,2921245.0,2195141.0,5371629.0,3452311.0,2854392.0,3375047.0,6233913.0,4328928.0,1540225.0,2077185.0
P35278,Rab5c Ras-related protein Rab-5C,7,,1291254.0,1351116.0,1437355.0,901121.0,861191.0,1171466.0,1911115.0,1508249.0,2453420.0,2229228.0,1163142.0,1575168.0,1488249.0,1249229.0,1170192.0,1409518.0
Q03265,"Atp5a1 ATP synthase subunit alpha, mitochondrial",38,FP,50227279.0,57476020.0,79976817.0,40692241.0,43165991.0,57371233.0,55518077.0,40764253.0,65331924.0,61880692.0,45531369.0,59595782.0,76018243.0,57266329.0,31770304.0,41712479.0
P54869,"Hmgcs2 Hydroxymethylglutaryl-CoA synthase, mitochondrial",29,FP,17362619.0,35090494.0,30509939.0,35369803.0,27579827.0,39910268.0,30433963.0,26531188.0,32892001.0,35028486.0,25525164.0,29898921.0,52575241.0,37689566.0,16404890.0,20930342.0
S4R1W1,Gm3839 Glyceraldehyde-3-phosphate dehydrogenase,6,,1574010.0,1914916.0,2755709.0,1031504.0,1947562.0,2122894.0,3459735.0,3219853.0,4980324.0,4388574.0,951712.0,2035978.0,3981511.0,3556325.0,2217295.0,3480726.0
P62264,Rps14 40S ribosomal protein S14,9,,1824155.0,1916153.0,2736689.0,1190149.0,1507445.0,2316888.0,2562362.0,1847237.0,3675843.0,3147055.0,1464756.0,2125657.0,2897696.0,1938200.0,1512877.0,1849638.0
Q8BFR5,"Tufm Elongation factor Tu, mitochondrial",28,FP,11571277.0,8405341.0,12533802.0,5243023.0,5437874.0,7106625.0,5626834.0,4529476.0,8268094.0,6496330.0,9706693.0,13240558.0,6931249.0,5869549.0,4019554.0,3756078.0
P51410,Rpl9 60S ribosomal protein L9,9,,2812715.0,2894623.0,4974863.0,1758368.0,2376633.0,3348685.0,4518052.0,3113721.0,5974875.0,5114475.0,2426205.0,3317328.0,5030612.0,3409289.0,2699857.0,3437558.0
Q8VC30,Tkfc Triokinase/FMN cyclase,27,,4405344.0,8017612.0,9311893.0,5023741.0,4544610.0,6589992.0,5816241.0,5801218.0,8966261.0,8877090.0,6053096.0,7486578.0,9085059.0,7195009.0,3860495.0,4598037.0
P12710,"Fabp1 Fatty acid-binding protein, liver",7,,2654662.0,1951658.0,1640084.0,1622670.0,512705.0,855130.0,736495.0,2094424.0,852997.0,1684048.0,939487.0,1434589.0,2756646.0,1301111.0,798637.0,1495701.0
Q9DCX2,"Atp5h ATP synthase subunit d, mitochondrial",7,FP,290581.0,273013.0,433505.0,178318.0,181808.0,250364.0,258279.0,235646.0,349097.0,355735.0,175443.0,264420.0,415275.0,292593.0,169729.0,225639.0
Q99K67,"Aass Alpha-aminoadipic semialdehyde synthase, mitochondrial",50,FP,22453100.0,16168003.0,21542076.0,10386706.0,14552701.0,28138502.0,22782031.0,16691915.0,27568065.0,24699810.0,15286257.0,15585431.0,35822007.0,19600093.0,11143187.0,15867185.0
Q02819,Nucb1 Nucleobindin-1,29,TP,20973413.0,31991748.0,38801551.0,9710324.0,11816441.0,15888674.0,5911209.0,4074228.0,20036119.0,20724091.0,433240.0,1222299.0,820054.0,505907.0,359544.0,411634.0
Q9R0M6,Rab9a Ras-related protein Rab-9A,10,TP,1213199.0,1365590.0,1538805.0,910354.0,906210.0,1454502.0,1495935.0,992319.0,1977047.0,1756315.0,1015889.0,1488414.0,1864201.0,1433218.0,841109.0,936991.0
Q91VS7,Mgst1 Microsomal glutathione S-transferase 1,6,TP,5824777.0,6769768.0,9012226.0,4056464.0,4697272.0,8409269.0,8626293.0,5378120.0,11269852.0,9560544.0,5671827.0,8317118.0,10880213.0,7262785.0,4755739.0,5601491.0
Q9WVL0,Gstz1 Maleylacetoacetate isomerase,11,,8437295.0,9167532.0,8732314.0,5273108.0,5890007.0,10213581.0,9341401.0,6365391.0,10995035.0,10452756.0,6952992.0,9709679.0,10487160.0,6968103.0,5216752.0,5732704.0
P00329,Adh1 Alcohol dehydrogenase 1,20,,9001657.0,13463047.0,13201882.0,5585297.0,5328216.0,7505288.0,8161459.0,6753123.0,13328846.0,11939691.0,10480771.0,11688827.0,8517407.0,7010777.0,5524114.0,5291503.0
P60335,Pcbp1 Poly(rC)-binding protein 1,10,FP,3384134.0,3662843.0,4144207.0,2275086.0,2488998.0,3588458.0,5107385.0,3490050.0,6585048.0,5989440.0,3181017.0,4368205.0,4515856.0,3881562.0,3264397.0,3369961.0
P63038,"Hspd1 60 kDa heat shock protein, mitochondrial",33,FP,8544253.0,8218034.0,8945950.0,6459383.0,6392791.0,8973035.0,8857539.0,6351850.0,10218113.0,9954738.0,5905036.0,8785624.0,11547535.0,7457154.0,5552734.0,6918399.0
P20152,Vim Vimentin,22,FP,941436.0,995914.0,2576453.0,383407.0,1009402.0,816136.0,2590312.0,1790724.0,4264418.0,3424484.0,638625.0,2468415.0,2947256.0,1884021.0,1608948.0,1748178.0
Q99JY0,"Hadhb Trifunctional enzyme subunit beta, mitochondrial",23,TP,4131174.0,4259715.0,5763329.0,2948905.0,2857124.0,4289749.0,3605212.0,3421153.0,4718032.0,4287400.0,3626752.0,4482180.0,5893695.0,3511035.0,2010426.0,2929147.0
P61021,Rab5b Ras-related protein Rab-5B,5,,354957.0,382236.0,413109.0,245050.0,232326.0,344151.0,411809.0,319775.0,582322.0,501079.0,312707.0,424218.0,409704.0,348878.0,259876.0,304353.0
P60710,"Actb Actin, cytoplasmic 1",10,FP,6047849.0,6794135.0,5636586.0,2267985.0,2863607.0,5146496.0,8522857.0,6696117.0,10731499.0,11842506.0,3924335.0,6995710.0,6826312.0,4175767.0,5449376.0,5820529.0
Q9D1G1,Rab1b Ras-related protein Rab-1B,5,TP,237236.0,259279.0,373652.0,158486.0,146036.0,233259.0,299867.0,237516.0,417193.0,363244.0,216897.0,303238.0,303285.0,278396.0,187546.0,210487.0
P51881,Slc25a5 ADP/ATP translocase 2,13,FP,30981241.0,33722445.0,43517450.0,22473471.0,22532986.0,31869403.0,29204466.0,22649220.0,42103520.0,39149459.0,28262270.0,35375747.0,40450577.0,30194431.0,17625581.0,20545734.0
Q6P5E4,Uggt1 UDP-glucose:glycoprotein glucosyltransferase 1,73,TP,19893735.0,31651351.0,32397964.0,10122344.0,11916964.0,20786767.0,12887992.0,7816533.0,36659625.0,36019077.0,1466391.0,3402917.0,2238264.0,1812010.0,1255912.0,1598572.0
Q9QZD8,Slc25a10 Mitochondrial dicarboxylate carrier,15,FP,14484717.0,17439599.0,16705741.0,14352979.0,10841041.0,15668812.0,14404783.0,10600208.0,16229605.0,16096887.0,16680687.0,20463116.0,20423157.0,16898489.0,8626633.0,11186040.0
Q63880,Ces3a Carboxylesterase 3A,10,TP,25646775.0,56355101.0,39015819.0,16133439.0,15432862.0,26965794.0,14879409.0,10431428.0,37523956.0,38482991.0,365645.0,1697731.0,436999.0,354316.0,187591.0,250928.0
P00375,Dhfr Dihydrofolate reductase,8,FP,1828314.0,1900397.0,2162357.0,861748.0,1015470.0,1566878.0,1496266.0,1328535.0,2350965.0,2275653.0,1333226.0,1809030.0,1865786.0,1433796.0,931034.0,946028.0
P50544,"Acadvl Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",36,FP,4722179.0,5526823.0,8361910.0,3818717.0,5206948.0,6891266.0,6681482.0,5391129.0,8951639.0,7921694.0,3955985.0,5168562.0,10244630.0,7295420.0,3452016.0,4746868.0
Q99LC3,Ndufa10 NADH dehydrogenase,20,FP,3994585.0,4306482.0,6145818.0,2281439.0,3150140.0,4435368.0,4772488.0,3324344.0,6220388.0,5363328.0,3423982.0,4153201.0,6231666.0,4227324.0,2795398.0,3427459.0
P62830,Rpl23 60S ribosomal protein L23,10,,3753638.0,4256513.0,5214356.0,2407173.0,2454078.0,4013768.0,4366678.0,3231308.0,5651809.0,5156895.0,3606615.0,4762181.0,5142577.0,3373765.0,2930256.0,3173191.0
P27773,Pdia3 Protein disulfide-isomerase A3,33,TP,17312877.0,26429819.0,22445639.0,7121914.0,6758464.0,9952621.0,6173674.0,3605111.0,18414890.0,15941972.0,1131855.0,1975396.0,1757923.0,1313748.0,1111484.0,1470301.0
Q8BMS1,"Hadha Trifunctional enzyme subunit alpha, mitochondrial",35,FP,14692141.0,15740132.0,17404254.0,11282492.0,6767075.0,13942210.0,10131615.0,12347635.0,14640011.0,11618949.0,16265814.0,23673366.0,21370257.0,8873850.0,5720947.0,9296424.0
P67984,Rpl22 60S ribosomal protein L22,5,,682014.0,754529.0,1025408.0,425971.0,567805.0,747401.0,1000074.0,736282.0,1148214.0,1086187.0,546557.0,778652.0,1082836.0,788398.0,653208.0,767340.0
Q8R0Y6,Aldh1l1 Cytosolic 10-formyltetrahydrofolate dehydrogenase,35,,6342441.0,4777009.0,4844368.0,2717034.0,2054958.0,3643557.0,3896319.0,4607215.0,5456903.0,5054606.0,3763022.0,6274386.0,7352207.0,3260840.0,2743112.0,4887628.0
P09103,P4hb Protein disulfide-isomerase,33,TP,14261464.0,23098193.0,23615461.0,5091561.0,7016120.0,11136922.0,6929102.0,3866083.0,18508157.0,17142397.0,644367.0,1610699.0,1405123.0,903823.0,649143.0,1116866.0
Q9Z2I9,Sucla2 Succinate--CoA ligase,28,FP,4667376.0,5031252.0,5938437.0,3377228.0,3490741.0,4912178.0,4730315.0,3724597.0,6103747.0,6057842.0,3980180.0,6218326.0,5799528.0,4906759.0,3091793.0,3438984.0
Q8VCR2,Hsd17b13 17-beta-hydroxysteroid dehydrogenase 13,17,TP,7138967.0,5500228.0,9151615.0,3258670.0,4942233.0,6167522.0,4462567.0,2871165.0,5489821.0,4133002.0,5803465.0,6409920.0,9026349.0,8365828.0,2655903.0,3148657.0
Q8VCH0,"Acaa1b 3-ketoacyl-CoA thiolase B, peroxisomal",5,,1089320.0,939041.0,730166.0,428436.0,264564.0,675502.0,206744.0,175124.0,268271.0,283647.0,755932.0,1075751.0,836289.0,646752.0,163225.0,125143.0
Q9D6M3,Slc25a22 Mitochondrial glutamate carrier 1,11,FP,1782227.0,1823590.0,1742323.0,1797180.0,1241384.0,2107685.0,1558141.0,1410340.0,2095614.0,2128914.0,1461287.0,2055109.0,2672083.0,1690057.0,984240.0,1379351.0
Q9CZE3,Rab32 Ras-related protein Rab-32,9,FP,611324.0,584426.0,740940.0,266492.0,288191.0,376538.0,701448.0,540981.0,1173659.0,946684.0,471739.0,656979.0,573703.0,475273.0,472536.0,498659.0
Q3UNZ8,Quinone oxidoreductase-like protein 2,13,,1702218.0,1775688.0,1919088.0,1406834.0,1192049.0,1775909.0,1848794.0,1366358.0,2076442.0,1995007.0,1925832.0,2369407.0,2200999.0,1716204.0,1320121.0,1413011.0
Q9WV68,"Decr2 Peroxisomal 2,4-dienoyl-CoA reductase",16,,1853276.0,2292489.0,1808989.0,1755230.0,922781.0,1773570.0,1083015.0,1086576.0,1890237.0,1621966.0,1743914.0,2515231.0,1834231.0,1645601.0,844753.0,745591.0
P62281,Rps11 40S ribosomal protein S11,13,,5345076.0,5813702.0,7122453.0,3707355.0,3353984.0,6068473.0,5580977.0,4558038.0,9710996.0,8000620.0,4330801.0,6722494.0,7707478.0,5200166.0,4187116.0,4498354.0
Q61176,Arg1 Arginase-1,14,,3521308.0,2797124.0,2617101.0,1355766.0,931639.0,1413748.0,3179548.0,3223574.0,3847817.0,4785890.0,1332405.0,1535049.0,2268332.0,1131069.0,1326667.0,2273477.0
Q922D8,"Mthfd1 C-1-tetrahydrofolate synthase, cytoplasmic",38,,7103192.0,9043721.0,9959204.0,4772662.0,4444418.0,6290866.0,5379463.0,4298561.0,8377812.0,7832246.0,6860631.0,8032023.0,7522030.0,5503389.0,3478726.0,3594104.0
Q921I1,Tf Serotransferrin,2,TP,1634470.0,1784933.0,1807454.0,466583.0,453393.0,402314.0,1094280.0,758237.0,2849654.0,2397962.0,56305.0,119568.0,72001.0,46209.0,59721.0,80936.0
Q61990,Pcbp2 Poly(rC)-binding protein 2,7,FP,1237661.0,1344366.0,1452795.0,937523.0,923728.0,1474834.0,2054807.0,1419810.0,2669520.0,2377446.0,1133957.0,1558173.0,1932401.0,1460364.0,1232697.0,1402423.0
Q07417,"Acads Short-chain specific acyl-CoA dehydrogenase, mitochondrial",17,FP,3996587.0,4549743.0,5550050.0,2786876.0,3216841.0,5277424.0,5583051.0,4328989.0,6473615.0,6170532.0,3997607.0,5103899.0,6381891.0,4522877.0,3581970.0,4131584.0
Q9QXX4,Slc25a13 Calcium-binding mitochondrial carrier protein Aralar2,23,FP,5324869.0,7276331.0,8540719.0,4247004.0,4572260.0,8251626.0,9582248.0,7600201.0,10984983.0,10801847.0,5157002.0,9030553.0,13331566.0,8975818.0,5716315.0,7247485.0
Q60932,Vdac1 Voltage-dependent anion-selective channel protein 1,12,FP,1241103.0,1721889.0,2389741.0,1295813.0,1073065.0,2520044.0,2043198.0,1958488.0,2305549.0,1864860.0,1570164.0,3236927.0,4634905.0,1622019.0,1073943.0,2035196.0
P97872,Fmo5 Dimethylaniline monooxygenase,23,TP,12739501.0,9170477.0,10612177.0,6019073.0,5896317.0,8353125.0,6867054.0,4625943.0,8557480.0,7135981.0,7628897.0,10042035.0,10005374.0,8530224.0,5386042.0,5104749.0
Q922B2,"Dars Aspartate--tRNA ligase, cytoplasmic",24,,2515950.0,2667313.0,3058690.0,1973415.0,1650385.0,2793954.0,2892887.0,2156254.0,4148629.0,3517379.0,2325532.0,3155319.0,3224214.0,2526104.0,1972293.0,2104003.0
Q9WTP7,"Ak3 GTP:AMP phosphotransferase AK3, mitochondrial",13,FP,1238724.0,1192296.0,1395747.0,709368.0,923652.0,1368829.0,1282417.0,931188.0,1550014.0,1531733.0,866318.0,1154610.0,1585765.0,1079515.0,787648.0,954147.0
Q9CQU0,Txndc12 Thioredoxin domain-containing protein 12,7,TP,1317863.0,2263090.0,2092545.0,744391.0,824193.0,1461793.0,594797.0,352399.0,1709277.0,1743507.0,79164.0,182259.0,145609.0,125445.0,73696.0,88938.0
P20918,Plg Plasminogen,33,TP,4924467.0,6773649.0,7153773.0,2033474.0,2392700.0,3115433.0,2742022.0,1937054.0,6268821.0,5631706.0,1128908.0,1777067.0,1049369.0,1037636.0,762407.0,888279.0
Q6GQT9,Nomo1 Nodal modulator 1,42,TP,10404454.0,17204153.0,15427695.0,5820228.0,7122922.0,11209447.0,4420705.0,2192679.0,10467542.0,9000911.0,731412.0,1321371.0,1320546.0,864470.0,562954.0,820798.0
P51660,Hsd17b4 Peroxisomal multifunctional enzyme type 2,28,,3920329.0,3517804.0,3905973.0,2608772.0,1662191.0,3218471.0,2657156.0,2357956.0,4246092.0,3413178.0,2227775.0,3904019.0,4573378.0,3633158.0,1931469.0,2329071.0
Q8BH00,Aldh8a1 Aldehyde dehydrogenase family 8 member A1,21,,3677109.0,4338715.0,5570171.0,1720367.0,2685208.0,3703513.0,4136137.0,2736167.0,4815032.0,4480808.0,2760187.0,3929365.0,5220827.0,3738673.0,2620501.0,2839438.0
P62702,"Rps4x 40S ribosomal protein S4, X isoform",10,,1753633.0,2085245.0,2755670.0,1151963.0,1441524.0,2459910.0,2603038.0,1803651.0,3873243.0,3256369.0,1503518.0,2054647.0,3129169.0,1828527.0,1386738.0,1734697.0
Q9R112,"Sqrdl Sulfide:quinone oxidoreductase, mitochondrial",24,FP,21357434.0,11539157.0,17204416.0,3714444.0,5111416.0,5367163.0,8450827.0,6338047.0,11311586.0,9381023.0,13190834.0,18969530.0,5953626.0,5074866.0,10659889.0,9858369.0
Q8BGT5,Gpt2 Alanine aminotransferase 2,22,,3445194.0,2732117.0,3722444.0,2972701.0,3294456.0,6028768.0,3315291.0,2728388.0,4170693.0,3731618.0,2256501.0,2989792.0,6122633.0,3164385.0,1539043.0,2359876.0
Q9D7B6,"Acad8 Isobutyryl-CoA dehydrogenase, mitochondrial",16,FP,1432131.0,1428495.0,1693449.0,911896.0,1028747.0,1463976.0,1377840.0,1062026.0,1536267.0,1433788.0,1141678.0,1579698.0,1811132.0,1329514.0,834707.0,997059.0
P20029,Hspa5 78 kDa glucose-regulated protein,39,TP,23586035.0,30181366.0,39430814.0,8027809.0,11503686.0,14978210.0,17223138.0,11410270.0,32789373.0,32825033.0,3731367.0,6462512.0,4246316.0,3605119.0,3766831.0,4031775.0
P48962,Slc25a4 ADP/ATP translocase 1,6,FP,455982.0,508580.0,749596.0,567369.0,346240.0,443826.0,696689.0,616077.0,1230178.0,1006751.0,459145.0,586519.0,638762.0,491206.0,376672.0,414738.0
Q8VCU1,Ces3b Carboxylesterase 3B,10,TP,11214818.0,20011022.0,16130159.0,6139866.0,6125305.0,11908680.0,4826998.0,2436327.0,11327086.0,10805170.0,237583.0,671552.0,310587.0,229770.0,154320.0,257882.0
