ID #,Uniprot Accession,Entrez ID,Protein Names,Gene Names,Log2 SILAC Ratio (Mito/Negative Control) Rep1,Rep1 Unique Quantified Peptide Count,Log2 SILAC Ratio (Mito/Negative Control) Rep2,Rep2 Unique Quantified Peptide Count,GOCC annotation,MitoCarta FDR,mito,evidence for mito,matrix,IMS,OMM,False-positive,Note
3867,Q6P4F2,112812,"Adrenodoxin-like protein, mitochondrial;Ferredoxin-1-like protein",FDX1L,3.530503764,3,2.700997081,3,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4737,Q99757,25828,"Thioredoxin, mitochondrial;Thioredoxin-2",TRX2;TXN2,3.512682895,5,3.243753022,4,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
65,A4D1V4;Q9BYC8,64983,"cDNA, FLJ93927, Homo sapiens mitochondrial ribosomal protein L32 (MRPL32), nucleargene encoding mitochondrial protein, mRNA;Mitochondrial ribosomal protein L32;Mitochondrial ribosomal protein L32, isoform CRA_d;39S ribosomal protein L32, mitochondrial",hCG_19886;MRPL32;tcag7.484;HSPC283,3.475633168,8,3.248390601,10,mitochondrion | ribosome | mitochondrial ribosome | large ribosomal subunit,0.064,1,GOCC; MitoCarta,1,0,0,0,-
2535,P23434,2653,"Glycine cleavage system H protein, mitochondrial",GCSH,3.433711593,3,3.220477689,4,mitochondrion | glycine cleavage complex,-,1,GOCC,1,0,0,0,-
1571,Q9NQ50;F8WBK5,64976,"39S ribosomal protein L40, mitochondrial;Nuclear localization signal-containing protein deleted in velocardiofacial syndrome;Up-regulated in metastasis",MRPL40;NLVCF;URIM,3.420597778,11,3.233057201,11,mitochondrion | ribosome | mitochondrial ribosome | nucleus,0,1,GOCC; MitoCarta,1,0,0,0,-
5322,Q9NZE8;D3YTC1;Q9NZE8-2,51318,"39S ribosomal protein L35, mitochondrial;Putative uncharacterized protein MRPL35",BM-007;MRPL35,3.416407352,7,3.212123095,8,mitochondrion | ribosome | mitochondrial ribosome | intracellular,0.053,1,GOCC; MitoCarta,1,0,0,0,-
3626,Q4U2R6,51258,"39S ribosomal protein L51, mitochondrial;bMRP-64",CDA09;HSPC241;MRP64;MRPL51,3.381910372,7,2.947400765,9,mitochondrion | ribosome | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
5125,Q9HD34;F5H189;C9JRX8;C9JY28,57128,LYR motif-containing protein 4;Putative uncharacterized protein LYRM4,C6orf149;CGI-203;ISD11;LYRM4,3.375192678,5,3.264775037,5,mitochondrion | nucleus,0,1,GOCC; MitoCarta,0,0,0,0,-
1537,Q96A26;F8W7Q4;E9PH05,26355,E2-induced gene 5 protein;Protein FAM162A,C3orf28;DC16;E2IG5;FAM162A;FWP001,3.373838052,10,3.135584584,8,integral to membrane | membrane,0.029,1,MitoCarta,0,0,0,0,-
4765,Q9BQC6,78988,"Ribosomal protein 63, mitochondrial",MRP63,3.352862889,4,3.311537736,4,mitochondrion | ribosome | mitochondrial ribosome,0.053,1,GOCC; MitoCarta,1,0,0,0,-
2350,P10109,2230,"Adrenal ferredoxin;Adrenodoxin, mitochondrial;Ferredoxin-1;Hepatoredoxin",ADX;FDX1,3.350873182,3,3.006939228,3,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5206,Q9NUJ1;B7Z6A8,55347,"Abhydrolase domain-containing protein 10, mitochondrial;cDNA FLJ50858, highly similar to Homo sapiens abhydrolase domain containing 10 (ABHD10), mRNA",ABHD10,3.343148738,16,3.034840907,16,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
4204,Q8N8R5,205327,UPF0565 protein C2orf69,C2orf69,3.33731875,5,2.648218567,4,extracellular region,0.761,0,-,0,0,0,0,-
5093,Q9HAV7;B4DWV5,80273,"GrpE protein homolog 1, mitochondrial;HMGE;Mt-GrpE#1;GrpE protein homolog",GREPEL1;GRPEL1,3.328633295,18,3.063885557,20,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4940,Q9GZT6;Q9GZT6-2;B3KP87,60492,"Coiled-coil domain-containing protein 90B, mitochondrial;cDNA FLJ31410 fis, clone NT2NE2000195, highly similar to Homo sapiens MDS025 mRNA;Putative uncharacterized protein MDS025",CCDC90B;CUA003;MDS011;MDS025;hCG_27349,3.32844431,4,3.467666965,5,mitochondrion | integral to membrane | membrane,0.01,1,GOCC; MitoCarta,0,0,0,0,-
2430,P14927;B7Z2R2;E5RJU0,7381,"Complex III subunit 7;Complex III subunit VII;Cytochrome b-c1 complex subunit 7;QP-C;Ubiquinol-cytochrome c reductase complex 14 kDa protein;cDNA FLJ52271, moderately similar to Ubiquinol-cytochrome c reductase complex 14 kDa protein (EC 1.10.2.2)",UQBP;UQCRB,3.327877205,4,3.374534165,4,mitochondrial respiratory chain | mitochondrion | membrane,0.029,1,GOCC; MitoCarta,0,0,0,0,-
3881,Q6PI78,157378,Transmembrane protein 65,TMEM65,3.321510357,5,2.811398027,6,integral to membrane | membrane,0.029,1,MitoCarta,0,0,0,0,-
4994,Q9H2W6,26589,"39S ribosomal protein L46, mitochondrial;P2ECSL",C15orf4;LIECG2;MRPL46,3.321453384,11,3.094858451,8,mitochondrion | ribosome | cellular_component,0,1,GOCC; MitoCarta,1,0,0,0,-
4892,Q9BYC9,55052,"39S ribosomal protein L20, mitochondrial",MRPL20,3.315687429,12,3.167737704,11,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
1443,Q9BYD6;F5H5L4;H0Y8N7,65008,"39S ribosomal protein L1, mitochondrial",BM-022;MRPL1,3.310051484,18,3.115253216,21,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit | large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
3869,Q6P587;B1AK40;Q6P587-2,81889,Fumarylacetoacetate hydrolase domain-containing protein 1;YisK-like protein;Fumarylacetoacetate hydrolase domain containing 1,C16orf36;FAHD1;YISKL;AC012180.10-003,3.309189825,11,2.956465513,10,mitochondrion,0.029,1,GOCC; MitoCarta,0,0,0,0,-
3286,Q13084;Q4TT38;A2IDC6;Q4TT37;A2IDC7,10573,"39S ribosomal protein L28, mitochondrial;Melanoma antigen p15;Melanoma-associated antigen recognized by T lymphocytes;Mitochondrial ribosomal protein L28",MAAT1;MRPL28;Z97634.1-001;Z97634.1-010;Z97634.1-009;Z97634.1-011,3.304182028,23,3.150483309,23,mitochondrion | ribosome | mitochondrial ribosome,0,1,GOCC; MitoCarta,1,0,0,0,-
4002,Q86SX6,51218,"Glutaredoxin-related protein 5, mitochondrial;Monothiol glutaredoxin-5",C14orf87;GLRX5,3.278742004,9,2.986036937,11,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
4750,Q9BPW8,8508,Protein NipSnap homolog 1,NIPSNAP1,3.267548218,22,3.236082009,18,mitochondrion | mitochondrial inner membrane,0.02,1,GOCC; MitoCarta,0,0,0,0,-
2336,P09669,1345,Cytochrome c oxidase polypeptide VIc;Cytochrome c oxidase subunit 6C,COX6C,3.260790019,3,3.067610438,4,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,0.268,1,GOCC; MitoCarta,0,0,0,0,-
4291,Q8TCC3-2;Q8TCC3;Q8TCC3-3;B8ZZV5,51263,"39S ribosomal protein L28, mitochondrial;39S ribosomal protein L30, mitochondrial;Putative uncharacterized protein MRPL30",HSPC249;MRPL28;MRPL30;RPML28,3.251450483,4,3.134700778,6,mitochondrion | ribosome | intracellular,0.047,1,GOCC; MitoCarta,1,0,0,0,-
1384,Q9NNW7;D3YTF9;F5H2M2;F5H2V0;Q9NNW7-2;E7ENA2;F5H1L4;D3YTF8;Q9NNW7-3;F6WBI2;Q9NNW7-4,10587,"Selenoprotein Z;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase TR3;TR-beta;Putative uncharacterized protein TXNRD2",KIAA1652;TRXR2;TXNRD2,3.247537762,11,3.062941218,8,mitochondrion | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
4894,Q9BYD2;Q5SZR1,65005,"39S ribosomal protein L9, mitochondrial;Mitochondrial ribosomal protein L9",MRPL9;RP11-98D18.5-002,3.243053049,19,3.029208463,16,mitochondrion | ribosome | mitochondrial ribosome | intracellular,0.028,1,GOCC; MitoCarta,1,0,0,0,-
5599,Q9Y2R9,51081,"28S ribosomal protein S7, mitochondrial;bMRP-27a",MRPS7,3.236078105,18,3.116283334,17,cytosolic small ribosomal subunit | mitochondrion | ribosome | intracellular,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2374,P11182;Q5VVL7;F5H1F9,1629,"Branched-chain alpha-keto acid dehydrogenase complex component E2;Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex;Dihydrolipoamide branched chain transacylase;Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase;Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial;Dihydrolipoamide branched chain transacylase E2",BCATE2;DBT;RP11-305E17.3-002,3.235896749,26,2.816256892,33,mitochondrial nucleoid | mitochondrion | mitochondrial alpha-ketoglutarate dehydrogenase complex,0,1,GOCC; MitoCarta,1,0,0,0,-
4294,Q8TCS8,87178,"3-5 RNA exonuclease OLD35;PNPase old-35;Polynucleotide phosphorylase 1;Polynucleotide phosphorylase-like protein;Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPASE;PNPT1,3.232345647,59,2.934644131,51,mitochondrion | mitochondrial intermembrane space,0.029,1,GOCC; MitoCarta,0,1,0,0,-
2725,P42126;P42126-2,1632,"3,2-trans-enoyl-CoA isomerase, mitochondrial;Delta(3),Delta(2)-enoyl-CoA isomerase;Dodecenoyl-CoA isomerase",DCI,3.229838475,12,2.943890045,10,mitochondrion | mitochondrial inner membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
3320,Q13405;H0YDP7,740,"39S ribosomal protein L49, mitochondrial;Neighbor of FAU;Protein NOF1",C11orf4;MRPL49;NOF1;OK/SW-cl.67,3.223876581,10,3.037554342,14,mitochondrion | ribosome | intracellular | cellular_component,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5340,Q9P032,29078,Hormone-regulated proliferation-associated protein of 20 kDa;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,C6orf66;HRPAP20;HSPC125;My013;NDUFAF4,3.222494125,15,2.857463251,16,mitochondrion | mitochondrial membrane,0.095,1,GOCC; MitoCarta,0,0,0,0,-
2022,O75208,57017,"Ubiquinone biosynthesis protein COQ9, mitochondrial",C16orf49;COQ9;HSPC326;PSEC0129,3.217257255,10,2.800888293,8,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
4758,Q9BQ48,64981,"39S ribosomal protein L34, mitochondrial",MRPL34,3.203205485,3,3.07990669,4,mitochondrion | ribosome | mitochondrial ribosome | intracellular | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
4854,Q9BVS5;F8WDR2,55006,Potential tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRMT61B,TRMT61B,3.201803068,20,3.044676447,20,-,-,0,-,0,0,0,0,-
5528,Q9UMS0;Q9UMS0-3;E9PAQ8;Q9UMS0-2;F8W9P7;C9J8Q1,27247,"HIRA-interacting protein 5;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial;Putative uncharacterized protein NFU1",CGI-33;HIRIP5;NFU1,3.197918688,6,2.997960306,7,cytosol | mitochondrion | nucleus | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
4111,Q8IXM3,64975,"39S ribosomal protein L27 homolog;39S ribosomal protein L41, mitochondrial;Bcl-2-interacting mitochondrial ribosomal protein L41;Cell proliferation-inducing gene 3 protein;MRP-L27 homolog",BMRP;MRPL27;MRPL41;PIG3;RPML27,3.192923898,9,3.08065644,10,mitochondrion | ribonucleoprotein complex | ribosome | mitochondrial large ribosomal subunit,0.074,1,GOCC; MitoCarta,1,0,0,0,-
4895,Q9BYD3;Q9BYD3-2,51073,"39S ribosomal protein L4, mitochondrial",CDABP0091;CGI-28;MRPL4,3.182986666,17,2.808389854,17,mitochondrion | ribosome | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
5327,Q9NZJ6,51805,"3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase;Dihydroxyhexaprenylbenzoate methyltransferase;Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial",COQ3;UG0215E05,3.178128608,7,2.86049566,6,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
2508,P22033,4594,"Methylmalonyl-CoA isomerase;Methylmalonyl-CoA mutase, mitochondrial",MUT,3.169946096,33,3.061887783,35,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
2405,P13073,1327,"Cytochrome c oxidase polypeptide IV;Cytochrome c oxidase subunit 4 isoform 1, mitochondrial;Cytochrome c oxidase subunit IV isoform 1",COX4;COX4I1,3.169524144,14,2.908373768,17,mitochondrion | mitochondrial inner membrane | nucleus | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2571,P26440;B3KVI7;H0YLC3,3712,"Isovaleryl-CoA dehydrogenase, mitochondrial;cDNA FLJ16602 fis, clone TESTI4007816, highly similar to Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.10);Isovaleryl Coenzyme A dehydrogenase, isoform CRA_b",IVD;hCG_38955,3.167644961,13,2.908563366,16,mitochondrion | mitochondrial membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
3561,Q16854;C9JFV8;Q16854-5;Q16854-3;Q16854-2;Q16854-4,1716,"Deoxyguanosine kinase, mitochondrial;Putative uncharacterized protein DGUOK",DGK;DGUOK,3.163413126,9,2.878557473,7,cytosol | mitochondrion | cytoplasm,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2206,P00505;E7ERW2,2806,"Aspartate aminotransferase, mitochondrial;Fatty acid-binding protein;Glutamate oxaloacetate transaminase 2;Plasma membrane-associated fatty acid-binding protein;Transaminase A",GOT2,3.159275101,27,3.056002298,31,mitochondrion | mitochondrial inner membrane | plasma membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
2406,P13196;B4DDG9,211,"5-aminolevulinate synthase, nonspecific, mitochondrial;5-aminolevulinic acid synthase 1;Delta-ALA synthase 1;Delta-aminolevulinate synthase 1;cDNA FLJ53856, highly similar to 5-aminolevulinate synthase, nonspecific, mitochondrial (EC 2.3.1.37)",ALAS1;ALAS3;ALASH;OK/SW-cl.121,3.157552734,28,2.929404406,27,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5427,Q9UGM6;B7Z5X7,10352,"(Mt)TrpRS;Tryptophan--tRNA ligase;Tryptophanyl-tRNA synthetase, mitochondrial;cDNA FLJ50844, highly similar to Tryptophanyl-tRNA synthetase, mitochondrial (EC 6.1.1.2)",WARS2,3.154677544,12,3.152347614,7,mitochondrion | mitochondrial matrix | cytoplasm,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2531,P23368;Q9BWL6,4200,"Malic enzyme 2;NAD-dependent malic enzyme, mitochondrial;Malic enzyme",ME2;hCG_23687,3.151476154,29,2.97935725,34,intracellular membrane-bounded organelle | mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
2133,O95202,3954,"LETM1 and EF-hand domain-containing protein 1, mitochondrial;Leucine zipper-EF-hand-containing transmembrane protein 1",LETM1,3.148503178,46,3.077149156,45,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,0.01,1,GOCC; MitoCarta,0,0,0,0,-
3755,Q5U5X0,90624,LYR motif-containing protein 7,C5orf31;LYRM7,3.140322678,8,2.910681722,10,mitochondrion,0.059,1,GOCC; MitoCarta,0,0,0,0,-
1222,P30048;E9PH29,10935,"Antioxidant protein 1;HBC189;Peroxiredoxin III;Peroxiredoxin-3;Protein MER5 homolog;Thioredoxin-dependent peroxide reductase, mitochondrial",AOP1;PRDX3,3.137218716,15,3.009737737,18,mitochondrion | IkappaB kinase complex | early endosome | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
3149,Q00059;A8MRB2,7019,"Mitochondrial transcription factor 1;Transcription factor 6;Transcription factor 6-like 2;Transcription factor A, mitochondrial;Putative uncharacterized protein TFAM",TCF6;TCF6L2;TFAM,3.137153979,17,3.211005485,20,mitochondrial nucleoid | mitochondrion | nucleus | mitochondrial matrix,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5074,Q9H9J2,65080,"39S ribosomal protein L44, mitochondrial",MRPL44,3.128387717,25,2.964661579,27,mitochondrion | ribosome | intracellular | cellular_component,0,1,GOCC; MitoCarta,1,0,0,0,-
4578,Q96HY7,55526,"Dehydrogenase E1 and transketolase domain-containing protein 1;Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTKD1;KIAA1630,3.125845292,28,2.888326009,28,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
2697,P38117;P38117-2,2109,Electron transfer flavoprotein subunit beta,ETFB;FP585,3.123450886,22,2.897542647,22,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4468,Q96A35,79590,"39S ribosomal protein L24, mitochondrial",MRPL24,3.11670344,19,2.861119189,21,mitochondrion | ribosome | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
2360,P10606,1329,"Cytochrome c oxidase polypeptide Vb;Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,3.113416569,6,2.799587765,7,mitochondrial envelope | mitochondrion | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
3364,Q13825;Q13825-2,549,"AU-specific RNA-binding enoyl-CoA hydratase;Methylglutaconyl-CoA hydratase, mitochondrial",AUH,3.102405929,11,2.395764313,10,mitochondrion,0.028,1,GOCC; MitoCarta,1,0,0,0,-
2578,P27144;D3DQ64,205,"Adenylate kinase 3-like;Adenylate kinase isoenzyme 4, mitochondrial;ATP-AMP transphosphorylase;HCG2031840, isoform CRA_c",AK3;AK3L1;AK3L2;AK4;hCG_2031840,3.10008298,17,2.809442505,17,mitochondrion | mitochondrial matrix,-,1,GOCC,1,0,0,0,-
3250,Q10713;B4DKL3,23203,"Alpha-MPP;Mitochondrial-processing peptidase subunit alpha;P-55;cDNA FLJ54999, highly similar to Mitochondrial-processing peptidase alpha subunit, mitochondrial (EC 3.4.24.64)",INPP5E;KIAA0123;MPPA;PMPCA,3.099130596,24,2.90379863,25,mitochondrion | mitochondrial inner membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
3263,Q12849;B3KP14;H0YAK1;H0Y8R1;F5H5I6;B3KPW0,2926,"G-rich sequence factor 1;cDNA FLJ30937 fis, clone FEBRA2007247, highly similar to G-rich sequence factor 1;cDNA FLJ32329 fis, clone PROST2004526, highly similar to G-rich sequence factor 1;cDNA FLJ37487 fis, clone BRAWH2014511, highly similar to G-rich sequence factor 1;cDNA FLJ38480 fis, clone FEBRA2022911, highly similar to G-rich sequence factor 1;cDNA FLJ39736 fis, clone SMINT2016313, highly similar to G-rich sequence factor 1;G-rich RNA sequence binding factor 1, isoform CRA_a",GRSF1;hCG_17000,3.09535919,25,2.858873222,26,mitochondrion | cytoplasm,0.029,1,GOCC; MitoCarta,0,0,0,0,-
4992,Q9H2U2;Q9H2U2-2;E2QRM6;Q9H2U2-3;H0Y9D8;F8WDN9;D6R967,27068,"Inorganic pyrophosphatase 2, mitochondrial;Pyrophosphatase SID6-306;Pyrophosphate phospho-hydrolase 2",HSPC124;PPA2,3.084186948,25,2.847626594,22,mitochondrion | mitochondrial matrix | cytoplasm,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5577,Q9Y276,617,BCS1-like protein;Mitochondrial chaperone BCS1,BCS1;BCS1L,3.083940676,18,2.708342088,19,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane | mitochondrial respiratory chain complex III,0,1,GOCC; MitoCarta,0,0,0,0,-
3966,Q7Z2W9;B4DXI4;C9JPR2;F5H7V8,219927,"39S ribosomal protein L21, mitochondrial;cDNA FLJ52689, highly similar to Homo sapiens mitochondrial ribosomal protein L21 (MRPL21), transcript variant 4, mRNA;Mitochondrial ribosomal protein L21, isoform CRA_a;Putative uncharacterized protein MRPL21",MRPL21;hCG_27184,3.081722334,11,2.857088216,14,mitochondrion | ribosome | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
4188,Q8N5N7;B7Z358,54534,"39S ribosomal protein L50, mitochondrial;cDNA FLJ52265, highly similar to Homo sapiens mitochondrial ribosomal protein L50 (MRPL50), mRNA",MRPL50,3.078938984,10,2.829553208,15,mitochondrion | ribosome,0.01,1,GOCC; MitoCarta,1,0,0,0,-
2955,P56181-2,4731,"NADH dehydrogenase [ubiquinone] flavoprotein 3, isoform 2",NDUFV3,3.073198228,18,2.861208243,21,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0.02,1,GOCC; MitoCarta,0,0,0,0,-
416,Q96GC5;B4DN34;F5H702;F5H8D0,51642,"39S ribosomal protein L48, mitochondrial;cDNA FLJ60720, highly similar to Homo sapiens mitochondrial ribosomal protein L48 (MRPL48), transcript variant 1, mRNA",CGI-118;HSPC290;MRPL48,3.072950073,8,2.915029237,7,mitochondrion | ribosome | intracellular,0.064,1,GOCC; MitoCarta,1,0,0,0,-
3724,Q5T653,51069,"39S ribosomal protein L2, mitochondrial",CGI-22;MRPL2,3.070398368,11,2.912900076,16,mitochondrion | ribosome | intracellular | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
4153,Q8N183;D6RA56,91942,"B17.2-like;Mimitin, mitochondrial;Myc-induced mitochondrial protein;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2;NDUFA12-like protein",NDUFA12L;NDUFAF2,3.068566489,10,2.981030074,11,mitochondrion | membrane,0.042,1,GOCC; MitoCarta,0,0,0,0,-
4123,Q8IYB8,6832,"ATP-dependent RNA helicase SUPV3L1, mitochondrial;Suppressor of var1 3-like protein 1",SUPV3L1;SUV3,3.066596321,40,2.750894146,34,mitochondrial nucleoid | mitochondrion | nucleus | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5338,Q9P015;E5RHF4,29088,"39S ribosomal protein L15, mitochondrial",HSPC145;MRPL15,3.060077887,27,2.868686907,29,mitochondrion | ribosome | large ribosomal subunit,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5641,Q9Y3D7,51025,Mitochondria-associated granulocyte macrophage CSF-signaling molecule;Mitochondrial import inner membrane translocase subunit Tim16,CGI-136;MAGMAS;TIM16;TIMM16,3.059007597,7,2.701096588,6,mitochondrion | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
3713,Q5T1C6;E9PLJ7;F6XC58,117145,Carboxyl-terminal modulator protein;Thioesterase superfamily member 4,CTMP;THEM4,3.057092756,7,3.21616719,7,ruffle membrane | mitochondrion | plasma membrane | cell projection | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
2913,P53370,11162,Antisense basic fibroblast growth factor;Nucleoside diphosphate-linked moiety X motif 6;Protein GFG,FGF2AS;NUDT6,3.055906104,9,2.467947686,11,mitochondrion | nucleus | cellular_component | cytoplasm,0.33,1,GOCC,0,0,0,0,-
1936,O43766;D6RCP8;C9JCF6,11019,"Lipoate synthase;Lipoic acid synthase;Lipoyl synthase, mitochondrial;Putative uncharacterized protein LIAS",HUSSY-01;LAS;LIAS,3.054170009,5,3.047308846,6,mitochondrion | nucleolus | nucleus | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
4938,Q9GZT3;G3V2S9;G3V4X6;H0YJ40;H0YJW7,81892,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",C14orf156;DC23;DC50;PD04872;SLIRP,3.05204273,12,3.059825161,10,mitochondrion | nucleus,0,1,GOCC; MitoCarta,0,0,0,0,-
5124,Q9HD33;Q9HD33-2;Q9HD33-3,57129,"39S ribosomal protein L47, mitochondrial;Nasopharyngeal carcinoma metastasis-related protein 1",CGI-204;MRPL47;NCM1,3.050049852,23,3.093934176,27,mitochondrion | ribosome | mitochondrial ribosome | cellular_component,0.01,1,GOCC; MitoCarta,1,0,0,0,-
2028,O75323;C9IYJ3,2631,"Glioblastoma-amplified sequence;Protein NipSnap homolog 2;Glioblastoma amplified sequence, isoform CRA_a;Putative uncharacterized protein GBAS",GBAS;NIPSNAP2;hCG_18231,3.050004006,9,2.976597777,7,mitochondrion | integral to plasma membrane | membrane fraction,0,1,GOCC; MitoCarta,0,0,0,0,-
4275,Q8TAE8,90480,CKII beta-associating protein;CR6-interacting factor 1;Growth arrest and DNA damage-inducible proteins-interacting protein 1;p53-responsive gene 6 protein;Papillomavirus L2-interacting nuclear protein 1,GADD45GIP1;PLINP1;PRG6,3.048650902,11,2.852472676,12,mitochondrion | nucleus,0.029,1,GOCC; MitoCarta,0,0,0,0,-
4537,Q96EY8;F5H4Z7,326625,"Cob(I)alamin adenosyltransferase;Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial;Methylmalonic aciduria type B protein",MMAB,3.043064534,13,2.85981838,11,mitochondrion,0.028,1,GOCC; MitoCarta,0,0,0,0,-
1634,Q86TS9;G3XCN9;A6NMQ8;G3V3U6,122704,"39S ribosomal protein L52, mitochondrial;Mitochondrial ribosomal protein L52, isoform CRA_c;Putative uncharacterized protein MRPL52",MRPL52;hCG_41985,3.040736249,3,3.093251954,4,mitochondrion | ribosome | nucleus | mitochondrial large ribosomal subunit,0.029,1,GOCC; MitoCarta,1,0,0,0,-
394,O75390;B4DJV2,1431,"Citrate synthase, mitochondrial;Citrate synthase",CS,3.03671631,20,2.9593802,24,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
1795,O14548;H0YBD2;E5RJZ1,9167,"COX7a-related protein;Cytochrome c oxidase subunit 7A-related protein, mitochondrial;Cytochrome c oxidase subunit VIIa-related protein;EB1",COX7A2L;COX7AR;COX7RP,3.033844675,6,2.935743921,6,mitochondrial respiratory chain | mitochondrion | membrane,0.029,1,GOCC; MitoCarta,0,0,0,0,-
3749,Q5TEU4;B3KR61;Q5TEU4-2,79133,"Probable methyltransferase C20orf7, mitochondrial;cDNA FLJ33741 fis, clone BRAWH2018875, weakly similar to Protein At1g22800;HCG1811060, isoform CRA_c",C20orf7;hCG_1811060,3.031106672,8,2.827658617,9,extrinsic to mitochondrial inner membrane | mitochondrion | membrane,0.145,1,GOCC,0,0,0,0,-
5202,Q9NU23;G3V136;E5RG38;E5RJK7,57226,LYR motif-containing protein 2,LYRM2,3.030014663,4,3.481636525,5,mitochondrion,0.028,1,GOCC; MitoCarta,0,0,0,0,-
3118,P78540,384,"Arginase-2, mitochondrial;Kidney-type arginase;Non-hepatic arginase;Type II arginase",ARG2,3.029270694,12,2.825524223,13,mitochondrion,0,1,GOCC; MitoCarta,1,0,0,0,-
5180,Q9NRX2;E9PKV2,63875,"39S ribosomal protein L17, mitochondrial;LYST-interacting protein 2",LIP2;MRPL17,3.026640481,12,2.878909376,12,mitochondrion | ribosome | mitochondrial inner membrane | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
4964,Q9H0U6,29074,"39S ribosomal protein L18, mitochondrial",HSPC071;MRPL18,3.025218635,6,2.867712083,8,mitochondrion | ribosome | mitochondrial ribosome | intracellular,0.11,1,GOCC; MitoCarta,1,0,0,0,-
