ID #,Uniprot Accession,Entrez ID,Protein Names,Gene Names,Log2 SILAC Ratio (Mito/Negative Control) Rep1,Rep1 Unique Quantified Peptide Count,Log2 SILAC Ratio (Mito/Negative Control) Rep2,Rep2 Unique Quantified Peptide Count,GOCC annotation,MitoCarta FDR,mito,evidence for mito,matrix,IMS,OMM,False-positive,Note
3466,Q15070;Q15070-2;E7EVY0,5018,Hsa;Mitochondrial inner membrane protein OXA1L;OXA1Hs;Oxidase assembly 1-like protein,OXA1L,1.653853319,10,1.422395241,11,integral to mitochondrial membrane | mitochondrial respiratory chain | mitochondrion | integral to membrane | protein complex | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2048,O75521;O75521-2;F1LLU7,10455,"Delta(3),delta(2)-enoyl-CoA isomerase;Diazepam-binding inhibitor-related protein 1;Dodecenoyl-CoA isomerase;DRS-1;Hepatocellular carcinoma-associated antigen 88;Peroxisomal 3,2-trans-enoyl-CoA isomerase;Renal carcinoma antigen NY-REN-1",DRS1;HCA88;PECI,1.647686138,16,1.703025657,19,intracellular membrane-bounded organelle | mitochondrion | peroxisomal matrix | peroxisome,0.047,1,GOCC; MitoCarta,0,0,0,0,-
1021,B4DHX5;E7EQC1;P22570;P22570-2;B7Z7G2;G3V0F2,2232,"cDNA FLJ53329, highly similar to NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.2);Ferredoxin--NADP(+) reductase;NADPH:adrenodoxin oxidoreductase, mitochondrial;cDNA FLJ54567, highly similar to NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.2)",ADXR;FDXR,1.64380303,5,1.700917471,5,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4510,Q96DP5,123263,"Methionyl-tRNA formyltransferase, mitochondrial",FMT;FMT1;MTFMT,1.632825419,4,1.856534416,6,mitochondrion,0.029,1,GOCC; MitoCarta,0,0,0,0,-
4352,Q8WVM0,51106,"Dimethyladenosine transferase 1, mitochondrial;Mitochondrial 12S rRNA dimethylase 1;Mitochondrial transcription factor B1;S-adenosylmethionine-6-N, N-adenosyl(rRNA) dimethyltransferase 1",CGI-75;TFB1M,1.626137031,25,1.509471766,25,mitochondrial nucleoid | mitochondrion,0.114,1,GOCC; MitoCarta,1,0,0,0,-
2751,P43897-2;P43897;F8W6R3;C9JT21,10102,"Elongation factor Ts, mitochondrial;Elongation factor Ts",TSFM,1.621763638,18,1.674484328,22,mitochondrion | nucleus | intracellular,0,1,GOCC; MitoCarta,0,0,0,0,-
3357,Q13686,8846,Alkylated DNA repair protein alkB homolog 1;Alpha-ketoglutarate-dependent dioxygenase ABH1;DNA lyase ABH1,ABH;ABH1;ALKBH;ALKBH1,1.597062229,10,1.264909674,13,mitochondrion | nucleus,-,1,GOCC,0,0,0,0,-
3556,Q16775;Q16775-2,3029,"Glyoxalase II;Hydroxyacylglutathione hydrolase, mitochondrial",GLO2;HAGH;HAGH1,1.584709341,9,1.862276458,7,mitochondrion | mitochondrial matrix | cytoplasm,0.036,1,GOCC; MitoCarta,1,0,0,0,-
3553,Q16740,8192,"Endopeptidase Clp;Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,1.572185923,13,1.455567591,12,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
1455,F5H620;Q96HP4,92106,Oxidoreductase NAD-binding domain-containing protein 1,OXNAD1,1.565017237,10,1.61615643,13,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
1943,O43824;H0Y2S1,8225,Pseudoautosomal GTP-binding protein-like;Putative GTP-binding protein 6,GTPBP6;PGPL,1.537878264,16,1.600195655,19,intracellular,0.815,0,-,0,0,0,0,-
238,O75880;A8MY34,6341,"Protein SCO1 homolog, mitochondrial;Putative uncharacterized protein SCO1",SCO1;SCOD1,1.530602339,5,1.867180083,6,mitochondrion | mitochondrial inner membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2978,P58557;P58557-2,54059,Putative metalloprotease C21orf57,C21orf57,1.525665317,4,1.280975486,5,mitochondrion,0.029,1,GOCC; MitoCarta,0,0,0,0,-
2327,P09417;B3KW71;D6RGG7;B7Z415,5860,"Dihydropteridine reductase;HDHPR;Quinoid dihydropteridine reductase;cDNA FLJ42391 fis, clone 3NB692002806, highly similar to Dihydropteridine reductase (EC 1.5.1.34);Quinoid dihydropteridine reductase, isoform CRA_e;cDNA FLJ55000, highly similar to Dihydropteridine reductase (EC 1.5.1.34);Quinoid dihydropteridine reductase, isoform CRA_c",DHPR;QDPR;hCG_39606,1.500455177,4,1.763698961,7,mitochondrion | cytoplasm,0.042,1,GOCC; MitoCarta,0,0,0,0,-
1662,Q9Y606;Q9Y606-2;G8JLB3;F5H1S9,80324,tRNA pseudouridine synthase A;tRNA pseudouridylate synthase I;tRNA-uridine isomerase I,PP8985;PUS1,1.484056521,22,1.349918579,23,mitochondrion | transcription factor complex | nucleolus | nucleus,0.859,1,GOCC,0,0,0,1,-
5084,Q9HA92,55316,"Oxygen-independent coproporphyrinogen-III oxidase-like protein RSAD1;Radical S-adenosyl methionine domain-containing protein 1, mitochondrial",RSAD1,1.451800079,13,1.268352091,14,mitochondrion | cytoplasm,0.08,1,GOCC; MitoCarta,0,0,0,0,-
1282,Q96CM3;E9PML2,84881,RNA pseudouridylate synthase domain-containing protein 4,RPUSD4,1.432516348,4,1.509017145,4,mitochondrion,0.029,1,GOCC; MitoCarta,0,0,0,0,-
2819,P49590;B4DDY8;C9JV49;C9JW95;E9PG66;C9JHI8;E9PD60;F5HHF0;B4DQ67,23438,"Histidine--tRNA ligase;Histidine--tRNA ligase-like;Probable histidyl-tRNA synthetase, mitochondrial;cDNA FLJ50406, highly similar to Histidyl-tRNA synthetase homolog (EC 6.1.1.21);Histidyl-tRNA synthetase-like, isoform CRA_a;Putative uncharacterized protein HARS2;cDNA FLJ50611, highly similar to Histidyl-tRNA synthetase homolog (EC 6.1.1.21)",HARS2;HARSL;HARSR;HO3;hCG_1982406,1.428995173,8,2.314636695,10,mitochondrion | mitochondrial matrix | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
5076,Q9H9P8;C9JVN9;Q9H9P8-2,79944,"Duranin;L-2-hydroxyglutarate dehydrogenase, mitochondrial;Putative uncharacterized protein L2HGDH",C14orf160;L2HGDH,1.426172033,18,1.403832234,22,mitochondrion | integral to membrane | integral to mitochondrial inner membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
5145,Q9NPL8;C9JU35,51300,Protein M5-14;Transmembrane protein C3orf1;Putative uncharacterized protein C3orf1,C3orf1;UNQ247/PRO284,1.389394339,16,1.293964468,13,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,0.029,1,GOCC; MitoCarta,0,0,0,0,-
2201,P00403,4513,Cytochrome c oxidase polypeptide II;Cytochrome c oxidase subunit 2,COII;COXII;MTCO2;MT-CO2,1.386782995,7,1.487717465,6,mitochondrion | respiratory chain | integral to membrane | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
3285,Q13057-2;Q13057,80347,Bifunctional coenzyme A synthase;Dephospho-CoA kinase;Dephospho-CoA pyrophosphorylase;Dephosphocoenzyme A kinase;NBP;Pantetheine-phosphate adenylyltransferase;Phosphopantetheine adenylyltransferase;POV-2,COASY;PSEC0106,1.371968777,11,1.292063197,11,cellular_component | cytoplasm,0.393,1,literature (PubMed: 19482007),0,0,1,0,-
5207,Q9NUL7,55794,Mitochondrial DEAD box protein 28;Probable ATP-dependent RNA helicase DDX28,DDX28;MDDX28,1.321282449,21,1.361196211,22,mitochondrial nucleoid | mitochondrion | nucleus,0.254,1,GOCC; MitoCarta,1,0,0,0,-
2813,P49411,7284,"Elongation factor Tu, mitochondrial;P43",TUFM,1.31549674,39,1.254478619,40,mitochondrial nucleoid | mitochondrion | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
5170,Q9NRK6,23456,"ATP-binding cassette sub-family B member 10, mitochondrial;ATP-binding cassette transporter 10;Mitochondrial ATP-binding cassette 2",ABCB10,1.299465352,19,1.256267521,23,integral to mitochondrial membrane | mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2003,O60930,246243,Ribonuclease H type II;Ribonuclease H1,RNASEH1;RNH1,1.295139427,3,1.352860268,4,mitochondrion | nucleus | cytoplasm,0.15,1,GOCC; MitoCarta,0,0,0,0,-
4334,Q8WUK0;Q8WUK0-2,114971,Phosphoinositide lipid phosphatase;Protein-tyrosine phosphatase mitochondrial 1;PTEN-like phosphatase,MOSP;PLIP;PNAS-129;PTPMT1,1.284345469,14,1.26086511,12,mitochondrion | mitochondrial inner membrane | membrane,-,1,GOCC,0,0,0,0,-
2426,P14735,3416,Abeta-degrading protease;Insulin protease;Insulin-degrading enzyme;Insulysin,IDE,1.269301752,23,1.563187035,17,cytosol | mitochondrion | extracellular space | peroxisomal matrix | peroxisome | nucleus | soluble fraction | cytosolic proteasome complex | cell surface | cytoplasm,0.028,1,GOCC; MitoCarta,0,0,0,0,-
51,A4D1E9;A4D1E9-2;C9JNI1;C9J8R7,85865,GTP-binding protein 10;Protein obg homolog 2;Putative uncharacterized protein GTPBP10,GTPBP10;OBGH2;UG0751c10,1.250991886,18,1.278203532,19,mitochondrion | nucleolus | nucleus | intracellular,-,1,GOCC,0,0,0,0,-
609,Q16698;B7Z6B8;E5RFV2;E5RJG7;E5RJD2,1666,"2,4-dienoyl-CoA reductase [NADPH];2,4-dienoyl-CoA reductase, mitochondrial;cDNA FLJ50204, highly similar to 2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34)",DECR;DECR1,1.244115424,9,1.870475325,8,mitochondrion,0,1,GOCC; MitoCarta,1,0,0,0,-
3179,Q02338;E9PCG9;C9K0G7;C9JQ90;C9JM78,622,"3-hydroxybutyrate dehydrogenase;D-beta-hydroxybutyrate dehydrogenase, mitochondrial;Putative uncharacterized protein BDH1",BDH;BDH1,1.225318617,9,1.372036423,6,mitochondrion | mitochondrial inner membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5625,Q9Y399;Q5T8A0,51116,"28S ribosomal protein S2, mitochondrial;Mitochondrial ribosomal protein S2",CGI-91;MRPS2;RP11-426A6.2-007,1.190056005,18,1.355239659,14,mitochondrion | small ribosomal subunit | ribosome | intracellular,0,1,GOCC; MitoCarta,1,0,0,0,-
998,E7ENH9;P53396;P53396-2;B4E3P0,47,"ATP-citrate (pro-S-)-lyase;ATP-citrate synthase;Citrate cleavage enzyme;cDNA FLJ55447, highly similar to ATP-citrate synthase (EC 2.3.3.8)",ACLY,1.16080437,49,1.628472681,49,cytosol | citrate lyase complex | cytoplasm,0.053,1,MitoCarta,0,0,0,0,-
4493,Q96C36;E7EUS9;E7EUD8,29920,Pyrroline-5-carboxylate reductase 2,PYCR2,1.15049297,23,1.51391949,20,-,0.536,0,-,0,0,0,0,-
3127,P82675,64969,"28S ribosomal protein S5, mitochondrial",MRPS5,1.149295144,22,1.294333869,22,mitochondrion | ribosome | intracellular,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2513,P22234;P22234-2;E9PBS1;D6RF62,10606,AIR carboxylase;Multifunctional protein ADE2;Phosphoribosylaminoimidazole carboxylase;Phosphoribosylaminoimidazole-succinocarboxamide synthase;SAICAR synthetase,ADE2;AIRC;PAICS;PAIS,1.110781669,22,1.711467246,25,-,0.492,0,-,0,0,0,0,-
