uniprot,description,pep_num,tag_126.127726,tag_127.124761,tag_127.131081,tag_128.128116,tag_128.134436,tag_129.131471,tag_129.13779,tag_130.134825,tag_130.141145,tag_131.13818,tag_131.1445,tag_132.141535,tag_132.147855,tag_133.14489,tag_133.15121,tag_134.148245
Q921F2,Tardbp TAR DNA-binding protein 43,9,24232.5,23158.5,23562.0,11651.0,19059.0,19722.5,26702.5,19385.0,35487.0,32541.0,14899.5,22740.5,25360.5,21309.0,19402.0,19442.5
Q9DBG6,Rpn2 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,16,28529.0,38932.0,35362.0,32277.0,15662.0,34897.0,34807.0,31518.0,49037.0,46947.0,29684.0,41323.0,33886.0,21263.0,21817.0,25695.0
Q9Z0V7,Timm17b Mitochondrial import inner membrane translocase subunit Tim17-B,3,20038.0,15361.0,27758.0,10993.0,15862.0,17153.0,23699.0,19894.0,30978.0,25229.0,14860.0,21184.0,23784.0,20695.0,13022.0,18488.0
F6YVP7,Gm10260 Protein Gm10260,8,45509.0,35514.0,52342.0,36937.0,29049.0,51557.0,46548.0,51126.0,67796.0,61449.0,28037.0,40415.0,60177.0,52078.0,36704.0,56136.0
Q61586,"Gpam Glycerol-3-phosphate acyltransferase 1, mitochondrial",17,44835.0,44835.5,42515.5,40375.5,24763.5,38025.5,28437.5,26922.0,46639.5,37676.0,55366.5,69051.5,37739.0,32215.0,20605.5,25178.5
Q9JHW4,Eefsec Selenocysteine-specific elongation factor,13,27601.0,31929.0,38862.5,20237.0,20388.0,36017.0,34005.0,23575.5,35074.0,39834.0,29595.5,39247.0,37882.5,30091.0,19697.5,26073.5
A2AQ07,Tubb1 Tubulin beta-1 chain,5,12394.0,24145.5,10869.0,11179.0,6795.5,14181.0,15883.5,19936.5,24409.5,15466.5,12444.5,16705.0,14250.5,9419.5,13795.5,15342.0
Q9WUR2,"Eci2 Enoyl-CoA delta isomerase 2, mitochondrial",8,15130.5,22708.0,22345.5,14229.0,13086.0,21429.5,18505.5,14009.5,26723.0,23056.0,12974.5,22082.0,26905.5,22647.5,10838.5,11023.0
Q68FD5,Cltc Clathrin heavy chain 1,44,22598.0,27148.0,28724.0,17754.0,14725.0,23686.0,27627.0,30127.0,46251.0,50567.0,20355.0,47180.0,44898.0,23048.0,18750.0,32135.0
Q9D0I9,"Rars Arginine--tRNA ligase, cytoplasmic",19,15294.0,18227.0,27516.0,11392.0,11801.0,17384.0,23099.0,16415.0,29755.0,23198.0,16991.0,19750.0,29270.0,20368.0,12817.0,19471.0
P11714,Cyp2d9 Cytochrome P450 2D9,7,19360.5,36790.0,43138.0,22829.0,20448.0,44415.0,37462.0,33773.0,56073.0,52752.5,30840.0,59195.5,45703.5,34692.5,27245.5,30772.5
P56654,Cyp2c37 Cytochrome P450 2C37,3,6637.0,18586.0,13508.0,5999.0,11565.0,9700.0,8440.0,7033.0,8886.0,10361.0,9089.0,12619.0,20937.0,13928.0,7312.0,7954.0
Q9CXA2,L3hypdh Trans-L-3-hydroxyproline dehydratase,8,17936.0,23330.0,25826.0,10210.0,13881.0,16101.0,21100.0,18710.0,25123.0,28429.0,17114.0,25373.0,21731.0,20236.0,15391.0,16730.0
Q9DAS9,Gng12 Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,2,6053.5,5117.0,4904.0,2488.0,3798.5,4996.0,11925.5,10034.5,13290.0,20871.0,2370.5,7098.0,7609.5,5884.5,7331.5,6358.0
P19096,Fasn Fatty acid synthase,57,36104.0,37790.0,46726.5,14249.0,12692.5,18979.5,22333.0,21196.0,32953.5,30122.5,33649.5,49390.5,33014.5,20055.0,12530.5,21098.0
P54071,Idh2 Isocitrate dehydrogenase,13,37765.5,34963.5,39206.0,21514.5,22161.0,42425.0,28861.0,30833.5,53242.0,49366.0,30163.0,35334.5,50022.0,29453.0,19506.0,21429.0
Q8K0Z7,Taco1 Translational activator of cytochrome c oxidase 1,5,88903.0,81306.0,88623.0,61205.0,59470.0,77270.0,84880.0,62671.0,108121.0,101222.0,58397.0,90781.0,95706.0,78665.0,56319.0,70187.0
P62301,Rps13 40S ribosomal protein S13,6,43765.0,54623.0,91470.0,29518.0,34217.0,52386.0,59105.0,38184.0,80141.0,78477.0,31756.0,51857.0,63649.0,68899.0,34096.0,37139.0
Q8BWQ1,Ugt2a3 UDP-glucuronosyltransferase 2A3,11,112264.0,175528.0,192395.0,44692.0,60198.0,78539.0,33510.0,30003.0,62438.0,55610.0,19879.0,27127.0,29768.0,21164.0,13802.0,15897.0
P41105,Rpl28 60S ribosomal protein L28,7,12091.0,11228.0,27801.0,6872.5,9926.5,9673.5,10483.0,11632.0,27921.0,20860.5,8757.0,11131.5,20458.0,15216.5,10741.5,10149.0
P56395,Cyb5a Cytochrome b5,3,39137.0,17758.0,19208.0,22012.0,10376.0,19793.0,13170.0,25162.0,19192.0,22978.0,15283.0,16784.0,32276.0,16555.0,22473.0,16487.0
Q8VHE0,Sec63 Translocation protein SEC63 homolog,23,38494.0,42612.0,52921.0,20205.0,26820.0,32404.0,34948.0,22372.0,66165.0,60027.0,16561.0,27610.0,30022.0,26666.0,18129.0,21546.0
Q9CX34,Sugt1 Protein SGT1 homolog,7,15982.5,13390.0,18426.5,9586.0,8718.5,12404.0,18508.0,15388.0,33934.5,25601.5,12735.0,19468.0,15362.5,15214.5,13536.5,15677.5
Q9DBP5,Cmpk1 UMP-CMP kinase,4,10577.0,12557.0,15118.0,8300.0,7891.0,9154.0,8729.0,7353.0,18037.0,14750.0,7953.0,11359.0,11686.0,8172.0,5445.0,5595.0
Q61425,"Hadh Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",6,10419.5,12691.5,9015.0,11434.0,7189.0,11419.0,9869.5,10859.5,11880.0,10012.5,8292.0,12774.5,16084.0,11209.0,7474.5,8943.0
Q9JJU9,Crybb3 Beta-crystallin B3,6,14649.0,9996.0,15055.0,14478.0,11152.0,11082.0,105615.5,45923.5,108689.0,96003.5,10563.5,17487.0,17624.0,13492.0,84526.5,111033.5
Q8VDN2,Atp1a1 Sodium/potassium-transporting ATPase subunit alpha-1,17,26978.0,23370.0,25680.0,17121.0,21994.0,24846.0,28903.0,23801.0,39110.0,32180.0,19845.0,29372.0,35049.0,24438.0,19688.0,21430.0
Q3THK7,Gmps GMP synthase,14,28789.0,26642.0,33950.0,22533.0,21782.0,34852.0,33806.0,24537.0,43660.0,40305.0,22853.0,33189.0,36453.0,31552.0,19441.0,22082.0
P01901,"H2-K1 H-2 class I histocompatibility antigen, K-B alpha chain",4,60233.0,84279.0,94392.0,44941.0,41506.0,57678.0,79132.0,61102.0,162776.0,134916.0,37584.0,44528.0,42746.0,32896.0,33751.0,50066.0
Q9CQ45,Nenf Neudesin,4,55086.0,53770.0,50603.0,19649.0,15683.0,25335.0,19588.0,14408.0,58373.0,54165.0,2966.0,5634.0,8764.0,5283.0,3065.0,4640.0
Q9EPS3,Glce D-glucuronyl C5-epimerase,17,65546.5,79668.5,98289.0,16205.5,28305.5,30734.5,18680.0,12161.5,70707.5,69984.5,4241.0,9785.0,7722.5,5728.0,4049.0,5667.5
P80315,Cct4 T-complex protein 1 subunit delta,12,17500.0,20558.0,29654.0,14505.0,8725.0,13766.0,16262.0,14995.0,23402.0,23309.0,15004.0,18021.0,23269.0,17821.0,11137.0,15447.0
Q8JZU2,"Slc25a1 Tricarboxylate transport protein, mitochondrial",10,34140.0,42470.0,42412.0,21818.0,25187.0,36494.0,36841.0,29454.0,36160.0,38893.0,37831.0,49269.0,44444.0,31310.0,28344.0,29027.0
P61255,Rpl26 60S ribosomal protein L26,7,40435.0,37726.0,55798.0,24863.0,31341.0,38172.0,49907.0,46527.0,74425.0,72602.0,24920.0,35030.0,71486.0,47042.0,34949.0,43916.0
P45591,Cfl2 Cofilin-2,3,53195.0,52447.0,78625.5,28362.0,37448.5,56151.0,55530.0,39855.0,69413.5,63340.5,43521.0,57228.0,77695.0,61435.0,31009.0,39121.0
P50247,Ahcy Adenosylhomocysteinase,13,33519.0,23407.0,19950.0,16513.0,13124.0,23704.0,21158.0,28179.0,31206.0,30552.0,18159.0,20327.0,35628.0,19982.0,18212.0,25509.0
O09172,Gclm Glutamate--cysteine ligase regulatory subunit,7,51864.5,53317.0,59604.5,54336.0,32292.0,47826.0,54725.5,46375.0,75789.5,69800.0,53733.5,53440.0,56883.0,48230.5,44814.0,47293.0
O88428,Papss2 Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,13,36401.0,33883.0,26054.0,17780.0,17209.0,25211.0,22557.0,16159.0,31541.0,30874.0,25933.0,28461.0,25973.0,20092.0,15727.0,17416.0
Q80X73,Pelo Protein pelota homolog,10,21312.5,22217.0,24917.0,15083.5,12388.5,18242.5,19111.5,16047.0,31985.5,27542.5,18507.0,26252.0,25809.5,19668.5,12205.5,15048.5
Q99LC9,Pex6 Peroxisome assembly factor 2,20,20486.0,21096.0,21417.0,24364.0,11588.0,20200.0,16415.0,13370.0,21181.0,20220.0,26454.0,32706.0,19027.0,22645.0,10687.0,12989.0
Q9JK42,Pdk2,8,21689.0,25416.5,23196.0,23387.5,23099.0,31014.0,24833.5,17183.5,25761.0,24645.5,18597.0,21304.0,45344.0,29669.5,12403.5,16124.0
Q64374,Rgn Regucalcin,7,21398.5,23307.5,18728.0,14836.0,7998.5,19041.5,10865.5,18735.0,16028.5,13882.0,18396.0,15049.0,29704.0,14232.0,10254.0,15125.0
P17879,Hspa1b Heat shock 70 kDa protein 1B,6,18218.5,26728.5,27072.5,19458.0,14404.5,25533.0,24806.0,23117.0,42258.5,45191.5,19222.5,28755.0,40373.0,32043.0,18411.5,24770.0
Q8K154,Ugt2b34 UDP-glucuronosyltransferase,7,65015.5,94866.5,104152.0,24273.0,34541.0,44730.5,34510.5,24059.5,58054.0,45830.0,23809.0,30938.0,30789.0,23040.0,17212.0,22447.5
O55222,Ilk Integrin-linked protein kinase,11,38682.5,47254.5,41805.0,26886.0,31076.5,50324.5,47325.5,38414.0,54075.5,57870.5,39082.5,43446.5,53984.0,31481.5,26436.0,33179.0
Q80UU9,Pgrmc2 Membrane-associated progesterone receptor component 2,5,15009.0,18402.0,14854.0,7756.0,8744.0,9526.0,11189.0,10888.0,28219.0,20633.0,6503.0,12719.0,7200.0,7653.0,4736.0,6279.0
Q8BJL9,Ugt2b35 UDP-glucuronosyltransferase,12,40253.0,78205.0,91605.0,28192.0,31913.0,54659.0,19983.0,11779.0,46538.0,35168.0,6153.0,7274.0,7561.0,6774.0,3443.0,4376.0
O35728,Cyp4a14 Cytochrome P450 4A14,12,11906.5,27135.5,11284.0,74025.0,34973.5,121482.5,13287.0,23563.0,24569.0,18232.5,15430.0,12279.5,130442.0,95034.5,4017.0,8354.0
Q8BP67,Rpl24 60S ribosomal protein L24,6,40553.0,57888.0,61449.0,22076.0,27931.0,47522.0,43719.0,35620.0,57290.0,58496.0,37366.0,47904.0,66721.0,41289.0,33541.0,34411.0
Q62095,Ddx3y ATP-dependent RNA helicase DDX3Y,3,16550.0,17697.0,21534.0,17872.0,12853.0,19504.0,20273.0,17550.0,32418.0,37570.0,11816.0,15236.0,25729.0,17445.0,10666.0,13184.0
P07758,Serpina1a Alpha-1-antitrypsin 1-1,4,74482.0,130518.0,136004.0,54806.0,48872.0,67656.0,87566.0,74136.0,182430.0,185895.0,35780.0,59292.0,44826.0,39857.0,28729.0,40929.0
Q8C0K5,Slc25a16 Graves disease carrier protein homolog,10,40145.0,48410.0,51562.5,27088.5,27353.0,29502.5,28876.5,28170.0,46020.0,32337.5,42294.5,67514.0,43427.0,39917.0,25519.0,30490.5
Q91X52,Dcxr L-xylulose reductase,7,30070.0,25596.0,33347.0,20907.0,18552.0,26533.0,17738.0,19320.0,31943.0,26192.0,20037.0,28021.0,32740.0,23389.0,14345.0,17051.0
Q99JZ4,"Sar1a SAR1 gene homolog A (S. cerevisiae), isoform CRA_b",3,28833.0,27821.0,24365.0,21677.0,15062.0,21797.0,28904.0,25226.0,34487.0,33108.0,24317.0,29755.0,22594.0,21361.0,17635.0,25807.0
Q8QZY2,Glyctk Glycerate kinase,11,38783.0,36609.0,34294.0,25331.0,22526.0,39812.0,39241.0,26059.0,42344.0,38603.0,33523.0,39600.0,42790.0,30944.0,23631.0,29197.0
Q99PG0,Aadac Arylacetamide deacetylase,10,66849.0,100653.5,104368.5,34612.0,31346.5,44583.5,24423.0,18024.5,48424.0,34404.0,16436.5,18644.5,16245.0,14846.5,8323.0,10297.0
Q91X78,Erlin1 Erlin-1,6,26651.0,18598.0,49486.0,6629.0,18839.0,12868.0,45848.0,36806.0,52362.0,57499.0,13001.0,19826.0,36186.0,18878.0,18592.0,33300.0
P16015,Ca3 Carbonic anhydrase 3,7,51522.0,46292.0,50830.0,25596.0,21947.0,27543.0,18228.0,37010.0,38793.0,46978.0,31210.0,52376.0,86918.0,49662.0,31198.0,40473.0
Q3TFQ1,Spryd7 SPRY domain-containing protein 7,3,11592.0,11213.0,14277.5,11396.0,8962.5,13934.0,16610.5,13476.0,30166.5,22718.5,10106.0,16304.0,17701.5,13201.0,9853.0,12005.0
Q62186,Ssr4 Translocon-associated protein subunit delta,6,55553.5,61593.0,70295.0,30715.5,44087.0,77754.0,83025.5,63752.0,99865.5,109503.5,57154.0,87796.5,103475.5,68994.5,65571.5,68522.5
Q8C7X2,Emc1 ER membrane protein complex subunit 1,21,50368.0,85503.0,78099.0,24435.0,32789.0,55017.0,24438.0,12970.0,68021.0,59309.0,4610.0,9941.0,9347.0,7653.0,4228.0,7698.0
Q8VCZ9,Prodh2 Probable proline dehydrogenase 2,9,14190.0,13799.0,22469.0,8368.0,10802.0,13137.0,9886.0,8396.0,14358.0,14186.0,10378.0,15394.0,14892.0,11714.0,6608.0,8243.0
P60766,Cdc42 Cell division control protein 42 homolog,3,77774.0,85284.0,52158.0,57509.0,46233.0,87968.0,90045.0,69091.0,109749.0,122399.0,60088.0,75931.0,88489.0,51827.0,58115.0,53877.0
O35423,"Agxt Serine--pyruvate aminotransferase, mitochondrial",10,165400.0,58410.0,63072.0,63848.0,25783.0,36596.0,25496.0,23593.0,48736.0,32883.0,88344.0,64931.0,28551.0,23195.0,13227.0,14700.0
O54950,Prkag1 5'-AMP-activated protein kinase subunit gamma-1,8,54248.0,59125.0,48856.5,29732.5,30687.5,34137.0,44446.5,37475.5,68109.0,61826.0,38054.0,52100.0,46381.0,38432.5,29852.5,35025.0
Q8CHQ9,Cml2 Probable N-acetyltransferase CML2,5,33080.0,41007.0,43889.0,15607.0,18958.0,30309.0,41913.0,31491.0,49382.0,59967.0,34568.0,49593.0,43993.0,28830.0,28048.0,27779.0
Q61102,"Abcb7 ATP-binding cassette sub-family B member 7, mitochondrial",18,20752.0,24081.0,24090.0,19058.0,15476.0,24725.0,19827.0,16923.0,29600.0,25933.0,19494.0,29727.0,24902.0,20240.0,13063.0,18736.0
P52480,Pkm Pyruvate kinase PKM,11,24345.5,21331.0,39946.0,15984.0,19824.0,17113.0,81014.5,67707.5,122149.0,102439.5,15403.0,24843.0,44270.5,36562.0,48057.0,72857.5
P97290,Serping1 Plasma protease C1 inhibitor,11,54114.0,55679.0,68141.0,42782.5,36314.5,48222.5,100720.5,68737.0,138515.0,129250.5,15752.5,27634.0,21939.0,19244.0,14934.5,17669.5
Q9EPU0,Upf1 Regulator of nonsense transcripts 1,24,21851.0,22407.0,33192.0,11494.0,13941.0,20526.0,20578.0,16384.0,32695.0,31462.0,18940.0,27789.0,26378.0,21890.0,13120.0,18605.0
Q9R0E2,"Plod1 Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",15,22336.0,24377.0,31807.0,16370.0,18163.0,24220.0,48177.0,34827.0,73415.0,70831.0,17592.0,28755.0,35429.0,30465.0,25828.0,34563.0
Q9JKY7,Cyp2d22 Protein Cyp2d22,7,20408.5,24003.5,28915.5,11561.5,13616.0,19418.5,19685.0,14647.5,23647.5,28500.5,13012.0,16411.0,21023.5,16654.5,10828.5,16125.5
Q9D1D4,Tmed10 Transmembrane emp24 domain-containing protein 10,6,54499.5,74715.5,65025.0,27845.5,21782.0,52117.0,25040.0,17976.0,41210.0,49764.5,7903.5,11112.5,12854.5,6590.5,8357.5,6928.5
Q99JY3,Gimap4 GTPase IMAP family member 4,4,21671.5,24497.5,28134.0,20731.5,18661.0,30529.0,26335.5,24934.5,44581.5,37025.0,22817.5,31825.0,34837.0,24439.5,18332.0,25435.5
Q9WVB0,Rbpms RNA-binding protein with multiple splicing,4,10036.0,9731.5,10473.5,6973.5,9108.5,13068.5,13292.0,9631.5,21933.0,18944.5,8172.5,10036.0,22692.5,11962.5,8583.0,9987.5
Q9QWL7,"Krt17 Keratin, type I cytoskeletal 17",3,4969.0,22017.0,9674.0,39712.0,3752.0,11217.0,4270.0,9233.0,8610.0,7893.0,5930.0,4254.0,44131.0,19782.0,5345.0,7156.0
Q3ULJ0,Gpd1l Glycerol-3-phosphate dehydrogenase 1-like protein,6,14466.0,16505.0,9247.0,16013.0,11658.5,10958.5,9734.5,8931.5,13297.5,11734.5,13638.5,15281.5,14646.5,11627.5,6989.5,7960.0
Q9CWK8,Snx2 Sorting nexin-2,11,24733.0,25635.5,34396.0,17052.5,22980.0,31548.5,29613.0,22973.5,46769.5,34243.5,19465.5,24487.5,40663.5,25544.5,19327.5,19121.0
P32921,"Wars Tryptophan--tRNA ligase, cytoplasmic",10,27081.0,40414.5,40432.5,23005.5,20521.5,37845.5,58069.0,37123.0,82281.5,80685.0,38022.0,44066.5,40103.5,35554.0,36951.5,38338.5
P47757,Capzb F-actin-capping protein subunit beta,7,38889.0,43381.0,31032.0,17927.0,23796.0,31302.0,63942.0,47705.0,97858.0,100164.0,23799.0,37734.0,55491.0,39275.0,40449.0,42305.0
P51175,Ppox Protoporphyrinogen oxidase,9,23644.0,23311.0,24522.0,19406.0,16114.0,18872.0,18134.0,13600.0,28497.0,16681.0,23810.0,27694.0,20524.0,16344.0,12462.0,14439.0
Q9CQW2,Arl8b ADP-ribosylation factor-like protein 8B,2,12314.0,17286.0,29584.0,9443.0,12169.0,19358.0,20607.0,15232.0,34542.0,25615.0,9098.0,15784.0,36149.0,25152.0,12161.0,12076.0
Q8K297,Colgalt1 Procollagen galactosyltransferase 1,13,29916.0,27199.0,23568.0,17657.0,15457.0,23042.0,15099.0,17718.0,28652.0,29374.0,9143.0,14481.0,15252.0,11138.0,8739.0,11635.0
P31230,Aimp1 Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,6,24942.0,20423.0,35104.0,14240.0,14189.0,20086.0,24704.0,20713.0,44033.0,40751.0,17800.0,23323.0,35669.0,31039.0,18548.0,22371.0
Q91WN4,Kmo Kynurenine 3-monooxygenase,12,47949.0,53669.0,50844.0,57887.5,26740.5,60558.0,45667.0,40678.0,65578.5,53502.5,47818.5,60490.0,93758.0,49762.5,32140.5,46631.0
Q3TML0,Pdia6 Protein disulfide-isomerase A6,11,40808.0,49165.0,65630.0,16496.0,26294.0,33507.0,49264.0,43650.0,81394.0,65395.0,28229.0,40399.0,31004.0,29483.0,28774.0,36894.0
Q91ZR1,Rab4b Ras-related protein Rab-4B,3,5223.0,6255.0,5520.0,2899.0,3149.0,7509.0,4638.0,3503.0,7876.0,8249.0,4607.0,7189.0,5690.0,4582.0,3891.0,3876.0
O55143,Atp2a2 Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,18,34419.0,35053.0,30292.0,21075.0,15552.0,27933.0,31201.0,25611.0,44931.0,58704.0,26888.0,42324.0,31139.0,21229.0,21792.0,22671.0
Q9D8E6,Rpl4 60S ribosomal protein L4,10,47858.0,23962.0,32626.5,27701.0,23480.5,34352.0,30925.0,25592.5,46578.5,45593.0,43043.5,49849.0,31913.0,22687.0,29608.5,33088.5
P27659,Rpl3 60S ribosomal protein L3,8,32048.0,30898.0,59800.0,13977.0,25570.0,32332.0,45312.0,36853.0,58708.0,68872.0,19894.0,25163.0,43238.0,33261.0,27976.0,32166.0
P62855,Rps26 40S ribosomal protein S26,3,80760.0,120298.5,124303.0,49450.5,62785.5,94836.5,96640.5,72220.5,155068.0,128057.5,59790.5,83624.0,135058.5,97008.5,65045.0,71968.0
P29758,"Oat Ornithine aminotransferase, mitochondrial",8,30026.0,13916.0,20165.5,21545.0,11721.0,26056.0,10782.0,14973.5,18771.0,16936.0,16062.0,19611.0,39402.5,20711.0,8225.0,16871.5
P97328,Khk Ketohexokinase,3,13464.5,12776.0,8943.0,13877.0,6152.5,14716.5,9802.5,17135.5,12829.0,13685.0,9738.0,12984.5,15925.0,9716.0,7295.0,12861.5
Q9QYB1,Clic4 Chloride intracellular channel protein 4,6,28900.5,36008.0,32376.0,20727.5,23457.0,35995.5,45521.5,29483.0,51898.5,52720.0,31049.5,45806.5,36224.0,26998.0,26116.0,31715.0
G3X8T9,"Serpina3n Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",9,11802.0,14691.0,16072.0,14741.0,14542.0,18872.0,81322.0,58488.0,118234.0,131182.0,3046.0,11597.0,10578.0,9857.0,8667.0,17866.0
Q9CQ60,Pgls 6-phosphogluconolactonase,4,13354.0,15695.0,16233.0,12875.0,8940.0,16989.0,13139.0,11569.0,18364.0,17907.0,13373.0,17076.0,19651.0,14029.0,10164.0,9763.0
Q9WTI7,Myo1c Unconventional myosin-Ic,23,42525.0,51379.0,38752.0,29539.0,27236.0,41413.0,61204.0,49271.0,84379.0,86087.0,28761.0,51979.0,53310.0,46854.0,34881.0,41429.0
Q60936,"Coq8a Atypical kinase COQ8A, mitochondrial",15,40377.0,41055.0,35673.5,22867.0,15504.5,24389.5,20674.0,16854.0,27170.0,26499.5,46055.5,51501.5,21714.0,20959.0,16694.5,14750.0
P24270,Cat Catalase,11,95309.0,46658.0,47274.0,62136.0,16801.0,51194.0,27643.0,50010.0,40546.0,49646.0,36688.0,41193.0,93338.0,38438.0,38912.0,42511.0
Q91X72,Hpx Hemopexin,11,8315.0,6044.0,7516.0,3572.0,4943.0,4310.0,41607.0,32004.0,56329.0,64960.0,3823.0,7352.0,5527.0,4364.0,9149.0,14742.0
P05202,"Got2 Aspartate aminotransferase, mitochondrial",13,108221.0,51547.0,48250.0,59116.0,21126.0,51666.0,30805.0,48411.0,61433.0,41261.0,57017.0,72829.0,79074.0,37012.0,31223.0,44463.0
Q9CXI0,"Coq5 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",9,21913.5,22292.5,26785.5,18360.0,13545.5,22747.0,17777.0,17406.5,29652.5,26863.0,22484.0,22855.0,26039.0,21982.0,13324.0,16926.5
Q8BGL3,Sult2a8 Sulfotransferase,7,57333.0,57562.0,79906.0,24221.0,32403.0,37310.0,37592.0,32753.0,33014.0,41716.0,41288.0,49030.0,55879.0,34659.0,28824.0,38292.0
Q9CXW4,Rpl11 60S ribosomal protein L11,3,12345.0,10656.0,17135.0,13207.0,9278.0,13109.0,17868.0,13112.0,20892.0,21030.0,12892.0,11725.0,20855.0,15071.0,10588.0,13715.0
Q9DBG7,Srpra Signal recognition particle receptor subunit alpha,14,41419.0,35651.0,34904.0,18989.0,18129.0,26937.0,44733.0,36337.0,51583.0,61094.0,30851.0,53599.0,32473.0,22134.0,24080.0,33759.0
Q8BH35,C8b Complement component C8 beta chain,14,26883.0,32712.5,33237.0,18997.5,19997.0,22772.5,16207.5,12327.5,28779.5,20929.0,5811.0,8876.5,6271.0,3800.5,2896.5,3644.5
P51658,Hsd17b2 Estradiol 17-beta-dehydrogenase 2,9,19990.5,25020.5,23340.0,18651.5,10121.5,20825.5,20079.0,16158.5,31696.0,28170.0,23069.0,32766.5,19560.0,13949.0,16880.0,16101.5
Q9ER41,Tor1b Torsin-1B,7,90354.0,132614.0,144838.0,60349.0,64763.0,118979.0,47754.0,31491.0,138436.0,117934.0,17874.0,32966.0,23889.0,21763.0,15824.0,12533.0
Q8BHC4,Dcakd Dephospho-CoA kinase domain-containing protein,6,46007.5,42738.5,50153.5,26987.5,28966.0,35511.0,50445.5,38839.0,63335.5,60688.5,29187.0,42606.5,49523.0,33322.5,31405.0,37408.5
Q9CZ42,Naxd ATP-dependent (S)-NAD(P)H-hydrate dehydratase,6,30382.5,35349.5,27538.0,25672.5,14424.0,33070.0,26417.0,25390.5,39583.0,35680.0,24717.0,33341.5,32297.0,23611.5,16489.0,20305.5
Q9CQA9,Ntpcr Cancer-related nucleoside-triphosphatase homolog,3,15728.0,15601.5,13738.5,12007.5,7668.5,13015.0,14895.5,11787.5,22253.0,16024.5,15361.5,18148.5,12183.0,11522.0,8939.5,10701.5
Q9ERE7,Mesdc2 LDLR chaperone MESD,6,35696.0,51809.0,49452.0,12304.0,20912.0,29050.0,10637.0,7049.0,42197.0,32282.0,1476.0,2044.0,2856.0,1618.0,0.0,964.0
P55258,Rab8a Ras-related protein Rab-8A,3,51466.5,60067.0,60255.0,37510.0,33681.0,52753.5,61924.0,45068.0,84364.5,84146.0,42187.0,68969.0,59550.5,48392.5,40795.5,41062.5
O35226,Psmd4 26S proteasome non-ATPase regulatory subunit 4,6,40304.0,49785.0,69604.0,22478.0,23056.0,55353.0,46403.0,27917.0,71234.0,61405.0,31922.0,48297.0,68377.0,43408.0,22150.0,27001.0
Q00724,Rbp4 Retinol-binding protein 4,3,23010.5,35147.0,34310.0,43990.5,24906.0,36145.5,38486.5,30276.5,57600.0,72617.5,19934.5,23292.0,30822.5,28843.0,16135.5,19611.0
Q78PY7,Snd1 Staphylococcal nuclease domain-containing protein 1,21,13199.0,14326.0,16477.0,16160.0,6353.0,18693.0,15709.0,13986.0,21628.0,18189.0,10797.0,20216.0,27135.0,13857.0,10895.0,22045.0
O88844,Idh1 Isocitrate dehydrogenase,9,35349.5,27662.5,28908.0,19341.5,15102.0,24387.0,19851.0,25081.5,29469.0,30525.0,16289.5,23899.0,30650.5,18543.0,15177.5,24422.0
A2AS89,"Agmat Agmatinase, mitochondrial",4,19018.0,17115.0,14553.0,11548.0,8772.0,17224.0,9839.0,9107.0,11738.0,13342.0,19421.0,24968.0,17107.0,10179.0,7742.0,8219.0
Q6ZQI3,Mlec Malectin,6,62270.0,64791.0,79091.0,40472.0,50709.0,78704.0,81464.0,41353.0,110651.0,92689.0,32264.0,43354.0,80713.0,60330.0,52828.0,65469.0
O08547,Sec22b Vesicle-trafficking protein SEC22b,5,23451.0,20895.5,22784.5,15098.0,11713.0,17448.5,22564.0,18676.0,32308.5,33044.0,15801.0,26078.0,23645.5,15677.5,16482.0,19318.0
Q99LJ6,Gpx7 Glutathione peroxidase 7,3,65490.0,107465.0,109078.5,52625.0,50621.0,74440.0,52938.0,52164.0,117907.5,116303.0,41886.0,64856.0,48600.5,39265.5,33326.0,33833.5
Q923B6,Steap4 Metalloreductase STEAP4,12,12371.0,11827.0,11595.0,11036.0,9988.0,12153.0,101620.0,71292.0,134405.0,134095.0,12860.0,17729.0,15604.0,13139.0,45641.0,71549.0
Q9D1Q6,Erp44 Endoplasmic reticulum resident protein 44,9,44722.0,60620.5,57210.0,19862.5,19157.5,34341.0,22469.5,14100.0,69857.5,57862.5,6611.5,12111.5,11560.0,9283.0,5063.5,6743.5
Q3UZ09,C1rl Complement C1r subcomponent-like protein,9,30308.5,44834.5,43929.5,29394.5,25217.5,46179.0,23387.0,18521.0,51464.0,42878.5,7335.0,11787.5,9454.5,9391.5,7092.5,7479.5
Q8VE38,Oxnad1 Oxidoreductase NAD-binding domain-containing protein 1,8,61350.0,67480.5,79050.5,31293.0,45792.5,62178.0,71939.0,50779.5,97785.5,93174.0,44355.5,68187.0,81221.5,67315.5,44227.0,47860.5
