uniprot,description,pep_num,tag_126.127726,tag_127.124761,tag_127.131081,tag_128.128116,tag_128.134436,tag_129.131471,tag_129.13779,tag_130.134825,tag_130.141145,tag_131.13818,tag_131.1445,tag_132.141535,tag_132.147855,tag_133.14489,tag_133.15121,tag_134.148245
Q9QXK3,Copg2 Coatomer subunit gamma-2,12,11577.0,15174.0,18943.0,9500.0,9982.0,17829.0,15785.0,12416.0,28002.0,26208.0,14535.0,17970.0,20442.0,14843.0,10065.0,13324.0
Q8BHD7,Ptbp3 Polypyrimidine tract-binding protein 3,6,37704.0,31373.0,42614.0,26844.0,23297.0,33780.0,49982.0,37526.0,62974.0,65488.0,23250.0,34890.0,46049.0,38764.0,31604.0,35092.0
Q9Z0R9,Fads2 Fatty acid desaturase 2,7,113326.0,80710.0,101190.0,59767.5,43511.5,52686.0,57599.0,54683.0,116310.5,89547.0,82477.5,117866.0,69871.5,51568.5,46426.5,46999.0
P28653,Bgn Biglycan,6,9878.0,6892.0,11695.0,5125.0,6273.0,6822.0,8345.0,7648.0,14949.0,12355.0,7798.0,12167.0,10664.0,9934.0,8735.0,7372.0
P21440,Abcb4 Phosphatidylcholine translocator ABCB4,12,21856.5,31324.5,30395.0,42099.5,26502.0,51497.0,28664.0,22382.5,35873.0,33733.5,28039.0,31291.0,67213.5,47601.0,15719.0,19273.0
Q8BIJ6,"Iars2 Isoleucine--tRNA ligase, mitochondrial",15,46648.0,40506.0,36737.0,32009.0,15897.0,30930.0,18885.0,16400.0,33393.0,20435.0,67635.0,64479.0,24456.0,17172.0,13400.0,14878.0
Q501J6,Ddx17 Probable ATP-dependent RNA helicase DDX17,5,17080.0,15678.0,26447.0,6340.0,13347.0,12374.0,20452.0,19034.0,46913.0,32319.0,11009.0,24471.0,20151.0,32389.0,17527.0,17738.0
Q8BRF7,Scfd1 Sec1 family domain-containing protein 1,8,28709.0,36563.0,37668.0,25488.0,20316.0,32640.0,42865.0,31190.0,58506.0,57595.0,27284.0,39889.0,38291.0,32399.0,30038.0,35063.0
Q80X90,Flnb Filamin-B,29,23528.0,23006.5,24483.0,16915.0,16200.5,22638.0,23420.5,19626.0,35791.5,32790.0,18172.5,26396.0,33515.0,20658.0,14946.0,21449.0
P21981,Tgm2 Protein-glutamine gamma-glutamyltransferase 2,7,7531.0,8725.0,6778.0,4238.0,3269.0,3828.0,10569.0,16275.0,32289.0,24694.0,2542.0,7080.0,8910.0,2126.0,45195.0,12778.0
Q8K2C7,Os9 Protein OS-9,8,16967.0,20633.0,22021.0,4153.0,6697.0,6546.0,10515.0,9228.0,28805.0,35619.0,1146.0,3216.0,2664.0,2089.0,1585.0,2215.0
Q9JI78,Ngly1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,9,25130.0,26692.0,33142.0,18362.0,12727.0,29981.0,18884.0,12401.0,36839.0,30707.0,10852.0,12929.0,15499.0,12683.0,6519.0,7142.0
Q8R4H7,"Nags N-acetylglutamate synthase, mitochondrial",7,81855.0,76372.0,81310.0,57358.0,46477.0,71172.5,69341.5,48294.0,92040.5,75192.5,63471.5,98400.5,86576.0,59095.5,44976.5,45122.5
Q8BG32,Psmd11 26S proteasome non-ATPase regulatory subunit 11,7,53040.0,49515.0,49242.0,49368.0,25158.0,46798.0,56462.0,52911.0,76990.0,72051.0,52124.0,63781.0,68790.0,42884.0,40478.0,47303.0
Q8JZQ2,Afg3l2 AFG3-like protein 2,14,22215.0,20514.0,18430.0,21677.0,13791.0,24611.0,20588.0,15792.0,28573.0,26030.0,20500.0,26553.0,27183.0,18633.0,14234.0,15975.0
Q9JI39,"Abcb10 ATP-binding cassette sub-family B member 10, mitochondrial",10,30441.0,29117.5,36568.5,20786.5,16831.5,24332.5,23636.5,20346.5,32571.5,28705.5,20054.5,30946.5,31758.0,25303.0,19923.0,27831.0
Q9D0M3,"Cyc1 Cytochrome c1, heme protein, mitochondrial",4,17855.0,15117.0,25216.0,14053.0,11398.0,32811.0,15739.0,12226.0,24741.0,21973.0,14814.0,17960.0,27834.0,14874.0,18145.0,12554.0
Q9CQW0,Emc6 ER membrane protein complex subunit 6,2,32416.0,33379.0,26882.0,20277.0,16263.0,31845.0,15623.0,6994.0,40591.0,35143.0,348.0,2118.0,1847.0,1782.0,1081.0,3451.0
E9PWQ3,Col6a3 Protein Col6a3,43,8475.0,11404.0,7038.0,8977.0,5371.5,10239.0,12828.5,26473.0,51664.5,36839.0,10094.0,42209.5,20426.5,10735.0,134435.0,31322.0
Q9Z1T1,Ap3b1 AP-3 complex subunit beta-1,15,25790.0,25173.5,32023.5,18918.0,17717.5,24831.0,35722.5,27717.0,54371.0,48426.5,22025.0,30217.5,33859.0,24718.0,20455.0,29666.5
E9Q6C2,C1s1 Protein C1s1,5,16444.0,25957.0,25732.0,10596.0,8081.0,12636.0,18721.0,14016.0,31086.0,29277.0,4508.0,10678.0,5672.0,5200.0,3139.0,5289.0
Q9CRC8,Lrrc40 Leucine-rich repeat-containing protein 40,8,13962.0,16041.5,15411.0,13662.5,8261.5,14578.0,15347.0,12762.5,21710.0,21046.5,18356.0,19919.5,14863.5,13636.5,10898.0,12155.0
Q5U5V2,Hykk Hydroxylysine kinase,6,39104.0,42130.0,49342.0,23853.0,27513.0,38473.0,44929.0,33739.0,56553.0,52762.0,21638.0,25608.0,43294.0,32280.0,18042.0,21791.0
Q80U63,Mfn2 Mitofusin-2,9,19457.0,19577.0,23092.0,16768.0,11969.5,21982.5,17622.5,14753.0,21671.0,25057.0,19886.0,26918.5,23649.5,18315.0,12445.0,15799.0
Q8JZK9,"Hmgcs1 Hydroxymethylglutaryl-CoA synthase, cytoplasmic",5,8622.0,7779.0,14184.5,7153.0,7617.5,4119.5,15763.0,15551.0,26902.0,22280.0,5687.5,6244.5,8897.0,6622.0,9742.0,14708.0
Q3UEG6,"Agxt2 Alanine--glyoxylate aminotransferase 2, mitochondrial",8,38326.0,27053.0,36529.0,18677.0,15400.0,26913.0,25803.0,22976.0,23249.0,22124.0,27543.0,39460.0,34091.0,20101.0,16752.0,22519.0
Q9WV55,Vapa Vesicle-associated membrane protein-associated protein A,2,28719.0,39333.0,48981.0,19599.0,26158.0,34413.0,40041.0,28119.0,83724.0,66346.0,25038.0,36184.0,43197.0,35545.0,21153.0,24997.0
Q9DCR2,Ap3s1 AP-3 complex subunit sigma-1,3,58221.0,51590.0,72318.0,47967.5,36103.0,56446.5,64097.5,62325.5,126846.0,89742.0,54606.0,67013.5,66403.0,49665.5,46132.0,55861.0
Q8BGS1,Epb41l5 Band 4.1-like protein 5,8,36866.0,45511.5,58065.5,22907.0,28848.0,36587.5,32877.0,28639.0,58984.0,45797.5,38579.0,50826.0,46091.5,42782.0,22781.0,24069.5
Q99N57,Raf1 RAF proto-oncogene serine/threonine-protein kinase,4,16615.0,12608.5,16024.5,13482.5,6431.0,10736.5,14617.0,12521.5,23592.0,20582.5,17403.0,21150.0,13176.5,13709.5,9736.5,11674.0
P70372,Elavl1 ELAV-like protein 1,5,23024.0,19738.0,32628.0,12412.0,15261.0,17812.0,36005.0,29354.0,46677.0,41074.0,15158.0,27117.0,33301.0,30585.0,22858.0,28010.0
Q9R0P6,Sec11a Signal peptidase complex catalytic subunit SEC11A,5,20561.0,33601.0,29348.0,18736.0,14227.0,25511.0,23464.0,14893.0,51103.0,44436.0,4085.0,13510.0,7830.0,9582.0,8349.0,10615.0
P47856,Gfpt1 Glutamine--fructose-6-phosphate aminotransferase,5,23537.0,25389.0,32544.0,15827.5,15829.5,23239.5,36318.5,32059.0,48152.0,44513.5,26070.5,37144.0,37573.0,25947.0,26391.0,35565.0
Q60649,Clpb Caseinolytic peptidase B protein homolog,8,19652.5,25451.0,26409.0,17394.0,15912.5,23019.5,24228.5,16339.5,33160.0,29461.0,19080.5,25964.0,26219.5,22137.5,14431.5,13878.0
P80313,Cct7 T-complex protein 1 subunit eta,7,4961.0,4778.5,8489.0,2476.0,3222.0,3564.5,4138.0,3419.0,7060.0,6101.0,3042.0,5499.0,4544.5,4062.5,2300.0,4126.0
Q8CEE7,Rdh13 Retinol dehydrogenase 13,6,13296.0,12968.0,16096.0,8712.0,7897.0,11140.0,12786.0,8435.0,21097.0,19841.0,11176.0,17965.0,19048.0,12975.0,7604.0,9456.0
P61804,Dad1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,2,35432.0,47906.0,48248.0,41074.0,28895.0,59687.0,59991.0,37144.0,80534.0,67615.0,38712.0,52509.0,51968.0,39115.0,39611.0,45646.0
Q8CHR6,Dpyd Dihydropyrimidine dehydrogenase,12,57280.0,45054.5,39961.5,24736.5,22281.0,32740.5,25267.5,17760.5,43029.5,36107.0,17313.0,19899.0,32231.0,20906.0,11732.0,16917.0
O88833,Cyp4a10 Cytochrome P450 4A10,3,13950.0,26780.0,23481.0,91035.0,33718.0,194599.0,17768.0,26913.0,46250.0,35657.0,20590.0,15544.0,255454.0,145038.0,8507.0,13186.0
Q9D404,"Oxsm 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",4,3976.0,3172.5,4506.5,2436.0,2254.0,3151.0,3575.5,3013.5,4339.5,3049.5,3539.0,3570.0,3682.5,3014.0,2509.5,1648.0
P42208,Sept2 Septin-2,5,10142.0,11103.5,10636.5,10084.5,5825.5,10509.0,12398.5,10588.0,18591.5,18038.0,9983.5,16414.5,14753.5,10360.0,7173.0,10724.5
Q9D136,Ogfod3 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,4,55962.0,52446.0,47089.0,39645.0,27195.0,49320.0,19952.0,11715.0,53282.0,45627.0,1743.0,4159.0,4571.0,3925.0,3067.0,4053.0
Q8K3K7,Agpat2 1-acyl-sn-glycerol-3-phosphate acyltransferase beta,4,22465.0,13606.0,19878.0,9741.0,10153.0,15395.0,16360.0,14613.0,26380.0,23347.0,15592.0,17618.0,18339.0,16132.0,11001.0,14530.0
Q9JIZ0,Cml1 Probable N-acetyltransferase CML1,3,90835.0,131850.0,150332.5,21897.0,41587.5,38386.5,55827.5,45839.5,92695.0,69746.5,65478.0,96407.0,70481.0,52226.0,45763.0,42592.5
P11276,Fn1 Fibronectin,25,6785.0,8503.0,11298.0,5919.0,4763.0,6192.0,16060.0,25063.0,24703.0,27610.0,7707.0,30393.0,10320.0,6197.0,47106.0,24287.0
Q7TSH2,Phkb Phosphorylase b kinase regulatory subunit beta,13,24591.0,29481.0,45838.0,18631.0,22089.0,31386.0,25454.0,19662.0,32811.0,30879.0,30616.0,33924.0,37123.0,26712.0,13308.0,18564.0
Q8K1M6,Dnm1l Dynamin-1-like protein,9,39988.0,35234.0,30024.0,32605.0,29277.0,35130.0,34888.0,26837.0,49602.0,38592.0,35193.0,37841.0,38207.0,32056.0,23454.0,31275.0
P70266,"Pfkfb1 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",5,27403.0,28120.0,26219.0,29918.0,21110.0,45787.0,32761.0,26407.0,44113.0,36047.0,25676.0,38247.0,60318.0,18689.0,22199.0,29702.0
P16330,"Cnp 2',3'-cyclic-nucleotide 3'-phosphodiesterase",7,23814.0,37552.0,30087.0,27480.0,20577.0,26133.0,38384.0,26937.0,42138.0,46357.0,41786.0,46656.0,34508.0,30111.0,24027.0,26522.0
Q61133,Gstt2 Glutathione S-transferase theta-2,3,59385.0,53033.0,57067.0,40778.0,40634.0,60472.5,53780.0,49080.0,67162.0,62672.5,45135.0,57702.5,82841.0,75373.5,31462.5,47766.5
P19258,Mpv17 Protein Mpv17,2,161353.0,186221.0,228788.0,106391.0,131344.0,167133.0,189166.0,140574.0,286488.0,265487.0,169519.0,205876.0,222769.0,191724.0,111947.0,128572.0
Q811U4,Mfn1 Mitofusin-1,11,56868.5,42279.0,50279.5,27463.5,30182.5,38332.0,48827.0,37840.5,53436.0,54295.5,39095.0,51242.5,43667.5,34599.5,27230.5,38525.0
O55135,Eif6 Eukaryotic translation initiation factor 6,2,6615.5,8672.5,6375.0,10955.0,8936.5,17543.5,9305.0,10386.0,14515.5,12992.0,6969.0,11011.5,30638.5,9108.0,6345.5,12140.0
P46935,Nedd4 E3 ubiquitin-protein ligase NEDD4,10,17222.0,18027.0,19333.5,14964.5,13458.5,24796.0,18914.0,17804.0,20289.0,20994.5,18263.5,22519.5,24887.0,13722.0,10187.5,18104.5
E9Q8B5,Gm4788 Protein Gm4788,10,27407.0,43683.5,47974.0,10259.0,12087.5,13357.0,17362.5,11677.5,40957.0,35749.0,4489.5,8005.5,5344.0,5266.5,3258.5,3892.0
Q8BP47,"Nars Asparagine--tRNA ligase, cytoplasmic",7,16668.0,14249.0,18833.0,12240.0,11642.0,20917.0,17889.0,15639.0,29444.0,22271.0,17101.0,19096.0,19084.0,16159.0,9817.0,19513.0
Q921F4,Hnrnpll Heterogeneous nuclear ribonucleoprotein L-like,8,17946.0,17978.0,24478.0,9145.0,13623.0,21322.0,23212.0,18922.0,24299.0,28115.0,14055.0,18376.0,22775.0,17004.0,13854.0,16715.0
Q91ZJ5,Ugp2 UTP--glucose-1-phosphate uridylyltransferase,7,87424.0,112550.0,81338.0,70347.5,37279.0,67620.5,39051.0,60868.5,95722.0,76801.5,57892.5,93351.0,117164.0,39732.0,23408.5,59511.5
Q3U6U5,Gtpbp6 Putative GTP-binding protein 6,6,17916.0,15003.0,18270.0,10275.5,8545.5,13797.0,15563.5,10984.0,18401.0,15504.0,12587.5,18871.0,15820.0,12781.5,11018.0,12363.0
Q99J39,"Mlycd Malonyl-CoA decarboxylase, mitochondrial",6,15801.0,12476.0,14699.0,10386.0,9279.0,14939.0,13722.0,11875.0,16684.0,15068.0,11470.0,19866.0,23144.0,13922.0,8427.0,11790.0
Q9CQZ5,Ndufa6 NADH dehydrogenase,2,24886.0,22548.0,21545.5,18493.5,14705.0,29056.0,19137.0,20652.5,27207.5,24717.0,19394.0,23748.0,35836.0,15957.0,16258.0,18629.0
Q8BG51,Rhot1 Mitochondrial Rho GTPase 1,7,24776.0,31583.0,33640.0,23540.0,21126.0,30468.0,27905.0,22228.0,43547.0,32308.0,17303.0,26510.0,37277.0,29886.0,20091.0,17656.0
Q920L1,Fads1 Fatty acid desaturase 1,6,17618.0,16555.0,29882.0,9742.0,8645.0,13116.0,18872.0,10039.0,17550.0,18304.0,14795.0,20422.0,15801.0,11013.0,8540.0,8972.0
P06728,Apoa4 Apolipoprotein A-IV,6,19046.0,8996.0,14035.0,103220.0,9644.0,59502.0,27814.0,26104.0,48360.0,43391.0,4104.0,10090.0,10416.0,5679.0,4227.0,5952.0
Q78IK2,Usmg5 Up-regulated during skeletal muscle growth protein 5,2,23297.0,27883.0,29211.0,20988.0,24454.0,31462.0,23504.0,22274.0,38731.0,33320.0,21029.0,28601.0,21158.0,24994.0,15012.0,17141.0
E9Q4K7,Kif13b Protein Kif13b,20,20219.0,21531.5,26563.0,12825.0,16088.0,23041.0,25705.5,18783.0,33103.5,34472.0,16389.0,28083.5,29077.5,22043.5,15286.0,18349.0
Q91VR5,Ddx1 ATP-dependent RNA helicase DDX1,8,14734.0,17211.0,19966.0,9407.0,11755.0,15397.0,15672.0,11267.0,23910.0,18449.0,12648.0,17985.0,20733.0,16424.0,10871.0,13948.0
Q5BL07,Pex1 Peroxisome biogenesis factor 1,16,17412.5,19614.5,15787.5,16235.0,7704.0,12380.0,11596.0,10469.5,20521.0,16863.0,18781.5,25783.0,18250.0,17866.0,9846.5,8152.5
Q99M87,"Dnaja3 DnaJ homolog subfamily A member 3, mitochondrial",8,15338.0,13624.0,16243.0,10145.0,15085.0,15841.0,16699.0,14983.0,21301.0,19554.0,9134.0,16144.0,27740.0,22594.0,10855.0,19074.0
Q9DCV7,"Krt7 Keratin, type II cytoskeletal 7",3,7038.0,11863.0,9323.0,5786.0,6712.0,7499.0,25144.0,25424.0,40659.0,32872.0,12130.0,68394.0,18885.0,15243.0,15988.0,21238.0
Q8BQ47,Cnpy4 Protein canopy homolog 4,5,59179.0,91068.0,100969.0,32065.0,33597.0,36683.0,23327.0,14807.0,81701.0,66036.0,4546.0,9912.0,7261.0,5962.0,4418.0,6058.0
P12246,Apcs Serum amyloid P-component,3,17942.0,15104.0,12870.0,18572.0,11560.0,15919.0,84204.0,85615.0,83567.0,67649.0,13715.0,23910.0,13719.0,18454.0,42939.0,76207.0
P28271,Aco1 Cytoplasmic aconitate hydratase,8,20647.5,15682.5,18629.5,12166.5,8981.5,13156.0,15069.0,15111.5,17260.0,14907.0,11496.5,15905.5,25263.5,11694.5,8707.5,14567.5
Q9DBA6,Tysnd1 Peroxisomal leader peptide-processing protease,6,18177.0,19688.0,19898.5,18666.5,10917.0,18668.5,16391.5,17607.0,28866.5,25555.5,15762.5,24517.5,23438.0,21312.5,13413.5,17482.0
Q9Z1Q5,Clic1 Chloride intracellular channel protein 1,2,20700.0,23276.0,23492.0,13595.0,13353.0,19677.0,33033.0,26854.0,52489.0,47913.0,14686.0,19398.0,21527.0,18540.0,15656.0,20712.0
Q6NT99,Dusp23 Dual specificity protein phosphatase 23,2,57502.0,48393.0,64631.0,36825.5,31431.0,41787.5,53389.5,45090.5,71127.5,57492.0,44315.0,60069.5,55244.0,47668.5,33988.0,54495.0
E9PV38,Ces2g Carboxylic ester hydrolase,2,31071.0,65576.0,52379.0,23832.0,16896.0,31625.0,27251.0,20002.0,58188.0,56489.0,9096.0,13720.0,15586.0,14050.0,10541.0,13623.0
Q9CQF9,Pcyox1 Prenylcysteine oxidase,5,39083.0,85706.5,84989.5,24654.0,27934.5,52419.5,22004.0,12427.0,70515.5,52094.5,6371.5,9108.5,10610.0,7260.0,4744.5,6356.5
P24721,Asgr2 Asialoglycoprotein receptor 2,4,27752.0,35421.5,30649.5,24080.0,16744.5,27145.5,19676.0,21141.5,35778.0,36743.0,25404.0,30422.5,23779.0,22000.5,15465.5,18452.5
E9QLQ7,Rab29 Ras-related protein Rab-7L1,2,26054.5,29695.5,28523.0,16392.5,14447.0,21448.5,26442.0,17681.5,38386.5,32327.0,29276.0,40006.5,24712.0,20694.5,18398.0,20335.5
P35980,Rpl18 60S ribosomal protein L18,3,94300.0,76114.0,162114.0,55342.0,67737.0,130629.0,127403.0,97251.0,220340.0,186431.0,71661.0,76905.0,150531.0,86825.0,88132.0,92933.0
G3X972,"Sec24c SEC24 related gene family, member C (S. cerevisiae), isoform CRA_a",13,16777.0,21988.0,31836.0,13285.0,14763.0,19852.0,24121.0,20761.0,31830.0,31836.0,17363.0,24233.0,30374.0,19922.0,15630.0,23343.0
Q921G7,"Etfdh Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",8,33944.5,31228.0,35659.0,33489.5,14782.5,29395.5,21558.0,21979.0,25670.5,24667.0,32284.0,29301.0,46273.0,26615.5,19655.5,18769.5
P14576,Srp54 Signal recognition particle 54 kDa protein,5,36212.0,41127.0,41314.5,27489.5,26022.0,39039.5,41263.5,32583.5,76066.5,62128.0,25388.0,40610.0,54648.0,33183.5,31574.5,30312.0
P16301,Lcat Phosphatidylcholine-sterol acyltransferase,6,14314.5,18102.0,20072.5,14674.0,15011.0,19002.0,18715.0,12502.5,22089.0,25708.0,3816.0,6650.0,6029.5,5643.5,3423.5,4304.5
P70295,Aup1 Ancient ubiquitous protein 1,4,26989.5,26272.0,33250.0,18740.0,13203.5,19915.0,26096.5,17096.0,36808.5,28209.0,28606.5,35229.5,22953.0,23292.5,15458.0,19418.5
Q8CG76,Akr7a2 Aflatoxin B1 aldehyde reductase member 2,5,10963.0,10428.0,15212.0,5665.5,8352.0,10628.0,11374.5,8475.5,12664.5,14294.5,6389.5,11967.0,12832.0,8255.5,6971.0,9436.0
Q8C142,Ldlrap1 Low density lipoprotein receptor adapter protein 1,4,27628.5,25308.0,31849.0,24381.5,21789.0,29287.5,27110.5,20848.0,38493.0,30954.5,26888.0,29172.0,36766.0,26353.0,17320.5,23833.0
Q3UGR5,Hdhd2 Haloacid dehalogenase-like hydrolase domain-containing protein 2,2,33821.5,31911.5,51419.0,28604.5,31343.0,29910.0,41449.0,36850.0,57180.5,47555.0,30337.5,30262.5,53401.5,38197.5,20607.5,35150.5
P70302,Stim1 Stromal interaction molecule 1,11,54352.0,56370.0,49687.0,12818.0,19107.0,22757.0,22881.0,11822.0,62211.0,65961.0,4602.0,10066.0,12862.0,6470.0,4504.0,7243.0
Q9DC51,Gnai3 Guanine nucleotide-binding protein G(k) subunit alpha,3,12020.0,11806.0,13576.0,7881.0,6443.0,12029.0,13333.0,7698.0,31667.0,25144.0,7613.0,15059.0,14155.0,12002.0,7297.0,7624.0
Q8N9S3,Ahsa2 Activator of 90 kDa heat shock protein ATPase homolog 2,5,14700.5,13244.0,14796.0,9378.5,7093.0,10488.0,11154.0,10173.5,19928.5,15528.0,16725.0,22484.0,12910.0,12250.5,10883.0,10520.0
Q8K2T1,Nmral1 NmrA-like family domain-containing protein 1,4,14407.5,19260.5,19776.0,11130.5,10720.5,20875.5,27947.5,20858.0,27897.5,33675.0,16464.0,19874.0,22598.5,12932.5,16956.0,21881.5
Q99JX7,Nxf1 Nuclear RNA export factor 1,8,28663.0,26884.0,33488.0,21457.0,18624.0,27491.0,27756.0,24467.0,41154.0,36551.0,23961.0,33316.0,36231.0,28337.0,15940.0,21990.0
Q9DC70,Ndufs7 NADH dehydrogenase,4,21354.0,19969.0,26656.0,14929.0,15217.0,20617.0,9940.0,10903.0,24434.0,19371.0,15774.0,21386.0,31603.0,19635.0,13845.0,16704.0
Q6P542,Abcf1 ATP-binding cassette sub-family F member 1,9,15644.0,20090.5,15970.0,14244.0,9639.0,17579.0,14807.5,11607.0,21883.0,17387.0,12239.5,16827.5,24224.5,14423.0,10586.0,14232.5
Q9JKX3,Tfr2 Transferrin receptor protein 2,9,20215.0,22534.0,21480.0,17120.0,12776.0,20828.0,17972.0,17621.0,32738.0,25686.0,18182.0,41248.0,33792.0,19406.0,17528.0,13010.0
Q9DB30,"Phkg2 Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",5,17689.0,17931.5,20161.5,12140.5,13709.5,13621.0,16578.0,15784.5,26776.0,24047.0,17907.5,21907.0,18619.5,16801.5,12055.0,11467.0
Q3ULF4,Spg7 Paraplegin,8,14566.5,13404.5,12310.0,16296.5,9424.5,14316.0,12587.0,10062.5,16478.5,14444.5,16201.0,20245.5,18380.5,15837.0,9617.5,12307.0
Q9CYI4,Luc7l Putative RNA-binding protein Luc7-like 1,3,37854.5,32862.5,57053.5,13266.5,22305.5,28731.5,38936.0,27983.0,76038.5,65312.0,19320.5,30967.5,34608.5,38006.5,22909.0,24254.0
Q9DBJ1,Pgam1 Phosphoglycerate mutase 1,2,42074.5,39358.5,31534.0,35651.0,10652.0,26046.0,16182.0,26487.0,30102.0,35532.5,11592.0,18034.5,43036.5,18824.5,17643.0,22525.5
O35945,"Aldh1a7 Aldehyde dehydrogenase, cytosolic 1",3,79837.0,64225.0,53892.0,50666.0,24276.0,59059.0,57897.0,44573.0,78938.0,70896.0,45885.0,47404.0,82911.0,44205.0,36675.0,51757.0
Q8JZM0,"Tfb1m Dimethyladenosine transferase 1, mitochondrial",4,45106.0,41432.5,60749.5,28702.0,26303.5,49932.5,55296.5,33626.5,85338.5,78391.5,43201.5,50955.5,59336.0,39376.0,34678.0,37508.5
Q7M6Y3,Picalm Phosphatidylinositol-binding clathrin assembly protein,9,20356.0,19071.0,34163.0,14938.0,18591.0,26504.0,28495.0,21746.0,40155.0,38133.0,16815.0,23863.0,39701.0,26966.0,17628.0,21028.0
Q9QY36,Naa10 N-alpha-acetyltransferase 10,2,9751.0,11067.0,14388.5,7611.0,8311.5,13088.0,10933.0,9441.5,17026.0,13561.5,9345.0,12346.0,17402.5,12790.0,6054.5,8292.0
P62751,Rpl23a 60S ribosomal protein L23a,3,14999.0,16817.0,27830.0,12126.0,12251.0,18372.0,21771.0,18500.0,33258.0,30562.0,11658.0,17311.0,34376.0,21694.0,15510.0,16673.0
Q9CZX8,Rps19 40S ribosomal protein S19,2,36605.0,23381.5,32406.0,25586.0,16552.0,34168.0,26718.5,29811.5,43484.5,39780.5,19200.5,25681.5,43161.0,22646.0,25877.0,29836.5
Q8BG67,Efr3a Protein EFR3 homolog A,9,14942.0,18856.5,14905.5,18814.0,14908.0,23881.0,20935.5,16084.5,25741.5,25189.0,19415.5,25228.5,27144.5,17071.0,12330.5,17819.0
Q8BWU8,Etnppl Ethanolamine-phosphate phospho-lyase,6,40150.0,22115.5,23587.0,31498.5,33712.5,44132.5,4871.5,7603.5,13638.5,12456.0,14024.5,14173.5,55392.5,26514.0,5985.5,8189.0
Q99L43,Cds2 Phosphatidate cytidylyltransferase 2,4,109703.0,110349.0,108975.0,62894.0,69657.0,82048.0,109730.0,78233.0,135261.0,120155.0,101834.0,120386.0,92337.0,80963.0,60111.0,73674.0
Q6XPS7,Tha1 Protein Tha1,4,12261.0,9236.0,11609.0,8122.0,4793.0,6815.0,6460.0,5677.0,6453.0,5457.0,14841.0,11168.0,7001.0,3781.0,4527.0,5800.0
P06683,C9 Complement component C9,8,100101.0,105754.0,141570.0,26649.0,27768.0,33815.0,60712.0,36833.0,110033.0,104895.0,22926.0,38196.0,17589.0,17261.0,19826.0,16715.0
Q80WC7,Agfg2 Arf-GAP domain and FG repeat-containing protein 2,5,7023.0,7025.0,5441.0,4829.0,5421.0,7713.0,6683.0,5463.0,8153.0,7991.0,5045.0,7261.0,8261.0,6110.0,2885.0,7040.0
Q9WV32,Arpc1b Actin-related protein 2/3 complex subunit 1B,4,17300.5,15301.0,16389.5,9038.0,7914.0,13207.5,22330.0,14867.0,32863.5,26818.0,11222.5,20157.5,19265.5,13567.0,15329.5,14300.0
Q01339,Apoh Beta-2-glycoprotein 1,4,4559.5,6102.5,7799.5,4854.5,3324.5,3784.5,4902.5,4006.0,9857.5,7539.0,1766.0,2099.0,2662.0,2341.0,806.0,1060.0
P14602,Hspb1 Heat shock protein beta-1,3,6284.5,4484.0,4932.5,9354.0,2289.5,2908.5,2726.0,4357.5,7217.0,6207.0,3961.0,4992.5,13980.5,8878.5,2442.5,4925.5
P52479,Usp10 Ubiquitin carboxyl-terminal hydrolase 10,9,19817.0,22915.0,35744.0,19481.0,14757.0,24110.0,24471.0,15842.0,28524.0,23200.0,20920.0,20587.0,33860.0,19975.0,12082.0,19484.0
E9Q5K4,Cyp2c44 Protein Cyp2c44,7,39553.0,42055.0,43768.0,25731.0,17117.0,23790.0,20906.0,21650.0,30682.0,29956.0,38882.0,45116.0,25506.0,25705.0,13879.0,18608.0
Q9D2G2,"Dlst Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",6,6042.5,6204.0,7890.0,5061.5,7609.5,7647.5,6544.5,6281.0,7744.5,6259.5,4098.0,8150.5,12500.0,7595.5,4847.0,5902.0
Q9Z0M5,Lipa Lysosomal acid lipase/cholesteryl ester hydrolase,7,43261.0,82217.0,71907.0,30960.0,30005.0,44143.0,18762.0,14303.0,44860.0,52930.0,11128.0,17045.0,19226.0,13062.0,9526.0,11399.0
P00405,Mtco2 Cytochrome c oxidase subunit 2,3,16791.0,15201.0,16879.0,7165.0,10456.0,25502.0,13783.0,12814.0,13720.0,14606.0,12270.0,16981.0,22615.0,8864.0,10717.0,14251.0
P62852,Rps25 40S ribosomal protein S25,2,47821.0,49938.5,71499.5,24873.5,32513.0,43912.5,44905.5,43044.0,82254.5,65916.5,27027.5,38108.5,78742.5,48163.5,38070.0,44565.5
P97298,Serpinf1 Pigment epithelium-derived factor,4,19607.0,29036.0,24457.0,17748.0,11873.0,15802.0,14146.0,10430.0,22522.0,21777.0,9711.0,12104.0,10339.0,12213.0,5708.0,7728.0
