,uniprot,annotation,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_1/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_2/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_1,log2_norm_ratio_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,TPR-FPR_iWAT_HF_cre+_3/iWAT_HF_cre-_2,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1,log2_norm_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2,description,pep_num,iWAT_HF_cre-_1,iWAT_HF_cre-_2,iWAT_chow_cre-_1,iWAT_chow_cre-_2,iWAT_HF_cre+_1,iWAT_HF_cre+_2,iWAT_HF_cre+_3,iWAT_chow_cre+_1,iWAT_chow_cre+_2,iWAT_chow_cre+_3
0,Q9JMG3,FP,inf,0.0,0.0,0.0,,,,,inf,0.013986013986013986,0.007009345794392523,0.006976668191621463,1.1636593280099359,0.46503496503496505,0.11799065420560748,0.3470443108293576,inf,0.02097902097902098,0.017482517482517484,0.003496503496503496,,,,,4.205671108908612,0.08041958041958042,0.053927315357561546,0.02649226506201887,3.2737915950694405,0.13636363636363635,0.10211267605633803,0.03425096030729832,3.002886745455683,0.1258741258741259,0.05847953216374269,0.0673945937103832,2.068456630621151,0.23076923076923078,0.12295081967213115,0.10781841109709964,3.0058663477192678,0.06028368794326241,0.0539906103286385,0.006293077614623908,2.0343347650569727,0.1056338028169014,0.10600706713780919,-0.0003732643209077846,Tmub1 Transmembrane and ubiquitin-like domain-containing protein 1,1,0.0,1936.0,1307.0,1757.0,7615.0,7671.0,8357.0,42440.0,30037.0,19033.0
1,Q91XL3,,inf,0.0,0.0011682242990654205,-0.0011682242990654205,2.228864988391148,0.2517482517482518,0.054778554778554776,0.196969696969697,inf,0.024475524475524476,0.017523364485981307,0.006952159989543169,2.135503443627098,0.3041958041958042,0.05724299065420561,0.24695281354159862,inf,0.017482517482517484,0.017482517482517484,0.0,2.3357420865503324,0.2517482517482518,0.052508751458576426,0.19923950028967535,,,,,inf,0.0034965034965034965,0.0011737089201877935,0.002322794576315703,,,,,inf,0.08041958041958042,0.0702576112412178,0.010161969178362623,,,,,inf,0.028169014084507043,0.011778563015312132,0.01639045106919491,Uxs1 UDP-glucuronic acid decarboxylase 1,1,0.0,1190.0,1971.0,0.0,14679.0,9248.0,16271.0,6037.0,9320.0,3555.0
2,P54728,FP,inf,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,inf,0.017482517482517484,0.012850467289719626,0.004632050192797858,,,,,inf,0.017482517482517484,0.01282051282051282,0.004662004662004664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rad23b UV excision repair protein RAD23 homolog B,1,0.0,1664.0,1889.0,1467.0,5154.0,2544.0,4437.0,1471.0,2648.0,3239.0
3,P21956,TP,inf,0.0,0.002336448598130841,-0.002336448598130841,,,,,inf,0.01048951048951049,0.005841121495327103,0.004648388994183387,0.7813384453680184,0.5629370629370629,0.1658878504672897,0.3970492124697732,inf,0.0,0.0011655011655011655,-0.0011655011655011655,,,,,1.3414097015952418,0.5174825174825175,0.1324736225087925,0.38500889497372504,inf,0.08041958041958042,0.08215962441314555,-0.0017400439935651296,,,,,inf,0.10139860139860139,0.09953161592505855,0.0018669854735428454,,,,,inf,0.007042253521126761,0.005889281507656066,0.0011529720134706945,Mfge8 Lactadherin,1,0.0,1680.0,1193.0,0.0,6919.0,5107.0,7000.0,5320.0,4691.0,1875.0
4,O89001,,inf,0.0034965034965034965,0.002336448598130841,0.0011600548983726556,,,,,inf,0.017482517482517484,0.014018691588785047,0.0034638258937324373,0.9099963876696675,0.534965034965035,0.14369158878504673,0.39127344617998827,inf,0.02097902097902098,0.018648018648018648,0.002331002331002332,1.3070723717293984,0.45454545454545453,0.13185530921820304,0.3226901453272515,2.01004049516659,0.3531468531468531,0.09378663540445487,0.25936021774239826,inf,0.0944055944055944,0.09389671361502347,0.0005088807905709314,1.7486339018915082,0.3146853146853147,0.10058479532163743,0.21410051936367724,inf,0.006993006993006993,0.00117096018735363,0.005822046805653363,,,,,inf,0.07394366197183098,0.05889281507656066,0.015050846895270323,Cpd Carboxypeptidase D,3,0.0,1178.0,984.0,0.0,5492.0,3915.0,7895.0,6975.0,9480.0,2505.0
5,Q8VCH8,FP,inf,0.0034965034965034965,0.002336448598130841,0.0011600548983726556,,,,,inf,0.0,0.0,0.0,,,,,inf,0.02097902097902098,0.019813519813519812,0.0011655011655011677,,,,,inf,0.0034965034965034965,0.0,0.0034965034965034965,inf,0.06993006993006994,0.07042253521126761,-0.0004924652811976737,inf,0.006993006993006993,0.005847953216374269,0.0011450537766327243,inf,0.006993006993006993,0.0,0.006993006993006993,inf,0.024822695035460994,0.017605633802816902,0.007217061232644092,inf,0.07746478873239436,0.0624263839811543,0.015038404751240061,Ubxn4 UBX domain-containing protein 4,1,0.0,1800.0,0.0,0.0,3635.0,2551.0,5734.0,2437.0,3812.0,3615.0
6,E9Q4X2,,inf,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,2.0181858365988194,0.3006993006993007,0.06177156177156177,0.23892773892773891,inf,0.024475524475524476,0.016355140186915886,0.00812038428860859,2.8446584522588396,0.16783216783216784,0.04205607476635514,0.1257760930658127,inf,0.0034965034965034965,0.01048951048951049,-0.006993006993006994,1.6151442192276282,0.4020979020979021,0.09451575262543757,0.30758214947246454,3.8346120067156013,0.09090909090909091,0.05509964830011723,0.03580944260897368,3.3191060592210504,0.13286713286713286,0.10211267605633803,0.030754456810794834,1.6423647458220205,0.3531468531468531,0.11228070175438597,0.24086615139246714,1.124308197332109,0.45454545454545453,0.19086651053864168,0.26367894400681285,2.8363424957636654,0.06028368794326241,0.056338028169014086,0.003945659774248322,2.2811844794459906,0.09859154929577464,0.10365135453474676,-0.00505980523897212,Uggt2 Protein Uggt2,2,0.0,1561.5,480.0,483.5,16644.5,19839.0,12956.5,12051.5,4296.0,6215.0
7,Q8BWG9,,inf,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,,,,,inf,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,inf,0.02097902097902098,0.02097902097902098,0.0,,,,,,,,,inf,0.07692307692307693,0.08098591549295775,-0.004062838569880822,,,,,inf,0.006993006993006993,0.0,0.006993006993006993,,,,,inf,0.0528169014084507,0.05418138987043581,-0.001364488461985107,Orai1 Calcium release-activated calcium channel protein 1,1,0.0,2011.0,1223.0,0.0,3737.0,2546.0,1868.0,2183.0,2422.0,1838.0
8,Q69ZQ1,FP,inf,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,1.7760041739173462,0.32517482517482516,0.06643356643356643,0.25874125874125875,inf,0.024475524475524476,0.015186915887850467,0.009288608587674009,1.7348053836207742,0.3881118881118881,0.07476635514018691,0.3133455329717012,inf,0.0034965034965034965,0.009324009324009324,-0.005827505827505828,1.907301141809701,0.3531468531468531,0.07701283547257877,0.27613401767427437,inf,0.05944055944055944,0.03399765533411489,0.02544290410644455,inf,0.09090909090909091,0.09154929577464789,-0.0006402048655569786,inf,0.045454545454545456,0.028070175438596492,0.017384370015948964,inf,0.027972027972027972,0.026932084309133488,0.0010399436628944839,inf,0.06028368794326241,0.04812206572769953,0.012161622215562877,inf,0.09507042253521127,0.08244994110718493,0.01262048142802634,Kiaa1161 Uncharacterized family 31 glucosidase KIAA1161,1,0.0,1325.0,0.0,0.0,11941.0,7800.0,13462.0,12952.0,19608.0,5730.0
9,Q99LG2,FP,inf,0.0034965034965034965,0.004672897196261682,-0.0011763936997581854,,,,,inf,0.013986013986013986,0.005841121495327103,0.008144892490686884,,,,,inf,0.02097902097902098,0.018648018648018648,0.002331002331002332,0.8514385419975835,0.5524475524475524,0.20186697782963828,0.35058057461791414,,,,,inf,0.03496503496503497,0.023474178403755867,0.0114908565612791,,,,,inf,0.08041958041958042,0.06674473067915691,0.013674849740423503,,,,,inf,0.035211267605633804,0.02944640753828033,0.005764860067353474,Tnpo2 Transportin-2,1,0.0,1213.0,1643.0,0.0,5081.0,3176.0,5928.0,3340.0,5799.0,2730.0
10,O08739,,inf,0.0034965034965034965,0.005841121495327103,-0.002344617998823606,,,,,inf,0.027972027972027972,0.02219626168224299,0.005775766289784982,,,,,inf,0.02097902097902098,0.018648018648018648,0.002331002331002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ampd3 AMP deaminase 3,1,0.0,1163.0,1850.0,1739.0,3905.0,3020.0,4286.0,2845.0,3611.0,1594.0
11,D3YXF5,TP,inf,0.0034965034965034965,0.005841121495327103,-0.002344617998823606,,,,,inf,0.0,0.0011682242990654205,-0.0011682242990654205,,,,,inf,0.02097902097902098,0.02097902097902098,0.0,,,,,,,,,inf,0.08391608391608392,0.08568075117370892,-0.0017646672576250022,,,,,inf,0.0944055944055944,0.09953161592505855,-0.005126021519464147,,,,,inf,0.0,0.002355712603062426,-0.002355712603062426,C7 Oxidation resistance protein 1,1,0.0,1797.0,1849.0,0.0,5453.0,2179.0,3991.0,3351.0,4846.0,3103.0
12,Q62433,FP,inf,0.006993006993006993,0.005841121495327103,0.0011518854976798904,,,,,inf,0.027972027972027972,0.018691588785046728,0.009280439186981244,,,,,inf,0.017482517482517484,0.011655011655011656,0.005827505827505828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ndrg1 Protein NDRG1,3,0.0,1708.0,1970.0,2013.0,1889.0,1895.0,2517.0,4326.0,4631.0,4362.0
13,Q8VIB3,,inf,0.006993006993006993,0.007009345794392523,-1.6338801385530274e-05,,,,,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,,,,,inf,0.0034965034965034965,0.0011655011655011655,0.002331002331002331,,,,,,,,,inf,0.06993006993006994,0.07511737089201878,-0.005187300961948846,,,,,inf,0.017482517482517484,0.00468384074941452,0.012798676733102964,,,,,inf,0.03169014084507042,0.01884570082449941,0.012844440020571012,"St3gal6 Type 2 lactosamine alpha-2,3-sialyltransferase",1,0.0,1576.0,1743.0,0.0,1988.0,1758.0,1996.0,4681.0,7561.0,2848.0
14,O88796,FP,inf,0.006993006993006993,0.007009345794392523,-1.6338801385530274e-05,,,,,inf,0.024475524475524476,0.016355140186915886,0.00812038428860859,,,,,inf,0.0034965034965034965,0.0034965034965034965,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rpp30 Ribonuclease P protein subunit p30,1,0.0,1056.0,1681.0,1145.0,1769.0,1230.0,2198.0,1349.0,1400.0,1464.0
15,Q9WU60,TP,inf,0.006993006993006993,0.008177570093457943,-0.00118456310045095,,,,,inf,0.006993006993006993,0.005841121495327103,0.0011518854976798904,,,,,inf,0.024475524475524476,0.02564102564102564,-0.0011655011655011642,,,,,inf,0.06293706293706294,0.04337631887456037,0.01956074406250257,inf,0.0979020979020979,0.09741784037558686,0.0004842575265110449,inf,0.06643356643356643,0.04327485380116959,0.02315871263239684,inf,0.08741258741258741,0.08079625292740047,0.006616334485186934,inf,0.04964539007092199,0.03403755868544601,0.01560783138547598,inf,0.09507042253521127,0.08362779740871613,0.011442625126495132,Atrn Attractin,1,0.0,1556.5,0.0,0.0,4249.5,3072.5,6187.5,5058.0,7390.0,1739.5
16,P06800,,inf,0.01048951048951049,0.008177570093457943,0.002311940396052547,,,,,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,,,,,inf,0.0034965034965034965,0.009324009324009324,-0.005827505827505828,,,,,,,,,,,,,,,,,,,,,0.9352717186296485,0.30141843971631205,0.18779342723004694,0.11362501248626511,,,,,Ptprc Receptor-type tyrosine-protein phosphatase C,1,0.0,1742.0,1969.0,1911.0,3544.0,1632.0,2949.0,2568.0,5810.0,6826.0
17,Q7TSC1,FP,inf,0.01048951048951049,0.008177570093457943,0.002311940396052547,,,,,inf,0.0034965034965034965,0.0035046728971962616,-8.169400692765137e-06,,,,,inf,0.024475524475524476,0.02097902097902098,0.003496503496503496,,,,,inf,0.05244755244755245,0.026963657678780773,0.025483894768771675,inf,0.055944055944055944,0.051643192488262914,0.00430086345579303,inf,0.06993006993006994,0.04327485380116959,0.026655216128900344,inf,0.07692307692307693,0.059718969555035126,0.0172041073680418,inf,0.01773049645390071,0.01643192488262911,0.0012985715712716013,inf,0.09154929577464789,0.07891637220259129,0.0126329235720566,Prrc2a Protein PRRC2A,1,0.0,1324.0,0.0,0.0,3814.0,2520.0,3859.0,2098.0,4608.0,2439.0
18,Q64511,FP,inf,0.01048951048951049,0.009345794392523364,0.0011437160969871261,,,,,inf,0.017482517482517484,0.010514018691588784,0.006968498790928699,,,,,inf,0.024475524475524476,0.022144522144522144,0.002331002331002332,,,,,,,,,inf,0.055944055944055944,0.05516431924882629,0.0007797366952296547,,,,,inf,0.07692307692307693,0.06088992974238876,0.01603314718068817,,,,,inf,0.09154929577464789,0.0800942285041225,0.011455067270525393,Top2b DNA topoisomerase 2-beta,1,0.0,1679.0,3095.0,0.0,4257.0,3058.0,3968.0,4944.0,11128.0,9495.0
19,P50608,TP,inf,0.01048951048951049,0.010514018691588784,-2.4508202078294544e-05,,,,,inf,0.027972027972027972,0.02336448598130841,0.004607541990719562,,,,,inf,0.027972027972027972,0.02564102564102564,0.002331002331002332,,,,,inf,0.03496503496503497,0.015240328253223915,0.019724706711811053,inf,0.09090909090909091,0.09272300469483569,-0.0018139137857447751,inf,0.006993006993006993,0.008187134502923977,-0.0011941275099169842,inf,0.0,0.0,0.0,inf,0.05673758865248227,0.046948356807511735,0.009789231844970533,inf,0.02112676056338028,0.007067137809187279,0.014059622754193002,Fmod Fibromodulin,1,0.0,1331.0,0.0,0.0,1601.0,1424.0,1536.0,1940.0,2185.0,1646.0
20,Q8R2V5,,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,,,,,inf,0.027972027972027972,0.02336448598130841,0.004607541990719562,,,,,inf,0.024475524475524476,0.022144522144522144,0.002331002331002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adap2 Arf-GAP with dual PH domain-containing protein 2,1,0.0,1576.0,0.0,0.0,2013.0,1777.0,1589.0,0.0,0.0,0.0
21,Q31125,,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,1.9221165043341957,0.3076923076923077,0.0641025641025641,0.2435897435897436,inf,0.0,0.0011682242990654205,-0.0011682242990654205,1.8428069744525681,0.3741258741258741,0.07242990654205607,0.30169596758381806,inf,0.013986013986013986,0.011655011655011656,0.00233100233100233,1.0606705353808985,0.506993006993007,0.17152858809801633,0.3354644188949907,inf,0.03496503496503497,0.012895662368112544,0.022069372596922425,inf,0.06993006993006994,0.07394366197183098,-0.004013592041761049,inf,0.017482517482517484,0.01871345029239766,-0.0012309328098801774,inf,0.02097902097902098,0.01405152224824356,0.00692749873077742,inf,0.04964539007092199,0.03403755868544601,0.01560783138547598,inf,0.05985915492957746,0.05653710247349823,0.003322052456079229,Slc39a7 Zinc transporter SLC39A7,1,0.0,1205.0,0.0,0.0,12017.0,7645.0,6808.0,5747.0,7153.0,2887.0
22,Q3U4G3,,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,2.579865581097219,0.16433566433566432,0.04428904428904429,0.12004662004662003,inf,0.03146853146853147,0.02336448598130841,0.008104045487223061,2.685681006260448,0.1853146853146853,0.04672897196261682,0.13858571335206848,inf,0.0034965034965034965,0.004662004662004662,-0.0011655011655011655,2.9038500059187884,0.13286713286713286,0.040840140023337225,0.09202699284379565,3.0018422917741536,0.15034965034965034,0.0668229777256741,0.08352667262397624,3.039034161460451,0.15384615384615385,0.11150234741784038,0.04234380642831348,2.912562134150036,0.1258741258741259,0.0608187134502924,0.06505541242383349,2.947203402840972,0.13636363636363635,0.10187353629976581,0.034490100063870544,1.1270792613807283,0.25177304964539005,0.14553990610328638,0.10623314354210367,1.1246190622439016,0.22887323943661972,0.16725559481743227,0.06161764461918745,Xxylt1 Xyloside xylosyltransferase 1,1,0.0,1352.0,1513.0,1039.0,21271.0,15385.0,27407.0,21328.0,32661.0,5991.0
23,Q9ESB3,TP,inf,0.013986013986013986,0.010514018691588784,0.0034719952944252015,,,,,inf,0.024475524475524476,0.017523364485981307,0.006952159989543169,,,,,inf,0.013986013986013986,0.011655011655011656,0.00233100233100233,,,,,0.8998718679707539,0.6013986013986014,0.1981242672919109,0.40327433410669045,,,,,,,,,,,,,,,,,,,,,Hrg Histidine-rich glycoprotein,3,0.0,1785.0,3300.0,3221.0,3747.0,1789.0,5148.0,10836.0,19565.0,7231.0
24,Q9D8B3,FP,inf,0.017482517482517484,0.010514018691588784,0.006968498790928699,,,,,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,,,,,inf,0.0034965034965034965,0.008158508158508158,-0.004662004662004662,,,,,,,,,inf,0.06993006993006994,0.06924882629107981,0.0006812436389901227,,,,,inf,0.04895104895104895,0.03864168618266979,0.010309362768379161,,,,,inf,0.04929577464788732,0.045936395759717315,0.003359378888170006,Chmp4b Charged multivesicular body protein 4b,1,0.0,1730.0,1721.0,0.0,2051.0,2531.0,5060.0,2036.0,3424.0,1554.0
25,Q8BVU0,,inf,0.017482517482517484,0.011682242990654205,0.005800274491863279,,,,,inf,0.024475524475524476,0.017523364485981307,0.006952159989543169,,,,,inf,0.024475524475524476,0.023310023310023312,0.0011655011655011642,,,,,,,,,inf,0.06993006993006994,0.07511737089201878,-0.005187300961948846,,,,,inf,0.01048951048951049,0.00117096018735363,0.00931855030215686,,,,,inf,0.017605633802816902,0.007067137809187279,0.010538495993629623,Lrch3 Leucine-rich repeat and calponin homology domain-containing protein 3,1,0.0,1483.0,1517.0,0.0,2267.0,1589.0,3243.0,2668.0,4227.0,1959.0
26,Q6P9P6,FP,inf,0.017482517482517484,0.011682242990654205,0.005800274491863279,,,,,inf,0.013986013986013986,0.008177570093457943,0.005808443892556043,,,,,inf,0.017482517482517484,0.015151515151515152,0.002331002331002332,,,,,inf,0.03496503496503497,0.01406799531066823,0.020897039654366737,inf,0.04895104895104895,0.035211267605633804,0.013739781345415147,inf,0.06643356643356643,0.03391812865497076,0.032515437778595675,inf,0.07692307692307693,0.05152224824355972,0.025400828679517207,inf,0.010638297872340425,0.015258215962441314,-0.004619918090100889,inf,0.09859154929577464,0.09540636042402827,0.003185188871746375,Kif11 Kinesin-like protein KIF11,1,0.0,1083.0,0.0,0.0,2837.0,2003.0,3704.0,3826.0,4505.0,1456.0
27,Q99KE1,,inf,0.017482517482517484,0.012850467289719626,0.004632050192797858,,,,,,,,,,,,,inf,0.017482517482517484,0.017482517482517484,0.0,,,,,inf,0.05944055944055944,0.035169988276670575,0.024270571163888865,inf,0.0944055944055944,0.09389671361502347,0.0005088807905709314,inf,0.013986013986013986,0.014035087719298246,-4.9073733284259874e-05,inf,0.10139860139860139,0.09953161592505855,0.0018669854735428454,inf,0.04609929078014184,0.03051643192488263,0.015582858855259212,inf,0.02464788732394366,0.008244994110718492,0.01640289321322517,"Me2 NAD-dependent malic enzyme, mitochondrial",1,0.0,1439.0,0.0,0.0,1572.0,0.0,1533.0,1577.0,1704.0,1490.0
28,Q9EPK7,FP,inf,0.017482517482517484,0.012850467289719626,0.004632050192797858,,,,,inf,0.0034965034965034965,0.002336448598130841,0.0011600548983726556,,,,,inf,0.017482517482517484,0.013986013986013986,0.003496503496503498,,,,,,,,,inf,0.06643356643356643,0.06338028169014084,0.0030532847434255883,,,,,inf,0.09090909090909091,0.08665105386416862,0.004258037044922294,,,,,inf,0.04929577464788732,0.04946996466431095,-0.00017419001642363097,Xpo7 Exportin-7,1,0.0,1232.0,1490.0,0.0,2224.0,1856.0,1634.0,2450.0,4332.0,1502.0
29,P56695,,inf,0.017482517482517484,0.014018691588785047,0.0034638258937324373,,,,,inf,0.027972027972027972,0.02219626168224299,0.005775766289784982,,,,,inf,0.017482517482517484,0.016317016317016316,0.0011655011655011677,,,,,inf,0.06643356643356643,0.04337631887456037,0.02305724755900606,inf,0.08391608391608392,0.08568075117370892,-0.0017646672576250022,inf,0.04195804195804196,0.026900584795321637,0.015057457162720323,inf,0.017482517482517484,0.00468384074941452,0.012798676733102964,inf,0.024822695035460994,0.023474178403755867,0.0013485166317051267,inf,0.035211267605633804,0.02944640753828033,0.005764860067353474,Wfs1 Wolframin,1,0.0,1260.0,0.0,0.0,4085.0,3429.0,5235.0,21687.0,17203.0,7266.0
30,Q61592,TP,inf,0.017482517482517484,0.014018691588785047,0.0034638258937324373,,,,,inf,0.0034965034965034965,0.004672897196261682,-0.0011763936997581854,,,,,inf,0.006993006993006993,0.01048951048951049,-0.003496503496503497,,,,,inf,0.04195804195804196,0.01992966002344666,0.0220283819345953,inf,0.006993006993006993,0.005868544600938967,0.0011244623920680262,inf,0.055944055944055944,0.0304093567251462,0.025534699218909745,inf,0.055944055944055944,0.04449648711943794,0.011447568824618004,inf,0.024822695035460994,0.023474178403755867,0.0013485166317051267,inf,0.0880281690140845,0.07656065959952886,0.01146750941455564,Gas6 Growth arrest-specific protein 6,1,0.0,1154.0,0.0,0.0,1553.0,1651.0,1968.0,5084.0,6618.0,1911.0
31,E9PYR1,,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,,,,,,,,,,,,,inf,0.02097902097902098,0.02097902097902098,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fbxl18 Protein Fbxl18,1,0.0,1212.0,0.0,0.0,2825.0,0.0,2118.0,0.0,0.0,0.0
32,Q9CWS1,,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,0.9241279443591097,0.5104895104895105,0.16666666666666666,0.3438228438228439,inf,0.0034965034965034965,0.004672897196261682,-0.0011763936997581854,1.3520505853918423,0.45104895104895104,0.09345794392523364,0.3575910071237174,inf,0.01048951048951049,0.01048951048951049,0.0,1.3689438332796644,0.44755244755244755,0.12602100350058343,0.3215314440518641,inf,0.017482517482517484,0.0035169988276670576,0.013965518654850427,,,,,inf,0.055944055944055944,0.0304093567251462,0.025534699218909745,,,,,inf,0.028368794326241134,0.023474178403755867,0.004894615922485267,,,,,Rnf135 E3 ubiquitin-protein ligase RNF135,1,0.0,1633.0,0.0,1704.0,8154.0,7373.0,11424.0,4549.0,4330.0,1868.0
33,Q812F8,,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,1.9481439109120324,0.3076923076923077,0.0641025641025641,0.2435897435897436,inf,0.006993006993006993,0.004672897196261682,0.002320109796745311,1.991131053047533,0.33916083916083917,0.0630841121495327,0.2760767270113065,inf,0.017482517482517484,0.017482517482517484,0.0,2.2199629213460224,0.2692307692307692,0.056009334889148193,0.21322143434162102,inf,0.05944055944055944,0.04220398593200469,0.017236573508554752,1.7537840958422013,0.36363636363636365,0.14084507042253522,0.22279129321382843,inf,0.06293706293706294,0.03391812865497076,0.029018934282092186,1.3421641335609862,0.3986013986013986,0.16627634660421545,0.23232505199718315,inf,0.05673758865248227,0.04107981220657277,0.015657776445909495,,,,,"Mgat4b Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",1,0.0,1466.0,0.0,1643.0,14886.0,10308.0,18499.0,13838.0,16978.0,4308.0
34,A2ASQ1,TP,inf,0.02097902097902098,0.014018691588785047,0.006960329390235933,,,,,inf,0.013986013986013986,0.009345794392523364,0.004640219593490622,,,,,inf,0.017482517482517484,0.017482517482517484,0.0,,,,,inf,0.027972027972027972,0.008206330597889801,0.01976569737413817,inf,0.0034965034965034965,0.002347417840375587,0.0011490856561279096,inf,0.0,0.004678362573099415,-0.004678362573099415,inf,0.006993006993006993,0.00117096018735363,0.005822046805653363,inf,0.03546099290780142,0.023474178403755867,0.011986814504045554,inf,0.035211267605633804,0.03415783274440518,0.001053434861228622,Agrn Agrin,3,0.0,1739.0,0.0,0.0,3556.0,1836.0,4604.0,3140.0,5849.0,2358.0
35,Q5ND34,,inf,0.024475524475524476,0.014018691588785047,0.01045683288673943,,,,,inf,0.027972027972027972,0.02102803738317757,0.006943990588850403,,,,,inf,0.01048951048951049,0.01048951048951049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wdr81 WD repeat-containing protein 81,3,0.0,1826.0,1987.0,1216.0,2903.0,1734.0,2391.0,2111.0,3908.0,2912.0
36,Q8VCF0,,inf,0.024475524475524476,0.014018691588785047,0.01045683288673943,,,,,inf,0.017482517482517484,0.010514018691588784,0.006968498790928699,,,,,inf,0.0034965034965034965,0.0034965034965034965,0.0,,,,,inf,0.038461538461538464,0.01875732708089097,0.019704211380647492,,,,,inf,0.027972027972027972,0.021052631578947368,0.006919396393080604,,,,,inf,0.024822695035460994,0.01995305164319249,0.004869643392268506,,,,,Mavs Mitochondrial antiviral-signaling protein,1,0.0,1432.0,0.0,1152.0,4667.0,2121.0,4770.0,2525.0,4203.0,2225.0
