,uniprot,annotation,iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q9CXE7,,5.152583354462372,0.0,0.0,0.0,0.0,0.0
1,Q8BFR4,,4.20375727923216,0.0,0.0,0.0,0.0,0.0
2,P15306,,4.027463429559542,0.0,0.0,0.0,0.0,0.0
3,P15208,,3.996347439545925,0.0,0.0,0.0,0.0,0.0
4,Q9QZ25,,3.893509192083144,0.0,0.0,0.0,0.0,0.0
5,Q8VBZ3,,3.888605516017195,0.0,0.0,0.0,0.0,0.0
6,Q8VCF1,,3.796621749265305,0.0,0.0,0.0,0.0,0.0
7,Q9DBS1,FP,3.790839506299419,0.0,0.0,0.0,0.0,0.0
8,Q80TN4,,3.7607715402514645,1.0,0.0,0.0,0.001303780964797914,-0.001303780964797914
9,Q8BYB9,,3.7563310320454715,1.0,0.0,0.0,0.001303780964797914,-0.001303780964797914
10,Q60994,TP,3.749141629071939,1.0,0.0,0.0,0.001303780964797914,-0.001303780964797914
11,Q8CFG0,,3.7249331396566756,1.0,1.0,0.004761904761904762,0.001303780964797914,0.0034581237971068484
12,Q7TQ62,TP,3.679256840283133,1.0,1.0,0.004761904761904762,0.001303780964797914,0.0034581237971068484
13,Q8VCT4,,3.669898781767578,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
14,P29416,,3.667456757228386,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
15,E9Q6C2,,3.6537701810161645,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
16,Q6ZQI3,,3.6237183034576246,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
17,Q3TDQ1,,3.5758806663939167,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
18,Q9Z247,,3.545625689688739,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
19,Q9R045,TP,3.5429234701669476,1.0,2.0,0.009523809523809525,0.001303780964797914,0.00822002855901161
20,Q8VHI3,,3.524503831586491,1.0,3.0,0.014285714285714285,0.001303780964797914,0.012981933320916371
21,P50172,,3.5235961395735758,1.0,3.0,0.014285714285714285,0.001303780964797914,0.012981933320916371
22,Q07113,,3.5212679820102437,1.0,3.0,0.014285714285714285,0.001303780964797914,0.012981933320916371
23,Q4FZC9,FP,3.512657512629005,1.0,3.0,0.014285714285714285,0.001303780964797914,0.012981933320916371
24,Q8BSY0,,3.502134881542414,2.0,3.0,0.014285714285714285,0.002607561929595828,0.011678152356118458
25,P02469,TP,3.5014838484249857,2.0,3.0,0.014285714285714285,0.002607561929595828,0.011678152356118458
26,Q9Z2A7,,3.451310007499795,2.0,4.0,0.01904761904761905,0.002607561929595828,0.01644005711802322
27,Q9Z0F8,TP,3.4474958157330393,2.0,4.0,0.01904761904761905,0.002607561929595828,0.01644005711802322
28,Q61335,,3.435435720589711,2.0,5.0,0.023809523809523808,0.002607561929595828,0.02120196187992798
29,Q80X71,,3.416438416659554,2.0,5.0,0.023809523809523808,0.002607561929595828,0.02120196187992798
30,Q922Q9,TP,3.405004542976049,2.0,5.0,0.023809523809523808,0.002607561929595828,0.02120196187992798
31,F6XJP7,,3.371271942657401,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
32,Q9CQY5,,3.3552136224113194,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
33,P09055,,3.338168067248945,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
34,D3Z2R5,,3.337584910745465,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
35,E9Q4X2,,3.3175802142649036,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
36,Q91XL1,,3.31664484739051,2.0,6.0,0.02857142857142857,0.002607561929595828,0.025963866641832742
