,uniprot,annotation,iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FP,TP,TPR,FPR,TPR-FPR
27,P02469,TP,2.287934973537223,10.0,2.0,0.009216589861751152,0.012468827930174564,-0.003252238068423412
28,Q62261,FP,2.2807021533623306,10.0,3.0,0.013824884792626729,0.012468827930174564,0.0013560568624521648
29,P59481,,2.260052417686304,11.0,3.0,0.013824884792626729,0.01371571072319202,0.0001091740694347098
30,Q9Z0F8,TP,2.252005845017072,11.0,3.0,0.013824884792626729,0.01371571072319202,0.0001091740694347098
31,P21981,TP,2.2516637210306008,11.0,4.0,0.018433179723502304,0.01371571072319202,0.004717469000310285
32,Q8CFG0,,2.2470114352271624,11.0,5.0,0.02304147465437788,0.01371571072319202,0.009325763931185862
33,Q8BFR4,,2.2455241088201663,11.0,5.0,0.02304147465437788,0.01371571072319202,0.009325763931185862
34,Q9WV54,TP,2.2429201961345204,11.0,5.0,0.02304147465437788,0.01371571072319202,0.009325763931185862
35,J3KMH5,,2.223143591919652,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
36,Q9QZ25,,2.2222101407274355,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
37,A3KMP2,,2.1482973465909803,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
38,O09111,,2.1376513852154555,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
39,P16675,,2.1050090706982214,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
40,Q8VDD5,FP,2.1017811919837204,11.0,6.0,0.027649769585253458,0.01371571072319202,0.013934058862061439
41,Q9JLQ0,FP,2.08824883793185,12.0,6.0,0.027649769585253458,0.014962593516209476,0.012687176069043982
42,Q91WU0,,2.0660924778461407,13.0,6.0,0.027649769585253458,0.016209476309226933,0.011440293276026525
43,Q9WUM3,FP,2.059862015316966,13.0,6.0,0.027649769585253458,0.016209476309226933,0.011440293276026525
44,Q9Z0R4,FP,2.05841087966627,14.0,6.0,0.027649769585253458,0.017456359102244388,0.01019341048300907
45,Q925U4,,2.052461859301117,15.0,6.0,0.027649769585253458,0.018703241895261846,0.008946527689991612
46,Q9CQ45,TP,2.046731440659378,15.0,6.0,0.027649769585253458,0.018703241895261846,0.008946527689991612
47,Q9DAU1,FP,2.0420528305638537,15.0,7.0,0.03225806451612903,0.018703241895261846,0.013554822620867185
48,P04919,,2.0414808715966477,16.0,7.0,0.03225806451612903,0.0199501246882793,0.01230793982784973
49,P29416,,2.037120173419573,16.0,7.0,0.03225806451612903,0.0199501246882793,0.01230793982784973
50,Q61166,FP,2.0324547677644547,16.0,7.0,0.03225806451612903,0.0199501246882793,0.01230793982784973
51,A2AGT5,FP,2.0231764409465467,17.0,7.0,0.03225806451612903,0.02119700748129676,0.011061057034832272
52,Q9QZW0,,1.9999226704943747,18.0,7.0,0.03225806451612903,0.022443890274314215,0.009814174241814817
53,Q8VBZ3,,1.9967526916700211,18.0,7.0,0.03225806451612903,0.022443890274314215,0.009814174241814817
54,O09117,,1.9942013770622384,18.0,7.0,0.03225806451612903,0.022443890274314215,0.009814174241814817
55,Q922Q9,TP,1.9900556926902626,18.0,7.0,0.03225806451612903,0.022443890274314215,0.009814174241814817
56,Q9QY73,,1.9782857625048214,18.0,8.0,0.03686635944700461,0.022443890274314215,0.014422469172690393
57,Q9R045,TP,1.9517539933682015,18.0,8.0,0.03686635944700461,0.022443890274314215,0.014422469172690393
58,P09055,,1.9516749505686508,18.0,9.0,0.041474654377880185,0.022443890274314215,0.01903076410356597
59,P08003,,1.9502341740462281,18.0,9.0,0.041474654377880185,0.022443890274314215,0.01903076410356597
60,Q80X71,,1.9471843708505292,18.0,9.0,0.041474654377880185,0.022443890274314215,0.01903076410356597
61,Q91ZX7,FP,1.944028021633275,18.0,9.0,0.041474654377880185,0.022443890274314215,0.01903076410356597
62,Q3TVI8,FP,1.9433803522472417,19.0,9.0,0.041474654377880185,0.02369077306733167,0.017783881310548515
63,Q9ERE7,,1.9246992198652482,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
64,Q8BFZ9,,1.9184902102210772,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
65,P15208,,1.9161932462211213,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
66,O08601,,1.9133958047687658,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
67,D3Z2R5,,1.9101199057866831,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
68,O35206,TP,1.9079968376649228,20.0,9.0,0.041474654377880185,0.02493765586034913,0.016536998517531057
69,E9PYH0,,1.9056415644983313,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634
70,Q91YW3,,1.89800796834887,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634
71,Q8VCF1,,1.8927769159887466,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634
72,P55302,,1.8809886470270796,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634
73,Q8BJS4,FP,1.8678514461843427,20.0,10.0,0.04608294930875576,0.02493765586034913,0.021145293448406634
74,Q8BMD6,FP,1.8672063997717727,21.0,10.0,0.04608294930875576,0.026184538653366583,0.01989841065538918
75,Q60605,,1.8613759319810412,22.0,10.0,0.04608294930875576,0.02743142144638404,0.018651527862371724
76,Q8CFX1,,1.86107516027686,22.0,10.0,0.04608294930875576,0.02743142144638404,0.018651527862371724
77,Q68FF6,FP,1.8529866961162822,22.0,10.0,0.04608294930875576,0.02743142144638404,0.018651527862371724
78,Q9CQE7,,1.8483429804172409,23.0,10.0,0.04608294930875576,0.028678304239401497,0.017404645069354265
79,Q64727,FP,1.8406474408386975,23.0,10.0,0.04608294930875576,0.028678304239401497,0.017404645069354265
80,Q9D3V1,FP,1.83395627025723,24.0,10.0,0.04608294930875576,0.029925187032418952,0.01615776227633681
81,Q91X78,,1.8317187135448687,25.0,10.0,0.04608294930875576,0.03117206982543641,0.014910879483319352
82,Q9Z2A9,,1.83075160124135,25.0,10.0,0.04608294930875576,0.03117206982543641,0.014910879483319352
83,Q8K2C7,,1.8262918969558533,25.0,10.0,0.04608294930875576,0.03117206982543641,0.014910879483319352
84,P16546,FP,1.81865096358919,25.0,10.0,0.04608294930875576,0.03117206982543641,0.014910879483319352
85,Q8VD31,,1.8182371287239307,26.0,10.0,0.04608294930875576,0.032418952618453865,0.013663996690301897
86,Q8VHI3,,1.8152847701209365,26.0,10.0,0.04608294930875576,0.032418952618453865,0.013663996690301897
87,Q8C3B8,,1.8136655843897436,26.0,10.0,0.04608294930875576,0.032418952618453865,0.013663996690301897
88,Q8BGD9,,1.807150714670425,26.0,10.0,0.04608294930875576,0.032418952618453865,0.013663996690301897
89,P08121,TP,1.7906824369906806,26.0,10.0,0.04608294930875576,0.032418952618453865,0.013663996690301897
90,O54734,,1.7869356549099014,26.0,11.0,0.05069124423963134,0.032418952618453865,0.018272291621177474
91,O88531,TP,1.7793108324626898,26.0,11.0,0.05069124423963134,0.032418952618453865,0.018272291621177474
92,Q60865,,1.777309182743431,26.0,12.0,0.055299539170506916,0.032418952618453865,0.02288058655205305
93,Q8R332,FP,1.7680111582727431,26.0,12.0,0.055299539170506916,0.032418952618453865,0.02288058655205305
94,Q8R0F3,,1.7671367385685082,27.0,12.0,0.055299539170506916,0.03366583541147132,0.021633703759035595
95,Q8C7K6,TP,1.7655376597476735,27.0,12.0,0.055299539170506916,0.03366583541147132,0.021633703759035595
96,Q8VD75,FP,1.7650107327594293,27.0,13.0,0.059907834101382486,0.03366583541147132,0.026241998689911165
97,A2AIX1,,1.7547933993045481,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
98,Q9WTZ2,,1.751346135491658,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
99,Q9JMA1,,1.750652210693992,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
100,Q9WUK2,,1.7429000467087483,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
101,Q9JIM1,,1.7317713255366323,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
102,Q91ZW2,,1.7316822584444704,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
103,P50172,,1.712706433402518,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
104,P16406,,1.7025598676510663,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
105,P01029,TP,1.69911051679943,28.0,13.0,0.059907834101382486,0.034912718204488775,0.02499511589689371
106,Q03311,TP,1.6983082021487894,28.0,14.0,0.06451612903225806,0.034912718204488775,0.029603410827769287
107,Q8C7X2,,1.6961030172149267,28.0,15.0,0.06912442396313365,0.034912718204488775,0.03421170575864487
108,Q02819,TP,1.6949578887873065,28.0,15.0,0.06912442396313365,0.034912718204488775,0.03421170575864487
109,Q8C650,FP,1.6860743898704211,28.0,16.0,0.07373271889400922,0.034912718204488775,0.03882000068952044
110,Q9EPL0,TP,1.6838214552869641,29.0,16.0,0.07373271889400922,0.03615960099750624,0.03757311789650298
111,G3XA17,,1.6767153154617165,29.0,17.0,0.07834101382488479,0.03615960099750624,0.04218141282737855
112,Q9CXE7,,1.6751734115447934,29.0,17.0,0.07834101382488479,0.03615960099750624,0.04218141282737855
113,Q9Z1G4,,1.671295108793597,29.0,17.0,0.07834101382488479,0.03615960099750624,0.04218141282737855
114,P56959,FP,1.6705732804343911,29.0,17.0,0.07834101382488479,0.03615960099750624,0.04218141282737855
115,P82349,FP,1.6679309825895996,30.0,17.0,0.07834101382488479,0.03740648379052369,0.040934530034361094
116,P23780,,1.6646413005544296,31.0,17.0,0.07834101382488479,0.03865336658354115,0.03968764724134364
117,Q8BUK6,FP,1.662846150916913,31.0,17.0,0.07834101382488479,0.03865336658354115,0.03968764724134364
118,Q60932,,1.6556100924416635,32.0,17.0,0.07834101382488479,0.0399002493765586,0.038440764448326184
119,P35762,,1.652781180292475,32.0,17.0,0.07834101382488479,0.0399002493765586,0.038440764448326184
120,Q5RIM6,FP,1.6515033976257707,32.0,17.0,0.07834101382488479,0.0399002493765586,0.038440764448326184
121,P37040,,1.649042071718044,33.0,17.0,0.07834101382488479,0.04114713216957606,0.03719388165530873
122,P09103,,1.6479816871010018,33.0,17.0,0.07834101382488479,0.04114713216957606,0.03719388165530873
123,Q8BHN3,,1.6478274236788286,33.0,17.0,0.07834101382488479,0.04114713216957606,0.03719388165530873
124,P08113,,1.644358764077979,33.0,17.0,0.07834101382488479,0.04114713216957606,0.03719388165530873
125,Q9Z1D1,FP,1.638773147850901,33.0,17.0,0.07834101382488479,0.04114713216957606,0.03719388165530873
126,A2AQ25,,1.6348479121663109,34.0,17.0,0.07834101382488479,0.04239401496259352,0.03594699886229127
127,Q5SUH6,,1.6333467080141135,34.0,17.0,0.07834101382488479,0.04239401496259352,0.03594699886229127
128,F8VQJ3,,1.6284574224366426,34.0,17.0,0.07834101382488479,0.04239401496259352,0.03594699886229127
129,Q8VEB4,TP,1.6263796451688237,34.0,17.0,0.07834101382488479,0.04239401496259352,0.03594699886229127
130,P54818,,1.6215589677541475,34.0,18.0,0.08294930875576037,0.04239401496259352,0.04055529379316685
131,Q9DCC8,,1.6207288307608254,34.0,18.0,0.08294930875576037,0.04239401496259352,0.04055529379316685
132,Q9ERS2,FP,1.6198724139142457,34.0,18.0,0.08294930875576037,0.04239401496259352,0.04055529379316685
133,Q6GQT9,,1.6165954562743494,35.0,18.0,0.08294930875576037,0.043640897755610975,0.039308411000149396
134,Q3UKC1,,1.616311528214609,35.0,18.0,0.08294930875576037,0.043640897755610975,0.039308411000149396
135,P29341,FP,1.6158323764441809,35.0,18.0,0.08294930875576037,0.043640897755610975,0.039308411000149396
136,Q8K4G5,FP,1.6108399128361934,36.0,18.0,0.08294930875576037,0.04488778054862843,0.03806152820713194
137,P82347,FP,1.6097639821718852,37.0,18.0,0.08294930875576037,0.046134663341645885,0.036814645414114486
138,Q3UVK0,FP,1.609046530706577,38.0,18.0,0.08294930875576037,0.04738154613466334,0.03556776262109703
139,Q9EPK6,,1.6066352977741785,39.0,18.0,0.08294930875576037,0.048628428927680795,0.034320879828079576
140,Q8C7V8,TP,1.604392139420299,39.0,18.0,0.08294930875576037,0.048628428927680795,0.034320879828079576
141,P47740,,1.5983373688443179,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
142,Q91YQ5,,1.5945493266805306,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
143,Q9Z0M5,,1.5933659655040378,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
144,Q61735,,1.592624167662592,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
145,Q9D1Q6,,1.5806480866819204,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
146,Q07113,,1.5772662878810964,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
147,Q8CC36,TP,1.5730573541061954,39.0,19.0,0.08755760368663594,0.048628428927680795,0.038929174758955146
148,Q6ZQM8,,1.5723342452539046,39.0,20.0,0.09216589861751152,0.048628428927680795,0.04353746968983073
149,Q8VI36,FP,1.5618147471003563,39.0,20.0,0.09216589861751152,0.048628428927680795,0.04353746968983073
150,Q8CIZ8,TP,1.5590577653277833,40.0,20.0,0.09216589861751152,0.04987531172069826,0.04229058689681327
151,Q61292,TP,1.558279129505091,40.0,21.0,0.0967741935483871,0.04987531172069826,0.04689888182768884
152,Q61147,TP,1.5570221007887883,40.0,22.0,0.10138248847926268,0.04987531172069826,0.05150717675856442
153,Q60902,FP,1.556922546094014,40.0,23.0,0.10599078341013825,0.04987531172069826,0.05611547168943999
154,Q61335,,1.5567247468338687,41.0,23.0,0.10599078341013825,0.05112219451371571,0.054868588896422536
155,Q9Z247,,1.556293502009285,41.0,23.0,0.10599078341013825,0.05112219451371571,0.054868588896422536
156,P97927,TP,1.555453790168667,41.0,23.0,0.10599078341013825,0.05112219451371571,0.054868588896422536
157,Q68FH0,FP,1.5477090685916504,41.0,24.0,0.11059907834101383,0.05112219451371571,0.05947688382729812
158,Q921G7,,1.5467081869283454,42.0,24.0,0.11059907834101383,0.05236907730673317,0.058230001034280665
159,P24668,,1.5449541661009318,42.0,24.0,0.11059907834101383,0.05236907730673317,0.058230001034280665
160,P82198,TP,1.5445192277066337,42.0,24.0,0.11059907834101383,0.05236907730673317,0.058230001034280665
161,P10493,TP,1.5436295021012316,42.0,25.0,0.1152073732718894,0.05236907730673317,0.06283829596515624
162,O89017,,1.542768365832505,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318
163,Q91XE8,,1.5424510869586852,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318
164,Q2HXL6,,1.540823078899052,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318
165,P30115,,1.5355635888249792,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318
166,Q9D666,FP,1.531518718608066,42.0,26.0,0.11981566820276497,0.05236907730673317,0.0674465908960318
167,Q80X50,,1.5271861236834354,43.0,26.0,0.11981566820276497,0.05361596009975062,0.06619970810301434
168,Q6P5E4,,1.5259322141447993,43.0,26.0,0.11981566820276497,0.05361596009975062,0.06619970810301434
169,Q99K28,FP,1.523251862366414,43.0,26.0,0.11981566820276497,0.05361596009975062,0.06619970810301434
170,Q60715,,1.5224670537708092,44.0,26.0,0.11981566820276497,0.05486284289276808,0.0649528253099969
171,Q9WV32,FP,1.517530818276096,44.0,26.0,0.11981566820276497,0.05486284289276808,0.0649528253099969
172,Q80X90,FP,1.5171540933258039,45.0,26.0,0.11981566820276497,0.05610972568578554,0.06370594251697943
173,Q3TDD9,,1.5153278066595979,46.0,26.0,0.11981566820276497,0.057356608478802994,0.06245905972396198
174,P14873,FP,1.5109767954158035,46.0,26.0,0.11981566820276497,0.057356608478802994,0.06245905972396198
175,P23188,TP,1.5065056087383526,47.0,26.0,0.11981566820276497,0.05860349127182045,0.06121217693094452
176,Q8R4H9,,1.5055482632112491,47.0,27.0,0.12442396313364056,0.05860349127182045,0.0658204718618201
177,O54991,,1.4938438102075182,47.0,27.0,0.12442396313364056,0.05860349127182045,0.0658204718618201
178,Q9Z2A7,,1.493367208263388,47.0,27.0,0.12442396313364056,0.05860349127182045,0.0658204718618201
179,P01027,TP,1.4929280190555716,47.0,27.0,0.12442396313364056,0.05860349127182045,0.0658204718618201
180,Q6A065,FP,1.486335246238124,47.0,28.0,0.12903225806451613,0.05860349127182045,0.07042876679269568
181,P19246,FP,1.4852184166607567,48.0,28.0,0.12903225806451613,0.059850374064837904,0.06918188399967823
182,Q8BUR4,,1.4849674156961166,49.0,28.0,0.12903225806451613,0.06109725685785536,0.06793500120666077
183,E9PZ16,,1.4811759297926739,49.0,28.0,0.12903225806451613,0.06109725685785536,0.06793500120666077
184,P05202,,1.4810287390515753,49.0,28.0,0.12903225806451613,0.06109725685785536,0.06793500120666077
185,Q62190,,1.4737689201071802,49.0,28.0,0.12903225806451613,0.06109725685785536,0.06793500120666077
186,P30999,FP,1.4734863641964797,49.0,28.0,0.12903225806451613,0.06109725685785536,0.06793500120666077
187,Q80UJ7,,1.4726587614378015,50.0,28.0,0.12903225806451613,0.06234413965087282,0.0666881184136433
188,Q04857,TP,1.4716070388203106,50.0,28.0,0.12903225806451613,0.06234413965087282,0.0666881184136433
189,Q8BPG6,,1.4711795615464502,50.0,29.0,0.1336405529953917,0.06234413965087282,0.07129641334451889
190,P09671,,1.4690143392097494,50.0,29.0,0.1336405529953917,0.06234413965087282,0.07129641334451889
191,Q8VCC9,TP,1.4428070138522173,50.0,29.0,0.1336405529953917,0.06234413965087282,0.07129641334451889
192,O54931,,1.4364881908712954,50.0,30.0,0.1382488479262673,0.06234413965087282,0.07590470827539447
193,G3X8R0,,1.4340200063853301,50.0,30.0,0.1382488479262673,0.06234413965087282,0.07590470827539447
194,D3Z5J3,,1.4280841277790437,50.0,30.0,0.1382488479262673,0.06234413965087282,0.07590470827539447
195,Q9JK53,TP,1.4233042999137198,50.0,30.0,0.1382488479262673,0.06234413965087282,0.07590470827539447
196,P42567,,1.412675468880835,50.0,31.0,0.14285714285714285,0.06234413965087282,0.08051300320627003
197,Q91XD7,,1.412051178500786,50.0,31.0,0.14285714285714285,0.06234413965087282,0.08051300320627003
198,E9PVB5,FP,1.4111555381277552,50.0,31.0,0.14285714285714285,0.06234413965087282,0.08051300320627003
199,Q3TMX5,,1.4111139804650112,51.0,31.0,0.14285714285714285,0.06359102244389027,0.07926612041325258
200,P10810,TP,1.4087637585890889,51.0,31.0,0.14285714285714285,0.06359102244389027,0.07926612041325258
201,Q9CQY5,,1.4050056847450243,51.0,32.0,0.14746543778801843,0.06359102244389027,0.08387441534412816
202,Q9Z0J0,TP,1.3970135721944015,51.0,32.0,0.14746543778801843,0.06359102244389027,0.08387441534412816
203,Q9D517,FP,1.3947116664138512,51.0,33.0,0.15207373271889402,0.06359102244389027,0.08848271027500375
204,Q9CQN6,,1.3938251679848592,52.0,33.0,0.15207373271889402,0.06483790523690773,0.08723582748198629
205,P81117,TP,1.391470085773691,52.0,33.0,0.15207373271889402,0.06483790523690773,0.08723582748198629
206,Q9CPV7,,1.3885970877642564,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184
207,Q3U3R4,,1.3766533805332215,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184
208,P15306,,1.375741358319982,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184
209,Q05186,,1.3737516489700672,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184
210,P08551,FP,1.3736729957841833,52.0,34.0,0.15668202764976957,0.06483790523690773,0.09184412241286184
211,F8VPV0,,1.3692083218360984,53.0,34.0,0.15668202764976957,0.06608478802992519,0.09059723961984438
212,Q62419,,1.3683660274298415,53.0,34.0,0.15668202764976957,0.06608478802992519,0.09059723961984438
213,Q9ERR7,,1.3617912617932497,53.0,34.0,0.15668202764976957,0.06608478802992519,0.09059723961984438
214,O88322,TP,1.3565661397660986,53.0,34.0,0.15668202764976957,0.06608478802992519,0.09059723961984438
215,Q8BKC5,FP,1.3541384703230568,53.0,35.0,0.16129032258064516,0.06608478802992519,0.09520553455071996
216,O35643,,1.352481209367377,54.0,35.0,0.16129032258064516,0.06733167082294264,0.09395865175770252
217,E9PWI3,,1.3497478712752309,54.0,35.0,0.16129032258064516,0.06733167082294264,0.09395865175770252
218,Q8VDN2,,1.3475558044049147,54.0,35.0,0.16129032258064516,0.06733167082294264,0.09395865175770252
219,Q8K0E8,TP,1.3460803331741134,54.0,35.0,0.16129032258064516,0.06733167082294264,0.09395865175770252
220,Q921C5,FP,1.346069294892644,54.0,36.0,0.16589861751152074,0.06733167082294264,0.0985669466885781
221,Q8C341,,1.343854048149771,55.0,36.0,0.16589861751152074,0.0685785536159601,0.09732006389556064
222,P23116,FP,1.3427925817272863,55.0,36.0,0.16589861751152074,0.0685785536159601,0.09732006389556064
223,Q9JM96,FP,1.3418209906952863,56.0,36.0,0.16589861751152074,0.06982543640897755,0.09607318110254319
224,Q9DBG9,FP,1.340043475247024,57.0,36.0,0.16589861751152074,0.07107231920199501,0.09482629830952573
225,O70423,,1.333626698297038,58.0,36.0,0.16589861751152074,0.07231920199501247,0.09357941551650827
226,Q9Z2G6,,1.3259942585961921,58.0,36.0,0.16589861751152074,0.07231920199501247,0.09357941551650827
227,Q8VDM6,FP,1.3256560958502048,58.0,36.0,0.16589861751152074,0.07231920199501247,0.09357941551650827
228,Q61334,,1.3222173328414266,59.0,36.0,0.16589861751152074,0.07356608478802992,0.09233253272349082
229,P21278,,1.3173588370704887,59.0,36.0,0.16589861751152074,0.07356608478802992,0.09233253272349082
230,Q8C0N2,,1.3108716956433146,59.0,36.0,0.16589861751152074,0.07356608478802992,0.09233253272349082
231,Q921G8,FP,1.3070602422903894,59.0,36.0,0.16589861751152074,0.07356608478802992,0.09233253272349082
232,Q99LJ6,TP,1.3059083287351334,60.0,36.0,0.16589861751152074,0.07481296758104738,0.09108564993047336
233,Q8CGF1,,1.3052711921563527,60.0,37.0,0.17050691244239632,0.07481296758104738,0.09569394486134894
234,Q01705,FP,1.3042872183423717,60.0,37.0,0.17050691244239632,0.07481296758104738,0.09569394486134894
235,P15116,,1.3041203513078876,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
236,Q8R2G4,,1.3016385563335982,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
237,P83741,,1.2992446083025515,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
238,E9Q723,,1.291744577138245,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
239,Q3TDQ1,,1.2910894071810797,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
240,Q68FD5,FP,1.287403752002743,61.0,37.0,0.17050691244239632,0.07605985037406483,0.09444706206833149
241,Q8BH01,,1.2852460224153925,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
242,Q60716,,1.283023231267217,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
243,Q9R0A0,,1.2819278159630378,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
244,O09012,,1.2816832156602127,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
245,Q8BRK9,,1.2710200758660728,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
246,Q9CZ04,FP,1.2700125015667512,62.0,37.0,0.17050691244239632,0.0773067331670823,0.09320017927531403
247,P21958,,1.2693864915375974,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
248,Q3TMW1,,1.2672118750387666,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
249,P18572,,1.2654033163032248,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
250,E9PWQ3,,1.2649540884611041,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
251,F6XJP7,,1.2639410244505205,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
252,Q9DBS1,FP,1.262502655249623,63.0,37.0,0.17050691244239632,0.07855361596009976,0.09195329648229657
253,Q91ZV4,,1.2624591656681703,64.0,37.0,0.17050691244239632,0.0798004987531172,0.09070641368927912
254,Q9EPS3,,1.2594898834953332,64.0,37.0,0.17050691244239632,0.0798004987531172,0.09070641368927912
255,P26039,FP,1.2562858992510113,64.0,37.0,0.17050691244239632,0.0798004987531172,0.09070641368927912
256,Q8K3J1,,1.2550744501411646,65.0,37.0,0.17050691244239632,0.08104738154613467,0.08945953089626166
257,Q9Z1M4,FP,1.2541334597560998,65.0,37.0,0.17050691244239632,0.08104738154613467,0.08945953089626166
