,uniprot,annotation,ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio
159,E9QM77,FP,,,,,,,,1.415865534571817,2.8415366146458583,13.0,14.0,0.0625,0.018105849582172703,0.044394150417827294,,,,,,,,,,,,,,,1.0788104679445842,3.487198795180723,23.0,23.0,0.10267857142857142,0.031988873435326845,0.07068969799324458,1.7914800083257658,5.559423769507803,10.0,7.0,0.03125,0.013927576601671309,0.017322423398328693
160,Q8R238,,,,,,,,,1.408291667030087,2.826658190294554,14.0,14.0,0.0625,0.019498607242339833,0.04300139275766017,,,,,,,,1.2791630274138552,2.262131807586353,18.0,18.0,0.08035714285714286,0.025139664804469275,0.05521747805267359,,,,,,,,1.0859317238462038,3.409090909090909,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
161,Q02788,TP,,,,,,,,,,,,,,,2.2401405914890655,4.49002284843869,5.0,5.0,0.022321428571428572,0.00697350069735007,0.015347927874078501,1.7273460389369026,3.0862736886189928,7.0,8.0,0.03571428571428571,0.009776536312849162,0.02593774940143655,1.375317612722964,4.282863670982483,16.0,18.0,0.08035714285714286,0.022253129346314324,0.05810401351082854,,,,,,,
162,E9PWQ3,TP,,,,,,,,,,,,,,,1.7166542263207916,3.1236578171091445,6.0,11.0,0.049107142857142856,0.008368200836820083,0.04073894202032277,1.3164617844067736,2.3213784636969486,15.0,16.0,0.07142857142857142,0.02094972067039106,0.050478850758180364,1.8846298925087113,6.0961061946902655,9.0,9.0,0.04017857142857143,0.012517385257301807,0.027661186171269624,1.4961780158816316,4.53038407576289,15.0,12.0,0.05357142857142857,0.020891364902506964,0.03268006366892161
163,Q04857,TP,,,,,,,,,,,,,,,1.7025068045296805,3.0931761611797306,6.0,12.0,0.05357142857142857,0.008368200836820083,0.045203227734608484,1.3563845409413307,2.3865135154721355,15.0,14.0,0.0625,0.02094972067039106,0.04155027932960894,1.3808122021638494,4.299206311933499,16.0,16.0,0.07142857142857142,0.022253129346314324,0.049175442082257104,1.046430503862438,3.3170157257772304,25.0,20.0,0.08928571428571429,0.034818941504178275,0.05446677278153601
164,Q9R0H5,FP,,,,,,,,,,,,,,,1.615627522327875,2.9124024284475283,7.0,14.0,0.0625,0.009762900976290097,0.052737099023709905,1.286412438327724,2.2735274204468516,17.0,18.0,0.08035714285714286,0.023743016759776536,0.056614126097366324,0.746487795109494,2.7697311361665222,59.0,32.0,0.14285714285714285,0.08205841446453407,0.060798728392608775,,,,,,,
165,Q8K4L4,,,,,,,,,,,,,,,,1.5479072193112529,2.778852798894264,9.0,14.0,0.0625,0.012552301255230125,0.049947698744769876,,,,,,,,0.7856207656883453,2.84588804422944,51.0,28.0,0.125,0.07093184979137691,0.054068150208623086,,,,,,,
166,P00920,,,,,,,,,,,,,,,,1.4984369557527781,2.6851806491120636,9.0,14.0,0.0625,0.012552301255230125,0.049947698744769876,1.4724408315253434,2.58642758132539,14.0,13.0,0.05803571428571429,0.019553072625698324,0.038482641660015963,,,,,,,,,,,,,,
167,E9PZ16,TP,,,,,,,,,,,,,,,1.3584874489476682,2.4369381639880143,11.0,16.0,0.07142857142857142,0.015341701534170154,0.05608686989440127,,,,,,,,0.757557634942832,2.7910651048760555,57.0,29.0,0.12946428571428573,0.07927677329624479,0.05018751241804094,,,,,,,
168,Q99K41,TP,,,,,,,,,,,,,,,1.2200041650804532,2.213894324853229,13.0,19.0,0.08482142857142858,0.01813110181311018,0.0666903267583184,1.1330670414083486,2.0442717744850016,24.0,22.0,0.09821428571428571,0.0335195530726257,0.06469473264166001,0.671020796699862,2.6285714285714286,70.0,36.0,0.16071428571428573,0.09735744089012517,0.06335684482416055,,,,,,,
169,Q99JR5,TP,,,,,,,,,,,,,,,1.2199429009160656,2.213800313643492,13.0,20.0,0.08928571428571429,0.01813110181311018,0.0711546124726041,,,,,,,,,,,,,,,,,,,,,
170,Q91VB8,,,,,,,,,,,,,,,,1.2114686801280627,2.200834827431645,13.0,21.0,0.09375,0.01813110181311018,0.07561889818688983,1.4151557290340262,2.485740502457443,14.0,14.0,0.0625,0.019553072625698324,0.042946927374301676,,,,,,,,,,,,,,
171,P04919,,,,,,,,,,,,,,,,1.1965657886813081,2.1782174486527226,13.0,21.0,0.09375,0.01813110181311018,0.07561889818688983,,,,,,,,,,,,,,,,,,,,,
172,Z4YJD9,,,,,,,,,,,,,,,,1.1942919495009876,2.174787052810903,13.0,21.0,0.09375,0.01813110181311018,0.07561889818688983,1.086042780152751,1.978713510720744,27.0,24.0,0.10714285714285714,0.03770949720670391,0.06943335993615322,,,,,,,,,,,,,,
173,P82198,TP,,,,,,,,,,,,,,,1.1875103768193676,2.1645881772704856,13.0,21.0,0.09375,0.01813110181311018,0.07561889818688983,1.462474471002454,2.5686217131390827,14.0,13.0,0.05803571428571429,0.019553072625698324,0.038482641660015963,,,,,,,,,,,,,,
174,P21981,TP,,,,,,,,,,,,,,,1.1851619981776194,2.1610675873058027,13.0,22.0,0.09821428571428571,0.01813110181311018,0.08008318390117553,,,,,,,,1.3768712682781956,4.28747842252025,16.0,17.0,0.07589285714285714,0.022253129346314324,0.053639727796542816,1.2043603764989808,3.7007449856733525,24.0,17.0,0.07589285714285714,0.033426183844011144,0.04246667329884599
175,Q8R081,FP,,,,,,,,,,,,,,,1.1846991772277096,2.1603744214524396,13.0,23.0,0.10267857142857142,0.01813110181311018,0.08454746961546125,1.5696875459615327,2.7667791924722893,11.0,11.0,0.049107142857142856,0.015363128491620111,0.03374401436552275,0.6112212981280923,2.521844710570557,81.0,45.0,0.20089285714285715,0.11265646731571627,0.08823638982714088,,,,,,,
176,Q6IFZ6,,,,,,,,,,,,,,,,1.166717882758735,2.1336153032779004,14.0,23.0,0.10267857142857142,0.019525801952580194,0.08315276947599123,,,,,,,,,,,,,,,,,,,,,
177,P02463,TP,,,,,,,,,,,,,,,1.1658195393391833,2.1322871482751573,14.0,23.0,0.10267857142857142,0.019525801952580194,0.08315276947599123,,,,,,,,,,,,,,,,,,,,,
178,P49222,FP,,,,,,,,,,,,,,,1.1356889491024837,2.0882162830565156,15.0,24.0,0.10714285714285714,0.02092050209205021,0.08622235505080693,,,,,,,,,,,,,,,,,,,,,
179,Q80YQ1,TP,,,,,,,,,,,,,,,1.0891664893336928,2.021951909476662,16.0,24.0,0.10714285714285714,0.022315202231520222,0.08482765491133691,,,,,,,,0.7493730145281493,2.7752758132956155,57.0,31.0,0.13839285714285715,0.07927677329624479,0.05911608384661236,,,,,,,
180,P08122,TP,,,,,,,,,,,,,,,1.0807477472657738,2.0101873151495235,16.0,25.0,0.11160714285714286,0.022315202231520222,0.08929194062562264,,,,,,,,,,,,,,,,,,,,,
181,Q9WTL4,,,,,,,,,,,,,,,,1.0689133676812725,1.9937652621187718,16.0,27.0,0.12053571428571429,0.022315202231520222,0.09822051205419406,,,,,,,,1.2337571758088886,3.882579103236868,18.0,19.0,0.08482142857142858,0.025034770514603615,0.05978665805682496,,,,,,,
182,O35728,,,,,,,,,,,,,,,,1.0581916522202917,1.9790030655524293,16.0,27.0,0.12053571428571429,0.022315202231520222,0.09822051205419406,,,,,,,,,,,,,,,,,,,,,
183,Q8BH61,TP,,,,,,,,,,,,,,,1.0318137583460014,1.94314822254499,17.0,27.0,0.12053571428571429,0.023709902370990237,0.09682581191472406,,,,,,,,,,,,,,,,,,,,,
184,O09131,,,,,,,,,,,,,,,,,,,,,,,inf,inf,0.0,0.0,0.0,0.0,0.0,,,,,,,,inf,inf,0.0,1.0,0.004464285714285714,0.0,0.004464285714285714
185,O35486,,,,,,,,,,,,,,,,,,,,,,,1.7886025200598357,3.2201379310344826,6.0,7.0,0.03125,0.008379888268156424,0.022870111731843577,,,,,,,,,,,,,,
186,Q99020,FP,,,,,,,,,,,,,,,,,,,,,,1.6437122117206346,2.912447769896026,8.0,10.0,0.044642857142857144,0.0111731843575419,0.03346967278531524,,,,,,,,,,,,,,
187,P62960,TP,,,,,,,,,,,,,,,,,,,,,,1.5453552482143074,2.7205063843719306,13.0,11.0,0.049107142857142856,0.018156424581005588,0.030950718276137268,,,,,,,,,,,,,,
188,Q60953,FP,,,,,,,,,,,,,,,,,,,,,,1.4046160984576046,2.4676470588235295,14.0,14.0,0.0625,0.019553072625698324,0.042946927374301676,0.8513714472193842,2.9785900783289816,40.0,27.0,0.12053571428571429,0.055632823365785816,0.06490289091992847,1.3849119822938065,4.194117647058824,15.0,15.0,0.06696428571428571,0.020891364902506964,0.046072920811778745
189,P48036,,,,,,,,,,,,,,,,,,,,,,,1.3830259891844938,2.4309933637494816,15.0,14.0,0.0625,0.02094972067039106,0.04155027932960894,,,,,,,,,,,,,,
190,A0A0A6YXW6,,,,,,,,,,,,,,,,,,,,,,,1.3521188254020247,2.379467568760112,15.0,15.0,0.06696428571428571,0.02094972067039106,0.04601456504389465,,,,,,,,,,,,,,
191,Q9Z1A1,,,,,,,,,,,,,,,,,,,,,,,1.318669601646357,2.3249336870026527,15.0,16.0,0.07142857142857142,0.02094972067039106,0.050478850758180364,,,,,,,,,,,,,,
192,Q3U108,FP,,,,,,,,,,,,,,,,,,,,,,1.293780770642475,2.2851687981089763,16.0,18.0,0.08035714285714286,0.0223463687150838,0.05801077414205906,,,,,,,,,,,,,,
193,P53798,,,,,,,,,,,,,,,,,,,,,,,1.2162740498847935,2.1656408643694687,18.0,20.0,0.08928571428571429,0.025139664804469275,0.06414604948124501,0.5632937984451385,2.4394432827122827,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
194,Q8BNV1,,,,,,,,,,,,,,,,,,,,,,,1.2149562872589683,2.1636636636636637,18.0,20.0,0.08928571428571429,0.025139664804469275,0.06414604948124501,,,,,,,,,,,,,,
195,Q3UND0,,,,,,,,,,,,,,,,,,,,,,,1.2148850200126544,2.163556784151117,18.0,20.0,0.08928571428571429,0.025139664804469275,0.06414604948124501,,,,,,,,1.1772620039335087,3.631882054826077,24.0,18.0,0.08035714285714286,0.033426183844011144,0.04693095901313172
196,P62874,,,,,,,,,,,,,,,,,,,,,,,1.209675466741601,2.155758296972101,18.0,20.0,0.08928571428571429,0.025139664804469275,0.06414604948124501,,,,,,,,,,,,,,
197,Q9CX86,FP,,,,,,,,,,,,,,,,,,,,,,1.2080511885899,2.1533325724720385,18.0,20.0,0.08928571428571429,0.025139664804469275,0.06414604948124501,0.5707370628065419,2.4520615706928157,87.0,48.0,0.21428571428571427,0.12100139082058414,0.09328432346513013,,,,,,,
198,Q8BG05,FP,,,,,,,,,,,,,,,,,,,,,,1.2028044500433774,2.1455156371155337,19.0,20.0,0.08928571428571429,0.02653631284916201,0.06274940143655228,,,,,,,,,,,,,,
199,O35381,FP,,,,,,,,,,,,,,,,,,,,,,1.200848126761739,2.1426082467574368,20.0,20.0,0.08928571428571429,0.027932960893854747,0.06135275339185954,,,,,,,,,,,,,,
200,Q9EQK5,FP,,,,,,,,,,,,,,,,,,,,,,1.1897513982590218,2.126191237607931,21.0,20.0,0.08928571428571429,0.029329608938547486,0.059956105347166805,,,,,,,,,,,,,,
201,A8DUK4,,,,,,,,,,,,,,,,,,,,,,,1.169420636403873,2.0964386359767744,22.0,20.0,0.08928571428571429,0.030726256983240222,0.05855945730247407,,,,,,,,,,,,,,
202,Q62351,TP,,,,,,,,,,,,,,,,,,,,,,1.1659758501396502,2.0914388489208635,22.0,20.0,0.08928571428571429,0.030726256983240222,0.05855945730247407,,,,,,,,1.391646295255519,4.213741007194245,15.0,14.0,0.0625,0.020891364902506964,0.04160863509749303
203,Q9QUH0,,,,,,,,,,,,,,,,,,,,,,,1.1501862853483662,2.068673915063656,22.0,21.0,0.09375,0.030726256983240222,0.06302374301675978,0.7724251364466537,2.8199767711962833,55.0,28.0,0.125,0.07649513212795549,0.04850486787204451,1.1685728275646214,3.6100734132515564,24.0,18.0,0.08035714285714286,0.033426183844011144,0.04693095901313172
204,O88569,TP,,,,,,,,,,,,,,,,,,,,,,1.1473650106408853,2.064632454923717,23.0,21.0,0.09375,0.03212290502793296,0.06162709497206704,,,,,,,,,,,,,,
205,Q99LH1,FP,,,,,,,,,,,,,,,,,,,,,,1.1437412586270634,2.059453032104637,23.0,22.0,0.09821428571428571,0.03212290502793296,0.06609138068635276,,,,,,,,,,,,,,
206,Q8C1A5,,,,,,,,,,,,,,,,,,,,,,,1.1361592849663902,2.0486581246525946,24.0,22.0,0.09821428571428571,0.0335195530726257,0.06469473264166001,,,,,,,,,,,,,,
207,P29351,FP,,,,,,,,,,,,,,,,,,,,,,1.10965521745434,2.011365381661803,24.0,23.0,0.10267857142857142,0.0335195530726257,0.06915901835594573,0.7906417376768845,2.8558097654811117,48.0,28.0,0.125,0.06675938803894298,0.05824061196105702,1.1533620031727736,3.5722111298827626,24.0,18.0,0.08035714285714286,0.033426183844011144,0.04693095901313172
208,P08228,FP,,,,,,,,,,,,,,,,,,,,,,1.1046825692206632,2.0044445875873618,25.0,23.0,0.10267857142857142,0.034916201117318434,0.06776237031125298,,,,,,,,,,,,,,
209,Q8JZK9,,,,,,,,,,,,,,,,,,,,,,,1.1008307773194121,1.9991001414063505,26.0,23.0,0.10267857142857142,0.036312849162011177,0.06636572226656025,0.9183608223251895,3.120157736024124,33.0,24.0,0.10714285714285714,0.0458970792767733,0.06124577786608384,1.1066014723290358,3.4582851266229593,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
210,Q8C9W3,TP,,,,,,,,,,,,,,,,,,,,,,1.09750070597965,1.9944910807974816,26.0,23.0,0.10267857142857142,0.036312849162011177,0.06636572226656025,,,,,,,,,,,,,,
211,P53986,,,,,,,,,,,,,,,,,,,,,,,1.0949611592290744,1.990983306933106,27.0,24.0,0.10714285714285714,0.03770949720670391,0.06943335993615322,0.6415147264240351,2.5753577748114114,75.0,39.0,0.17410714285714285,0.1043115438108484,0.06979559904629445,1.0690711870075975,3.3694813370699808,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
212,Q91X78,,,,,,,,,,,,,,,,,,,,,,,1.086273518788237,1.9790300032261534,27.0,24.0,0.10714285714285714,0.03770949720670391,0.06943335993615322,,,,,,,,,,,,,,
213,Q91WS4,,,,,,,,,,,,,,,,,,,,,,,1.085231295282523,1.9776008399685012,27.0,25.0,0.11160714285714286,0.03770949720670391,0.07389764565043895,0.6023210264723425,2.5063348416289593,86.0,46.0,0.20535714285714285,0.11961057023643949,0.08574657262070336,1.0788978396670361,3.3925102808644674,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
214,P49443,FP,,,,,,,,,,,,,,,,,,,,,,1.0378415977383004,1.9136958603809726,27.0,26.0,0.11607142857142858,0.03770949720670391,0.07836193136472466,,,,,,,,,,,,,,
215,P70460,FP,,,,,,,,,,,,,,,,,,,,,,1.0341733476693962,1.9088362068965516,28.0,26.0,0.11607142857142858,0.03910614525139665,0.07696528332003193,0.7096807686885395,2.6999616417337937,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,1.239677435496328,3.792456896551724,19.0,17.0,0.07589285714285714,0.026462395543175487,0.04943046159968165
216,P17742,TP,,,,,,,,,,,,,,,,,,,,,,1.021477647459772,1.8921121632680329,29.0,26.0,0.11607142857142858,0.040502793296089384,0.07556863527533919,,,,,,,,,,,,,,
217,Q8C5P7,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inf,inf,0.0,0.0,0.0,0.0,0.0,,,,,,,
218,Q8BH15,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inf,inf,1.0,0.0,0.0,0.0013908205841446453,-0.0013908205841446453,,,,,,,
219,Q8VED5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8076002596517955,5.7791543502021785,9.0,10.0,0.044642857142857144,0.012517385257301807,0.03212547188555534,,,,,,,
220,Q920E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7655215424029447,5.613029668175981,9.0,10.0,0.044642857142857144,0.012517385257301807,0.03212547188555534,1.5621204281560248,4.742263332191389,15.0,10.0,0.044642857142857144,0.020891364902506964,0.02375149224035018
221,Q9CYA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6622031038614906,5.225109409190372,10.0,10.0,0.044642857142857144,0.013908205841446454,0.03073465130141069,,,,,,,
222,Q91V04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6115805680852746,5.04494559217789,10.0,10.0,0.044642857142857144,0.013908205841446454,0.03073465130141069,1.7780522859949057,5.5079201101928374,11.0,8.0,0.03571428571428571,0.01532033426183844,0.020393951452447275
223,Q8VDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4189801431205114,4.414464023494861,15.0,16.0,0.07142857142857142,0.02086230876216968,0.05056626266640174,,,,,,,
224,Q9Z2A0,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2482303198572526,3.9217252396166136,17.0,19.0,0.08482142857142858,0.02364394993045897,0.061177478640969604,,,,,,,
225,Q9JLV1,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2209799538234576,3.8483448806774443,18.0,20.0,0.08928571428571429,0.025034770514603615,0.06425094377111068,,,,,,,
226,Q6PHN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.206262591045709,3.809286328460877,19.0,20.0,0.08928571428571429,0.02642559109874826,0.06286012318696603,1.4272607695204151,4.319056284934356,15.0,14.0,0.0625,0.020891364902506964,0.04160863509749303
227,P04104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1612969278369845,3.6923903274728977,19.0,20.0,0.08928571428571429,0.02642559109874826,0.06286012318696603,,,,,,,
228,P81117,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1509603837909212,3.6660298331986185,20.0,20.0,0.08928571428571429,0.027816411682892908,0.06146930260282138,,,,,,,
229,Q9CQI6,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1415404683461974,3.6421708795607914,20.0,21.0,0.09375,0.027816411682892908,0.06593358831710709,1.2131254627563015,3.7232972814966385,22.0,17.0,0.07589285714285714,0.03064066852367688,0.04525218861918026
230,Q8BGD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1130374520504873,3.570919458303635,22.0,22.0,0.09821428571428571,0.030598052851182198,0.06761623286310352,,,,,,,
231,A2A513,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.091375499150908,3.5177029036667617,22.0,22.0,0.09821428571428571,0.030598052851182198,0.06761623286310352,,,,,,,
232,Q6ZWQ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083342845992297,3.498171423385816,23.0,23.0,0.10267857142857142,0.031988873435326845,0.07068969799324458,,,,,,,
233,Q3TTY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0295246054591214,3.3700797872340424,25.0,23.0,0.10267857142857142,0.03477051460361613,0.06790805682495529,1.119494481703833,3.4893294781770616,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
234,Q6IFX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.017146796359375,3.3412893864565167,25.0,23.0,0.10267857142857142,0.03477051460361613,0.06790805682495529,,,,,,,
235,Q9R1C7,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0141677613453604,3.3343970440040307,25.0,23.0,0.10267857142857142,0.03477051460361613,0.06790805682495529,,,,,,,
236,Q8C0E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013982120015849,3.333968012185834,26.0,23.0,0.10267857142857142,0.03616133518776078,0.06651723624081064,,,,,,,
237,O88532,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0088873552952646,3.3222151292690714,27.0,23.0,0.10267857142857142,0.037552155771905425,0.06512641565666599,,,,,,,
238,O88833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0059301011623025,3.315412186379928,28.0,23.0,0.10267857142857142,0.03894297635605007,0.06373559507252136,,,,,,,
239,Q6TCG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0003998808779422,3.3027276877425247,28.0,23.0,0.10267857142857142,0.03894297635605007,0.06373559507252136,,,,,,,
240,Q5QGU6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955712335581496,3.2916920576884015,28.0,23.0,0.10267857142857142,0.03894297635605007,0.06373559507252136,1.0483262842667957,3.321377331420373,25.0,20.0,0.08928571428571429,0.034818941504178275,0.05446677278153601
241,Q6NXH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850899837371727,3.267864413680782,29.0,23.0,0.10267857142857142,0.04033379694019471,0.06234477448837671,,,,,,,
242,P50446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9806892563188676,3.2579114652908934,29.0,23.0,0.10267857142857142,0.04033379694019471,0.06234477448837671,,,,,,,
243,Q8BGB5,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9751624080922557,3.2454545454545456,29.0,23.0,0.10267857142857142,0.04033379694019471,0.06234477448837671,,,,,,,
244,E9QM99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94462583624066,3.177482057416268,31.0,24.0,0.10714285714285714,0.043115438108484005,0.06402741903437313,,,,,,,
245,P70429,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9371789911646863,3.161122915985616,31.0,24.0,0.10714285714285714,0.043115438108484005,0.06402741903437313,,,,,,,
246,P25911,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9337171805375619,3.1535467548895593,32.0,24.0,0.10714285714285714,0.04450625869262865,0.06263659845022848,1.2210000934754295,3.743675638211852,20.0,17.0,0.07589285714285714,0.027855153203342618,0.04803770393951452
247,A0A0G2JG52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9228361413538715,3.129851663976635,33.0,24.0,0.10714285714285714,0.0458970792767733,0.06124577786608384,1.078555130709847,3.3917044933994087,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
248,P52875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8992050100303769,3.07900274257613,34.0,24.0,0.10714285714285714,0.04728789986091794,0.059854957281939195,1.0757577052938918,3.3851342569727847,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
249,Q05512,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8778581790256977,3.0337796881027166,35.0,24.0,0.10714285714285714,0.048678720445062586,0.05846413669779455,,,,,,,
250,P50462,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8756814800755973,3.029205855314334,36.0,24.0,0.10714285714285714,0.05006954102920723,0.05707331611364991,,,,,,,
251,P47754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8718800564866688,3.0212345679012347,37.0,25.0,0.11160714285714286,0.05146036161335188,0.060146781243790984,1.1368014527356822,3.5314405281575816,25.0,18.0,0.08035714285714286,0.034818941504178275,0.04553820135296459
252,P52430,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8612569256281529,2.9990697341586463,38.0,25.0,0.11160714285714286,0.05285118219749652,0.05875596065964634,,,,,,,
253,Q3URQ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8485739373801969,2.97281993204983,41.0,27.0,0.12053571428571429,0.05702364394993046,0.06351207033578382,,,,,,,
254,Q8R1Q8,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8418839106639473,2.959066364744818,41.0,27.0,0.12053571428571429,0.05702364394993046,0.06351207033578382,1.2980650769720394,3.949090486429941,17.0,16.0,0.07142857142857142,0.023676880222841225,0.047751691205730196
255,Q3UIR3,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8412860169679697,2.957840297889946,42.0,27.0,0.12053571428571429,0.0584144645340751,0.062121249751639185,,,,,,,
256,Q8VCI0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8407160853632926,2.956672044249827,43.0,27.0,0.12053571428571429,0.059805285118219746,0.06073042916749454,,,,,,,
257,Q08761,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8375411537092726,2.9501724655068986,43.0,27.0,0.12053571428571429,0.059805285118219746,0.06073042916749454,,,,,,,
258,Q91W52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8255311714852414,2.9257151490733277,43.0,28.0,0.125,0.059805285118219746,0.06519471488178025,,,,,,,
259,Q9WV55,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8203775818915953,2.9152825655489396,43.0,28.0,0.125,0.059805285118219746,0.06519471488178025,,,,,,,
260,Q99JY9,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8190262674286953,2.912553215970544,44.0,28.0,0.125,0.061196105702364396,0.06380389429763561,,,,,,,
