,uniprot,annotation,iWAT_HF_cre+_1/iWAT_HF_cre-_2_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q9Z2G9,FP,4.649413507891497,0.0,0.0,0.0,0.0,0.0
1,Q9QZ25,,4.6156299540525,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
2,Q9CXE7,,4.289425108362604,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
3,Q3TCN2,,4.237139975575215,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
4,Q6ZQI3,,4.189114296681685,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
5,Q8BH01,,4.126707104540036,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
6,Q99LJ6,TP,4.111326573314442,1.0,0.0,0.0,0.0012106537530266344,-0.0012106537530266344
7,Q8R429,,4.095731054890469,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
8,Q925U4,,4.081733129777046,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
9,Q9CQW0,,4.009864431496388,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
10,P59481,,3.944924259319365,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
11,Q9CPV7,,3.888550316743025,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
12,Q91XD7,,3.8870927210843256,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
13,Q9ERE7,,3.87284561693687,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
14,Q8CFG0,,3.7659918740082956,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
15,Q8BFR4,,3.7513420715735615,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
16,O54998,,3.745480590107525,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
17,Q91YW3,,3.731914599009676,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
18,P55302,,3.7194097163732507,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
19,Q61335,,3.7056080898177663,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
20,Q9WUZ9,TP,3.6647113154447535,1.0,1.0,0.004524886877828055,0.0012106537530266344,0.0033142331248014203
21,Q8CC36,TP,3.6490437337825257,1.0,2.0,0.00904977375565611,0.0012106537530266344,0.007839120002629475
22,Q9Z2G6,,3.6270506580271826,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
23,Q9DCC8,,3.58852300557945,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
24,Q640L3,,3.5730181275365567,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
25,Q3TMX7,,3.559174098179102,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
26,E9Q723,,3.553495272625197,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
27,O09164,TP,3.5524237766449898,1.0,3.0,0.013574660633484163,0.0012106537530266344,0.012364006880457528
28,P28798,TP,3.5392335505789223,1.0,4.0,0.01809954751131222,0.0012106537530266344,0.016888893758285586
29,Q60716,,3.5374586920871254,1.0,5.0,0.02262443438914027,0.0012106537530266344,0.021413780636113638
30,Q9WUP4,,3.5342294342119933,1.0,5.0,0.02262443438914027,0.0012106537530266344,0.021413780636113638
31,Q9DAU1,FP,3.533505230854878,1.0,5.0,0.02262443438914027,0.0012106537530266344,0.021413780636113638
32,Q3V0T4,,3.5334478434360017,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
33,J3KMH5,,3.5299922395218575,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
34,Q91ZW2,,3.5274796557864447,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
35,Q8C7K6,TP,3.5030620198179,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
36,Q8BYB9,,3.4985593290374952,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
37,Q02819,TP,3.491021584444898,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
38,P09055,,3.4619999509137855,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
39,Q9Z0F8,TP,3.4499991660232725,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
40,Q9DBZ1,,3.447782825982739,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
41,Q8BRH0,,3.4283533410996325,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
42,Q8K2C7,,3.422354247306141,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
43,Q80X71,,3.4043266713560687,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
44,Q07113,,3.4037696753156674,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
45,Q8VHI3,,3.4020573184010603,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
46,Q9CQE7,,3.3960879748570143,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
47,Q64449,,3.3914379261568883,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
48,Q9EPK6,,3.3611902846299118,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
49,Q640P2,TP,3.340564089342742,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
50,Q9Z247,,3.340356926021422,2.0,9.0,0.04072398190045249,0.002421307506053269,0.03830267439439922
51,D3Z2R5,,3.3397961527510143,2.0,9.0,0.04072398190045249,0.002421307506053269,0.03830267439439922
52,Q9Z0J0,TP,3.334855139662104,2.0,9.0,0.04072398190045249,0.002421307506053269,0.03830267439439922
53,P07744,,3.296247413061042,2.0,10.0,0.04524886877828054,0.002421307506053269,0.042827561272227276
54,Q8R0J2,,3.2906272322790824,2.0,10.0,0.04524886877828054,0.002421307506053269,0.042827561272227276
