,uniprot,annotation,iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FP,TP,TPR,FPR,TPR-FPR
84,O35206,TP,2.666837547126012,8.0,20.0,0.09174311926605505,0.009900990099009901,0.08184212916704516
85,Q05186,,2.662510693442967,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
86,P36993,,2.6600659740709616,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
87,Q8BYB9,,2.647555045778249,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
88,P09103,,2.637951754032503,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
89,P55302,,2.623340229236586,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
90,Q8C7X2,,2.6220482771064586,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
91,Q9DBS1,FP,2.6085354344103613,8.0,21.0,0.0963302752293578,0.009900990099009901,0.08642928513034791
92,Q91VN0,,2.5946495488949326,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
93,P27773,,2.592780726053655,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
94,Q9CQE7,,2.5826198336112043,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
95,Q3TDQ1,,2.579789943315269,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
96,Q8R242,,2.5782669126621633,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
97,Q6PDJ1,,2.5770799607743347,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
98,P54818,,2.572598657573482,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
99,P01027,TP,2.5721958462684587,9.0,21.0,0.0963302752293578,0.011138613861386138,0.08519166136797167
100,Q80W54,FP,2.5660443907144015,9.0,22.0,0.10091743119266056,0.011138613861386138,0.08977881733127442
101,Q91XD7,,2.5569681215574906,10.0,22.0,0.10091743119266056,0.012376237623762377,0.08854119356889818
102,Q8BLY1,TP,2.550353889992523,10.0,22.0,0.10091743119266056,0.012376237623762377,0.08854119356889818
103,D3YU56,,2.5501326736775805,10.0,23.0,0.10550458715596331,0.012376237623762377,0.09312834953220094
104,Q80UU9,FP,2.5471052468716397,10.0,23.0,0.10550458715596331,0.012376237623762377,0.09312834953220094
105,Q60716,,2.5436823951707153,11.0,23.0,0.10550458715596331,0.013613861386138614,0.0918907257698247
106,O88322,TP,2.537724341124823,11.0,23.0,0.10550458715596331,0.013613861386138614,0.0918907257698247
107,Q99KV1,,2.520391103200721,11.0,24.0,0.11009174311926606,0.013613861386138614,0.09647788173312745
108,Q8R1V4,,2.5086882903429015,11.0,24.0,0.11009174311926606,0.013613861386138614,0.09647788173312745
109,Q8K0E8,TP,2.4978915246510445,11.0,24.0,0.11009174311926606,0.013613861386138614,0.09647788173312745
110,P82347,FP,2.4911444539140324,11.0,25.0,0.11467889908256881,0.013613861386138614,0.1010650376964302
111,B1AYL1,,2.4750359766692958,12.0,25.0,0.11467889908256881,0.01485148514851485,0.09982741393405396
112,Q01705,FP,2.468710241992052,12.0,25.0,0.11467889908256881,0.01485148514851485,0.09982741393405396
113,Q9D1D4,,2.4645594826863277,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
114,Q64735,,2.462857501285189,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
115,Q9CQY5,,2.46083790610208,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
116,P47750,,2.454637916871792,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
117,Q3TMX5,,2.4499128315876786,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
118,Q8R2Y2,,2.431544168333651,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
119,Q9Z0M5,,2.4259387341073486,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
120,P03953,TP,2.4163537249621787,13.0,25.0,0.11467889908256881,0.01608910891089109,0.09858979017167772
121,O08601,,2.4099640210239173,13.0,26.0,0.11926605504587157,0.01608910891089109,0.10317694613498048
122,P20060,,2.409086090476046,13.0,26.0,0.11926605504587157,0.01608910891089109,0.10317694613498048
123,Q9WV54,TP,2.3931314283004594,13.0,26.0,0.11926605504587157,0.01608910891089109,0.10317694613498048
124,Q9CPV7,,2.393129675174804,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
125,Q9EQH2,,2.387631807678875,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
126,P35564,,2.385043103894786,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
127,E9QPE7,,2.3824565886536027,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
128,G3X8T9,,2.377006706092447,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
129,Q8VDL4,TP,2.374720390479616,13.0,27.0,0.12385321100917432,0.01608910891089109,0.10776410209828323
130,P01899,,2.3742973100381555,13.0,28.0,0.12844036697247707,0.01608910891089109,0.11235125806158598
131,Q8R0F3,,2.373324795324563,13.0,28.0,0.12844036697247707,0.01608910891089109,0.11235125806158598
132,Q9CYA0,,2.3691115494510937,13.0,28.0,0.12844036697247707,0.01608910891089109,0.11235125806158598
133,Q61543,FP,2.368246248052811,13.0,28.0,0.12844036697247707,0.01608910891089109,0.11235125806158598
134,Q9JKR6,,2.3628974325569683,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
135,J3KMH5,,2.354523954164561,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
136,Q8BYW9,,2.3540684860695937,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
137,G3X9Q1,,2.3483310444593815,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
138,Q9WTS2,,2.3468174835771785,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
139,Q9CQ45,TP,2.343941713660328,14.0,28.0,0.12844036697247707,0.017326732673267328,0.11111363429920974
140,O54734,,2.338809804632379,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125
141,Q8BH01,,2.3290244908744144,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125
142,P43406,,2.3289273473133156,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125
143,Q3TVI8,FP,2.3120292509383784,14.0,29.0,0.13302752293577982,0.017326732673267328,0.1157007902625125
144,Q8VBZ3,,2.2941186910740337,15.0,29.0,0.13302752293577982,0.018564356435643563,0.11446316650013626
145,Q9EPL0,TP,2.2911539636441036,15.0,29.0,0.13302752293577982,0.018564356435643563,0.11446316650013626
146,Q3TMX7,,2.287898282942113,15.0,30.0,0.13761467889908258,0.018564356435643563,0.11905032246343901
147,Q9D1Q6,,2.278643977766669,15.0,30.0,0.13761467889908258,0.018564356435643563,0.11905032246343901
148,Q8C129,,2.266911192360887,15.0,30.0,0.13761467889908258,0.018564356435643563,0.11905032246343901
149,P42932,FP,2.2636458300451188,15.0,30.0,0.13761467889908258,0.018564356435643563,0.11905032246343901
150,P54761,,2.2628913090769998,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277
151,Q3UHH8,,2.2619736963711063,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277
152,P01901,,2.261911406505151,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277
153,Q6GQT9,,2.259606581731806,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277
154,P29621,TP,2.2542064130101074,16.0,30.0,0.13761467889908258,0.019801980198019802,0.11781269870106277
155,Q9DBH5,,2.244611607264822,16.0,31.0,0.14220183486238533,0.019801980198019802,0.12239985466436552
156,Q61292,TP,2.235024685059256,16.0,31.0,0.14220183486238533,0.019801980198019802,0.12239985466436552
157,P82349,FP,2.2298423621243333,16.0,32.0,0.14678899082568808,0.019801980198019802,0.1269870106276683
158,Q9CQF9,,2.2201178242499613,17.0,32.0,0.14678899082568808,0.02103960396039604,0.12574938686529205
159,Q9D7B7,,2.2200806339280965,17.0,32.0,0.14678899082568808,0.02103960396039604,0.12574938686529205
160,Q8BHN3,,2.216248647245314,17.0,32.0,0.14678899082568808,0.02103960396039604,0.12574938686529205
161,Q99KF1,,2.2026508317906277,17.0,32.0,0.14678899082568808,0.02103960396039604,0.12574938686529205
162,Q9JK53,TP,2.198001568448148,17.0,32.0,0.14678899082568808,0.02103960396039604,0.12574938686529205
163,Q60902,FP,2.193726110689768,17.0,33.0,0.15137614678899083,0.02103960396039604,0.1303365428285948
164,O08795,,2.184756098914738,18.0,33.0,0.15137614678899083,0.022277227722772276,0.12909891906621856
165,O35887,TP,2.178847278184746,18.0,33.0,0.15137614678899083,0.022277227722772276,0.12909891906621856
166,A0A087WRT4,,2.175612551578379,18.0,34.0,0.1559633027522936,0.022277227722772276,0.13368607502952132
167,Q9Z2G9,FP,2.1683273831619325,18.0,34.0,0.1559633027522936,0.022277227722772276,0.13368607502952132
168,E9PZ16,,2.165895120025238,19.0,34.0,0.1559633027522936,0.023514851485148515,0.13244845126714508
169,Q91YW3,,2.1647212782831944,19.0,34.0,0.1559633027522936,0.023514851485148515,0.13244845126714508
170,P70428,,2.1578309561208044,19.0,34.0,0.1559633027522936,0.023514851485148515,0.13244845126714508
171,Q8CC36,TP,2.152559592909252,19.0,34.0,0.1559633027522936,0.023514851485148515,0.13244845126714508
172,Q640L3,,2.143597017247469,19.0,35.0,0.16055045871559634,0.023514851485148515,0.13703560723044783
173,P06797,TP,2.1360556389043452,19.0,35.0,0.16055045871559634,0.023514851485148515,0.13703560723044783
174,Q9D0F3,,2.133871814945581,19.0,36.0,0.1651376146788991,0.023514851485148515,0.14162276319375058
175,Q924Z4,FP,2.1256043835554674,19.0,36.0,0.1651376146788991,0.023514851485148515,0.14162276319375058
176,Q3U3R4,,2.1245259118159288,20.0,36.0,0.1651376146788991,0.024752475247524754,0.14038513943137435
177,Q3UQ28,TP,2.12375930723765,20.0,36.0,0.1651376146788991,0.024752475247524754,0.14038513943137435
178,Q6DVA0,FP,2.1171370764319284,20.0,37.0,0.16972477064220184,0.024752475247524754,0.1449722953946771
179,Q9Z0R4,FP,2.1119521927669878,21.0,37.0,0.16972477064220184,0.02599009900990099,0.14373467163230086
180,P17047,,2.110043488016332,22.0,37.0,0.16972477064220184,0.027227722772277228,0.14249704786992462
181,O88572,,2.106661120885492,22.0,37.0,0.16972477064220184,0.027227722772277228,0.14249704786992462
182,P40142,,2.1014871727475697,22.0,37.0,0.16972477064220184,0.027227722772277228,0.14249704786992462
183,Q61508,TP,2.0926806971157754,22.0,37.0,0.16972477064220184,0.027227722772277228,0.14249704786992462
184,P04919,,2.0894241742840305,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
185,Q8R0X7,,2.089157890648476,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
186,P27046,,2.0886106157684408,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
187,B1ATG9,,2.0850954454925916,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
188,O08532,,2.0768940607233612,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
189,Q921M4,FP,2.0749559140716056,22.0,38.0,0.1743119266055046,0.027227722772277228,0.14708420383322737
190,F8VQL0,,2.0740031009235222,23.0,38.0,0.1743119266055046,0.028465346534653466,0.14584658007085113
191,P39447,,2.06963422839019,23.0,38.0,0.1743119266055046,0.028465346534653466,0.14584658007085113
192,P16406,,2.069513400132093,23.0,38.0,0.1743119266055046,0.028465346534653466,0.14584658007085113
193,Q9D666,FP,2.055318352719436,23.0,38.0,0.1743119266055046,0.028465346534653466,0.14584658007085113
194,P56959,FP,2.0532120758488985,24.0,38.0,0.1743119266055046,0.0297029702970297,0.1446089563084749
195,Q3TML0,,2.0524093922040727,25.0,38.0,0.1743119266055046,0.03094059405940594,0.14337133254609866
196,O09159,,2.0498025132012736,25.0,38.0,0.1743119266055046,0.03094059405940594,0.14337133254609866
197,P04925,,2.039240255695813,25.0,38.0,0.1743119266055046,0.03094059405940594,0.14337133254609866
198,P10639,TP,2.0374042015053404,25.0,38.0,0.1743119266055046,0.03094059405940594,0.14337133254609866
199,P11276,TP,2.036633115719132,25.0,39.0,0.17889908256880735,0.03094059405940594,0.1479584885094014
200,B2RX70,,2.0319028298165285,25.0,40.0,0.1834862385321101,0.03094059405940594,0.15254564447270416
201,Q62087,TP,2.029919726258933,25.0,40.0,0.1834862385321101,0.03094059405940594,0.15254564447270416
202,Q02248,FP,2.0292197681376263,25.0,41.0,0.18807339449541285,0.03094059405940594,0.15713280043600691
203,P62342,,2.02628242351752,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
204,P60882,,2.0241465241143635,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
205,D3Z2R5,,2.0235525922985964,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
206,Q8BPG6,,2.0160177417954714,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
207,Q8BXV2,,2.0047739890107996,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
208,Q9D024,,2.0012754647578874,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
209,Q6DID7,,2.0003290922755497,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
210,Q69ZN6,,1.9877719704705825,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
211,Q06335,FP,1.982013108394016,26.0,41.0,0.18807339449541285,0.03217821782178218,0.15589517667363068
212,P45878,,1.9811001696121537,27.0,41.0,0.18807339449541285,0.03341584158415842,0.15465755291125444
213,Q8K2I4,,1.9810715848042804,27.0,41.0,0.18807339449541285,0.03341584158415842,0.15465755291125444
214,Q8BXZ1,,1.976325506845028,27.0,41.0,0.18807339449541285,0.03341584158415842,0.15465755291125444
215,Q3UHK6,FP,1.9718647346696994,27.0,41.0,0.18807339449541285,0.03341584158415842,0.15465755291125444
216,Q3UPY5,TP,1.9652657148870165,28.0,41.0,0.18807339449541285,0.034653465346534656,0.1534199291488782
217,Q8BGD9,,1.9632175759161217,28.0,42.0,0.1926605504587156,0.034653465346534656,0.15800708511218095
218,P21981,TP,1.9610500142103549,28.0,42.0,0.1926605504587156,0.034653465346534656,0.15800708511218095
219,Q99L43,,1.9589185280082135,28.0,43.0,0.19724770642201836,0.034653465346534656,0.1625942410754837
220,Q9Z2G6,,1.9582791721758026,28.0,43.0,0.19724770642201836,0.034653465346534656,0.1625942410754837
221,Q9D136,,1.9569345579804704,28.0,43.0,0.19724770642201836,0.034653465346534656,0.1625942410754837
222,O54782,TP,1.9567632678214582,28.0,43.0,0.19724770642201836,0.034653465346534656,0.1625942410754837
223,Q4VBD2,FP,1.9555861368647751,28.0,44.0,0.2018348623853211,0.034653465346534656,0.16718139703878646
224,O70423,,1.9541937200603716,29.0,44.0,0.2018348623853211,0.03589108910891089,0.16594377327641022
225,F6VUT6,,1.953573910956653,29.0,44.0,0.2018348623853211,0.03589108910891089,0.16594377327641022
226,P29341,FP,1.948407333345141,29.0,44.0,0.2018348623853211,0.03589108910891089,0.16594377327641022
227,Q6PB93,TP,1.9432632645157664,30.0,44.0,0.2018348623853211,0.03712871287128713,0.16470614951403398
228,Q62165,TP,1.9382127534803657,30.0,45.0,0.20642201834862386,0.03712871287128713,0.16929330547733673
229,Q3UU43,,1.9374421248081322,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948
230,Q9WUU7,,1.9325820916540573,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948
231,Q9Z0Z4,,1.9219306409760077,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948
232,F8VQ06,,1.9169282379185497,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948
233,Q99PV0,FP,1.9154166589211965,30.0,46.0,0.21100917431192662,0.03712871287128713,0.17388046144063948
234,Q61191,FP,1.9025165863791436,31.0,46.0,0.21100917431192662,0.038366336633663366,0.17264283767826324
235,Q8BP92,,1.8980258678409758,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
236,P70206,,1.8958259202625347,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
237,Q8BH79,,1.89503414943595,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
238,Q6PCX7,,1.88839590902466,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
239,P49817,,1.8858218521627803,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
240,Q3UUQ7,,1.8856685093880343,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
241,P70699,,1.8780627856781298,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
242,Q9D517,FP,1.873231710372923,32.0,46.0,0.21100917431192662,0.039603960396039604,0.171405213915887
243,D3YZZ5,,1.873203748106407,33.0,46.0,0.21100917431192662,0.04084158415841584,0.17016759015351077
244,Q6P4T2,FP,1.8669776575465131,33.0,46.0,0.21100917431192662,0.04084158415841584,0.17016759015351077
245,O35114,,1.8637459979135456,34.0,46.0,0.21100917431192662,0.04207920792079208,0.16892996639113453
246,Q3V3R4,,1.861520562523048,34.0,46.0,0.21100917431192662,0.04207920792079208,0.16892996639113453
247,Q9EPK6,,1.856769910983939,34.0,46.0,0.21100917431192662,0.04207920792079208,0.16892996639113453
248,P83093,,1.8557703397474938,34.0,46.0,0.21100917431192662,0.04207920792079208,0.16892996639113453
249,Q62230,TP,1.8535015714771885,34.0,46.0,0.21100917431192662,0.04207920792079208,0.16892996639113453
250,Q6PHU5,FP,1.8528250256531607,34.0,47.0,0.21559633027522937,0.04207920792079208,0.17351712235443728
251,O09164,TP,1.8524145154981617,35.0,47.0,0.21559633027522937,0.043316831683168314,0.17227949859206104
252,Q99LJ6,TP,1.8494411504696184,35.0,48.0,0.22018348623853212,0.043316831683168314,0.17686665455536382
253,Q8BHT6,,1.843360371316126,35.0,49.0,0.22477064220183487,0.043316831683168314,0.18145381051866655
254,A2AVA0,TP,1.8428326886246746,35.0,49.0,0.22477064220183487,0.043316831683168314,0.18145381051866655
255,Q9DCD2,FP,1.8416743462399392,35.0,50.0,0.22935779816513763,0.043316831683168314,0.18604096648196933
256,O35598,,1.8389067549630764,36.0,50.0,0.22935779816513763,0.04455445544554455,0.1848033427195931
257,O09117,,1.835600195037339,36.0,50.0,0.22935779816513763,0.04455445544554455,0.1848033427195931
