,fast_turbo(+)_1/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,uniprot,annotation,fast_turbo(+)_1/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,fast_turbo(+)_2/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,fast_turbo(+)_2/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,fast_turbo(+)_3/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,fast_turbo(+)_3/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,fast_turbo(+)_4/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,fast_turbo(+)_4/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio
2518,,,,,,,,P23780,,-0.6830683307464885,0.8140744685208701,674.0,108.0,0.484304932735426,0.9400278940027894,-0.4557229612673634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,,,,,,,,G5E870,FP,-0.6895039508467313,0.8104511067525918,674.0,108.0,0.484304932735426,0.9400278940027894,-0.4557229612673634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,,,,,,,,Q8CCN5,FP,-0.6898483757196766,0.8102576450758487,675.0,108.0,0.484304932735426,0.9414225941422594,-0.45711766140683335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,P15208,,-0.693263137029371,0.8083420880774582,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,,,,,,,,Q9QYK5,,-0.6962661477486444,0.8066612510154346,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,,,,,,,,Q8BJW6,,-0.7123258545233164,0.797731501359668,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,,,,,,,,Q9WUB0,,-0.7136941778095812,0.7969752520623281,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,,,,,,,,P18572,,-0.7141450653589283,0.7967262111628554,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,,,,,,,,Q8C5W3,FP,-0.7203548779463723,0.7933042212518195,676.0,108.0,0.484304932735426,0.9428172942817294,-0.4585123615463034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,,,,,,,,P52792,FP,-0.7232058870717218,0.7917380660954713,677.0,108.0,0.484304932735426,0.9442119944211994,-0.4599070616857734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,,,,,,,,P62843,,-0.7233359960701319,0.7916666666666666,678.0,108.0,0.484304932735426,0.9456066945606695,-0.46130176182524346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,,,,,,,,Q8BIJ6,,-0.7251193848822179,0.7906886517943744,678.0,108.0,0.484304932735426,0.9456066945606695,-0.46130176182524346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,,,,,,,,Q91YQ5,,-0.7310997392221789,0.7874178211223745,678.0,108.0,0.484304932735426,0.9456066945606695,-0.46130176182524346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,,,,,,,,Q9JJN5,TP,-0.7341849346614253,0.7857357316374157,678.0,108.0,0.484304932735426,0.9456066945606695,-0.46130176182524346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,,,,,,,,Q8R5C5,FP,-0.7351078854358452,0.7852332252432028,678.0,109.0,0.48878923766816146,0.9456066945606695,-0.456817456892508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,,,,,,,,P62996,FP,-0.7355963628941806,0.7849674006642884,679.0,109.0,0.48878923766816146,0.9470013947001394,-0.458212157031978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,,,,,,,,Q91ZX7,FP,-0.7368411428114285,0.7842904105756452,680.0,109.0,0.48878923766816146,0.9483960948396095,-0.45960685717144806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,,,,,,,,Q9JJL3,,-0.7389127090520269,0.7831650558825117,681.0,109.0,0.48878923766816146,0.9497907949790795,-0.461001557310918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,,,,,,,,P08030,,-0.7391097613528268,0.7830580936119185,681.0,109.0,0.48878923766816146,0.9497907949790795,-0.461001557310918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1968247513825607,3.149695786936058,27.0,23.0,0.10267857142857142,0.037815126050420166,0.06486344537815125,,,,,,,
2537,,,,,,,,P62137,FP,-0.7418846578611625,0.7815533980582524,681.0,109.0,0.48878923766816146,0.9497907949790795,-0.461001557310918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,,,,,,,,Q09200,,-0.7426990087218099,0.7811123630031752,682.0,109.0,0.48878923766816146,0.9511854951185496,-0.4623962574503881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,,,,,,,,O88783,TP,-0.7430521878192335,0.7809211661204071,682.0,109.0,0.48878923766816146,0.9511854951185496,-0.4623962574503881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,,,,,,,,O35423,,-0.7444457001673875,0.7801672313914089,682.0,110.0,0.49327354260089684,0.9511854951185496,-0.4579119525176527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,,,,,,,,Q9WTR5,,-0.7454564237645045,0.7796208530805687,682.0,110.0,0.49327354260089684,0.9511854951185496,-0.4579119525176527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,,,,,,,,Q9CZB0,,-0.7476285637348731,0.7784479292320065,682.0,110.0,0.49327354260089684,0.9511854951185496,-0.4579119525176527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,,,,,,,,A6X935,TP,-0.7480367797586643,0.778227695602704,682.0,110.0,0.49327354260089684,0.9511854951185496,-0.4579119525176527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,,,,,,,,Q7TNG8,,-0.7522126917828496,0.7759783556444582,682.0,111.0,0.4977578475336323,0.9511854951185496,-0.45342764758491727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,,,,,,,,Q3U1N2,FP,-0.755410267453939,0.7742603890871417,682.0,111.0,0.4977578475336323,0.9511854951185496,-0.45342764758491727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,,,,,,,,P33587,TP,-0.7580664321667938,0.7728361996053003,683.0,111.0,0.4977578475336323,0.9525801952580195,-0.45482234772438723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,,,,,,,,Q64459,,-0.7634270628550769,0.7699698959333559,683.0,112.0,0.5022421524663677,0.9525801952580195,-0.4503380427916518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,,,,,,,,Q9CWD8,,-0.7666606921631707,0.7682460326478052,683.0,112.0,0.5022421524663677,0.9525801952580195,-0.4503380427916518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,,,,,,,,Q99KV1,,-0.7709498046878562,0.7659654395191585,683.0,112.0,0.5022421524663677,0.9525801952580195,-0.4503380427916518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,,,,,,,,P29788,TP,-0.7751536444040703,0.763736757047944,683.0,112.0,0.5022421524663677,0.9525801952580195,-0.4503380427916518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,,,,,,,,Q80ZJ6,,-0.7755779031719375,0.7635121951219512,683.0,113.0,0.5067264573991032,0.9525801952580195,-0.44585373785891635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,,,,,,,,Q61072,TP,-0.7802261267470418,0.7610561914672217,683.0,113.0,0.5067264573991032,0.9525801952580195,-0.44585373785891635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,,,,,,,,O55142,,-0.7821081951460851,0.7600640026257488,683.0,114.0,0.5112107623318386,0.9525801952580195,-0.4413694329261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,,,,,,,,D3Z286,,-0.7841200423566115,0.7590048273301151,683.0,114.0,0.5112107623318386,0.9525801952580195,-0.4413694329261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,,,,,,,,Q9D8W7,,-0.7862730556132438,0.7578729674075126,683.0,114.0,0.5112107623318386,0.9525801952580195,-0.4413694329261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,,,,,,,,Q91ZR1,,-0.7864931480081048,0.757757357837262,683.0,114.0,0.5112107623318386,0.9525801952580195,-0.4413694329261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,,,,,,,,Q80UU9,FP,-0.7901746509395461,0.7558261599832039,683.0,114.0,0.5112107623318386,0.9525801952580195,-0.4413694329261809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,,,,,,,,Q9DBB9,TP,-0.7905630186128323,0.7556227220197351,684.0,114.0,0.5112107623318386,0.9539748953974896,-0.442764133065651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,,,,,,,,Q8C3X8,,-0.7951152000278106,0.7532422392631373,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,,,,,,,,Q3UP75,,-0.8065817248941118,0.7472792063950688,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,,,,,,,,Q6P9N1,,-0.8176884635135846,0.7415482876335205,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,,,,,P45700,,-0.818087712235016,0.7413431013431013,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,,,,,,,,P01901,,-0.8185327237309225,0.7411144630535039,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,,,,,,,,Q8BMD6,FP,-0.820622725970012,0.7400416032785867,684.0,115.0,0.515695067264574,0.9539748953974896,-0.43827982813291555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,,,,,,,,Q61161,,-0.8284033084752568,0.7360612360612361,685.0,115.0,0.515695067264574,0.9553695955369595,-0.4396745282723855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,,,,,,,,E9Q394,FP,-0.8289096616691277,0.7358029406148558,685.0,115.0,0.515695067264574,0.9553695955369595,-0.4396745282723855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,,,,,,,,Q8CE80,,-0.8313353989930937,0.7345668062158518,686.0,115.0,0.515695067264574,0.9567642956764296,-0.4410692284118556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,,,,,,,,P98063,TP,-0.8402186428559296,0.7300576843840132,686.0,115.0,0.515695067264574,0.9567642956764296,-0.4410692284118556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,,,,,,,,Q8BTW9,,-0.8408205904974555,0.7297531398873971,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,,,,,,,,P27808,,-0.8430410314235924,0.7286308462779051,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,,,,,,,,Q9CQG6,,-0.8446942221431405,0.7277963831212324,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,,,,,,,,Q91WG8,,-0.8470149351765116,0.7266265941028348,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,,,,,,,,Q8BTS3,,-0.848353327588994,0.7259528130671506,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4290442446110723,3.699760765550239,17.0,16.0,0.07142857142857142,0.023809523809523808,0.047619047619047616,,,,,,,
2574,,,,,,,,Q8C7E7,,-0.8545513813442035,0.7228406909788867,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,,,,,,,,Q9QWG7,,-0.8597285738785698,0.7202513850988175,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,,,,,,,,Q5I012,,-0.8598453637560145,0.7201930812550281,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,,,,,,,,Q8VCB2,FP,-0.8600727344521711,0.7200795867918082,686.0,116.0,0.5201793721973094,0.9567642956764296,-0.43658492347912026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,,,,,,,,Q9JHH6,TP,-0.862732845339566,0.7187530925284512,687.0,116.0,0.5201793721973094,0.9581589958158996,-0.4379796236185902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,,,,,,,,Q9DCC8,,-0.8724801702688233,0.7139133268165526,687.0,117.0,0.5246636771300448,0.9581589958158996,-0.4334953186858548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,,,,,,,,Q02248,FP,-0.8835493236419131,0.7084567490781599,687.0,117.0,0.5246636771300448,0.9581589958158996,-0.4334953186858548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,,,,,,,,Q9Z1A1,,-0.8857941673243678,0.7073552425665102,688.0,117.0,0.5246636771300448,0.9595536959553695,-0.43489001882532474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,,,,,,,,V9GX76,,-0.885863399739664,0.7073212986383008,688.0,117.0,0.5246636771300448,0.9595536959553695,-0.43489001882532474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,,,,,,,,P62737,FP,-0.8889746132038835,0.7057975834164727,688.0,117.0,0.5246636771300448,0.9595536959553695,-0.43489001882532474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,,,,,,,,Q5MJS3,TP,-0.8914066116063912,0.7046087995221979,689.0,117.0,0.5246636771300448,0.9609483960948396,-0.4362847189647948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,,,,,,,,Q01339,TP,-0.8938931445781259,0.7033954287224204,689.0,118.0,0.5291479820627802,0.9609483960948396,-0.4318004140320594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,,,,,,,,Q6S9I3,,-0.8974994548416626,0.7016393442622951,689.0,119.0,0.5336322869955157,0.9609483960948396,-0.42731610909932394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,,,,,,,,Q01279,TP,-0.8982530011407953,0.7012729607503768,689.0,119.0,0.5336322869955157,0.9609483960948396,-0.42731610909932394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,,,,,,,,Q3UN04,,-0.9032241053854476,0.698860737969733,689.0,120.0,0.5381165919282511,0.9609483960948396,-0.4228318041665885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,,,,,,,,O35490,FP,-0.9063022263411786,0.6973712446351932,689.0,120.0,0.5381165919282511,0.9609483960948396,-0.4228318041665885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,,,,,,,,P13707,,-0.9080718092974759,0.6965163863956807,690.0,120.0,0.5381165919282511,0.9623430962343096,-0.42422650430605846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,,,,,,,,Q61646,TP,-0.9122286338660738,0.6945124082488641,690.0,120.0,0.5381165919282511,0.9623430962343096,-0.42422650430605846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,,,,,,,,Q8CI59,,-0.9125302561523101,0.6943672226634895,690.0,121.0,0.5426008968609866,0.9623430962343096,-0.419742199373323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,,,,,,,,Q63886,,-0.9137770849420661,0.6937673848474848,690.0,121.0,0.5426008968609866,0.9623430962343096,-0.419742199373323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,,,,,,,,Q61704,TP,-0.9188559521575254,0.6913293383881619,690.0,121.0,0.5426008968609866,0.9623430962343096,-0.419742199373323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,,,,,,,,P49443,FP,-0.9193660195473617,0.6910849608773335,690.0,122.0,0.547085201793722,0.9623430962343096,-0.4152578944405876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,,,,,,,,Q9ET43,,-0.9237364275154761,0.6889946001542813,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,,,,,,,,Q8K154,,-0.9251448830893062,0.6883222856887359,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,,,,,,,,Q3UDW8,,-0.9395537028095567,0.6814819288021982,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,,,,,,,,Q8BH24,,-0.9451640293351027,0.678836940360152,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,,,,,,,,Q8R059,,-0.9466928810658478,0.6781179448095368,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,1.8607996797885327,3.835678269355888,6.0,19.0,0.08482142857142858,0.008403361344537815,0.07641806722689076,,,,,,,,,,,,,,,,,,,,,
2601,,,,,,,,Q8BWU5,FP,-0.9486368990524009,0.6772048026258962,691.0,122.0,0.547085201793722,0.9637377963737797,-0.41665259458005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,,,,,,,,Q9DCD2,FP,-0.9532882227340644,0.675024975024975,692.0,122.0,0.547085201793722,0.9651324965132496,-0.4180472947195276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,,,,,,,,P49182,TP,-0.9561353377555706,0.6736941472624292,693.0,122.0,0.547085201793722,0.9665271966527197,-0.4194419948589977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,,,,,,,,Q78IK2,,-0.9587081323636522,0.6724938020469138,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,,,,,,,,A2AKQ0,,-0.9622011925551645,0.6708675263774913,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,,,,,,,,P37040,,-0.9725567060887081,0.6660693507097976,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,,,,,,,,Q3TMX7,,-0.9739274496498163,0.6654368007617234,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,,,,,,,,O88325,,-0.9793643195880228,0.6629337875239515,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,,,,,,,,P07758,TP,-0.9801831247461458,0.6625576445548067,693.0,123.0,0.5515695067264574,0.9665271966527197,-0.41495768992626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,,,,,,,,Q8K297,,-0.9815685179054557,0.6619217081850534,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,,,,,,,,Q80UM7,,-0.9825440733825672,0.6614742656885747,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,,,,,,,,Q8BWP5,,-0.9832763587898846,0.6611385987416774,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,,,,,,,,Q9WUU7,,-0.9843627703273607,0.6606409202958093,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,,,,,,,,Q80ZK9,,-0.9976963937737899,0.6545632973503435,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,,,,,,,,P97298,TP,-0.9983115219901956,0.6542842678142007,693.0,124.0,0.5560538116591929,0.9665271966527197,-0.4104733849935268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,,,,,,,,Q99LJ6,TP,-1.0014079078933462,0.6528815153143471,693.0,125.0,0.5605381165919282,0.9665271966527197,-0.4059890800607915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,,,,,,,,Q9QYI6,,-1.0173952412771599,0.6456864994809594,693.0,126.0,0.5650224215246636,0.9665271966527197,-0.40150477512805605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,,,,,,,,Q99M51,FP,-1.018029978385039,0.6454024817053771,693.0,126.0,0.5650224215246636,0.9665271966527197,-0.40150477512805605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,,,,,,,,P59325,,-1.0311109038839759,0.6395770625916493,694.0,126.0,0.5650224215246636,0.9679218967921897,-0.402899475267526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,,,,,,,,A0JNU3,,-1.0380655857234866,0.636501325255585,694.0,126.0,0.5650224215246636,0.9679218967921897,-0.402899475267526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,,,,,,,,Q9QY81,FP,-1.0383296627794363,0.6363848279996004,694.0,126.0,0.5650224215246636,0.9679218967921897,-0.402899475267526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,,,,,,,,Q6P6M5,,-1.0390239936968424,0.6360786265240109,695.0,126.0,0.5650224215246636,0.9693165969316597,-0.4042941754069961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
