,uniprot,annotation,iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q9CXE7,,4.890465417384011,0.0,0.0,0.0,0.0,0.0
1,Q7TQ62,TP,4.066547426816412,0.0,0.0,0.0,0.0,0.0
2,P03953,TP,3.9084303354301073,0.0,1.0,0.004761904761904762,0.0,0.004761904761904762
3,P50172,,3.829980169705518,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
4,Q8BFR4,,3.7678899578187965,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
5,P15208,,3.7450354168243254,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
6,Q8VCF1,,3.6803512959007034,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
7,P29416,,3.630595755499023,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
8,Q8VHI3,,3.5094289008570296,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
9,Q9QZ25,,3.48458289278385,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
10,O88531,TP,3.4607124834532508,0.0,2.0,0.009523809523809525,0.0,0.009523809523809525
11,Q8VBZ3,,3.380534060416782,0.0,3.0,0.014285714285714285,0.0,0.014285714285714285
12,Q8VCT4,,3.3658241536687785,0.0,3.0,0.014285714285714285,0.0,0.014285714285714285
13,Q9Z2A9,,3.3581608036583805,0.0,3.0,0.014285714285714285,0.0,0.014285714285714285
14,Q80X71,,3.3138907360838212,0.0,3.0,0.014285714285714285,0.0,0.014285714285714285
15,Q60994,TP,3.2946838672086662,0.0,3.0,0.014285714285714285,0.0,0.014285714285714285
16,Q9Z247,,3.283329815042362,0.0,4.0,0.01904761904761905,0.0,0.01904761904761905
17,Q91XL1,,3.279021363271785,0.0,4.0,0.01904761904761905,0.0,0.01904761904761905
18,Q8CFG0,,3.26401768340767,0.0,4.0,0.01904761904761905,0.0,0.01904761904761905
19,Q9Z0F8,TP,3.2614807476263716,0.0,4.0,0.01904761904761905,0.0,0.01904761904761905
20,P02469,TP,3.199669614862731,0.0,5.0,0.023809523809523808,0.0,0.023809523809523808
21,Q80Z24,,3.1937252384715693,0.0,6.0,0.02857142857142857,0.0,0.02857142857142857
22,Q07113,,3.1644636207734056,0.0,6.0,0.02857142857142857,0.0,0.02857142857142857
23,Q91WU0,,3.1515568050500677,0.0,6.0,0.02857142857142857,0.0,0.02857142857142857
24,Q8R1V4,,3.095280930466778,0.0,6.0,0.02857142857142857,0.0,0.02857142857142857
25,Q8VCC9,TP,3.0864773418183145,0.0,6.0,0.02857142857142857,0.0,0.02857142857142857
26,Q6ZQI3,,3.0833761183579074,0.0,7.0,0.03333333333333333,0.0,0.03333333333333333
