,uniprot,annotation,iWAT_HF_cre+_3/iWAT_HF_cre-_1_ratio,FP,TP,TPR,FPR,TPR-FPR
0,Q9D3V1,FP,5.432694898071078,0.0,0.0,0.0,0.0,0.0
1,Q9Z2G9,FP,4.475150667643549,1.0,0.0,0.0,0.0011961722488038277,-0.0011961722488038277
2,Q99LJ6,TP,4.169225848323463,2.0,0.0,0.0,0.0023923444976076554,-0.0023923444976076554
3,Q925U4,,4.168064757204016,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
4,Q9DCC8,,4.117889574783989,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
5,Q6ZQI3,,4.108293697298187,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
6,Q9D0F3,,3.976796891376047,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
7,Q8CFG0,,3.975312850155314,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
8,Q9CXE7,,3.858696127343839,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
9,Q3TCN2,,3.8574005829625513,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
10,Q9DBH5,,3.7420272806515538,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
11,Q8BH01,,3.6665181913798586,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
12,P16675,,3.659381515293888,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
13,Q3V0T4,,3.6542879251082243,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
14,Q9Z0F8,TP,3.6355485416164157,2.0,1.0,0.004424778761061947,0.0023923444976076554,0.0020324342634542914
15,Q61335,,3.620281810061291,2.0,2.0,0.008849557522123894,0.0023923444976076554,0.006457213024516238
16,Q07113,,3.6077855851181377,2.0,2.0,0.008849557522123894,0.0023923444976076554,0.006457213024516238
17,Q9CQE7,,3.5591334032743593,2.0,2.0,0.008849557522123894,0.0023923444976076554,0.006457213024516238
18,O09164,TP,3.530020210226212,2.0,2.0,0.008849557522123894,0.0023923444976076554,0.006457213024516238
19,Q91ZW2,,3.527105148107119,2.0,3.0,0.01327433628318584,0.0023923444976076554,0.010881991785578185
20,Q8K2C7,,3.5046750541567735,2.0,3.0,0.01327433628318584,0.0023923444976076554,0.010881991785578185
21,P42932,FP,3.460399038244593,2.0,3.0,0.01327433628318584,0.0023923444976076554,0.010881991785578185
22,F6XJP7,,3.445616968887531,3.0,3.0,0.01327433628318584,0.0035885167464114833,0.009685819536774358
23,Q4ZJN1,TP,3.441373219853155,3.0,3.0,0.01327433628318584,0.0035885167464114833,0.009685819536774358
24,Q9JK53,TP,3.427175697606922,3.0,4.0,0.017699115044247787,0.0035885167464114833,0.014110598297836304
25,P15116,,3.4250567866173647,3.0,5.0,0.022123893805309734,0.0035885167464114833,0.01853537705889825
26,O35887,TP,3.4178090239541463,3.0,5.0,0.022123893805309734,0.0035885167464114833,0.01853537705889825
27,P55302,,3.409213711798523,3.0,6.0,0.02654867256637168,0.0035885167464114833,0.022960155819960196
28,Q8VHI3,,3.394824807819063,3.0,6.0,0.02654867256637168,0.0035885167464114833,0.022960155819960196
29,Q60716,,3.392967069098539,3.0,6.0,0.02654867256637168,0.0035885167464114833,0.022960155819960196
30,Q60715,,3.3776141758877003,3.0,6.0,0.02654867256637168,0.0035885167464114833,0.022960155819960196
