,uniprot,annotation,iWAT_HF_cre+_2/iWAT_HF_cre-_2_ratio,FP,TP,TPR,FPR,TPR-FPR
29,Q9Z2G6,,3.747145752767061,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
30,O09164,TP,3.7132919753657907,2.0,5.0,0.02262443438914027,0.002421307506053269,0.020203126883087
31,Q9EPK6,,3.693917406678435,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
32,Q91YW3,,3.692155424265951,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
33,P19324,,3.684368105184971,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
34,Q8C7K6,TP,3.6614378749238394,2.0,6.0,0.027149321266968326,0.002421307506053269,0.024728013760915057
35,Q9D0F3,,3.660981666844929,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
36,Q9CQE7,,3.6594182781171756,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
37,Q61335,,3.6138001934114565,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
38,Q60716,,3.611166668703822,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
39,Q9JHP7,,3.5947006842373437,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
40,Q8BYB9,,3.5938328333046883,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
41,Q9DCC8,,3.57247775993183,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
42,Q9R0Q3,,3.5652939495996825,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
43,P16675,,3.5578919241275693,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
44,P29416,,3.555132293773364,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
45,Q64449,,3.5476966986235543,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
46,Q8VHI3,,3.536667661824157,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
47,Q8BLY1,TP,3.5313368100949103,2.0,7.0,0.03167420814479638,0.002421307506053269,0.02925290063874311
48,P11087,TP,3.5263215142071704,2.0,8.0,0.03619909502262444,0.002421307506053269,0.03377778751657117
49,O88207,TP,3.5120476383086614,2.0,9.0,0.04072398190045249,0.002421307506053269,0.03830267439439922
50,D3Z2R5,,3.497493044701315,2.0,10.0,0.04524886877828054,0.002421307506053269,0.042827561272227276
51,Q03311,TP,3.474887165809888,2.0,10.0,0.04524886877828054,0.002421307506053269,0.042827561272227276
52,P12023,TP,3.4669852684905957,2.0,11.0,0.049773755656108594,0.002421307506053269,0.04735244815005533
53,Q5I012,,3.4628148778606564,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
54,Q61334,,3.451489690382224,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
55,Q07113,,3.443574737839062,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
56,F8VQ06,,3.4285232713268106,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
57,Q80X71,,3.3954850227859974,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
58,P09055,,3.378568762511665,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
59,F6XJP7,,3.375210450265715,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
60,Q9QZF2,TP,3.371239799084627,2.0,12.0,0.05429864253393665,0.002421307506053269,0.05187733502788339
61,D3YZZ5,,3.3637481659853763,2.0,13.0,0.058823529411764705,0.002421307506053269,0.05640222190571144
62,Q2HXL6,,3.35773010463236,2.0,13.0,0.058823529411764705,0.002421307506053269,0.05640222190571144
63,Q6P5E4,,3.355893411597359,2.0,13.0,0.058823529411764705,0.002421307506053269,0.05640222190571144
64,Q9WUZ9,TP,3.34981437290535,2.0,13.0,0.058823529411764705,0.002421307506053269,0.05640222190571144
65,Q8BQ47,TP,3.3496982833703735,2.0,14.0,0.06334841628959276,0.002421307506053269,0.06092710878353949
66,Q9WUP4,,3.335207998473934,2.0,15.0,0.06787330316742081,0.002421307506053269,0.06545199566136754
67,Q3TDQ1,,3.320308181580314,2.0,15.0,0.06787330316742081,0.002421307506053269,0.06545199566136754
68,Q9JK53,TP,3.309009126481996,2.0,15.0,0.06787330316742081,0.002421307506053269,0.06545199566136754
69,E9PVB5,FP,3.307303220240868,2.0,16.0,0.07239819004524888,0.002421307506053269,0.06997688253919561
70,Q9Z247,,3.272757363151774,3.0,16.0,0.07239819004524888,0.0036319612590799033,0.06876622878616898
71,Q9DBH5,,3.246664621425361,3.0,16.0,0.07239819004524888,0.0036319612590799033,0.06876622878616898
72,Q9Z0J0,TP,3.237875684618697,3.0,16.0,0.07239819004524888,0.0036319612590799033,0.06876622878616898
73,P57759,,3.2308544287572016,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703
74,Q8VEH8,,3.2246563283659264,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703
75,P24668,,3.2182281545504687,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703
76,P43406,,3.2170580984726045,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703
77,P81117,TP,3.2042288041826588,3.0,17.0,0.07692307692307693,0.0036319612590799033,0.07329111566399703
78,Q60847,TP,3.2003294949846253,3.0,18.0,0.08144796380090498,0.0036319612590799033,0.07781600254182508
79,P70302,FP,3.1992339491511745,3.0,19.0,0.08597285067873303,0.0036319612590799033,0.08234088941965313
80,Q3TMX7,,3.191662335816759,4.0,19.0,0.08597285067873303,0.004842615012106538,0.0811302356666265
81,P82347,FP,3.186031699318586,4.0,19.0,0.08597285067873303,0.004842615012106538,0.0811302356666265
82,Q3V0T4,,3.1857145864427565,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987
83,Q9EPS3,,3.1824854253557526,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987
84,P07214,TP,3.180827859667103,5.0,19.0,0.08597285067873303,0.006053268765133172,0.07991958191359987
85,P82349,FP,3.1779217177888355,5.0,20.0,0.09049773755656108,0.006053268765133172,0.08444446879142792
86,O08807,,3.1749938103841844,6.0,20.0,0.09049773755656108,0.007263922518159807,0.08323381503840127
87,Q640P2,TP,3.173563737748416,6.0,20.0,0.09049773755656108,0.007263922518159807,0.08323381503840127
88,Q8VBZ3,,3.173301951545029,6.0,21.0,0.09502262443438914,0.007263922518159807,0.08775870191622932
89,Q60715,,3.169593891465047,6.0,21.0,0.09502262443438914,0.007263922518159807,0.08775870191622932
90,O35887,TP,3.1685113027265936,6.0,21.0,0.09502262443438914,0.007263922518159807,0.08775870191622932
91,Q9CQU0,,3.1671453549079227,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738
92,Q9CQ45,TP,3.161478744030789,6.0,22.0,0.09954751131221719,0.007263922518159807,0.09228358879405738
93,Q8BSY0,,3.144938117785062,6.0,23.0,0.10407239819004525,0.007263922518159807,0.09680847567188544
94,Q9EPL0,TP,3.124026305538852,6.0,23.0,0.10407239819004525,0.007263922518159807,0.09680847567188544
95,O88572,,3.1175342881302703,6.0,24.0,0.1085972850678733,0.007263922518159807,0.1013333625497135
96,Q8R0J2,,3.1122966073768312,6.0,24.0,0.1085972850678733,0.007263922518159807,0.1013333625497135
97,Q5SSH8,TP,3.1026622891104014,6.0,24.0,0.1085972850678733,0.007263922518159807,0.1013333625497135
98,Q6ZQM8,,3.093704611593993,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155
99,P04925,,3.0773247463372053,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155
100,Q8BLI4,,3.068922079886914,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155
101,Q9D1D4,,3.0559318792625483,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155
102,P42932,FP,3.0518964946575156,6.0,25.0,0.11312217194570136,0.007263922518159807,0.10585824942754155
103,Q8C7X2,,3.022138113278701,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491
104,Q8K5B2,,3.0192171506359378,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491
105,Q9QY73,,3.010923662107759,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491
106,P27773,,3.0091191071909753,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491
107,Q8CC36,TP,3.0090682408651874,7.0,25.0,0.11312217194570136,0.00847457627118644,0.10464759567451491
108,Q3TMX5,,3.0074973912248097,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
109,Q6GQT9,,3.003512597086941,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
110,Q8VCT4,,2.9932482524790314,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
111,Q9CZX9,,2.989509572572404,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
112,Q8BHT6,,2.9846110105420998,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
113,P08113,,2.959977908278197,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
114,Q5XG73,,2.9504286371997863,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
115,Q8VEF1,,2.9489967031699496,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
116,P16882,TP,2.9453821658471258,7.0,26.0,0.11764705882352941,0.00847457627118644,0.10917248255234296
117,Q9Z0M6,TP,2.921248071728989,7.0,27.0,0.12217194570135746,0.00847457627118644,0.11369736943017102
118,Q3UHH8,,2.9141390813226584,7.0,28.0,0.12669683257918551,0.00847457627118644,0.11822225630799907
119,Q3TAS6,TP,2.9104981587130165,7.0,28.0,0.12669683257918551,0.00847457627118644,0.11822225630799907
120,Q99LR1,,2.882458657887785,7.0,29.0,0.13122171945701358,0.00847457627118644,0.12274714318582713
121,Q99KR8,TP,2.8804753209777476,7.0,29.0,0.13122171945701358,0.00847457627118644,0.12274714318582713
122,B1ATG9,,2.868183968034717,7.0,30.0,0.13574660633484162,0.00847457627118644,0.12727203006365517
123,Q8BVU5,,2.8640462450657416,7.0,30.0,0.13574660633484162,0.00847457627118644,0.12727203006365517
124,V9GX76,,2.8634744619998354,7.0,30.0,0.13574660633484162,0.00847457627118644,0.12727203006365517
125,Q80UU9,FP,2.8507674933490668,7.0,30.0,0.13574660633484162,0.00847457627118644,0.12727203006365517
126,Q9ES89,,2.849898127776052,8.0,30.0,0.13574660633484162,0.009685230024213076,0.12606137631062855
127,Q8BHN3,,2.8496108140158634,8.0,30.0,0.13574660633484162,0.009685230024213076,0.12606137631062855
128,Q922Q9,TP,2.847681781128096,8.0,30.0,0.13574660633484162,0.009685230024213076,0.12606137631062855
129,E9Q6D8,,2.846565868771019,8.0,31.0,0.14027149321266968,0.009685230024213076,0.13058626318845662
130,E9Q4X2,,2.8446584522588396,8.0,31.0,0.14027149321266968,0.009685230024213076,0.13058626318845662
131,Q8R1V4,,2.831446853460775,8.0,31.0,0.14027149321266968,0.009685230024213076,0.13058626318845662
132,Q3UHK6,FP,2.8304716120960376,8.0,31.0,0.14027149321266968,0.009685230024213076,0.13058626318845662
133,Q8K1F9,,2.8193840471098066,9.0,31.0,0.14027149321266968,0.010895883777239709,0.12937560943542997
134,Q06335,FP,2.818302607018088,9.0,31.0,0.14027149321266968,0.010895883777239709,0.12937560943542997
135,Q61543,FP,2.811756461951168,10.0,31.0,0.14027149321266968,0.012106537530266344,0.12816495568240335
136,Q9D024,,2.8087154441059194,11.0,31.0,0.14027149321266968,0.013317191283292978,0.1269543019293767
137,Q9ER41,FP,2.8022920780862366,11.0,31.0,0.14027149321266968,0.013317191283292978,0.1269543019293767
138,Q61739,,2.8017273004709216,12.0,31.0,0.14027149321266968,0.014527845036319613,0.12574364817635006
139,P97290,TP,2.7734632659500553,12.0,31.0,0.14027149321266968,0.014527845036319613,0.12574364817635006
140,P09103,,2.7722002095838985,12.0,32.0,0.14479638009049775,0.014527845036319613,0.13026853505417813
141,Q8BPG6,,2.7653947078452172,12.0,32.0,0.14479638009049775,0.014527845036319613,0.13026853505417813
142,Q8CIF4,TP,2.7431671675525706,12.0,32.0,0.14479638009049775,0.014527845036319613,0.13026853505417813
143,P29621,TP,2.7426242692139593,12.0,33.0,0.1493212669683258,0.014527845036319613,0.13479342193200616
144,Q8R0X7,,2.7387133245966373,12.0,34.0,0.15384615384615385,0.014527845036319613,0.13931830880983423
145,P49817,,2.7310588132454123,12.0,34.0,0.15384615384615385,0.014527845036319613,0.13931830880983423
146,Q6P1H4,,2.7217680997182265,12.0,34.0,0.15384615384615385,0.014527845036319613,0.13931830880983423
147,Q9WV54,TP,2.7213338195118175,12.0,34.0,0.15384615384615385,0.014527845036319613,0.13931830880983423
148,D3YU56,,2.6991214920249877,12.0,35.0,0.1583710407239819,0.014527845036319613,0.14384319568766227
149,P23780,,2.697413027832647,12.0,35.0,0.1583710407239819,0.014527845036319613,0.14384319568766227
150,Q9R045,TP,2.6884386178120327,12.0,35.0,0.1583710407239819,0.014527845036319613,0.14384319568766227
151,Q3U4G3,,2.685681006260448,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033
152,P47750,,2.6720758107351967,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033
153,P01901,,2.649362691485497,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033
154,Q8VCF1,,2.640802603197024,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033
155,P06797,TP,2.6348080180104407,12.0,36.0,0.16289592760180996,0.014527845036319613,0.14836808256549033
156,Q3UUQ7,,2.627004762431528,12.0,37.0,0.167420814479638,0.014527845036319613,0.15289296944331837
157,Q8BJT9,,2.624683380136676,12.0,37.0,0.167420814479638,0.014527845036319613,0.15289296944331837
158,P70180,,2.6223884815965195,12.0,37.0,0.167420814479638,0.014527845036319613,0.15289296944331837
159,Q8VDL4,TP,2.619686603836422,12.0,37.0,0.167420814479638,0.014527845036319613,0.15289296944331837
160,Q4ZJN1,TP,2.6184272869099408,12.0,38.0,0.17194570135746606,0.014527845036319613,0.15741785632114644
161,Q99KV1,,2.608235802151487,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
162,Q8C341,,2.6049809550774614,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
163,Q9JLI2,,2.60147098916189,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
164,Q8CFX1,,2.601209105439241,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
165,Q9Z2B5,,2.6010450400593177,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
166,P24369,,2.5980543400426965,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
167,Q99KF1,,2.596661058856773,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
168,Q9CXY9,,2.5963797987494077,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
169,Q9DC23,,2.585995370926012,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
170,Q8BGQ6,,2.5822187586695144,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
171,P97467,,2.5758764447890794,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
172,Q8VCM8,,2.5625145504741176,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
173,P45878,,2.5610470383681654,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
174,Q8BJD1,TP,2.557340525030478,12.0,39.0,0.17647058823529413,0.014527845036319613,0.1619427431989745
175,Q9CYD3,TP,2.5435964338160972,12.0,40.0,0.18099547511312217,0.014527845036319613,0.16646763007680254
176,Q9D7N9,,2.5320165866250255,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
177,Q80UM7,,2.5318667325246547,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
178,Q9JKR6,,2.524254760006475,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
179,Q9ERR7,,2.518502193108685,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
180,Q8BH24,,2.5183767755850677,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
181,Q80W54,FP,2.515620317618488,12.0,41.0,0.18552036199095023,0.014527845036319613,0.1709925169546306
182,Q9CQF9,,2.5141420475030025,13.0,41.0,0.18552036199095023,0.015738498789346248,0.169781863201604
183,E9QM38,,2.512663964654989,13.0,41.0,0.18552036199095023,0.015738498789346248,0.169781863201604
184,O88531,TP,2.5076254068105728,13.0,41.0,0.18552036199095023,0.015738498789346248,0.169781863201604
185,P02469,TP,2.5044515349386884,13.0,42.0,0.19004524886877827,0.015738498789346248,0.17430675007943203
186,Q9Z1M7,,2.5038348200766793,13.0,43.0,0.19457013574660634,0.015738498789346248,0.1788316369572601
187,Q76N33,,2.50259586183431,13.0,43.0,0.19457013574660634,0.015738498789346248,0.1788316369572601
188,Q9WTS2,,2.4982195669127667,13.0,43.0,0.19457013574660634,0.015738498789346248,0.1788316369572601
189,Q60902,FP,2.496447381779958,13.0,43.0,0.19457013574660634,0.015738498789346248,0.1788316369572601
190,P39061,TP,2.4953346394828073,14.0,43.0,0.19457013574660634,0.01694915254237288,0.17762098320423345
191,Q8K297,,2.488764760553701,14.0,44.0,0.19909502262443438,0.01694915254237288,0.18214587008206148
192,Q91WU0,,2.488033046230757,14.0,44.0,0.19909502262443438,0.01694915254237288,0.18214587008206148
193,P08003,,2.4820993180707176,14.0,44.0,0.19909502262443438,0.01694915254237288,0.18214587008206148
194,Q64735,,2.478346818771843,14.0,44.0,0.19909502262443438,0.01694915254237288,0.18214587008206148
195,Q61805,TP,2.4754731547294173,14.0,44.0,0.19909502262443438,0.01694915254237288,0.18214587008206148
196,Q9Z2A9,,2.469685514441899,14.0,45.0,0.20361990950226244,0.01694915254237288,0.18667075695988955
197,Q9D1Q6,,2.4631373117925683,14.0,45.0,0.20361990950226244,0.01694915254237288,0.18667075695988955
198,Q8BMK4,FP,2.4576790295251514,14.0,45.0,0.20361990950226244,0.01694915254237288,0.18667075695988955
199,Q8BFZ9,,2.4518581682400393,15.0,45.0,0.20361990950226244,0.018159806295399514,0.18546010320686293
200,P11152,TP,2.4502465461463205,15.0,45.0,0.20361990950226244,0.018159806295399514,0.18546010320686293
201,P41160,TP,2.4495390096896577,15.0,46.0,0.2081447963800905,0.018159806295399514,0.189984990084691
202,P83093,,2.436816338849486,15.0,47.0,0.21266968325791855,0.018159806295399514,0.19450987696251903
203,Q9CQY5,,2.433231151493758,15.0,47.0,0.21266968325791855,0.018159806295399514,0.19450987696251903
204,Q9R0E1,TP,2.4328577529932907,15.0,47.0,0.21266968325791855,0.018159806295399514,0.19450987696251903
205,P98156,,2.432694903707096,15.0,48.0,0.2171945701357466,0.018159806295399514,0.1990347638403471
206,O08601,,2.4307695445971933,15.0,48.0,0.2171945701357466,0.018159806295399514,0.1990347638403471
207,Q8BGR2,,2.422848344579785,15.0,48.0,0.2171945701357466,0.018159806295399514,0.1990347638403471
208,O54782,TP,2.4151282071035642,15.0,48.0,0.2171945701357466,0.018159806295399514,0.1990347638403471
209,Q9D136,,2.4095083962195636,15.0,49.0,0.22171945701357465,0.018159806295399514,0.20355965071817514
210,Q9WTZ2,,2.4085723916186805,15.0,49.0,0.22171945701357465,0.018159806295399514,0.20355965071817514
211,Q6PD26,,2.399113099636983,15.0,49.0,0.22171945701357465,0.018159806295399514,0.20355965071817514
212,Q91X78,,2.3896139462492116,15.0,49.0,0.22171945701357465,0.018159806295399514,0.20355965071817514
213,P14211,TP,2.3841209489099024,15.0,49.0,0.22171945701357465,0.018159806295399514,0.20355965071817514
214,Q99KI3,,2.3823250838421894,15.0,50.0,0.22624434389140272,0.018159806295399514,0.2080845375960032
215,P20029,,2.376677697797607,15.0,50.0,0.22624434389140272,0.018159806295399514,0.2080845375960032
216,Q8BRK9,,2.3731245539431964,15.0,50.0,0.22624434389140272,0.018159806295399514,0.2080845375960032
217,Q69ZN6,,2.3597986189437834,15.0,50.0,0.22624434389140272,0.018159806295399514,0.2080845375960032
218,P97927,TP,2.3543871560652594,15.0,50.0,0.22624434389140272,0.018159806295399514,0.2080845375960032
219,P10639,TP,2.3540880539606457,15.0,51.0,0.23076923076923078,0.018159806295399514,0.21260942447383127
220,Q8C7V8,TP,2.3520310614802677,15.0,52.0,0.23529411764705882,0.018159806295399514,0.2171343113516593
221,Q5MJS3,TP,2.3364345016806256,15.0,53.0,0.2398190045248869,0.018159806295399514,0.22165919822948738
222,Q3UQ28,TP,2.333616141782262,15.0,54.0,0.24434389140271492,0.018159806295399514,0.2261840851073154
223,P62342,,2.3301852043368196,15.0,55.0,0.248868778280543,0.018159806295399514,0.23070897198514348
224,Q8BYW9,,2.329294072238241,15.0,55.0,0.248868778280543,0.018159806295399514,0.23070897198514348
225,Q9Z0Z4,,2.324964063357321,15.0,55.0,0.248868778280543,0.018159806295399514,0.23070897198514348
226,Q6PB93,TP,2.32155635555538,15.0,55.0,0.248868778280543,0.018159806295399514,0.23070897198514348
227,Q8BXA5,,2.318867030655046,15.0,56.0,0.25339366515837103,0.018159806295399514,0.23523385886297152
228,Q9Z0M5,,2.317619907371852,15.0,56.0,0.25339366515837103,0.018159806295399514,0.23523385886297152
229,Q6DVA0,FP,2.3145881081873605,15.0,56.0,0.25339366515837103,0.018159806295399514,0.23523385886297152
230,Q8BU85,,2.310559789743006,16.0,56.0,0.25339366515837103,0.01937046004842615,0.23402320510994487
231,Q3TNH5,FP,2.3101295772385786,16.0,56.0,0.25339366515837103,0.01937046004842615,0.23402320510994487
232,P01029,TP,2.295402251541053,17.0,56.0,0.25339366515837103,0.020581113801452784,0.23281255135691825
233,Q8BXZ1,,2.2919503827858265,17.0,57.0,0.2579185520361991,0.020581113801452784,0.23733743823474635
234,Q80TN4,,2.2717805208696418,17.0,57.0,0.2579185520361991,0.020581113801452784,0.23733743823474635
235,Q3TA38,FP,2.267306145490213,17.0,57.0,0.2579185520361991,0.020581113801452784,0.23733743823474635
236,E9Q616,,2.2655627887828427,18.0,57.0,0.2579185520361991,0.021791767554479417,0.2361267844817197
237,Q8CHU3,,2.2587633651102705,18.0,57.0,0.2579185520361991,0.021791767554479417,0.2361267844817197
238,O08912,TP,2.25091150650976,18.0,57.0,0.2579185520361991,0.021791767554479417,0.2361267844817197
239,P08122,TP,2.250135072278533,18.0,58.0,0.26244343891402716,0.021791767554479417,0.24065167135954774
240,Q8K3B1,,2.2429847162857945,18.0,59.0,0.2669683257918552,0.021791767554479417,0.24517655823737577
241,Q9EPR2,TP,2.2401137797136172,18.0,59.0,0.2669683257918552,0.021791767554479417,0.24517655823737577
242,Q8R079,,2.23444837046122,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
243,Q8R0F3,,2.2332372007508328,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
244,P37040,,2.228065957817781,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
245,E9PZ16,,2.2273020662963248,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
246,Q91YQ5,,2.2130182461786854,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
247,P16092,FP,2.210488523157335,18.0,60.0,0.27149321266968324,0.021791767554479417,0.2497014451152038
248,Q149L6,FP,2.2059623845388905,19.0,60.0,0.27149321266968324,0.023002421307506054,0.2484907913621772
249,Q60994,TP,2.19149653239237,20.0,60.0,0.27149321266968324,0.024213075060532687,0.24728013760915055
250,Q9EP72,,2.186580516859241,20.0,61.0,0.27601809954751133,0.024213075060532687,0.25180502448697867
251,O70496,,2.182291240237306,20.0,61.0,0.27601809954751133,0.024213075060532687,0.25180502448697867
252,O35206,TP,2.1738439833409133,20.0,61.0,0.27601809954751133,0.024213075060532687,0.25180502448697867
253,P42703,TP,2.172248636127175,20.0,62.0,0.28054298642533937,0.024213075060532687,0.2563299113648067
254,Q64310,,2.169183775346494,20.0,63.0,0.2850678733031674,0.024213075060532687,0.26085479824263474
255,P70387,,2.1688372087779655,20.0,63.0,0.2850678733031674,0.024213075060532687,0.26085479824263474
256,P18242,TP,2.1610361429888867,20.0,63.0,0.2850678733031674,0.024213075060532687,0.26085479824263474
