,uniprot,annotation,LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio
189,Q9QY81,FP,,,,,,,,1.2379226453048469,4.586169607285145,42.0,32.0,0.14285714285714285,0.058577405857740586,0.08427973699940226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Q9JKY5,,,,,,,,,1.2374038925397421,4.584520845473327,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Q8BFZ9,,,,,,,,,1.2333851930027833,4.5717682020802375,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,A2ADY9,,,,,,,,,1.2261549329946018,4.5489134891348915,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Q9CZE3,,,,,,,,,1.2248223491902928,4.544713703624276,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,1.1226256449998253,3.290799914218314,21.0,13.0,0.05803571428571429,0.029411764705882353,0.028623949579831935
194,P62918,,,,,,,,,1.2247315991595098,4.544427835907657,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P25688,,,,,,,,,1.2229657406908618,4.538868859846778,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,1.8388400273092964,3.6192575117953814,0.0,8.0,0.03571428571428571,0.0,0.03571428571428571,2.11967689849626,6.568161333934205,10.0,3.0,0.013392857142857142,0.014005602240896359,-0.000612745098039217
196,E9QMC1,,,,,,,,,1.2226622764108077,4.537914230019493,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,0.9878665050091121,2.006554355061703,16.0,16.0,0.07142857142857142,0.022315202231520222,0.0491133691970512,1.3374949171219757,3.819298245614035,16.0,11.0,0.049107142857142856,0.022408963585434174,0.026698179271708682
197,P21619,FP,,,,,,,,1.2216856048889897,4.534843205574913,43.0,32.0,0.14285714285714285,0.0599721059972106,0.08288503685993226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Q8C854,FP,,,,,,,,1.2209855214690897,4.5326431575541895,44.0,32.0,0.14285714285714285,0.061366806136680614,0.08149033672046224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P01029,TP,,,,,,,,1.217572245038145,4.521932039535387,45.0,32.0,0.14285714285714285,0.06276150627615062,0.08009563658099222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Q91ZA3,,,,,,,,,1.2165955941410875,4.5188718956082505,45.0,33.0,0.14732142857142858,0.06276150627615062,0.08455992229527795,,,,,,,,,,,,,,,,,,,,,,1.8547894949418962,5.466442168280249,11.0,5.0,0.022321428571428572,0.015406162464985995,0.006915266106442577
201,P17182,FP,,,,,,,,1.2147326830956517,4.513040570664289,45.0,33.0,0.14732142857142858,0.06276150627615062,0.08455992229527795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P42703,TP,,,,,,,,1.2138305318082856,4.510219341974078,46.0,33.0,0.14732142857142858,0.06415620641562064,0.08316522215580793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Q06180,FP,,,,,,,,1.2044418225899296,4.480963228115848,46.0,34.0,0.15178571428571427,0.06415620641562064,0.08762950787009363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Q8R1Q8,FP,,,,,,,,1.2037443081268604,4.478797294827271,47.0,34.0,0.15178571428571427,0.06555090655509066,0.08623480773062361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Q9CXS4,FP,,,,,,,,1.2027992741684497,4.47586442998973,48.0,34.0,0.15178571428571427,0.06694560669456066,0.08484010759115361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Q8CG16,,,,,,,,,1.2019224203018612,4.4731448763250885,49.0,34.0,0.15178571428571427,0.06834030683403068,0.08344540745168359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Q80WT5,,,,,,,,,1.1983553584092257,4.462098692033294,49.0,34.0,0.15178571428571427,0.06834030683403068,0.08344540745168359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Q6NZJ6,,,,,,,,,1.1973046688761182,4.458850206749366,49.0,34.0,0.15178571428571427,0.06834030683403068,0.08344540745168359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,P10833,,,,,,,,,1.192209711260672,4.443131302179334,49.0,34.0,0.15178571428571427,0.06834030683403068,0.08344540745168359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Q9JMH9,FP,,,,,,,,1.1898860762580452,4.435980861244019,49.0,34.0,0.15178571428571427,0.06834030683403068,0.08344540745168359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Q9D2W5,,,,,,,,,1.189290000725624,4.434148434148434,50.0,34.0,0.15178571428571427,0.0697350069735007,0.08205070731221357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,P36371,,,,,,,,,1.1735377720490214,4.385997035486965,51.0,34.0,0.15178571428571427,0.07112970711297072,0.08065600717274356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Q9CZW4,,,,,,,,,1.1695965077990667,4.374031386338477,51.0,34.0,0.15178571428571427,0.07112970711297072,0.08065600717274356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Q60668,FP,,,,,,,,1.1682853581322026,4.370057986294149,51.0,34.0,0.15178571428571427,0.07112970711297072,0.08065600717274356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Q9JHH6,TP,,,,,,,,1.1657946336629252,4.362519858242698,52.0,34.0,0.15178571428571427,0.07252440725244072,0.07926130703327355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,P22599,TP,,,,,,,,1.1579587730914223,4.338889478713239,52.0,35.0,0.15625,0.07252440725244072,0.08372559274755928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Q61176,,,,,,,,,1.1566099054289665,4.334834669889047,52.0,36.0,0.16071428571428573,0.07252440725244072,0.088189878461845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Q9R0E2,,,,,,,,,1.1539595239103426,4.326878436163714,52.0,36.0,0.16071428571428573,0.07252440725244072,0.088189878461845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Q9EPS3,,,,,,,,,1.1511848340880242,4.318564684829225,52.0,36.0,0.16071428571428573,0.07252440725244072,0.088189878461845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,P05784,FP,,,,,,,,1.1510220298523355,4.318077373974209,52.0,36.0,0.16071428571428573,0.07252440725244072,0.088189878461845,,,,,,,,,,,,,,,1.5682925335196236,3.000382153434604,2.0,8.0,0.03571428571428571,0.002789400278940028,0.032924885435345684,2.5475983625015166,8.836107854630715,6.0,1.0,0.004464285714285714,0.008403361344537815,-0.003939075630252101
221,Q921T2,FP,,,,,,,,1.1476429156779884,4.307975307102326,53.0,36.0,0.16071428571428573,0.07391910739191074,0.08679517832237499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Q811Q3,,,,,,,,,1.1407827751648463,4.287539135879775,54.0,36.0,0.16071428571428573,0.07531380753138076,0.08540047818290497,,,,,,,,,,,,,,,,,,,,,,1.904028230020474,5.656230432060113,11.0,5.0,0.022321428571428572,0.015406162464985995,0.006915266106442577
223,Q9DBA8,,,,,,,,,1.1380669757936936,4.279475655430711,54.0,36.0,0.16071428571428573,0.07531380753138076,0.08540047818290497,,,,,,,,,,,,,,,,,,,,,,1.2405200072632925,3.5710112359550563,18.0,12.0,0.05357142857142857,0.025210084033613446,0.028361344537815122
224,Q64685,TP,,,,,,,,1.1349277220104503,4.270173790511977,54.0,36.0,0.16071428571428573,0.07531380753138076,0.08540047818290497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,O88291,FP,,,,,,,,1.1300139556471245,4.25565447545717,54.0,37.0,0.16517857142857142,0.07531380753138076,0.08986476389719067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,P62849,,,,,,,,,1.128444848178525,4.251028446389497,55.0,37.0,0.16517857142857142,0.07670850767085077,0.08847006375772065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Q8R1K1,,,,,,,,,1.0987916658138686,4.164544564152791,55.0,37.0,0.16517857142857142,0.07670850767085077,0.08847006375772065,,,,,,,,,,,,,,,,,,,,,,1.4013585192738853,3.9921645445641527,15.0,11.0,0.049107142857142856,0.02100840336134454,0.028098739495798317
228,P26638,FP,,,,,,,,1.0912555417010494,4.142847188349244,56.0,37.0,0.16517857142857142,0.07810320781032078,0.08707536361825065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,A2ALU4,FP,,,,,,,,1.0864699542704297,4.129127649088221,57.0,37.0,0.16517857142857142,0.0794979079497908,0.08568066347878063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Q99MN9,,,,,,,,,1.0850414844275593,4.12504125866432,58.0,37.0,0.16517857142857142,0.08089260808926081,0.08428596333931061,,,,,,,,,,,,,,,,,,,,,,2.0269955402560176,6.159478490483002,10.0,4.0,0.017857142857142856,0.014005602240896359,0.003851540616246497
231,Q8CDN6,FP,,,,,,,,1.0820778769344046,4.116576229651671,58.0,37.0,0.16517857142857142,0.08089260808926081,0.08428596333931061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,P60710,FP,,,,,,,,1.081534214414391,4.115025238964665,59.0,37.0,0.16517857142857142,0.08228730822873083,0.0828912631998406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Q9QUI0,FP,,,,,,,,1.080387013199421,4.111754356767552,60.0,37.0,0.16517857142857142,0.08368200836820083,0.08149656306037059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,P28666,TP,,,,,,,,1.0801105232132229,4.110966421728211,61.0,37.0,0.16517857142857142,0.08507670850767085,0.08010186292090057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Q8BMJ3,,,,,,,,,1.0763536284139883,4.100275058652213,61.0,39.0,0.17410714285714285,0.08507670850767085,0.089030434349472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Q9JKR6,,,,,,,,,1.0734976575117539,4.09216614949099,61.0,39.0,0.17410714285714285,0.08507670850767085,0.089030434349472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,J3QNN8,,,,,,,,,1.0720607205463684,4.088092345078979,61.0,39.0,0.17410714285714285,0.08507670850767085,0.089030434349472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,O70472,,,,,,,,,1.0710988941914987,4.08536777445267,61.0,39.0,0.17410714285714285,0.08507670850767085,0.089030434349472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Q9R1C7,FP,,,,,,,,1.0695335242036303,4.080937424498671,61.0,39.0,0.17410714285714285,0.08507670850767085,0.089030434349472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Q03141,,,,,,,,,1.0686817842475735,4.078528827037774,62.0,39.0,0.17410714285714285,0.08647140864714087,0.08763573421000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Q61635,,,,,,,,,1.0681423246256598,4.077004048582996,62.0,39.0,0.17410714285714285,0.08647140864714087,0.08763573421000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Q91ZV0,,,,,,,,,1.0658878001919763,4.070637819612251,62.0,39.0,0.17410714285714285,0.08647140864714087,0.08763573421000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Q80X19,TP,,,,,,,,1.0547931360644056,4.039453717754173,62.0,39.0,0.17410714285714285,0.08647140864714087,0.08763573421000198,,,,,,,,,,,,,,,,,,,,,,1.091261619892586,3.220030349013657,22.0,14.0,0.0625,0.03081232492997199,0.03168767507002801
244,Q61029,FP,,,,,,,,1.0539388419831168,4.037062457103637,62.0,40.0,0.17857142857142858,0.08647140864714087,0.09210001992428771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Q9ERL7,,,,,,,,,1.0538189104173026,4.036726869135304,63.0,40.0,0.17857142857142858,0.08786610878661087,0.0907053197848177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Q8K273,,,,,,,,,1.052334871984658,4.032576596530085,63.0,40.0,0.17857142857142858,0.08786610878661087,0.0907053197848177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,E9QM99,,,,,,,,,1.0461807443855242,4.015411406181976,63.0,41.0,0.18303571428571427,0.08786610878661087,0.0951696054991034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Q9ESW8,,,,,,,,,1.0423576156300265,4.0047846889952154,63.0,41.0,0.18303571428571427,0.08786610878661087,0.0951696054991034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Q60854,,,,,,,,,1.0420943856055356,4.004054054054054,63.0,41.0,0.18303571428571427,0.08786610878661087,0.0951696054991034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,E9Q414,TP,,,,,,,,1.041607084099581,4.00270182643467,63.0,41.0,0.18303571428571427,0.08786610878661087,0.0951696054991034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Q60605,,,,,,,,,1.0396639120170128,3.997314199454998,63.0,42.0,0.1875,0.08786610878661087,0.09963389121338913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,V9GX76,,,,,,,,,1.0384035755270908,3.9938236759090153,63.0,42.0,0.1875,0.08786610878661087,0.09963389121338913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Q62167,FP,,,,,,,,1.0337802506177851,3.981045376220563,64.0,42.0,0.1875,0.08926080892608089,0.09823919107391911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Q9JII5,FP,,,,,,,,1.0332574833096588,3.979603087100331,65.0,42.0,0.1875,0.09065550906555091,0.09684449093444909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Q61072,TP,,,,,,,,1.0294424965839706,3.9690935360261324,66.0,42.0,0.1875,0.09205020920502092,0.09544979079497908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Q3TML0,,,,,,,,,1.0276970310627724,3.9642943743937926,66.0,43.0,0.19196428571428573,0.09205020920502092,0.0999140765092648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Q8BK67,FP,,,,,,,,1.0232754361384349,3.9521631408423863,66.0,43.0,0.19196428571428573,0.09205020920502092,0.0999140765092648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P61226,,,,,,,,,1.0226191775092366,3.95036577460876,67.0,43.0,0.19196428571428573,0.09344490934449093,0.0985193763697948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Q9CZD3,TP,,,,,,,,1.0211523207741209,3.9463512908521117,67.0,43.0,0.19196428571428573,0.09344490934449093,0.0985193763697948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Q9CQM8,,,,,,,,,1.0193924376175363,3.9415402374670183,67.0,44.0,0.19642857142857142,0.09344490934449093,0.1029836620840805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,P47962,FP,,,,,,,,1.017480719959965,3.936320754716981,67.0,44.0,0.19642857142857142,0.09344490934449093,0.1029836620840805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,P06683,TP,,,,,,,,1.0174255439992401,3.9361702127659575,68.0,44.0,0.19642857142857142,0.09483960948396095,0.10158896194461048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,P62900,,,,,,,,,1.0081204998984403,3.910864535128313,68.0,45.0,0.20089285714285715,0.09483960948396095,0.1060532476588962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Q61093,,,,,,,,,1.0003356116614812,3.889818058537688,68.0,45.0,0.20089285714285715,0.09483960948396095,0.1060532476588962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Q9D819,,,,,,,,,0.9915785614244461,3.8662786693298434,68.0,45.0,0.20089285714285715,0.09483960948396095,0.1060532476588962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Q61398,TP,,,,,,,,0.985695022021571,3.8505434782608696,68.0,45.0,0.20089285714285715,0.09483960948396095,0.1060532476588962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Q8CHQ9,,,,,,,,,0.9826084882729691,3.842314346126738,68.0,46.0,0.20535714285714285,0.09483960948396095,0.1105175333731819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,A0A087WSP5,FP,,,,,,,,0.9754978165971047,3.8234231630662525,68.0,47.0,0.20982142857142858,0.09483960948396095,0.11498181908746763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,P32261,TP,,,,,,,,0.9619016885924532,3.787560027441116,69.0,47.0,0.20982142857142858,0.09623430962343096,0.11358711894799761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Q04736,FP,,,,,,,,0.9617598318119019,3.7871876239587463,69.0,48.0,0.21428571428571427,0.09623430962343096,0.11805140466228331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Q9Z108,,,,,,,,,0.9589189750584288,3.7797374897456932,70.0,48.0,0.21428571428571427,0.09762900976290098,0.11665670452281329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,O88569,TP,,,,,,,,0.9486888741611126,3.753030303030303,70.0,48.0,0.21428571428571427,0.09762900976290098,0.11665670452281329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Q8R001,FP,,,,,,,,0.9421730622230202,3.736118274024411,70.0,49.0,0.21875,0.09762900976290098,0.12112099023709902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Q8BYB9,,,,,,,,,0.937935305264697,3.725159942551247,71.0,49.0,0.21875,0.09902370990237098,0.11972629009762902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Q9WTX5,,,,,,,,,0.9369205974556355,3.722540802823114,71.0,49.0,0.21875,0.09902370990237098,0.11972629009762902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Q8CI51,FP,,,,,,,,0.9345537303853664,3.7164386568146903,71.0,49.0,0.21875,0.09902370990237098,0.11972629009762902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,P62274,,,,,,,,,0.9323426590869184,3.710747213430577,72.0,49.0,0.21875,0.100418410041841,0.118331589958159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,P97434,FP,,,,,,,,0.9322061203566302,3.7103960396039604,72.0,49.0,0.21875,0.100418410041841,0.118331589958159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Q8BHN0,,,,,,,,,0.930627030660868,3.7063370786516856,73.0,49.0,0.21875,0.10181311018131102,0.11693688981868898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Q9CWL8,FP,,,,,,,,0.9269979425093037,3.697025533035009,73.0,49.0,0.21875,0.10181311018131102,0.11693688981868898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Q642K5,,,,,,,,,0.9225204395650692,3.6855693476166187,74.0,49.0,0.21875,0.10320781032078104,0.11554218967921896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,P83882,,,,,,,,,0.9194931975546433,3.6778439360701976,74.0,50.0,0.22321428571428573,0.10320781032078104,0.12000647539350469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Q3UMF0,,,,,,,,,0.9152000303966781,3.666915688367129,74.0,50.0,0.22321428571428573,0.10320781032078104,0.12000647539350469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Q9EPR2,TP,,,,,,,,0.9136908491150709,3.6630817894261183,74.0,50.0,0.22321428571428573,0.10320781032078104,0.12000647539350469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Q8K0R6,TP,,,,,,,,0.9129974118167997,3.661321537185513,74.0,51.0,0.22767857142857142,0.10320781032078104,0.12447076110779039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,P62911,,,,,,,,,0.9115150950884033,3.657561594287996,74.0,52.0,0.23214285714285715,0.10320781032078104,0.12893504682207613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Q61554,TP,,,,,,,,0.9104688544794929,3.6549100968188104,74.0,52.0,0.23214285714285715,0.10320781032078104,0.12893504682207613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Q3UIR3,FP,,,,,,,,0.9096165946268946,3.6527516273064715,74.0,53.0,0.23660714285714285,0.10320781032078104,0.13339933253636183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Q9CPW4,FP,,,,,,,,0.9095898325529207,3.65268386918725,75.0,53.0,0.23660714285714285,0.10460251046025104,0.1320046323968918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Q56A08,FP,,,,,,,,0.9066186710533962,3.6451690821256038,76.0,53.0,0.23660714285714285,0.10599721059972106,0.1306099322574218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Q3ULD5,,,,,,,,,0.9047531209628503,3.6404585573703967,77.0,54.0,0.24107142857142858,0.10739191073919108,0.1336795178322375,,,,,,,,,,,,,,,,,,,,,,1.477904310236056,4.209698691285381,14.0,11.0,0.049107142857142856,0.0196078431372549,0.029499299719887954
292,Q91YW3,,,,,,,,,0.903555737519729,3.637438365116141,77.0,54.0,0.24107142857142858,0.10739191073919108,0.1336795178322375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Q08BU3,,,,,,,,,0.9027466423014662,3.6353989813242786,77.0,54.0,0.24107142857142858,0.10739191073919108,0.1336795178322375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,P84104,FP,,,,,,,,0.9008764726449126,3.630689456500864,77.0,54.0,0.24107142857142858,0.10739191073919108,0.1336795178322375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Q91ZX7,FP,,,,,,,,0.8989823877134295,3.6259259259259258,78.0,54.0,0.24107142857142858,0.1087866108786611,0.13228481769276748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,P62983,FP,,,,,,,,0.8982423198234966,3.624066390041494,79.0,54.0,0.24107142857142858,0.1101813110181311,0.1308901175532975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,P20029,,,,,,,,,0.8977717630878678,3.6228845389068094,80.0,54.0,0.24107142857142858,0.11157601115760112,0.12949541741382747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,P97384,FP,,,,,,,,0.8963878789243748,3.6194110060189164,80.0,54.0,0.24107142857142858,0.11157601115760112,0.12949541741382747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,P08607,TP,,,,,,,,0.895457022743058,3.6170764416629413,81.0,54.0,0.24107142857142858,0.11297071129707113,0.12810071727435746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Q68FH0,FP,,,,,,,,0.8945784830645538,3.6148744670772146,81.0,55.0,0.24553571428571427,0.11297071129707113,0.13256500298864315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P19157,FP,,,,,,,,0.8866464146412762,3.5950540958268933,82.0,55.0,0.24553571428571427,0.11436541143654114,0.13117030284917314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Q8R238,,,,,,,,,0.8859264447562527,3.5932604493033797,83.0,55.0,0.24553571428571427,0.11576011157601115,0.12977560270970312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Q62159,,,,,,,,,0.8849928482222444,3.5909359315028047,83.0,55.0,0.24553571428571427,0.11576011157601115,0.12977560270970312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Q8BZW8,,,,,,,,,0.8831650958779151,3.5863894503802096,83.0,55.0,0.24553571428571427,0.11576011157601115,0.12977560270970312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Q9ER73,FP,,,,,,,,0.8810389881845168,3.5811080608934365,83.0,55.0,0.24553571428571427,0.11576011157601115,0.12977560270970312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Q8BLY1,TP,,,,,,,,0.8781155394804495,3.5738587217683806,84.0,55.0,0.24553571428571427,0.11715481171548117,0.1283809025702331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Q9CQI6,FP,,,,,,,,0.8777180482801195,3.5728741881890955,84.0,56.0,0.25,0.11715481171548117,0.13284518828451883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Q9D710,,,,,,,,,0.8776869507135353,3.5727971750349985,85.0,56.0,0.25,0.11854951185495119,0.1314504881450488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Q6P9Q6,,,,,,,,,0.8763215367677647,3.5694173621402387,85.0,56.0,0.25,0.11854951185495119,0.1314504881450488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Q62186,,,,,,,,,0.8745711443797989,3.5650892871677167,85.0,56.0,0.25,0.11854951185495119,0.1314504881450488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Q9WTL7,,,,,,,,,0.8741575096551607,3.5640672878494155,85.0,56.0,0.25,0.11854951185495119,0.1314504881450488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
