,uniprot,annotation,LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_1/LPS_turbo(-)_1_ratio,LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_1/LPS_turbo(-)_2_ratio,LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_2/LPS_turbo(-)_1_ratio,LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_2/LPS_turbo(-)_2_ratio,LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,original_ratio_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,FP_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TP_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,FPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,TPR-FPR_LPS_turbo(+)_3/LPS_turbo(-)_1_ratio,LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,original_ratio_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,FP_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TP_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,FPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio,TPR-FPR_LPS_turbo(+)_3/LPS_turbo(-)_2_ratio
312,Q9EQH2,TP,,,,,,,,0.8739229772427695,3.563487940630798,85.0,56.0,0.25,0.11854951185495119,0.1314504881450488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Q61879,,,,,,,,,0.8665305166503946,3.5452751048605973,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,E9Q4Z2,,,,,,,,,0.8660867494021611,3.544184760060849,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,2.0577762286908388,6.292306273913244,10.0,3.0,0.013392857142857142,0.014005602240896359,-0.000612745098039217
315,Q91V41,,,,,,,,,0.8634268089009173,3.537656259621898,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,P51410,,,,,,,,,0.8613384965101755,3.5325391788312257,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Q8BTS0,,,,,,,,,0.8612365287728366,3.5322895125553915,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Q69ZX8,,,,,,,,,0.8597748709245794,3.528712606837607,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Q9JKX6,FP,,,,,,,,0.8591341850726705,3.527145890203215,85.0,57.0,0.2544642857142857,0.11854951185495119,0.1359147738593345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P63276,,,,,,,,,0.8586989848340613,3.526082059533387,86.0,57.0,0.2544642857142857,0.1199442119944212,0.13452007371986452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Q9Z1Q5,FP,,,,,,,,0.8579739322634268,3.524310408238323,86.0,57.0,0.2544642857142857,0.1199442119944212,0.13452007371986452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,A2AIX1,,,,,,,,,0.8547009699088851,3.516324062877872,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Q9R0M5,,,,,,,,,0.85418746926815,3.515072715014928,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P47911,,,,,,,,,0.8515068742625207,3.5085476090112877,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,P32921,,,,,,,,,0.8509546125896322,3.5072047988524484,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Q6ZWQ7,,,,,,,,,0.8483784109401671,3.5009476174989627,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,E9Q8B5,TP,,,,,,,,0.8416457108408701,3.4846476264743154,87.0,57.0,0.2544642857142857,0.12133891213389121,0.1331253735803945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Q8BVR6,TP,,,,,,,,0.8402808601464842,3.4813525609149676,87.0,58.0,0.25892857142857145,0.12133891213389121,0.13758965929468026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Q91VC3,FP,,,,,,,,0.8396231906566561,3.479765907109949,87.0,59.0,0.26339285714285715,0.12133891213389121,0.14205394500896595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,O55060,,,,,,,,,0.8389211855282441,3.4780730897009966,88.0,59.0,0.26339285714285715,0.12273361227336123,0.14065924486949594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P09103,,,,,,,,,0.8374336687348984,3.4744888077252982,88.0,59.0,0.26339285714285715,0.12273361227336123,0.14065924486949594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Q3UHJ0,,,,,,,,,0.8322196665711056,3.4619544225569716,88.0,59.0,0.26339285714285715,0.12273361227336123,0.14065924486949594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Q99MR8,,,,,,,,,0.831060236297767,3.459173320393489,88.0,59.0,0.26339285714285715,0.12273361227336123,0.14065924486949594,,,,,,,,,,,,,,,,,,,,,,1.3035613834378326,3.730513035422824,17.0,11.0,0.049107142857142856,0.023809523809523808,0.025297619047619048
334,Q00623,TP,,,,,,,,0.828796130212663,3.4537488940263152,88.0,59.0,0.26339285714285715,0.12273361227336123,0.14065924486949594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Q8VBZ3,,,,,,,,,0.8237040309035698,3.441580118694362,88.0,60.0,0.26785714285714285,0.12273361227336123,0.14512353058378163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,P54116,FP,,,,,,,,0.8233740563331172,3.4407930472569257,88.0,60.0,0.26785714285714285,0.12273361227336123,0.14512353058378163,,,,,,,,,,,,,,,,,,,,,,1.106193496407772,3.253530689842477,21.0,13.0,0.05803571428571429,0.029411764705882353,0.028623949579831935
337,Q9JHK5,,,,,,,,,0.8231802599783908,3.4403308786442044,89.0,60.0,0.26785714285714285,0.12412831241283125,0.14372883044431162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Q5SV85,,,,,,,,,0.8230909211763495,3.440117842961445,89.0,60.0,0.26785714285714285,0.12412831241283125,0.14372883044431162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,E9QJX9,FP,,,,,,,,0.823063362029677,3.44005212858384,89.0,60.0,0.26785714285714285,0.12412831241283125,0.14372883044431162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Q8C0E2,,,,,,,,,0.82069317419909,3.4344051446945336,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Q8K1N2,,,,,,,,,0.8189580084134851,3.4302769818529133,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Q8BFR4,,,,,,,,,0.8188761768673779,3.4300824175824176,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Q80ZU0,,,,,,,,,0.8167936351269842,3.4251346383308072,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Q00612,,,,,,,,,0.8156993917767345,3.4225377556181806,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,O35682,,,,,,,,,0.8108467354794899,3.4110450297366186,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Q9Z1Z0,,,,,,,,,0.8096986539416228,3.4083316357710327,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,E9Q555,,,,,,,,,0.8096389356904058,3.4081905557877143,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,P24369,TP,,,,,,,,0.8051725828698744,3.3976556591883034,90.0,60.0,0.26785714285714285,0.12552301255230125,0.1423341303048416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Q01279,TP,,,,,,,,0.805109040831194,3.3975060161890176,90.0,61.0,0.27232142857142855,0.12552301255230125,0.1467984160191273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Q8K2W3,,,,,,,,,0.8048095134737581,3.3968007109531215,90.0,62.0,0.2767857142857143,0.12552301255230125,0.15126270173341305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Q07456,TP,,,,,,,,0.8032137359356686,3.393045557316978,90.0,62.0,0.2767857142857143,0.12552301255230125,0.15126270173341305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,P07758,TP,,,,,,,,0.8027151529468391,3.3918731525745356,90.0,63.0,0.28125,0.12552301255230125,0.15572698744769875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Q9CXU4,,,,,,,,,0.8006817624526842,3.387095882076385,90.0,64.0,0.2857142857142857,0.12552301255230125,0.16019127316198445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Q9WV55,FP,,,,,,,,0.7998623777284695,3.385172712893515,90.0,64.0,0.2857142857142857,0.12552301255230125,0.16019127316198445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Q5SUH6,,,,,,,,,0.7994133521678577,3.3841192729709357,91.0,64.0,0.2857142857142857,0.12691771269177127,0.15879657302251443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,P39098,,,,,,,,,0.7965543808769333,3.3774196452687493,91.0,64.0,0.2857142857142857,0.12691771269177127,0.15879657302251443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Q3TYS2,,,,,,,,,0.7962796518678488,3.3767765524562128,91.0,64.0,0.2857142857142857,0.12691771269177127,0.15879657302251443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,P68037,FP,,,,,,,,0.7946525538577153,3.372970308513106,91.0,64.0,0.2857142857142857,0.12691771269177127,0.15879657302251443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Q91YI6,FP,,,,,,,,0.794614506342373,3.3728813559322033,92.0,64.0,0.2857142857142857,0.12831241283124128,0.1574018728830444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Q6ZWZ6,,,,,,,,,0.7945874136451173,3.3728180164232677,93.0,64.0,0.2857142857142857,0.1297071129707113,0.1560071727435744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,P35980,,,,,,,,,0.7928280209511691,3.3687073109031114,93.0,64.0,0.2857142857142857,0.1297071129707113,0.1560071727435744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,P97807,FP,,,,,,,,0.7925713813226948,3.368108108108108,93.0,64.0,0.2857142857142857,0.1297071129707113,0.1560071727435744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Q3URQ4,,,,,,,,,0.7904540933220506,3.3631687242798356,94.0,64.0,0.2857142857142857,0.13110181311018132,0.15461247260410438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,O88822,,,,,,,,,0.7899190644272283,3.3619217117233564,94.0,64.0,0.2857142857142857,0.13110181311018132,0.15461247260410438,,,,,,,,,,,,,,,,,,,,,,1.1963002200069164,3.4632172365451344,18.0,13.0,0.05803571428571429,0.025210084033613446,0.03282563025210084
365,P84084,,,,,,,,,0.7854934815684971,3.351624548736462,94.0,64.0,0.2857142857142857,0.13110181311018132,0.15461247260410438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Q9CY58,FP,,,,,,,,0.7833745900136141,3.34670561844645,94.0,64.0,0.2857142857142857,0.13110181311018132,0.15461247260410438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,P62242,,,,,,,,,0.7824417395704572,3.3445423291792005,95.0,64.0,0.2857142857142857,0.13249651324965134,0.15321777246463436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,P62743,,,,,,,,,0.7802403735643758,3.339442881771164,95.0,64.0,0.2857142857142857,0.13249651324965134,0.15321777246463436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,P63017,FP,,,,,,,,0.7764810539759625,3.3307524167231084,95.0,64.0,0.2857142857142857,0.13249651324965134,0.15321777246463436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Q6P5E4,,,,,,,,,0.7761246920957708,3.329929785067267,96.0,64.0,0.2857142857142857,0.13389121338912133,0.15182307232516437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,E9QLL8,TP,,,,,,,,0.7738436305946971,3.3246689553702797,96.0,64.0,0.2857142857142857,0.13389121338912133,0.15182307232516437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Q9QXQ1,,,,,,,,,0.7729945293920307,3.3227127901684113,96.0,65.0,0.29017857142857145,0.13389121338912133,0.15628735803945012,,,,,,,,,,,,,,,,,,,,,,1.4812996162434862,4.219617660446063,14.0,11.0,0.049107142857142856,0.0196078431372549,0.029499299719887954
373,Q8CBA2,,,,,,,,,0.7710713607148113,3.318286435518598,96.0,65.0,0.29017857142857145,0.13389121338912133,0.15628735803945012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Q9WVK4,,,,,,,,,0.7696871938757909,3.315104294278107,96.0,65.0,0.29017857142857145,0.13389121338912133,0.15628735803945012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,P70372,FP,,,,,,,,0.7671227844953454,3.309216886883661,96.0,65.0,0.29017857142857145,0.13389121338912133,0.15628735803945012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Q80X98,,,,,,,,,0.766771498842416,3.308411214953271,97.0,65.0,0.29017857142857145,0.13528591352859135,0.1548926578999801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,P18760,FP,,,,,,,,0.7658892204835146,3.3063885787206893,97.0,65.0,0.29017857142857145,0.13528591352859135,0.1548926578999801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Q61292,TP,,,,,,,,0.7642167045014159,3.302557704304429,98.0,65.0,0.29017857142857145,0.13668061366806136,0.1534979577605101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Q61838,TP,,,,,,,,0.7620222456641798,3.2975380586861087,98.0,66.0,0.29464285714285715,0.13668061366806136,0.1579622434747958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,P08113,,,,,,,,,0.7600685620183554,3.29307558679756,98.0,67.0,0.29910714285714285,0.13668061366806136,0.1624265291890815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Q8VCG4,TP,,,,,,,,0.7574753666419076,3.287161711771764,98.0,67.0,0.29910714285714285,0.13668061366806136,0.1624265291890815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Q8K1B8,,,,,,,,,0.7565640094621735,3.2850858521356607,98.0,68.0,0.30357142857142855,0.13668061366806136,0.16689081490336719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,P53994,,,,,,,,,0.7540995645586556,3.2794789830609745,98.0,68.0,0.30357142857142855,0.13668061366806136,0.16689081490336719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,A0A140LIF8,,,,,,,,,0.7539545065759565,3.279149259399924,98.0,68.0,0.30357142857142855,0.13668061366806136,0.16689081490336719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Q78XF5,,,,,,,,,0.7525779510404063,3.276021933024263,98.0,68.0,0.30357142857142855,0.13668061366806136,0.16689081490336719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,P70460,FP,,,,,,,,0.7457689982412846,3.2605968276727304,98.0,68.0,0.30357142857142855,0.13668061366806136,0.16689081490336719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Q9QUR6,,,,,,,,,0.7426151178943081,3.2534766118836917,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Q8VDS8,,,,,,,,,0.741704602580322,3.2514239218877137,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Q8R2U6,,,,,,,,,0.7405879581716529,3.2489082969432315,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Q9D358,,,,,,,,,0.7397441943689186,3.247008720340702,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Q9JHH9,,,,,,,,,0.735477210025619,3.2374193988604962,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,P49182,TP,,,,,,,,0.7337551300043689,3.2335573427343838,99.0,68.0,0.30357142857142855,0.13807531380753138,0.16549611476389717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Q8R1X6,,,,,,,,,0.7334494120986325,3.2328722002635044,99.0,69.0,0.3080357142857143,0.13807531380753138,0.16996040047818292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Q8K0C4,,,,,,,,,0.7324796673976002,3.230699871963645,99.0,69.0,0.3080357142857143,0.13807531380753138,0.16996040047818292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Q8K3W0,FP,,,,,,,,0.7311708909797531,3.2277703918041762,99.0,69.0,0.3080357142857143,0.13807531380753138,0.16996040047818292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Q8VCU2,TP,,,,,,,,0.7291803121974623,3.223319901208891,100.0,69.0,0.3080357142857143,0.1394700139470014,0.1685657003387129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Q8BNV1,,,,,,,,,0.7285118784632149,3.221826809015421,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,P54822,,,,,,,,,0.7283507839852853,3.221467072884931,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,A2AKK5,,,,,,,,,0.7283387046473957,3.2214401004304163,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Q8R0P4,,,,,,,,,0.7282120897402039,3.221157390342794,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Q9DBB8,,,,,,,,,0.727483609644354,3.2195312970660885,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Q8CG50,,,,,,,,,0.7272065808696491,3.218913136499786,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Q9DBG7,,,,,,,,,0.7264997038830544,3.217336352625204,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Q61081,,,,,,,,,0.7253690640491,3.214815914489311,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,P35292,,,,,,,,,0.7251955445865227,3.21442927727996,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Q9CQ22,,,,,,,,,0.7243272639072491,3.212495266944339,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,P06684,TP,,,,,,,,0.7220431975483798,3.207413287150623,100.0,70.0,0.3125,0.1394700139470014,0.1730299860529986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Q8C1E7,FP,,,,,,,,0.7215896228979041,3.20640505418871,100.0,71.0,0.3169642857142857,0.1394700139470014,0.1774942717672843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,P25911,FP,,,,,,,,0.7194629083673209,3.201681890677106,101.0,71.0,0.3169642857142857,0.14086471408647142,0.17609957162781428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,P14211,TP,,,,,,,,0.7178931911738494,3.198200211009744,102.0,71.0,0.3169642857142857,0.14225941422594143,0.17470487148834427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Q9Z0N2,,,,,,,,,0.7148448966060753,3.191449814126394,102.0,72.0,0.32142857142857145,0.14225941422594143,0.17916915720263002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Q9DC51,FP,,,,,,,,0.7143965061045282,3.1904580636975,102.0,72.0,0.32142857142857145,0.14225941422594143,0.17916915720263002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,V9GXQ2,,,,,,,,,0.7143341586265927,3.190320187909507,103.0,72.0,0.32142857142857145,0.14365411436541142,0.17777445706316003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Q9D0T2,FP,,,,,,,,0.7137841912601731,3.189104243059193,103.0,72.0,0.32142857142857145,0.14365411436541142,0.17777445706316003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Q9JIZ0,,,,,,,,,0.7120205301551756,3.185208019363383,104.0,72.0,0.32142857142857145,0.14504881450488144,0.17637975692369,,,,,,,,,,,,,,,,,,,,,,1.542592009819817,4.402749235055031,14.0,11.0,0.049107142857142856,0.0196078431372549,0.029499299719887954
416,Q6PCP5,,,,,,,,,0.7107051553268487,3.182305234701401,104.0,72.0,0.32142857142857145,0.14504881450488144,0.17637975692369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Q8VEK3,FP,,,,,,,,0.7094778903817308,3.179599277551778,104.0,72.0,0.32142857142857145,0.14504881450488144,0.17637975692369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Q9Z1R9,TP,,,,,,,,0.70702396478843,3.1741955935964494,105.0,72.0,0.32142857142857145,0.14644351464435146,0.17498505678422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,E9PVB5,FP,,,,,,,,0.7018935813684059,3.162927848904483,105.0,73.0,0.32589285714285715,0.14644351464435146,0.1794493424985057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Q9D8U2,,,,,,,,,0.6976231016905213,3.1535792012234576,106.0,73.0,0.32589285714285715,0.14783821478382148,0.17805464235903568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Q9Z1A1,,,,,,,,,0.6958289735844374,3.1496598639455784,106.0,73.0,0.32589285714285715,0.14783821478382148,0.17805464235903568,,,,,,,,,,,,,,,,,,,,,,1.1218870686263498,3.2891156462585034,21.0,13.0,0.05803571428571429,0.029411764705882353,0.028623949579831935
422,Q91XD6,FP,,,,,,,,0.695800265123353,3.149597188892698,106.0,73.0,0.32589285714285715,0.14783821478382148,0.17805464235903568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Q91W64,,,,,,,,,0.695236817393389,3.1483673469387754,107.0,73.0,0.32589285714285715,0.1492329149232915,0.17665994221956566,,,,,,,,,,,,,,,,,,,,,,1.9779427060273231,5.953571428571428,10.0,5.0,0.022321428571428572,0.014005602240896359,0.008315826330532213
424,Q920A7,,,,,,,,,0.6940180646602133,3.145708807939551,107.0,73.0,0.32589285714285715,0.1492329149232915,0.17665994221956566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,P42227,FP,,,,,,,,0.6895841196676692,3.136055701919458,107.0,73.0,0.32589285714285715,0.1492329149232915,0.17665994221956566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,P58871,FP,,,,,,,,0.6895075755945822,3.1358893187947006,108.0,73.0,0.32589285714285715,0.1506276150627615,0.17526524208009564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Q8BHN3,,,,,,,,,0.6887922298158284,3.1343348051449413,109.0,73.0,0.32589285714285715,0.15202231520223153,0.17387054194062562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Q9CX86,FP,,,,,,,,0.687295101918096,3.1310838990194774,109.0,73.0,0.32589285714285715,0.15202231520223153,0.17387054194062562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Q9CWE0,,,,,,,,,0.6871079373344969,3.130677721701514,110.0,73.0,0.32589285714285715,0.15341701534170155,0.1724758418011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Q9Z2G6,,,,,,,,,0.684531074860601,3.1250908684225243,110.0,73.0,0.32589285714285715,0.15341701534170155,0.1724758418011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Q9QYA2,,,,,,,,,0.6842840364367018,3.12455579246624,110.0,73.0,0.32589285714285715,0.15341701534170155,0.1724758418011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,P62754,,,,,,,,,0.6842537194821658,3.1244901333921287,110.0,73.0,0.32589285714285715,0.15341701534170155,0.1724758418011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Q05512,FP,,,,,,,,0.6820783846213622,3.1197824921498047,110.0,73.0,0.32589285714285715,0.15341701534170155,0.1724758418011556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Q8R180,TP,,,,,,,,0.6813592265894265,3.118227723148183,111.0,73.0,0.32589285714285715,0.15481171548117154,0.17108114166168562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Q62418,FP,,,,,,,,0.6802383566900972,3.1158060261742926,111.0,74.0,0.33035714285714285,0.15481171548117154,0.1755454273759713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Q8JZK9,,,,,,,,,0.6797618212003441,3.1147770166363764,112.0,74.0,0.33035714285714285,0.15620641562064155,0.1741507272365013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
