,uniprot,annotation,iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio
246,P09103,,3.2125576789364954,16.31333881128458,54.0,35.0,0.12237762237762238,0.06330597889800703,0.059071643479615354,2.925979531777054,18.980242192479285,95.0,45.0,0.15734265734265734,0.11150234741784038,0.04584030992481697,2.638432167320523,17.85127362366475,55.0,47.0,0.16433566433566432,0.06432748538011696,0.10000817895554737,2.349303419165721,20.769598470363288,101.0,58.0,0.20279720279720279,0.11826697892271663,0.08453022387448615,1.6470509579942292,5.677896466721446,77.0,36.0,0.1276595744680851,0.0903755868544601,0.037283987613625,1.320820742011664,6.606118546845124,121.0,52.0,0.18309859154929578,0.1425206124852768,0.04057797906401897
247,Q9CQ45,TP,3.2106192738897805,16.29143492769744,54.0,35.0,0.12237762237762238,0.06330597889800703,0.059071643479615354,3.014940311711255,20.187456926257752,95.0,44.0,0.15384615384615385,0.11150234741784038,0.04234380642831348,2.3444221269483485,14.560066740823137,61.0,57.0,0.1993006993006993,0.07134502923976609,0.12795567006093322,2.1461925637744623,18.042039972432804,104.0,62.0,0.21678321678321677,0.12177985948477751,0.09500335729843926,2.0458007115526056,7.485539488320356,59.0,24.0,0.0851063829787234,0.06924882629107981,0.01585755668764359,1.8104696805509566,9.27567195037905,94.0,33.0,0.11619718309859155,0.11071849234393404,0.005478690754657511
248,P70302,FP,3.1970330364781363,16.13873435326843,54.0,36.0,0.1258741258741259,0.06330597889800703,0.06256814697611886,3.1090539987469987,21.548282265552462,92.0,43.0,0.15034965034965034,0.107981220657277,0.04236842969237334,2.8244827670731456,20.308414464534074,52.0,38.0,0.13286713286713286,0.0608187134502924,0.07204841941684047,2.7339531283466467,27.115598885793872,92.0,41.0,0.14335664335664336,0.10772833723653395,0.03562830612010941,1.1051170890036621,3.8998609179415857,125.0,72.0,0.2553191489361702,0.1467136150234742,0.108605533912696,0.9774859824494002,5.207056638811514,162.0,73.0,0.25704225352112675,0.19081272084805653,0.06622953267307022
249,E9PYH0,TP,3.166713988971448,15.803108808290155,55.0,36.0,0.1258741258741259,0.06447831184056271,0.06139581403356317,2.483023957715032,13.96236012207528,103.0,61.0,0.21328671328671328,0.12089201877934272,0.09239469450737056,2.702112877101383,18.656879677605065,55.0,43.0,0.15034965034965034,0.06432748538011696,0.08602216496953338,2.0158722448496063,16.483723296032554,106.0,69.0,0.24125874125874125,0.12412177985948478,0.11713696139925647,1.9047108353915585,6.788140472078296,64.0,28.0,0.09929078014184398,0.07511737089201878,0.024173409249825195,1.1813687353120186,5.9974567650050865,137.0,59.0,0.20774647887323944,0.16136631330977622,0.04638016556346322
250,Q8BLY1,TP,3.143396340319668,15.549743110695937,55.0,37.0,0.12937062937062938,0.06447831184056271,0.06489231753006666,2.359810658400542,12.819407008086253,107.0,65.0,0.22727272727272727,0.1255868544600939,0.10168587281263336,2.550834303280543,16.799626342830454,57.0,48.0,0.16783216783216784,0.06666666666666667,0.10116550116550117,1.7646980203660563,13.849826723142087,118.0,82.0,0.2867132867132867,0.13817330210772832,0.1485399846055584,2.299136936378572,8.92246613731901,54.0,17.0,0.06028368794326241,0.06338028169014084,-0.0030965937468784357,1.4758991856363217,7.355795148247979,110.0,41.0,0.1443661971830986,0.12956419316843346,0.014802004014665138
251,Q9WTZ2,,3.141410897499774,15.528358208955224,55.0,38.0,0.13286713286713286,0.06447831184056271,0.06838882102657015,2.375147541701366,12.956413449564135,106.0,64.0,0.22377622377622378,0.12441314553990611,0.09936307823631767,2.8283330754154856,20.36268656716418,52.0,38.0,0.13286713286713286,0.0608187134502924,0.07204841941684047,2.059519118621717,16.990037359900374,106.0,66.0,0.23076923076923078,0.12412177985948478,0.106647450909746,1.7504154063848854,6.099626865671642,72.0,32.0,0.11347517730496454,0.08450704225352113,0.02896813505144341,0.9444999817633534,5.089352428393524,167.0,75.0,0.2640845070422535,0.1967020023557126,0.06738250468654089
252,Q9DCC8,,3.136533427654998,15.475948509485095,55.0,38.0,0.13286713286713286,0.06447831184056271,0.06838882102657015,2.4505486711238693,13.651576273718812,103.0,62.0,0.21678321678321677,0.12089201877934272,0.09589119800387405,3.634993336228374,35.61754742547426,48.0,24.0,0.08391608391608392,0.056140350877192984,0.027775733038890936,2.9464579787018845,31.418795756760794,87.0,39.0,0.13636363636363635,0.10187353629976581,0.034490100063870544,1.6197981016540528,5.571646341463414,78.0,38.0,0.1347517730496454,0.09154929577464789,0.0432024772749975,0.8941612762998,4.914836396234873,172.0,76.0,0.2676056338028169,0.20259128386336867,0.06501434993944821
253,O88531,TP,3.1245915554148738,15.348375451263538,55.0,38.0,0.13286713286713286,0.06447831184056271,0.06838882102657015,3.230808917308651,23.44577205882353,89.0,39.0,0.13636363636363635,0.10446009389671361,0.031903542466922744,3.3570457225548345,29.376052948255115,48.0,26.0,0.09090909090909091,0.056140350877192984,0.03476874003189793,3.4607124834532508,44.87408088235294,87.0,33.0,0.11538461538461539,0.10187353629976581,0.013511079084849581,1.7783801033559172,6.219013237063779,70.0,30.0,0.10638297872340426,0.08215962441314555,0.02422335431025871,1.84494539642657,9.5,94.0,31.0,0.10915492957746478,0.11071849234393404,-0.0015635627664692536
254,A0A087WRT4,,3.107057968512786,15.162970106075218,55.0,39.0,0.13636363636363635,0.06447831184056271,0.07188532452307364,2.7905109486137247,17.279120879120878,97.0,46.0,0.16083916083916083,0.11384976525821597,0.046989395580944865,2.1760929648663994,12.956605593056896,65.0,63.0,0.2202797202797203,0.07602339181286549,0.1442563284668548,1.8569953439719775,14.764835164835166,113.0,74.0,0.25874125874125875,0.1323185011709602,0.12642275757029856,0.7965824295284738,3.148987463837994,190.0,105.0,0.3723404255319149,0.22300469483568075,0.14933573069623413,,,,,,,
255,P08226,TP,3.106788893794192,15.160142348754448,55.0,39.0,0.13636363636363635,0.06447831184056271,0.07188532452307364,2.7836574892246593,17.197231833910035,97.0,46.0,0.16083916083916083,0.11384976525821597,0.046989395580944865,1.2202636780550746,6.679715302491103,132.0,138.0,0.4825174825174825,0.1543859649122807,0.32813151760520176,,,,,,,,,,,,,,,,,,,,,
256,D3YU56,,3.0932231160651487,15.018258426966293,55.0,40.0,0.13986013986013987,0.06447831184056271,0.07538182801957716,1.7924690555009433,8.651294498381876,119.0,103.0,0.36013986013986016,0.1396713615023474,0.22046849863751275,2.5506130869656007,16.797050561797754,57.0,49.0,0.17132867132867133,0.06666666666666667,0.10466200466200466,1.2473084254060351,9.675970873786408,151.0,118.0,0.4125874125874126,0.17681498829039813,0.23577242429701448,1.192949189897946,4.144662921348314,117.0,64.0,0.22695035460992907,0.13732394366197184,0.08962641094795723,,,,,,,
257,Q640L3,,3.0838136932508027,14.920626349892009,55.0,40.0,0.13986013986013987,0.06447831184056271,0.07538182801957716,inf,inf,15.0,9.0,0.03146853146853147,0.017605633802816902,0.01386289766571457,2.1440774305354893,12.672246220302377,66.0,65.0,0.22727272727272727,0.07719298245614035,0.15007974481658692,inf,inf,34.0,15.0,0.05244755244755245,0.03981264637002342,0.012634906077529026,,,,,,,,inf,inf,30.0,11.0,0.03873239436619718,0.0353356890459364,0.003396705320260783
258,Q80X71,,3.076620142833753,14.846414455110107,55.0,40.0,0.13986013986013987,0.06447831184056271,0.07538182801957716,3.4179642616157,26.693401015228428,87.0,36.0,0.1258741258741259,0.10211267605633803,0.023761449817787855,2.9750972182972344,22.543195934500282,51.0,36.0,0.1258741258741259,0.05964912280701754,0.06622500306710835,3.3138907360838212,40.531979695431474,87.0,34.0,0.11888111888111888,0.10187353629976581,0.01700758258135307,1.9462536417437564,6.986448334274421,62.0,27.0,0.09574468085106383,0.07276995305164319,0.02297472779942064,2.24794569170258,12.561421319796954,89.0,28.0,0.09859154929577464,0.10482921083627797,-0.006237661540503328
259,P18572,,3.0560559258516107,14.63629431948151,55.0,40.0,0.13986013986013987,0.06447831184056271,0.07538182801957716,0.873234591913099,4.5747140133460436,189.0,168.0,0.5874125874125874,0.22183098591549297,0.3655816014970944,3.3533077001705025,29.30003812428517,48.0,27.0,0.0944055944055944,0.056140350877192984,0.03826524352840142,1.16793576523663,9.158007626310772,159.0,125.0,0.4370629370629371,0.18618266978922718,0.25088026727370993,1.264472587196452,4.355318337781166,107.0,60.0,0.2127659574468085,0.1255868544600939,0.08717910298671461,,,,,,,
260,Q3TVI8,FP,3.046019223898061,14.53482428115016,55.0,40.0,0.13986013986013987,0.06447831184056271,0.07538182801957716,2.3601514077907493,12.822435174746335,106.0,65.0,0.22727272727272727,0.12441314553990611,0.10285958173282116,2.3125096642263987,14.24153354632588,61.0,58.0,0.20279720279720279,0.07134502923976609,0.1314521735574367,1.6240912471237268,12.56369785794814,122.0,96.0,0.3356643356643357,0.14285714285714285,0.19280719280719283,1.9424496231404689,6.968051118210862,63.0,27.0,0.09574468085106383,0.07394366197183098,0.021801018879232845,1.2169297382100335,6.147125140924464,134.0,56.0,0.19718309859154928,0.15783274440518258,0.039350354186366704
261,Q8CC36,TP,3.045770047957053,14.532314107018763,56.0,40.0,0.13986013986013987,0.06565064478311841,0.07420949507702146,inf,inf,80.0,27.0,0.0944055944055944,0.09389671361502347,0.0005088807905709314,2.1530400061972723,12.751216122307158,66.0,64.0,0.22377622377622378,0.07719298245614035,0.14658324132008343,inf,inf,56.0,22.0,0.07692307692307693,0.06557377049180328,0.011349306431273645,1.5721266249994228,5.390548992355803,83.0,39.0,0.13829787234042554,0.09741784037558686,0.04088003196483868,inf,inf,69.0,26.0,0.09154929577464789,0.0812720848056537,0.010277210968994185
262,P55302,,3.0386579604703945,14.460850111856823,56.0,41.0,0.14335664335664336,0.06565064478311841,0.07770599857352495,2.9807013140377894,19.713995255845475,95.0,45.0,0.15734265734265734,0.11150234741784038,0.04584030992481697,2.6238206425246062,17.671389510315684,55.0,47.0,0.16433566433566432,0.06432748538011696,0.10000817895554737,2.5633133950966402,24.09081667231447,95.0,48.0,0.16783216783216784,0.11124121779859485,0.05659095003357299,1.8800579179203067,6.673129505344271,64.0,29.0,0.10283687943262411,0.07511737089201878,0.027719508540605328,1.7824492026645775,9.09725516773975,95.0,35.0,0.12323943661971831,0.11189634864546526,0.011343087974253055
263,Q91X78,,3.037724444332183,14.451496041862338,56.0,41.0,0.14335664335664336,0.06565064478311841,0.07770599857352495,2.3224986778489125,12.492113198793783,107.0,67.0,0.23426573426573427,0.1255868544600939,0.10867887980564037,1.4168107851870826,7.6546357171608745,113.0,121.0,0.4230769230769231,0.13216374269005848,0.2909131803868646,,,,,,,,1.8307879844380959,6.449080907017309,69.0,29.0,0.10283687943262411,0.08098591549295775,0.02185096393966636,1.0759101491317014,5.574692646717699,148.0,66.0,0.2323943661971831,0.17432273262661954,0.05807163357056355
264,Q80W54,FP,3.0371590244962325,14.445833333333333,56.0,41.0,0.14335664335664336,0.06565064478311841,0.07770599857352495,3.0516232241138788,20.707337883959045,94.0,44.0,0.15384615384615385,0.11032863849765258,0.043517515348501276,2.5665248040024218,16.983333333333334,56.0,48.0,0.16783216783216784,0.06549707602339182,0.10233509180877602,2.5784384026247076,24.344709897610922,94.0,48.0,0.16783216783216784,0.11007025761124122,0.057761910220926624,1.1589800742281562,4.048214285714286,121.0,68.0,0.24113475177304963,0.142018779342723,0.09911597243032663,1.1337922050226785,5.802901023890785,141.0,64.0,0.22535211267605634,0.16607773851590105,0.059274374160155296
265,F8VQJ3,TP,3.029357736773726,14.367929168716183,57.0,41.0,0.14335664335664336,0.0668229777256741,0.07653366563096926,2.6326138123171337,15.487804878048781,100.0,56.0,0.1958041958041958,0.11737089201877934,0.07843330378541646,2.795326919922276,19.902115100836202,54.0,39.0,0.13636363636363635,0.06315789473684211,0.07320574162679425,2.3960323944703226,21.453340402969246,100.0,55.0,0.19230769230769232,0.117096018735363,0.07521167357232932,1.6275266933298698,5.601574028529267,78.0,36.0,0.1276595744680851,0.09154929577464789,0.036110278693437206,1.1911307000501536,6.038176033934253,137.0,58.0,0.20422535211267606,0.16136631330977622,0.042859038802899846
266,Q9CPT4,TP,3.0148045176337765,14.223720930232558,57.0,42.0,0.14685314685314685,0.0668229777256741,0.08003016912747275,2.2193282170036768,11.629967674462826,110.0,75.0,0.26223776223776224,0.12910798122065728,0.13312978101710496,2.678185221400977,18.35,55.0,45.0,0.15734265734265734,0.06432748538011696,0.09301517196254039,1.8801583197755165,15.003803004373456,112.0,73.0,0.25524475524475526,0.13114754098360656,0.1240972142611487,1.202385320736983,4.171860465116279,115.0,62.0,0.2198581560283688,0.13497652582159625,0.08488163020677256,,,,,,,
267,Q3U4G3,,3.0018422917741536,14.096497025776603,57.0,43.0,0.15034965034965034,0.0668229777256741,0.08352667262397624,3.039034161460451,20.5274302213667,95.0,44.0,0.15384615384615385,0.11150234741784038,0.04234380642831348,2.912562134150036,21.586913417052216,52.0,36.0,0.1258741258741259,0.0608187134502924,0.06505541242383349,2.947203402840972,31.435033686236768,87.0,39.0,0.13636363636363635,0.10187353629976581,0.034490100063870544,1.1270792613807283,3.959682749504296,124.0,71.0,0.25177304964539005,0.14553990610328638,0.10623314354210367,1.1246190622439016,5.766121270452358,142.0,65.0,0.22887323943661972,0.16725559481743227,0.06161764461918745
268,P43406,,3.001508382404041,14.093234792495736,57.0,43.0,0.15034965034965034,0.0668229777256741,0.08352667262397624,2.87081868083092,18.268238761974946,95.0,45.0,0.15734265734265734,0.11150234741784038,0.04584030992481697,2.329407760601336,14.409323479249574,61.0,58.0,0.20279720279720279,0.07134502923976609,0.1314521735574367,2.1961674580328543,18.677966101694917,103.0,60.0,0.2097902097902098,0.12060889929742388,0.08918131049278591,1.1488531919316995,4.019897669130188,123.0,69.0,0.24468085106382978,0.1443661971830986,0.10031465388073119,0.9785114215354541,5.210759027266028,162.0,72.0,0.2535211267605634,0.19081272084805653,0.06270840591250684
269,Q3U3R4,,2.9985447271400796,14.064313490876458,57.0,43.0,0.15034965034965034,0.0668229777256741,0.08352667262397624,1.9946546537340972,9.952794242167654,118.0,96.0,0.3356643356643357,0.13849765258215962,0.19716668308217605,2.125006325103949,12.505833084056237,67.0,66.0,0.23076923076923078,0.0783625730994152,0.1524066576698156,1.118565650702606,8.84991532599492,165.0,130.0,0.45454545454545453,0.19320843091334894,0.2613370236321056,1.3757226514264487,4.704457074483996,96.0,56.0,0.19858156028368795,0.11267605633802817,0.08590550394565978,,,,,,,
270,Q06335,FP,2.9940043659384963,14.020120724346077,57.0,43.0,0.15034965034965034,0.0668229777256741,0.08352667262397624,2.071525423006076,10.49748911951791,114.0,90.0,0.3146853146853147,0.13380281690140844,0.18088249778390625,1.9824935216820363,11.329532752067964,73.0,72.0,0.2517482517482518,0.08538011695906433,0.16636813478918744,1.0574639777542554,8.482926012721794,169.0,134.0,0.46853146853146854,0.19789227166276346,0.2706391968687051,0.9898884126979154,3.6004918399284596,152.0,80.0,0.28368794326241137,0.1784037558685446,0.10528418739386677,,,,,,,
271,Q8R2G4,,2.974944809889959,13.836117936117937,58.0,43.0,0.15034965034965034,0.06799531066822978,0.08235433968142056,2.122275582286492,10.873334620583124,113.0,85.0,0.2972027972027972,0.13262910798122066,0.16457368922157653,2.867687835217003,20.925798525798527,52.0,38.0,0.13286713286713286,0.0608187134502924,0.07204841941684047,2.0124680066181755,16.44487352770805,106.0,70.0,0.24475524475524477,0.12412177985948478,0.12063346489575999,1.3007078272268255,4.466093366093366,105.0,60.0,0.2127659574468085,0.12323943661971831,0.0895265208270902,,,,,,,
272,P01901,,2.9676017006883835,13.765873015873016,58.0,43.0,0.15034965034965034,0.06799531066822978,0.08235433968142056,2.7352618129296684,16.629913710450623,97.0,51.0,0.17832167832167833,0.11384976525821597,0.06447191306346237,2.262391819793171,13.755291005291005,63.0,59.0,0.2062937062937063,0.07368421052631578,0.1326094957673905,2.0275013310390952,16.617130073505912,106.0,68.0,0.23776223776223776,0.12412177985948478,0.11364045790275298,1.243988163658028,4.293915343915344,110.0,62.0,0.2198581560283688,0.12910798122065728,0.09075017480771153,0.9719962070761886,5.187280281240013,164.0,73.0,0.25704225352112675,0.19316843345111898,0.06387382007000778
273,Q8BYW9,,2.959657737195173,13.690281801422175,58.0,43.0,0.15034965034965034,0.06799531066822978,0.08235433968142056,3.17974241581011,22.630387461906835,91.0,40.0,0.13986013986013987,0.1068075117370892,0.03305262812305067,2.3545488993576145,14.66262839083487,61.0,57.0,0.1993006993006993,0.07134502923976609,0.12795567006093322,2.5720829769771907,24.237701349586416,95.0,48.0,0.16783216783216784,0.11124121779859485,0.05659095003357299,1.1276629990618297,3.9612852251777717,124.0,71.0,0.25177304964539005,0.14553990610328638,0.10623314354210367,1.3080956088536428,6.548106225511537,122.0,53.0,0.18661971830985916,0.143698468786808,0.04292124952305115
274,Q924Z4,FP,2.9557196722675534,13.652962962962963,58.0,43.0,0.15034965034965034,0.06799531066822978,0.08235433968142056,1.5594200536469003,7.36082268370607,126.0,116.0,0.40559440559440557,0.14788732394366197,0.25770708165074363,2.1260847968434877,12.515185185185185,66.0,66.0,0.23076923076923078,0.07719298245614035,0.1535762483130904,,,,,,,,2.556431321931494,10.664444444444445,51.0,17.0,0.06028368794326241,0.05985915492957746,0.0004245330136849468,1.1204796344877161,5.749600638977636,142.0,65.0,0.22887323943661972,0.16725559481743227,0.06161764461918745
275,Q9R0Q3,,2.942278984585404,13.526357510899723,59.0,43.0,0.15034965034965034,0.06916764361078546,0.08118200673886487,1.804488356983242,8.723670756646216,119.0,103.0,0.36013986013986016,0.1396713615023474,0.22046849863751275,1.7125172041676529,9.395957193816885,91.0,93.0,0.32517482517482516,0.1064327485380117,0.21874207663681344,,,,,,,,,,,,,,,,,,,,,
276,Q05186,,2.93061826216335,13.417470055506865,59.0,43.0,0.15034965034965034,0.06916764361078546,0.08118200673886487,2.844711280659597,17.940625,95.0,46.0,0.16083916083916083,0.11150234741784038,0.04933681342132046,2.6629911067309875,18.15775635407537,55.0,47.0,0.16433566433566432,0.06432748538011696,0.10000817895554737,2.574533524231874,24.27890625,95.0,48.0,0.16783216783216784,0.11124121779859485,0.05659095003357299,1.3728209198632944,4.695004382120946,96.0,56.0,0.19858156028368795,0.11267605633802817,0.08590550394565978,1.2472618695364177,6.277734375,131.0,55.0,0.1936619718309859,0.15429917550058891,0.03936279633039699
277,Q8R0X7,,2.926449469745172,13.378755074424898,59.0,43.0,0.15034965034965034,0.06916764361078546,0.08118200673886487,2.623976705426687,15.395359701027717,100.0,57.0,0.1993006993006993,0.11737089201877934,0.08192980728191995,2.0896383039364963,12.20297699594046,69.0,68.0,0.23776223776223776,0.08070175438596491,0.15706048337627285,1.7846149386226509,14.042354406726876,117.0,80.0,0.27972027972027974,0.13700234192037472,0.14271793779990502,,,,,,,,,,,,,,
278,Q6DVA0,FP,2.918703540545586,13.307116104868914,59.0,43.0,0.15034965034965034,0.06916764361078546,0.08118200673886487,3.192941691947609,22.838383838383837,90.0,40.0,0.13986013986013987,0.1056338028169014,0.034226337043238464,2.1176174897199487,12.441947565543071,67.0,67.0,0.23426573426573427,0.0783625730994152,0.15590316116631908,2.389305040126611,21.353535353535353,100.0,56.0,0.1958041958041958,0.117096018735363,0.0787081770688328,1.0682624958173212,3.801498127340824,132.0,74.0,0.2624113475177305,0.15492957746478872,0.10748177005294177,1.30284857839622,6.524334251606978,123.0,53.0,0.18661971830985916,0.14487632508833923,0.04174339322151993
279,Q8BH01,,2.902770474506779,13.160961398397669,60.0,43.0,0.15034965034965034,0.07033997655334115,0.08000967379630919,2.4970565388996184,14.098829648894668,103.0,61.0,0.21328671328671328,0.12089201877934272,0.09239469450737056,2.3295049041624347,14.41029376062151,61.0,58.0,0.20279720279720279,0.07134502923976609,0.1314521735574367,1.9212403675599135,15.437191157347204,112.0,73.0,0.25524475524475526,0.13114754098360656,0.1240972142611487,1.2843152933086197,4.415634862830784,106.0,60.0,0.2127659574468085,0.12441314553990611,0.0883528119069024,0.8389492888783353,4.730299089726918,181.0,84.0,0.29577464788732394,0.21319199057714958,0.08258265731017436
280,Q8BRK9,,2.899693655429989,13.132923076923078,60.0,43.0,0.15034965034965034,0.07033997655334115,0.08000967379630919,inf,inf,33.0,14.0,0.04895104895104895,0.03873239436619718,0.010218654584851772,2.7119094718930916,18.784,55.0,43.0,0.15034965034965034,0.06432748538011696,0.08602216496953338,inf,inf,41.0,19.0,0.06643356643356643,0.04800936768149883,0.018424198752067605,1.2700893467593002,4.372307692307692,106.0,60.0,0.2127659574468085,0.12441314553990611,0.0883528119069024,inf,inf,6.0,5.0,0.017605633802816902,0.007067137809187279,0.010538495993629623
281,Q99L43,,2.898217469626137,13.119492158327109,60.0,43.0,0.15034965034965034,0.07033997655334115,0.08000967379630919,3.1380815583962427,21.986232790988737,92.0,42.0,0.14685314685314685,0.107981220657277,0.03887192619586985,1.9593989412962338,11.149614139905403,75.0,74.0,0.25874125874125875,0.08771929824561403,0.17102196049564472,2.196712429070978,18.68502294534835,103.0,60.0,0.2097902097902098,0.12060889929742388,0.08918131049278591,0.9988206343028442,3.62285287528006,149.0,79.0,0.2801418439716312,0.17488262910798122,0.10525921486365,1.1990326542498257,6.071339173967459,137.0,58.0,0.20422535211267606,0.16136631330977622,0.042859038802899846
282,P82347,FP,2.897668467582436,13.11450062682825,60.0,43.0,0.15034965034965034,0.07033997655334115,0.08000967379630919,2.702116236544056,16.252200932159504,98.0,53.0,0.1853146853146853,0.11502347417840375,0.07029121113628156,2.4916248672020527,16.124111993313832,58.0,51.0,0.17832167832167833,0.06783625730994151,0.11048542101173682,2.293522035168312,19.981874676333504,101.0,58.0,0.20279720279720279,0.11826697892271663,0.08453022387448615,1.6088332530651124,5.529460927705808,81.0,38.0,0.1347517730496454,0.09507042253521127,0.039681350514434124,1.373628953203609,6.852408078715691,117.0,47.0,0.16549295774647887,0.13780918727915195,0.027683770467326924
283,Q9ERE7,,2.887293659394448,13.020529016975917,61.0,43.0,0.15034965034965034,0.07151230949589683,0.0788373408537535,2.5058855565979647,14.185376344086022,103.0,60.0,0.2097902097902098,0.12089201877934272,0.08889819101086707,1.6135467477045808,8.772996446900908,96.0,104.0,0.36363636363636365,0.11228070175438597,0.25135566188197767,1.229588043912737,9.557849462365592,151.0,119.0,0.4160839160839161,0.17681498829039813,0.23926892779351797,1.9237684907584756,6.878405053296486,64.0,27.0,0.09574468085106383,0.07511737089201878,0.020627309959045048,1.5027083191388684,7.493763440860215,110.0,41.0,0.1443661971830986,0.12956419316843346,0.014802004014665138
284,Q9CQE7,,2.886054320900385,13.00934861278649,61.0,43.0,0.15034965034965034,0.07151230949589683,0.0788373408537535,3.015224547088796,20.191434589281535,95.0,44.0,0.15384615384615385,0.11150234741784038,0.04234380642831348,2.5831002468992246,17.179583835946925,56.0,47.0,0.16433566433566432,0.06549707602339182,0.0988385883122725,2.7097198720922746,26.66393634448865,93.0,42.0,0.14685314685314685,0.10889929742388758,0.037953849429259265,1.8474122513104683,6.523823884197829,67.0,29.0,0.10283687943262411,0.07863849765258216,0.024198381780041953,1.9369304086757548,10.12543880177861,91.0,30.0,0.1056338028169014,0.1071849234393404,-0.0015511206224389923
285,Q8BFZ9,,2.884238160433767,12.992981883466623,61.0,43.0,0.15034965034965034,0.07151230949589683,0.0788373408537535,2.5563679009988385,14.690533308728547,101.0,58.0,0.20279720279720279,0.11854460093896714,0.08425260185823565,,,,,,,,,,,,,,,1.9175594811143044,6.848865676513792,64.0,27.0,0.09574468085106383,0.07511737089201878,0.020627309959045048,1.550037152856252,7.743679645691087,107.0,39.0,0.13732394366197184,0.12603062426383982,0.011293319398132023
286,O35887,TP,2.884183162983009,12.992486583184258,61.0,43.0,0.15034965034965034,0.07151230949589683,0.0788373408537535,2.501923686511915,14.146474483833268,103.0,60.0,0.2097902097902098,0.12089201877934272,0.08889819101086707,2.1793276914727664,12.985688729874777,65.0,62.0,0.21678321678321677,0.07602339181286549,0.14075982497035128,1.7945176140063113,14.139072847682119,117.0,78.0,0.2727272727272727,0.13700234192037472,0.135724930806898,0.817990894304263,3.1960644007155636,186.0,102.0,0.3617021276595745,0.21830985915492956,0.14339226850464493,,,,,,,
287,P10493,TP,2.870702186334765,12.871646341463414,61.0,44.0,0.15384615384615385,0.07151230949589683,0.08233384435025702,2.5157272680678324,14.282476319350474,102.0,58.0,0.20279720279720279,0.11971830985915492,0.08307889293804786,3.0380761857386194,23.54908536585366,49.0,32.0,0.11188811188811189,0.05730994152046784,0.05457817036764405,2.680550666476325,26.130243572395127,94.0,43.0,0.15034965034965034,0.11007025761124122,0.04027939273840912,1.5426987729944588,5.28170731707317,86.0,45.0,0.1595744680851064,0.10093896713615023,0.05863550094895616,1.1480717859044018,5.860622462787551,141.0,62.0,0.21830985915492956,0.16607773851590105,0.05223212063902852
