,uniprot,annotation,iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_1/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_2/iWAT_chow_cre-_2_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_1_ratio,iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,original_ratio_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TP_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio,TPR-FPR_iWAT_chow_cre+_3/iWAT_chow_cre-_2_ratio
0,Q9D3N8,,inf,inf,0.0,0.0,0.0,0.0,0.0,inf,inf,83.0,28.0,0.0979020979020979,0.09741784037558686,0.0004842575265110449,inf,inf,5.0,2.0,0.006993006993006993,0.005847953216374269,0.0011450537766327243,inf,inf,1.0,2.0,0.006993006993006993,0.00117096018735363,0.005822046805653363,,,,,,,,,,,,,,
1,O89016,,inf,inf,0.0,0.0,0.0,0.0,0.0,inf,inf,1.0,1.0,0.0034965034965034965,0.0011737089201877935,0.002322794576315703,inf,inf,0.0,0.0,0.0,0.0,0.0,inf,inf,1.0,3.0,0.01048951048951049,0.00117096018735363,0.00931855030215686,,,,,,,,,,,,,,
2,O55022,,inf,inf,0.0,0.0,0.0,0.0,0.0,inf,inf,70.0,23.0,0.08041958041958042,0.08215962441314555,-0.0017400439935651296,inf,inf,19.0,9.0,0.03146853146853147,0.022222222222222223,0.009246309246309248,inf,inf,32.0,14.0,0.04895104895104895,0.03747072599531616,0.011480322955732793,inf,inf,25.0,11.0,0.03900709219858156,0.029342723004694836,0.009664369193886725,inf,inf,40.0,14.0,0.04929577464788732,0.04711425206124853,0.0021815225866387913
3,Q8K482,TP,inf,inf,0.0,0.0,0.0,0.0,0.0,inf,inf,23.0,11.0,0.038461538461538464,0.02699530516431925,0.011466233297219214,inf,inf,26.0,13.0,0.045454545454545456,0.0304093567251462,0.015045188729399257,inf,inf,38.0,18.0,0.06293706293706294,0.04449648711943794,0.018440575817625003,inf,inf,14.0,3.0,0.010638297872340425,0.01643192488262911,-0.005793627010288684,inf,inf,59.0,24.0,0.08450704225352113,0.06949352179034157,0.015013520463179553
4,P84309,,inf,inf,0.0,1.0,0.0034965034965034965,0.0,0.0034965034965034965,inf,inf,23.0,11.0,0.038461538461538464,0.02699530516431925,0.011466233297219214,inf,inf,26.0,14.0,0.04895104895104895,0.0304093567251462,0.018541692225902753,inf,inf,38.0,18.0,0.06293706293706294,0.04449648711943794,0.018440575817625003,inf,inf,14.0,3.0,0.010638297872340425,0.01643192488262911,-0.005793627010288684,inf,inf,58.0,24.0,0.08450704225352113,0.06831566548881036,0.01619137676471076
5,Q64487,,inf,inf,0.0,1.0,0.0034965034965034965,0.0,0.0034965034965034965,inf,inf,44.0,16.0,0.055944055944055944,0.051643192488262914,0.00430086345579303,inf,inf,32.0,19.0,0.06643356643356643,0.03742690058479532,0.02900666584877111,inf,inf,60.0,23.0,0.08041958041958042,0.0702576112412178,0.010161969178362623,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,inf,inf,14.0,8.0,0.028169014084507043,0.016489988221436984,0.011679025863070059
6,Q8VCH8,FP,inf,inf,0.0,1.0,0.0034965034965034965,0.0,0.0034965034965034965,inf,inf,60.0,20.0,0.06993006993006994,0.07042253521126761,-0.0004924652811976737,inf,inf,5.0,2.0,0.006993006993006993,0.005847953216374269,0.0011450537766327243,inf,inf,0.0,2.0,0.006993006993006993,0.0,0.006993006993006993,inf,inf,15.0,7.0,0.024822695035460994,0.017605633802816902,0.007217061232644092,inf,inf,53.0,22.0,0.07746478873239436,0.0624263839811543,0.015038404751240061
7,P31725,TP,inf,inf,1.0,1.0,0.0034965034965034965,0.0011723329425556857,0.0023241705539478108,1.9071256957178175,9.366906474820144,118.0,98.0,0.34265734265734266,0.13849765258215962,0.20415969007518303,inf,inf,19.0,9.0,0.03146853146853147,0.022222222222222223,0.009246309246309248,,,,,,,,inf,inf,29.0,13.0,0.04609929078014184,0.03403755868544601,0.012061732094695833,,,,,,,
8,E9QP49,,inf,inf,1.0,2.0,0.006993006993006993,0.0011723329425556857,0.005820674050451308,,,,,,,,inf,inf,19.0,8.0,0.027972027972027972,0.022222222222222223,0.005749805749805749,,,,,,,,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,,,,,,,
9,A0A087WP33,,inf,inf,1.0,2.0,0.006993006993006993,0.0011723329425556857,0.005820674050451308,inf,inf,19.0,10.0,0.03496503496503497,0.022300469483568074,0.012664565481466893,inf,inf,40.0,21.0,0.07342657342657342,0.04678362573099415,0.026642947695579275,inf,inf,81.0,27.0,0.0944055944055944,0.09484777517564402,-0.00044218077004962164,inf,inf,20.0,10.0,0.03546099290780142,0.023474178403755867,0.011986814504045554,inf,inf,21.0,10.0,0.035211267605633804,0.024734982332155476,0.010476285273478329
10,B1AVZ0,FP,inf,inf,1.0,2.0,0.006993006993006993,0.0011723329425556857,0.005820674050451308,inf,inf,37.0,15.0,0.05244755244755245,0.04342723004694836,0.009020322400604089,inf,inf,2.0,0.0,0.0,0.0023391812865497076,-0.0023391812865497076,inf,inf,16.0,7.0,0.024475524475524476,0.01873536299765808,0.005740161477866396,inf,inf,8.0,2.0,0.0070921985815602835,0.009389671361502348,-0.002297472779942064,inf,inf,41.0,14.0,0.04929577464788732,0.048292108362779744,0.0010036662851075767
11,B2RXQ2,,inf,inf,2.0,2.0,0.006993006993006993,0.0023446658851113715,0.0046483411078956215,inf,inf,72.0,24.0,0.08391608391608392,0.08450704225352113,-0.0005909583374372057,inf,inf,6.0,2.0,0.006993006993006993,0.007017543859649123,-2.4536866642129937e-05,inf,inf,0.0,2.0,0.006993006993006993,0.0,0.006993006993006993,inf,inf,19.0,7.0,0.024822695035460994,0.022300469483568074,0.0025222255518929197,inf,inf,57.0,23.0,0.08098591549295775,0.06713780918727916,0.013848106305678592
12,P97823,TP,inf,inf,2.0,2.0,0.006993006993006993,0.0023446658851113715,0.0046483411078956215,inf,inf,21.0,10.0,0.03496503496503497,0.02464788732394366,0.010317147641091307,inf,inf,26.0,14.0,0.04895104895104895,0.0304093567251462,0.018541692225902753,inf,inf,38.0,17.0,0.05944055944055944,0.04449648711943794,0.0149440723211215,,,,,,,,,,,,,,
13,Q99LD4,FP,inf,inf,2.0,3.0,0.01048951048951049,0.0023446658851113715,0.00814484460439912,,,,,,,,inf,inf,10.0,4.0,0.013986013986013986,0.011695906432748537,0.0022901075532654486,,,,,,,,inf,inf,5.0,2.0,0.0070921985815602835,0.005868544600938967,0.0012236539806213167,,,,,,,
14,Q9EQ32,,inf,inf,3.0,3.0,0.01048951048951049,0.0035169988276670576,0.006972511661843432,inf,inf,31.0,14.0,0.04895104895104895,0.036384976525821594,0.012566072425227358,inf,inf,22.0,11.0,0.038461538461538464,0.025730994152046785,0.012730544309491679,inf,inf,31.0,12.0,0.04195804195804196,0.03629976580796253,0.005658276150079432,inf,inf,29.0,13.0,0.04609929078014184,0.03403755868544601,0.012061732094695833,inf,inf,7.0,7.0,0.02464788732394366,0.008244994110718492,0.01640289321322517
15,Q8BYJ6,,inf,inf,3.0,3.0,0.01048951048951049,0.0035169988276670576,0.006972511661843432,inf,inf,42.0,15.0,0.05244755244755245,0.04929577464788732,0.0031517777996651272,inf,inf,29.0,19.0,0.06643356643356643,0.03391812865497076,0.032515437778595675,inf,inf,49.0,22.0,0.07692307692307693,0.05737704918032787,0.019546027742749057,,,,,,,,,,,,,,
16,B2RXS4,,inf,inf,3.0,3.0,0.01048951048951049,0.0035169988276670576,0.006972511661843432,inf,inf,13.0,6.0,0.02097902097902098,0.015258215962441314,0.005720805016579665,inf,inf,31.0,19.0,0.06643356643356643,0.03625730994152047,0.030176256492045965,inf,inf,81.0,27.0,0.0944055944055944,0.09484777517564402,-0.00044218077004962164,inf,inf,18.0,7.0,0.024822695035460994,0.02112676056338028,0.0036959344720807127,inf,inf,7.0,7.0,0.02464788732394366,0.008244994110718492,0.01640289321322517
17,P20352,TP,inf,inf,3.0,3.0,0.01048951048951049,0.0035169988276670576,0.006972511661843432,2.4044376605494238,13.222147651006711,105.0,62.0,0.21678321678321677,0.12323943661971831,0.09354378016349846,inf,inf,26.0,15.0,0.05244755244755245,0.0304093567251462,0.02203819572240625,1.359768484477481,10.460402684563759,141.0,111.0,0.3881118881118881,0.16510538641686182,0.2230065016950263,inf,inf,20.0,8.0,0.028368794326241134,0.023474178403755867,0.004894615922485267,,,,,,,
18,Q9QYG0,,inf,inf,3.0,4.0,0.013986013986013986,0.0035169988276670576,0.010469015158346928,inf,inf,1.0,1.0,0.0034965034965034965,0.0011737089201877935,0.002322794576315703,inf,inf,4.0,0.0,0.0,0.004678362573099415,-0.004678362573099415,inf,inf,1.0,3.0,0.01048951048951049,0.00117096018735363,0.00931855030215686,inf,inf,19.0,7.0,0.024822695035460994,0.022300469483568074,0.0025222255518929197,inf,inf,34.0,14.0,0.04929577464788732,0.04004711425206125,0.009248660395826072
19,O08848,,inf,inf,3.0,4.0,0.013986013986013986,0.0035169988276670576,0.010469015158346928,,,,,,,,inf,inf,40.0,21.0,0.07342657342657342,0.04678362573099415,0.026642947695579275,,,,,,,,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,,,,,,,
20,Q91XX1,,inf,inf,3.0,4.0,0.013986013986013986,0.0035169988276670576,0.010469015158346928,inf,inf,43.0,16.0,0.055944055944055944,0.05046948356807512,0.005474572375980827,inf,inf,28.0,17.0,0.05944055944055944,0.03274853801169591,0.02669202142886353,inf,inf,44.0,22.0,0.07692307692307693,0.05152224824355972,0.025400828679517207,inf,inf,34.0,15.0,0.05319148936170213,0.03990610328638498,0.013285386075317152,inf,inf,10.0,8.0,0.028169014084507043,0.011778563015312132,0.01639045106919491
21,Q7TQ62,TP,inf,inf,3.0,4.0,0.013986013986013986,0.0035169988276670576,0.010469015158346928,3.6807826852392793,32.02728613569322,86.0,32.0,0.11188811188811189,0.10093896713615023,0.010949144751961654,inf,inf,19.0,8.0,0.027972027972027972,0.022222222222222223,0.005749805749805749,4.066547426816412,68.29203539823008,87.0,30.0,0.1048951048951049,0.10187353629976581,0.003021568595339086,inf,inf,35.0,15.0,0.05319148936170213,0.04107981220657277,0.012111677155129355,2.146163622975136,11.705752212389381,90.0,28.0,0.09859154929577464,0.10600706713780919,-0.00741551784203455
22,A2ATK9,,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,inf,inf,49.0,16.0,0.055944055944055944,0.057511737089201875,-0.0015676811451459313,inf,inf,31.0,19.0,0.06643356643356643,0.03625730994152047,0.030176256492045965,inf,inf,45.0,22.0,0.07692307692307693,0.05269320843091335,0.024229868492163575,inf,inf,14.0,3.0,0.010638297872340425,0.01643192488262911,-0.005793627010288684,inf,inf,71.0,27.0,0.09507042253521127,0.08362779740871613,0.011442625126495132
23,P63101,,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,,,,,,,,inf,inf,8.0,3.0,0.01048951048951049,0.00935672514619883,0.0011327853433116594,,,,,,,,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,,,,,,,
24,Q8BS35,,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,inf,inf,36.0,15.0,0.05244755244755245,0.04225352112676056,0.010194031320791885,inf,inf,2.0,0.0,0.0,0.0023391812865497076,-0.0023391812865497076,inf,inf,17.0,7.0,0.024475524475524476,0.01990632318501171,0.004569201290512765,inf,inf,37.0,16.0,0.05673758865248227,0.04342723004694836,0.013310358605533909,inf,inf,34.0,13.0,0.045774647887323945,0.04004711425206125,0.0057275336352626965
25,Q9CWS1,,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,,,,,,,,inf,inf,26.0,16.0,0.055944055944055944,0.0304093567251462,0.025534699218909745,,,,,,,,inf,inf,20.0,8.0,0.028368794326241134,0.023474178403755867,0.004894615922485267,,,,,,,
26,Q9WVL3,,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,inf,inf,43.0,16.0,0.055944055944055944,0.05046948356807512,0.005474572375980827,inf,inf,37.0,20.0,0.06993006993006994,0.04327485380116959,0.026655216128900344,inf,inf,60.0,23.0,0.08041958041958042,0.0702576112412178,0.010161969178362623,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,inf,inf,16.0,9.0,0.03169014084507042,0.01884570082449941,0.012844440020571012
27,Q9EQC7,TP,inf,inf,3.0,5.0,0.017482517482517484,0.0035169988276670576,0.013965518654850427,1.2209322761873769,5.821452817379497,146.0,143.0,0.5,0.17136150234741784,0.32863849765258213,inf,inf,5.0,1.0,0.0034965034965034965,0.005847953216374269,-0.002351449719870772,,,,,,,,inf,inf,15.0,5.0,0.01773049645390071,0.017605633802816902,0.00012486265108380828,,,,,,,
28,Q9QWR8,,inf,inf,3.0,6.0,0.02097902097902098,0.0035169988276670576,0.017462022151353923,inf,inf,19.0,9.0,0.03146853146853147,0.022300469483568074,0.009168061984963397,inf,inf,19.0,8.0,0.027972027972027972,0.022222222222222223,0.005749805749805749,inf,inf,34.0,15.0,0.05244755244755245,0.03981264637002342,0.012634906077529026,inf,inf,8.0,2.0,0.0070921985815602835,0.009389671361502348,-0.002297472779942064,inf,inf,28.0,10.0,0.035211267605633804,0.03297997644287397,0.0022312911627598367
29,Q69ZW3,,inf,inf,3.0,6.0,0.02097902097902098,0.0035169988276670576,0.017462022151353923,inf,inf,64.0,20.0,0.06993006993006994,0.07511737089201878,-0.005187300961948846,inf,inf,31.0,19.0,0.06643356643356643,0.03625730994152047,0.030176256492045965,inf,inf,75.0,26.0,0.09090909090909091,0.08782201405152225,0.003087076857568663,inf,inf,10.0,2.0,0.0070921985815602835,0.011737089201877934,-0.00464489062031765,inf,inf,35.0,14.0,0.04929577464788732,0.04122497055359246,0.008070804094294858
30,Q6ZPQ6,FP,inf,inf,3.0,6.0,0.02097902097902098,0.0035169988276670576,0.017462022151353923,inf,inf,63.0,20.0,0.06993006993006994,0.07394366197183098,-0.004013592041761049,inf,inf,38.0,20.0,0.06993006993006994,0.044444444444444446,0.02548562548562549,inf,inf,75.0,26.0,0.09090909090909091,0.08782201405152225,0.003087076857568663,inf,inf,10.0,2.0,0.0070921985815602835,0.011737089201877934,-0.00464489062031765,inf,inf,38.0,14.0,0.04929577464788732,0.0447585394581861,0.004537235189701221
31,O88845,,inf,inf,4.0,6.0,0.02097902097902098,0.004689331770222743,0.01628968920879824,inf,inf,50.0,17.0,0.05944055944055944,0.05868544600938967,0.0007551134311697683,inf,inf,1.0,0.0,0.0,0.0011695906432748538,-0.0011695906432748538,inf,inf,20.0,7.0,0.024475524475524476,0.0234192037470726,0.0010563207284518747,inf,inf,42.0,17.0,0.06028368794326241,0.04929577464788732,0.010987913295375087,inf,inf,30.0,12.0,0.04225352112676056,0.0353356890459364,0.0069178320808241656
32,Q60860,FP,inf,inf,4.0,6.0,0.02097902097902098,0.004689331770222743,0.01628968920879824,inf,inf,57.0,19.0,0.06643356643356643,0.06690140845070422,-0.0004678420171377873,inf,inf,16.0,6.0,0.02097902097902098,0.01871345029239766,0.0022655706866233187,inf,inf,1.0,3.0,0.01048951048951049,0.00117096018735363,0.00931855030215686,inf,inf,27.0,13.0,0.04609929078014184,0.03169014084507042,0.01440914993507142,inf,inf,3.0,1.0,0.0035211267605633804,0.0035335689045936395,-1.2442144030259169e-05
33,Q62181,TP,inf,inf,5.0,6.0,0.02097902097902098,0.005861664712778429,0.01511735626624255,inf,inf,50.0,16.0,0.055944055944055944,0.05868544600938967,-0.002741390065333728,inf,inf,28.0,17.0,0.05944055944055944,0.03274853801169591,0.02669202142886353,inf,inf,44.0,21.0,0.07342657342657342,0.05152224824355972,0.021904325183013704,,,,,,,,,,,,,,
34,E9Q7M2,FP,inf,inf,5.0,7.0,0.024475524475524476,0.005861664712778429,0.018613859762746047,inf,inf,38.0,15.0,0.05244755244755245,0.04460093896713615,0.0078466134804163,inf,inf,33.0,19.0,0.06643356643356643,0.03859649122807018,0.027837075205496255,inf,inf,54.0,22.0,0.07692307692307693,0.06323185011709602,0.013691226805980908,inf,inf,20.0,11.0,0.03900709219858156,0.023474178403755867,0.015532913794825694,inf,inf,69.0,27.0,0.09507042253521127,0.0812720848056537,0.013798337729557561
35,Q99JR5,TP,inf,inf,6.0,7.0,0.024475524475524476,0.007033997655334115,0.01744152682019036,inf,inf,19.0,9.0,0.03146853146853147,0.022300469483568074,0.009168061984963397,inf,inf,16.0,5.0,0.017482517482517484,0.01871345029239766,-0.0012309328098801774,inf,inf,11.0,5.0,0.017482517482517484,0.01288056206088993,0.004601955421627554,inf,inf,26.0,11.0,0.03900709219858156,0.03051643192488263,0.008490660273698932,inf,inf,47.0,15.0,0.0528169014084507,0.05535924617196702,-0.0025423447635163146
36,P59110,FP,inf,inf,6.0,8.0,0.027972027972027972,0.007033997655334115,0.020938030316693855,inf,inf,40.0,15.0,0.05244755244755245,0.046948356807511735,0.005499195640040713,inf,inf,32.0,19.0,0.06643356643356643,0.03742690058479532,0.02900666584877111,inf,inf,46.0,22.0,0.07692307692307693,0.053864168618266976,0.02305890830480995,inf,inf,21.0,11.0,0.03900709219858156,0.02464788732394366,0.0143592048746379,inf,inf,75.0,28.0,0.09859154929577464,0.08833922261484099,0.010252326680933649
37,A2ASQ1,TP,inf,inf,7.0,8.0,0.027972027972027972,0.008206330597889801,0.01976569737413817,inf,inf,2.0,1.0,0.0034965034965034965,0.002347417840375587,0.0011490856561279096,inf,inf,4.0,0.0,0.0,0.004678362573099415,-0.004678362573099415,inf,inf,1.0,2.0,0.006993006993006993,0.00117096018735363,0.005822046805653363,inf,inf,20.0,10.0,0.03546099290780142,0.023474178403755867,0.011986814504045554,inf,inf,29.0,10.0,0.035211267605633804,0.03415783274440518,0.001053434861228622
38,Q8BRN9,FP,inf,inf,7.0,9.0,0.03146853146853147,0.008206330597889801,0.02326220087064167,inf,inf,82.0,28.0,0.0979020979020979,0.09624413145539906,0.0016579664466988414,inf,inf,36.0,19.0,0.06643356643356643,0.042105263157894736,0.024328303275671696,inf,inf,82.0,27.0,0.0944055944055944,0.09601873536299765,-0.001613140957403253,inf,inf,0.0,1.0,0.0035460992907801418,0.0,0.0035460992907801418,inf,inf,50.0,21.0,0.07394366197183098,0.05889281507656066,0.015050846895270323
39,E9QM77,FP,inf,inf,8.0,9.0,0.03146853146853147,0.009378663540445486,0.022089867928085986,inf,inf,32.0,14.0,0.04895104895104895,0.03755868544600939,0.011392363505039561,inf,inf,1.0,0.0,0.0,0.0011695906432748538,-0.0011695906432748538,inf,inf,18.0,7.0,0.024475524475524476,0.02107728337236534,0.0033982411031591372,inf,inf,40.0,17.0,0.06028368794326241,0.046948356807511735,0.013335331135750673,inf,inf,29.0,11.0,0.03873239436619718,0.03415783274440518,0.004574561621791998
40,Q8CIF6,,inf,inf,9.0,9.0,0.03146853146853147,0.010550996483001172,0.020917534985530298,,,,,,,,inf,inf,31.0,19.0,0.06643356643356643,0.03625730994152047,0.030176256492045965,,,,,,,,inf,inf,1.0,1.0,0.0035460992907801418,0.0011737089201877935,0.0023723903705923483,,,,,,,
41,Q9D0K2,,inf,inf,9.0,9.0,0.03146853146853147,0.010550996483001172,0.020917534985530298,,,,,,,,inf,inf,20.0,10.0,0.03496503496503497,0.023391812865497075,0.011573222099537893,,,,,,,,inf,inf,42.0,17.0,0.06028368794326241,0.04929577464788732,0.010987913295375087,,,,,,,
42,P50543,FP,inf,inf,9.0,9.0,0.03146853146853147,0.010550996483001172,0.020917534985530298,,,,,,,,inf,inf,19.0,10.0,0.03496503496503497,0.022222222222222223,0.012742812742812745,,,,,,,,,,,,,,,,,,,,,
43,Q9D1K2,,inf,inf,10.0,9.0,0.03146853146853147,0.011723329425556858,0.019745202042974613,inf,inf,25.0,12.0,0.04195804195804196,0.029342723004694836,0.012615318953347124,inf,inf,19.0,8.0,0.027972027972027972,0.022222222222222223,0.005749805749805749,inf,inf,31.0,12.0,0.04195804195804196,0.03629976580796253,0.005658276150079432,inf,inf,1.0,1.0,0.0035460992907801418,0.0011737089201877935,0.0023723903705923483,inf,inf,32.0,12.0,0.04225352112676056,0.03769140164899882,0.004562119477761743
44,Q8BP56,,inf,inf,10.0,9.0,0.03146853146853147,0.011723329425556858,0.019745202042974613,inf,inf,48.0,16.0,0.055944055944055944,0.056338028169014086,-0.00039397222495814177,inf,inf,29.0,19.0,0.06643356643356643,0.03391812865497076,0.032515437778595675,inf,inf,60.0,23.0,0.08041958041958042,0.0702576112412178,0.010161969178362623,,,,,,,,,,,,,,
45,P98197,,inf,inf,10.0,9.0,0.03146853146853147,0.011723329425556858,0.019745202042974613,inf,inf,76.0,26.0,0.09090909090909091,0.0892018779342723,0.0017072129748186143,inf,inf,31.0,19.0,0.06643356643356643,0.03625730994152047,0.030176256492045965,inf,inf,82.0,27.0,0.0944055944055944,0.09601873536299765,-0.001613140957403253,inf,inf,3.0,2.0,0.0070921985815602835,0.0035211267605633804,0.003571071820996903,inf,inf,48.0,19.0,0.06690140845070422,0.05653710247349823,0.010364305977205987
46,Q3UHD6,,inf,inf,10.0,9.0,0.03146853146853147,0.011723329425556858,0.019745202042974613,inf,inf,28.0,12.0,0.04195804195804196,0.03286384976525822,0.009094192192783741,inf,inf,32.0,19.0,0.06643356643356643,0.03742690058479532,0.02900666584877111,inf,inf,47.0,22.0,0.07692307692307693,0.05503512880562061,0.02188794811745632,inf,inf,22.0,11.0,0.03900709219858156,0.025821596244131457,0.013185495954450104,inf,inf,71.0,27.0,0.09507042253521127,0.08362779740871613,0.011442625126495132
47,P62983,FP,inf,inf,10.0,9.0,0.03146853146853147,0.011723329425556858,0.019745202042974613,1.4968311470837323,7.048313582497721,129.0,120.0,0.4195804195804196,0.15140845070422534,0.2681719688761942,inf,inf,4.0,1.0,0.0034965034965034965,0.004678362573099415,-0.0011818590765959188,,,,,,,,inf,inf,2.0,2.0,0.0070921985815602835,0.002347417840375587,0.004744780741184697,,,,,,,
48,Q07968,TP,inf,inf,11.0,9.0,0.03146853146853147,0.012895662368112544,0.01857286910041893,inf,inf,15.0,7.0,0.024475524475524476,0.017605633802816902,0.006869890672707574,inf,inf,39.0,20.0,0.06993006993006994,0.0456140350877193,0.024316034842350634,inf,inf,80.0,26.0,0.09090909090909091,0.0936768149882904,-0.0027677240791994934,inf,inf,15.0,6.0,0.02127659574468085,0.017605633802816902,0.0036709619418639483,inf,inf,32.0,12.0,0.04225352112676056,0.03769140164899882,0.004562119477761743
49,Q31125,,inf,inf,11.0,10.0,0.03496503496503497,0.012895662368112544,0.022069372596922425,inf,inf,63.0,20.0,0.06993006993006994,0.07394366197183098,-0.004013592041761049,inf,inf,16.0,5.0,0.017482517482517484,0.01871345029239766,-0.0012309328098801774,inf,inf,12.0,6.0,0.02097902097902098,0.01405152224824356,0.00692749873077742,inf,inf,29.0,14.0,0.04964539007092199,0.03403755868544601,0.01560783138547598,inf,inf,48.0,17.0,0.05985915492957746,0.05653710247349823,0.003322052456079229
50,Q8CG76,,inf,inf,11.0,10.0,0.03496503496503497,0.012895662368112544,0.022069372596922425,,,,,,,,inf,inf,1.0,0.0,0.0,0.0011695906432748538,-0.0011695906432748538,,,,,,,,inf,inf,26.0,13.0,0.04609929078014184,0.03051643192488263,0.015582858855259212,,,,,,,
51,Q99J56,,inf,inf,11.0,10.0,0.03496503496503497,0.012895662368112544,0.022069372596922425,inf,inf,58.0,20.0,0.06993006993006994,0.06807511737089202,0.0018549525591779192,inf,inf,6.0,2.0,0.006993006993006993,0.007017543859649123,-2.4536866642129937e-05,inf,inf,0.0,1.0,0.0034965034965034965,0.0,0.0034965034965034965,inf,inf,23.0,11.0,0.03900709219858156,0.02699530516431925,0.012011787034262311,inf,inf,47.0,17.0,0.05985915492957746,0.05535924617196702,0.0044999087576104435
52,Q9CQ56,FP,inf,inf,11.0,10.0,0.03496503496503497,0.012895662368112544,0.022069372596922425,,,,,,,,inf,inf,6.0,2.0,0.006993006993006993,0.007017543859649123,-2.4536866642129937e-05,,,,,,,,inf,inf,36.0,16.0,0.05673758865248227,0.04225352112676056,0.014484067525721706,,,,,,,
53,Q6P9P6,FP,inf,inf,12.0,10.0,0.03496503496503497,0.01406799531066823,0.020897039654366737,inf,inf,30.0,14.0,0.04895104895104895,0.035211267605633804,0.013739781345415147,inf,inf,29.0,19.0,0.06643356643356643,0.03391812865497076,0.032515437778595675,inf,inf,44.0,22.0,0.07692307692307693,0.05152224824355972,0.025400828679517207,inf,inf,13.0,3.0,0.010638297872340425,0.015258215962441314,-0.004619918090100889,inf,inf,81.0,28.0,0.09859154929577464,0.09540636042402827,0.003185188871746375
