uniprot_id,description,pep_num,annotation,iWAT_HF_cre-_1,iWAT_HF_cre-_2,iWAT_chow_cre-_1,iWAT_chow_cre-_2,iWAT_HF_cre+_1,iWAT_HF_cre+_2,iWAT_HF_cre+_3,iWAT_chow_cre+_1,iWAT_chow_cre+_2,iWAT_chow_cre+_3
Q9Z0F7,Sncg Gamma-synuclein,10,,245159.0,189995.0,122789.0,99731.0,2070858.0,1184544.0,2570635.0,630515.0,1093978.0,217571.0
P20152,Vim Vimentin,36,FP,5863926.0,6759511.0,4354640.0,3959572.0,9698883.0,13046489.0,18349566.0,8355509.0,13950114.0,6720178.0
A8DUK4,Hbbt1 Protein Hbb-bs,8,,416469.0,207751.0,847386.0,686745.0,1268205.0,673797.0,1343054.0,1218638.0,1302419.0,631992.0
E9QPD7,Pcx Pyruvate carboxylase,66,,705201213.0,576632897.0,605379745.0,333748587.0,663308963.0,626306525.0,549943500.0,313673473.0,453152907.0,329293664.0
Q3ULD5,"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",29,FP,6203848.0,7165058.0,10247543.0,5398054.0,2672434.0,3126750.0,2570059.0,5850009.0,6928792.0,3635647.0
P27773,Pdia3 Protein disulfide-isomerase A3,30,TP,242789.0,222217.0,471374.0,372210.0,5817541.0,4809702.0,6746379.0,7192339.0,10728331.0,1951038.0
O88492,Plin4 Perilipin-4,35,,2919718.0,1732381.0,1288765.0,1224379.0,13154337.0,5531303.0,15305118.0,5110752.0,5604248.0,3517160.0
Q91V41,Rab14 Ras-related protein Rab-14,10,,376134.0,393353.0,540753.0,295406.0,614089.0,507671.0,487076.0,403685.0,400571.0,225394.0
Q91ZA3,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",40,FP,68133976.0,57021985.0,65868238.0,53369702.0,52488394.0,61911810.0,53468861.0,54774444.0,57890532.0,34549257.0
Q99MN9,"Pccb Propionyl-CoA carboxylase beta chain, mitochondrial",23,FP,10670839.0,21190502.0,30525126.0,22069878.0,5761393.0,7539793.0,5278474.0,23943116.0,24925435.0,15397711.0
Q8BWT1,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",17,FP,577368.0,500023.0,445918.0,235074.0,1473157.0,325033.0,566681.0,395901.0,521795.0,511277.0
Q99MR8,"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",37,FP,27737290.0,22435839.0,32708579.0,22746219.0,27092297.0,25187531.0,23125701.0,24018035.0,24063812.0,14029099.0
Q8CGN5,Plin1 Perilipin-1,25,TP,1123983.0,935407.0,1083691.0,1216969.0,5616513.0,4872471.0,8965229.0,9825621.0,11896490.0,3455696.0
P20029,Hspa5 78 kDa glucose-regulated protein,29,TP,816571.0,451990.0,747238.0,564237.0,10329938.0,8836787.0,14180310.0,17647810.0,24156672.0,4387982.0
Q9WVL0,Gstz1 Maleylacetoacetate isomerase,7,,328465.0,295966.0,371713.0,255275.0,429176.0,397505.0,407401.0,393991.0,533167.0,347515.0
P09103,P4hb Protein disulfide-isomerase,18,TP,126797.0,96646.0,146255.0,135202.0,2535248.0,2038810.0,2971148.0,3185491.0,3203331.0,997429.0
A2AFQ2,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,10,,217039.0,191366.0,209884.0,131359.0,501174.0,330926.0,331329.0,214277.0,296249.0,198891.0
P67778,Phb Prohibitin,14,FP,297891.0,217101.0,209642.0,150394.0,909870.0,274665.0,429765.0,197455.0,288247.0,203509.0
P82347,Sgcd Delta-sarcoglycan,14,,180132.0,145355.0,181787.0,168916.0,3219705.0,3071995.0,4085976.0,3508014.0,3931844.0,1167233.0
O35129,Phb2 Prohibitin-2,15,FP,906059.0,703056.0,766435.0,422652.0,1710492.0,883626.0,966000.0,629372.0,1064267.0,559279.0
P51150,Rab7a Ras-related protein Rab-7a,9,FP,264373.0,251180.0,371883.0,217264.0,501486.0,353786.0,442650.0,413909.0,563381.0,354840.0
P04117,"Fabp4 Fatty acid-binding protein, adipocyte",9,FP,1723320.0,1466263.0,933304.0,1303714.0,2106394.0,1294617.0,2024370.0,1422430.0,1200299.0,540138.0
Q02819,Nucb1 Nucleobindin-1,21,TP,165171.0,132599.0,222131.0,197512.0,5781458.0,5804801.0,5063735.0,3114351.0,3056019.0,1664049.0
P57759,Erp29 Endoplasmic reticulum resident protein 29,5,TP,109479.0,88312.0,144873.0,112250.0,2413418.0,1812108.0,2808161.0,1741378.0,1812156.0,397863.0
Q9CQ45,Nenf Neudesin,8,TP,47122.0,36633.0,48508.0,41130.0,870422.0,681501.0,859213.0,802982.0,846494.0,347130.0
P10107,Anxa1 Annexin A1,15,TP,300841.0,134039.0,132618.0,161964.0,476979.0,247229.0,573166.0,340454.0,467909.0,268671.0
P62806,Hist4h4 Histone H4,7,FP,402315.0,442216.0,290423.0,429946.0,327970.0,359683.0,377971.0,651671.0,946131.0,662627.0
P68369,Tuba1a Tubulin alpha-1A chain,3,,189884.0,120843.0,89631.0,46656.0,514535.0,266889.0,423179.0,117266.0,236262.0,153123.0
P42932,Cct8 T-complex protein 1 subunit theta,21,,117666.0,98135.0,144617.0,138458.0,2920471.0,2488427.0,4679330.0,1083901.0,2262344.0,350460.0
P50544,"Acadvl Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",27,FP,558352.0,386457.0,450599.0,295358.0,1722766.0,524336.0,913250.0,478826.0,701416.0,662318.0
P63017,Hspa8 Heat shock cognate 71 kDa protein,17,FP,969723.0,740989.0,1098855.0,689437.0,2338334.0,1610065.0,2735174.0,1650865.0,2659796.0,1415810.0
Q03265,"Atp5a1 ATP synthase subunit alpha, mitochondrial",23,FP,3229163.0,2360340.0,2612710.0,1361391.0,5370497.0,2685729.0,3376699.0,1735849.0,2609697.0,1836545.0
P60710,"Actb Actin, cytoplasmic 1",6,FP,551202.0,458291.0,528183.0,392770.0,1262233.0,806207.0,1170025.0,951376.0,1303685.0,977199.0
P07356,Anxa2 Annexin A2,16,TP,399685.0,394638.0,357833.0,469439.0,1202034.0,852238.0,1477386.0,861033.0,1397493.0,676834.0
Q9CQD1,Rab5a Ras-related protein Rab-5A,6,,69917.0,60500.0,90512.0,50875.0,105863.0,84162.0,99660.0,73380.0,90109.0,52025.0
P62737,"Acta2 Actin, aortic smooth muscle",2,,75807.0,79265.0,110055.0,56361.0,144448.0,105400.0,137155.0,103044.0,234713.0,165117.0
P10833,Rras Ras-related protein R-Ras,6,,120274.0,119063.0,111835.0,99466.0,231182.0,206578.0,223496.0,173544.0,199635.0,117670.0
Q91WU0,Ces1f Carboxylesterase 1F,17,TP,258883.0,179424.0,312199.0,245015.0,5159756.0,3455901.0,7190165.0,8444378.0,11574197.0,2972850.0
P99029,"Prdx5 Peroxiredoxin-5, mitochondrial",7,FP,122787.0,131384.0,93160.0,113700.0,304971.0,180552.0,278603.0,137939.0,146733.0,99803.0
P35278,Rab5c Ras-related protein Rab-5C,4,,229670.0,217530.0,281768.0,144458.0,320293.0,275930.0,293325.0,237309.0,282293.0,175738.0
P60335,Pcbp1 Poly(rC)-binding protein 1,6,FP,86275.0,73147.0,79313.0,43526.0,160824.0,104860.0,143638.0,78913.0,125785.0,76927.0
P48678,Lmna Prelamin-A/C,30,FP,438576.0,518309.0,888386.0,592127.0,457724.0,596730.0,867940.0,2470976.0,5234802.0,1745105.0
Q91YQ5,Rpn1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,17,TP,114747.0,97379.0,135808.0,119244.0,1510767.0,1141241.0,2145362.0,2915916.0,3865178.0,831162.0
Q80UU9,Pgrmc2 Membrane-associated progesterone receptor component 2,8,TP,52417.0,34036.0,64080.0,40779.0,1258988.0,818511.0,1236328.0,1050550.0,1626374.0,280670.0
Q5SWU9,Acaca Acetyl-CoA carboxylase 1,79,,12621651.0,10377043.0,30368644.0,12215300.0,12761989.0,10479211.0,10542101.0,16605743.0,13548013.0,9156861.0
P99024,Tubb5 Tubulin beta-5 chain,4,,563583.0,441313.0,377744.0,315124.0,1124654.0,711109.0,938218.0,408896.0,712239.0,394464.0
Q8BQ47,Cnpy4 Protein canopy homolog 4,8,TP,37357.0,25395.0,45061.0,37096.0,1075804.0,922419.0,963138.0,545271.0,578034.0,245083.0
Q8BSY0,Asph Aspartyl/asparaginyl beta-hydroxylase,20,TP,127735.0,93237.0,160307.0,114414.0,3999394.0,3645844.0,4232914.0,5732506.0,5252413.0,2160845.0
P55302,Lrpap1 Alpha-2-macroglobulin receptor-associated protein,11,TP,116157.0,97926.0,139555.0,88132.0,2618417.0,2600590.0,2539980.0,1441207.0,1847017.0,702360.0
P47754,Capza2 F-actin-capping protein subunit alpha-2,6,,138718.0,129636.0,133114.0,117008.0,217191.0,174537.0,221332.0,178786.0,251849.0,129821.0
P62281,Rps11 40S ribosomal protein S11,8,,434941.0,358588.0,264705.0,157094.0,1037570.0,727852.0,478915.0,205610.0,231148.0,133360.0
E9Q616,Ahnak Protein Ahnak,135,,1758696.0,1630903.0,1854014.0,2345261.0,15746654.0,20058275.0,27412294.0,19832647.0,21805079.0,5393058.0
P08113,Hsp90b1 Endoplasmin,28,TP,371937.0,309791.0,473987.0,384266.0,8255189.0,8827532.0,10886412.0,17944494.0,17370295.0,4388250.0
P62908,Rps3 40S ribosomal protein S3,8,FP,380716.0,325464.0,312372.0,151778.0,935682.0,622678.0,459405.0,199621.0,256416.0,179046.0
P11983,Tcp1 T-complex protein 1 subunit alpha,18,,671292.0,598545.0,569827.0,221362.0,968564.0,809810.0,967615.0,292208.0,413817.0,182824.0
O35678,Mgll Monoglyceride lipase,8,,179212.0,150213.0,125574.0,129768.0,248380.0,227819.0,285621.0,195227.0,276776.0,137289.0
Q9CY64,Blvra Biliverdin reductase A,11,,960529.0,904488.0,581216.0,561080.0,1294279.0,1395931.0,1331776.0,657675.0,778834.0,475032.0
O54724,Ptrf Polymerase I and transcript release factor,15,TP,2293400.0,1678294.0,1059766.0,921167.0,2727461.0,3009939.0,3774252.0,1140881.0,1031741.0,576921.0
P62962,Pfn1 Profilin-1,4,,47294.0,46811.0,32642.0,44663.0,89962.0,44366.0,60104.0,48990.0,34875.0,24495.0
P14824,Anxa6 Annexin A6,20,,309187.0,306890.0,206172.0,276477.0,1186023.0,759415.0,1627452.0,520660.0,684919.0,219484.0
P11352,Gpx1 Glutathione peroxidase 1,3,,32945.0,44760.0,64263.0,46677.0,73636.0,56364.0,75630.0,103584.0,116024.0,46567.0
P19324,Serpinh1 Serpin H1,15,TP,1286376.0,1024888.0,1031081.0,1176836.0,31909938.0,41870954.0,46846630.0,13195134.0,16829297.0,4733774.0
P52480,Pkm Pyruvate kinase PKM,16,FP,322724.0,329643.0,403150.0,277853.0,501424.0,386662.0,581540.0,545642.0,673845.0,473761.0
Q63918,Sdpr Serum deprivation-response protein,13,,282692.0,250441.0,230675.0,224850.0,675822.0,564700.0,890906.0,511002.0,637547.0,381180.0
Q8VCT4,Ces1d Carboxylesterase 1D,8,TP,265319.0,209340.0,289874.0,349221.0,4628366.0,3975366.0,5866492.0,14754664.0,17697533.0,3561127.0
Q9JJU8,Sh3bgrl SH3 domain-binding glutamic acid-rich-like protein,3,,25259.0,31655.0,58664.0,33263.0,67087.0,51284.0,88464.0,81745.0,86808.0,64183.0
P18760,Cfl1 Cofilin-1,7,FP,107218.0,111885.0,136504.0,103875.0,298356.0,185405.0,239657.0,141112.0,156396.0,121600.0
P50171,Hsd17b8 Estradiol 17-beta-dehydrogenase 8,7,FP,46212.0,35861.0,73677.0,36305.0,84090.0,62143.0,90065.0,87436.0,128314.0,51443.0
P07724,Alb Serum albumin,24,TP,2898166.0,3450336.0,3279437.0,3902548.0,4596696.0,3643873.0,4469066.0,6248743.0,5816254.0,2056474.0
P08003,Pdia4 Protein disulfide-isomerase A4,28,TP,239753.0,168967.0,322407.0,229824.0,3815551.0,3016502.0,5323892.0,9307430.0,13100802.0,2616351.0
P62267,Rps23 40S ribosomal protein S23,3,TP,180170.0,143009.0,117771.0,83879.0,500316.0,346632.0,320568.0,225086.0,259116.0,124742.0
Q6GQT9,Nomo1 Nodal modulator 1,25,TP,146319.0,112304.0,182486.0,129844.0,3382628.0,2842353.0,3311374.0,3403099.0,3296059.0,1300769.0
P56480,"Atp5b ATP synthase subunit beta, mitochondrial",16,FP,709660.0,489499.0,449283.0,368355.0,1605933.0,491701.0,852428.0,480927.0,626773.0,608947.0
P68372,Tubb4b Tubulin beta-4B chain,3,,283352.0,231520.0,179377.0,157200.0,496050.0,331017.0,466465.0,217927.0,349358.0,194218.0
Q9DB20,"Atp5o ATP synthase subunit O, mitochondrial",7,FP,115483.0,87097.0,138113.0,78530.0,319422.0,117537.0,228015.0,169764.0,220066.0,112661.0
Q9WUZ9,Entpd5 Ectonucleoside triphosphate diphosphohydrolase 5,6,TP,78315.0,76198.0,97744.0,53493.0,3246118.0,2286144.0,2791632.0,1370062.0,1215648.0,472979.0
Q8BHN3,Ganab Neutral alpha-glucosidase AB,23,TP,253429.0,212255.0,313862.0,234124.0,5682783.0,4836983.0,7328497.0,7538542.0,8274573.0,2735315.0
P53994,Rab2a Ras-related protein Rab-2A,3,TP,156964.0,159907.0,193417.0,118335.0,262004.0,230802.0,216722.0,157475.0,184953.0,112519.0
Q9JK53,Prelp Prolargin,11,TP,168761.0,171699.0,184155.0,216793.0,3810563.0,4211783.0,5773086.0,3226522.0,3348123.0,1024064.0
Q9JKR6,Hyou1 Hypoxia up-regulated protein 1,24,TP,255533.0,242800.0,329945.0,304534.0,6892413.0,5595515.0,9093713.0,8289719.0,11234396.0,2259882.0
P31001,Des Desmin,11,FP,56652.0,68804.0,131168.0,36863.0,69254.0,102828.0,81302.0,127961.0,255116.0,141118.0
Q8BFZ9,Erlin2 Erlin-2,10,TP,124003.0,127928.0,134148.0,155329.0,1260620.0,1645458.0,1296676.0,2065851.0,868788.0,903012.0
P48962,Slc25a4 ADP/ATP translocase 1,5,FP,195096.0,113020.0,73934.0,32495.0,877808.0,245325.0,202133.0,49696.0,84992.0,112570.0
P38647,"Hspa9 Stress-70 protein, mitochondrial",23,FP,595084.0,579605.0,2057118.0,642155.0,1144829.0,732806.0,1300699.0,971056.0,2109796.0,1277276.0
P35276,Rab3d Ras-related protein Rab-3D,4,,142290.0,137349.0,136499.0,89067.0,223470.0,192545.0,189815.0,104885.0,102090.0,57770.0
P31786,Dbi Acyl-CoA-binding protein,2,TP,23524.0,60269.0,15781.0,25804.0,43028.0,17680.0,36126.0,25972.0,17299.0,8467.0
P31324,Prkar2b cAMP-dependent protein kinase type II-beta regulatory subunit,12,,222068.0,182097.0,149878.0,189817.0,1075811.0,750604.0,1414720.0,431541.0,759059.0,258709.0
Q9CQU0,Txndc12 Thioredoxin domain-containing protein 12,3,TP,27005.0,20919.0,39259.0,37937.0,1212654.0,920939.0,1167742.0,457420.0,513846.0,205407.0
Q7TMM9,Tubb2a Tubulin beta-2A chain,4,,587528.0,441504.0,309707.0,276248.0,1040183.0,712108.0,905673.0,314776.0,462354.0,266281.0
Q60930,Vdac2 Voltage-dependent anion-selective channel protein 2,9,FP,161963.0,189776.0,236207.0,138568.0,248776.0,187071.0,232455.0,320682.0,411732.0,325574.0
Q9D6Y7,Msra Mitochondrial peptide methionine sulfoxide reductase,7,FP,42587.0,37485.0,42599.0,30462.0,90570.0,69363.0,106862.0,58558.0,80494.0,43711.0
Q6ZQI3,Mlec Malectin,7,TP,46815.0,40639.0,46294.0,33861.0,1491539.0,968835.0,1747786.0,852513.0,1045329.0,182099.0
P60843,Eif4a1 Eukaryotic initiation factor 4A-I,7,,656877.0,431133.0,482917.0,237141.0,896723.0,722752.0,806527.0,338337.0,481533.0,280732.0
P17182,Eno1 Alpha-enolase,10,,772095.0,756746.0,799495.0,501097.0,1289209.0,1173556.0,1245434.0,784882.0,996092.0,600616.0
Q9CQV8,Ywhab 14-3-3 protein beta/alpha,5,,121411.0,109003.0,78605.0,86492.0,243609.0,123414.0,242966.0,143516.0,214049.0,170715.0
Q6ZWY3,Rps27l 40S ribosomal protein S27-like,1,,14841.0,18651.0,15912.0,16070.0,40121.0,32536.0,23757.0,19790.0,23110.0,13261.0
Q6ZWU9,Rps27 40S ribosomal protein S27,1,,91599.0,77720.0,80390.0,52924.0,256384.0,185075.0,180481.0,95643.0,114442.0,58220.0
Q6P5E4,Uggt1 UDP-glucose:glycoprotein glucosyltransferase 1,29,TP,305428.0,242295.0,395140.0,307534.0,10679837.0,9945081.0,9744593.0,7215744.0,6229397.0,3330302.0
Q9R112,"Sqrdl Sulfide:quinone oxidoreductase, mitochondrial",15,FP,454954.0,438113.0,750992.0,352777.0,926247.0,410142.0,618521.0,440252.0,689018.0,311206.0
Q9Z2G9,Htatip2 Oxidoreductase HTATIP2,7,FP,99045.0,78357.0,93455.0,69005.0,2169453.0,1572219.0,2280271.0,777062.0,984714.0,220420.0
Q9R0P5,Dstn Destrin,5,,70932.0,90453.0,89845.0,58962.0,198043.0,132622.0,137793.0,99935.0,115485.0,65718.0
O35887,Calu Calumenin,9,TP,69280.0,62105.0,79258.0,66765.0,1959605.0,1372772.0,1936355.0,1247621.0,1278718.0,250983.0
Q8CAQ8,Immt MICOS complex subunit Mic60,20,FP,757777.0,558331.0,426644.0,362055.0,2041428.0,954568.0,1439859.0,822548.0,1161161.0,929581.0
Q9QXT0,Cnpy2 Protein canopy homolog 2,6,TP,31819.0,29449.0,37674.0,26255.0,488789.0,371934.0,589261.0,885569.0,1124791.0,244982.0
Q9DBZ1,Ikbip Inhibitor of nuclear factor kappa-B kinase-interacting protein,12,TP,68315.0,44150.0,83477.0,87540.0,1566675.0,1797492.0,1862982.0,764791.0,712137.0,380808.0
P62821,Rab1A Ras-related protein Rab-1A,5,TP,298306.0,362386.0,329628.0,219291.0,636543.0,541669.0,466003.0,311778.0,388489.0,227018.0
P99028,"Uqcrh Cytochrome b-c1 complex subunit 6, mitochondrial",2,FP,2167.0,4909.0,4460.0,3649.0,7728.0,3832.0,7873.0,13452.0,22972.0,9169.0
P35279,Rab6a Ras-related protein Rab-6A,4,,39448.0,33485.0,31846.0,22227.0,59675.0,54535.0,56511.0,28002.0,43365.0,23166.0
Q9ERD7,Tubb3 Tubulin beta-3 chain,3,,110020.0,63971.0,131829.0,51266.0,87106.0,97835.0,105483.0,127978.0,197387.0,126536.0
P68368,Tuba4a Tubulin alpha-4A chain,1,,35254.0,16452.0,46898.0,18840.0,47376.0,20817.0,41434.0,46846.0,71098.0,54021.0
Q9R0M6,Rab9a Ras-related protein Rab-9A,4,TP,70328.0,55684.0,55684.0,37305.0,105066.0,95790.0,112397.0,53764.0,70369.0,42316.0
Q8BMS1,"Hadha Trifunctional enzyme subunit alpha, mitochondrial",23,FP,1278367.0,807707.0,427336.0,400665.0,4750423.0,539115.0,1746712.0,638048.0,1401398.0,1382649.0
Q8BFR5,"Tufm Elongation factor Tu, mitochondrial",14,FP,781627.0,583646.0,932871.0,387055.0,1235152.0,769305.0,977323.0,581325.0,789983.0,612438.0
Q60634,Flot2 Flotillin-2,13,,49257.0,50737.0,47401.0,39517.0,198948.0,182305.0,300550.0,546042.0,399021.0,126358.0
O54998,Fkbp7 Peptidyl-prolyl cis-trans isomerase FKBP7,8,TP,103555.0,85361.0,125355.0,108274.0,2058983.0,1855433.0,1570854.0,643502.0,626212.0,395109.0
P84096,Rhog Rho-related GTP-binding protein RhoG,4,,157091.0,121726.0,162482.0,94736.0,314592.0,236905.0,324885.0,205985.0,260487.0,156328.0
P41216,Acsl1 Long-chain-fatty-acid--CoA ligase 1,22,TP,304901.0,192799.0,191273.0,168135.0,1329013.0,505883.0,1357675.0,397998.0,595856.0,271964.0
Q9CXS4,Cenpv Centromere protein V,4,FP,32989.0,30918.0,154048.0,41913.0,79851.0,74085.0,82737.0,347879.0,499022.0,262827.0
Q9D1D4,Tmed10 Transmembrane emp24 domain-containing protein 10,3,TP,17221.0,12742.0,13462.0,20132.0,365579.0,319267.0,439407.0,367803.0,338828.0,88014.0
Q8BH64,Ehd2 EH domain-containing protein 2,18,,1020487.0,717385.0,470836.0,521640.0,2775615.0,1865925.0,2026182.0,843933.0,1038952.0,666716.0
P82349,Sgcb Beta-sarcoglycan,8,,38991.0,35033.0,43552.0,37557.0,643906.0,548823.0,844366.0,526985.0,578103.0,217274.0
P51881,Slc25a5 ADP/ATP translocase 2,5,FP,1080033.0,673127.0,308274.0,102578.0,2499651.0,969923.0,821760.0,106013.0,185816.0,250346.0
Q9QZD8,Slc25a10 Mitochondrial dicarboxylate carrier,8,FP,761436.0,457873.0,285267.0,127962.0,2199912.0,917580.0,988259.0,174592.0,300458.0,268112.0
Q8VDD5,Myh9 Myosin-9,49,,370509.0,347135.0,451135.0,404952.0,2603929.0,1695254.0,3917461.0,3112192.0,5640779.0,4095006.0
P59279,Rab2b Ras-related protein Rab-2B,2,TP,70900.0,64649.0,51455.0,33404.0,131720.0,106211.0,97502.0,48283.0,44929.0,28546.0
P42669,Pura Transcriptional activator protein Pur-alpha,7,FP,109865.0,146535.0,141559.0,72291.0,145030.0,137784.0,113719.0,93104.0,108491.0,67329.0
Q9D7N9,Apmap Adipocyte plasma membrane-associated protein,13,,89014.0,67465.0,84639.0,76074.0,1676334.0,1041595.0,1912840.0,1444344.0,2000726.0,362145.0
E9Q4Z2,Acacb Acetyl-CoA carboxylase 2,50,FP,4016241.0,4186555.0,14946461.0,3290042.0,6244593.0,3756614.0,4243245.0,6151506.0,6663630.0,3921199.0
P84244,H3f3b Histone H3.3,1,FP,1730.0,2586.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BMK4,Ckap4 Cytoskeleton-associated protein 4,15,TP,122794.0,86287.0,123640.0,126213.0,1450254.0,1852066.0,2021962.0,2418592.0,1665323.0,560482.0
P14602,Hspb1 Heat shock protein beta-1,6,FP,86638.0,100371.0,153819.0,90852.0,125713.0,104458.0,158895.0,127119.0,200272.0,108320.0
P56395,Cyb5a Cytochrome b5,3,TP,63821.0,61193.0,37015.0,90363.0,181491.0,141139.0,228980.0,283416.0,312848.0,86859.0
Q8BPB5,Efemp1 EGF-containing fibulin-like extracellular matrix protein 1,7,TP,66040.0,53947.0,76846.0,65011.0,817900.0,578736.0,913454.0,575204.0,606382.0,185627.0
P05064,Aldoa Fructose-bisphosphate aldolase A,1,,15841.0,13741.0,4899.0,8446.0,22903.0,11308.0,28304.0,7777.0,6869.0,6327.0
P62983,Rps27a Ubiquitin-40S ribosomal protein S27a,1,FP,2783.0,0.0,0.0,1097.0,10221.0,6304.0,10729.0,7732.0,7653.0,3409.0
P14131,Rps16 40S ribosomal protein S16,5,,153851.0,107671.0,112618.0,74282.0,275755.0,150921.0,193670.0,114555.0,156860.0,93914.0
P62830,Rpl23 60S ribosomal protein L23,4,,247809.0,280239.0,229588.0,130458.0,591467.0,439750.0,343199.0,162427.0,170389.0,93725.0
E9PWQ3,Col6a3 Protein Col6a3,75,,1539288.0,1370602.0,1351323.0,1308125.0,2817380.0,5385205.0,6944046.0,7912595.0,12839650.0,7373142.0
P47911,Rpl6 60S ribosomal protein L6,2,TP,55092.0,55225.0,61380.0,30071.0,92186.0,82767.0,121977.0,77585.0,83365.0,61585.0
P19096,Fasn Fatty acid synthase,60,,1284825.0,897332.0,2302030.0,820093.0,5227833.0,1891521.0,5219031.0,2738136.0,9236235.0,7716457.0
G3X981,"Prph Peripherin 1, isoform CRA_b",13,,121272.0,148392.0,310966.0,81253.0,104130.0,183225.0,132993.0,283733.0,853890.0,617335.0
Q9D1Q6,Erp44 Endoplasmic reticulum resident protein 44,8,TP,44845.0,35802.0,51798.0,39441.0,634549.0,469467.0,851459.0,859970.0,916425.0,344273.0
Q00612,G6pdx Glucose-6-phosphate 1-dehydrogenase X,8,,251434.0,239650.0,256933.0,283050.0,912646.0,725883.0,1021412.0,475818.0,580310.0,255368.0
Q9Z1Q5,Clic1 Chloride intracellular channel protein 1,3,FP,12277.0,8845.0,17087.0,10056.0,31201.0,15432.0,27343.0,24482.0,25075.0,16798.0
P51885,Lum Lumican,9,TP,71626.0,90633.0,110775.0,76702.0,229460.0,71444.0,168311.0,141973.0,367669.0,235191.0
P63101,Ywhaz 14-3-3 protein zeta/delta,3,,34388.0,27204.0,21963.0,30332.0,57177.0,24473.0,55908.0,35276.0,53035.0,46698.0
Q91VB8,Hba-a2 Hemoglobin subunit alpha,3,,247576.0,127839.0,464622.0,439672.0,634147.0,403720.0,850946.0,848852.0,1078684.0,531088.0
O35737,Hnrnph1 Heterogeneous nuclear ribonucleoprotein H,3,FP,24629.0,22323.0,24334.0,18037.0,35288.0,30440.0,35009.0,28611.0,76376.0,36150.0
Q8QZT1,"Acat1 Acetyl-CoA acetyltransferase, mitochondrial",8,FP,172500.0,148461.0,251020.0,155992.0,408647.0,195280.0,351120.0,375060.0,550910.0,391412.0
Q9QXS1,Plec Plectin,122,,1782089.0,1616945.0,1364231.0,1049824.0,2691593.0,2401656.0,3364578.0,2640516.0,4662424.0,4092174.0
Q9WTI7,Myo1c Unconventional myosin-Ic,28,FP,921013.0,750639.0,641613.0,589255.0,3450788.0,2586078.0,3029581.0,2269108.0,2709257.0,1387507.0
Q8K0E8,Fgb Fibrinogen beta chain,12,TP,81277.0,66549.0,160769.0,97240.0,207113.0,164787.0,333589.0,697852.0,2828796.0,783978.0
Q3TML0,Pdia6 Protein disulfide-isomerase A6,8,TP,97309.0,73063.0,106144.0,100898.0,1101748.0,856207.0,1569206.0,1515499.0,2269541.0,478827.0
P08226,Apoe Apolipoprotein E,8,TP,47222.0,35899.0,49955.0,45594.0,370601.0,324310.0,424729.0,755502.0,330751.0,89221.0
Q60932,Vdac1 Voltage-dependent anion-selective channel protein 1,8,FP,72493.0,64416.0,60840.0,110179.0,102866.0,99751.0,149341.0,267838.0,377348.0,287146.0
P61226,Rap2b Ras-related protein Rap-2b,1,,3215.0,1254.0,1480.0,2898.0,3096.0,0.0,3273.0,1759.0,2971.0,3099.0
Q8BJD1,Itih5 Inter-alpha-trypsin inhibitor heavy chain H5,15,TP,132164.0,103219.0,147730.0,118642.0,1299560.0,1257824.0,1766349.0,1310116.0,1062509.0,356955.0
P62242,Rps8 40S ribosomal protein S8,6,,385047.0,357497.0,200714.0,172180.0,916842.0,617777.0,433562.0,235897.0,249355.0,149678.0
P35700,Prdx1 Peroxiredoxin-1,6,,224384.0,214948.0,391117.0,247600.0,584234.0,535554.0,812542.0,681759.0,715572.0,489557.0
P63276,Rps17 40S ribosomal protein S17,1,,1119.0,0.0,1673.0,1406.0,3830.0,1771.0,1422.0,2100.0,2564.0,2012.0
Q9D7X3,Dusp3 Dual specificity protein phosphatase 3,4,FP,128334.0,101371.0,75523.0,68366.0,240484.0,175868.0,290745.0,110834.0,150774.0,84254.0
Q9WTP7,"Ak3 GTP:AMP phosphotransferase AK3, mitochondrial",6,FP,158630.0,125409.0,107810.0,92160.0,436333.0,94772.0,241176.0,115594.0,195985.0,144662.0
P54310,Lipe Hormone-sensitive lipase,21,,582663.0,473601.0,549638.0,442002.0,1687888.0,1070364.0,1789623.0,808545.0,1188309.0,690926.0
P08752,Gnai2 Guanine nucleotide-binding protein G(i) subunit alpha-2,6,,33340.0,27491.0,34859.0,27288.0,76575.0,43418.0,84832.0,63522.0,81733.0,59497.0
P48758,Cbr1 Carbonyl reductase,4,,58695.0,47053.0,82414.0,35465.0,102169.0,61149.0,93783.0,72456.0,126068.0,65478.0
P63024,Vamp3 Vesicle-associated membrane protein 3,1,,5003.0,3597.0,3436.0,4263.0,8343.0,6437.0,9032.0,10120.0,9647.0,5794.0
Q99KF1,Tmed9 Transmembrane emp24 domain-containing protein 9,5,TP,27244.0,26350.0,34804.0,32709.0,615400.0,469695.0,791150.0,737827.0,951709.0,204119.0
