uniprot_id,description,pep_num,annotation,iWAT_HF_cre-_1,iWAT_HF_cre-_2,iWAT_chow_cre-_1,iWAT_chow_cre-_2,iWAT_HF_cre+_1,iWAT_HF_cre+_2,iWAT_HF_cre+_3,iWAT_chow_cre+_1,iWAT_chow_cre+_2,iWAT_chow_cre+_3
E9QLQ7,Rab29 Ras-related protein Rab-7L1,3,,43593.0,53334.0,41018.0,30461.0,77442.0,61452.0,64068.0,29248.0,26600.0,25199.0
E9Q0S6,Tns1 Protein Tns1,25,,288605.0,264364.0,237773.0,196435.0,624254.0,453527.0,821073.0,611105.0,847867.0,554927.0
Q91VI7,Rnh1 Ribonuclease inhibitor,8,,87884.0,63622.0,38998.0,74364.0,318880.0,82334.0,247208.0,97954.0,112920.0,153759.0
Q8R2G4,Art3 Ecto-ADP-ribosyltransferase 3,4,,44754.0,41245.0,47996.0,56925.0,332566.0,234472.0,447339.0,465965.0,669112.0,132136.0
P68254,Ywhaq 14-3-3 protein theta,3,,34229.0,28261.0,25586.0,26188.0,69918.0,52529.0,88187.0,67269.0,96652.0,59434.0
P19157,Gstp1 Glutathione S-transferase P 1,1,FP,12887.0,10835.0,33637.0,23572.0,24030.0,20242.0,29206.0,55082.0,59699.0,33296.0
P63001,Rac1 Ras-related C3 botulinum toxin substrate 1,1,FP,61885.0,47799.0,90120.0,63683.0,114891.0,93595.0,151816.0,134292.0,215087.0,128081.0
P48036,Anxa5 Annexin A5,7,,160262.0,219967.0,44945.0,142909.0,221649.0,104613.0,201114.0,105238.0,56011.0,36623.0
Q9CYZ2,Tpd52l2 Tumor protein D54,3,,28270.0,23556.0,19117.0,12676.0,70675.0,35391.0,79892.0,28297.0,47259.0,31182.0
O08553,Dpysl2 Dihydropyrimidinase-related protein 2,6,,47262.0,46615.0,78685.0,52599.0,116255.0,66708.0,132991.0,148648.0,223534.0,261234.0
Q5I012,Slc38a10 Putative sodium-coupled neutral amino acid transporter 10,12,,88192.0,75236.0,103723.0,94458.0,1454972.0,1318564.0,1264339.0,790429.0,756523.0,364035.0
Q8CIE6,Copa Coatomer subunit alpha,19,TP,178144.0,159492.0,175746.0,136859.0,874309.0,546530.0,990330.0,599848.0,870633.0,454743.0
Q62009,Postn Periostin,11,TP,105199.0,115528.0,97589.0,60555.0,238402.0,224886.0,307437.0,222348.0,630889.0,388311.0
Q9Z1J3,"Nfs1 Cysteine desulfurase, mitochondrial",7,FP,79021.0,62204.0,83915.0,48225.0,169878.0,89165.0,144762.0,92853.0,137905.0,96079.0
P26645,Marcks Myristoylated alanine-rich C-kinase substrate,3,,6881.0,10452.0,14955.0,16691.0,21261.0,14689.0,22877.0,38485.0,49291.0,18338.0
Q62425,Ndufa4 Cytochrome c oxidase subunit NDUFA4,2,FP,37941.0,29375.0,26747.0,18710.0,124440.0,45358.0,57607.0,18068.0,20613.0,21441.0
Q61285,Abcd2 ATP-binding cassette sub-family D member 2,13,,164182.0,139340.0,116122.0,84982.0,607993.0,461101.0,434525.0,228064.0,414733.0,238386.0
Q80W54,Zmpste24 CAAX prenyl protease 1 homolog,9,TP,32917.0,21001.0,29119.0,24785.0,439299.0,316915.0,460365.0,679754.0,718682.0,170549.0
Q923B6,Steap4 Metalloreductase STEAP4,7,,56740.0,45930.0,93050.0,93628.0,230445.0,171445.0,197303.0,734208.0,733140.0,353599.0
Q9EPK6,Sil1 Nucleotide exchange factor SIL1,7,TP,56823.0,52481.0,81673.0,64696.0,1900093.0,1527659.0,1540138.0,1036582.0,1092990.0,454803.0
P51410,Rpl9 60S ribosomal protein L9,3,,42702.0,36149.0,37025.0,21681.0,162483.0,98105.0,64066.0,36053.0,52285.0,50422.0
Q91VS7,Mgst1 Microsomal glutathione S-transferase 1,3,TP,141398.0,132716.0,96253.0,57058.0,373739.0,264930.0,262012.0,203689.0,174542.0,99975.0
P16332,"Mut Methylmalonyl-CoA mutase, mitochondrial",13,FP,839808.0,942357.0,354200.0,457397.0,674720.0,797156.0,630292.0,470924.0,443806.0,298768.0
Q8K3H0,Appl1 DCC-interacting protein 13-alpha,11,FP,79293.0,65126.0,87176.0,51819.0,147658.0,113192.0,149749.0,120729.0,183390.0,110102.0
Q8JZN5,"Acad9 Acyl-CoA dehydrogenase family member 9, mitochondrial",11,FP,198215.0,105111.0,60504.0,50153.0,800668.0,69776.0,260183.0,74761.0,252957.0,303995.0
P61979,Hnrnpk Heterogeneous nuclear ribonucleoprotein K,8,FP,48991.0,50177.0,51765.0,39088.0,135403.0,80211.0,165301.0,100032.0,200773.0,135053.0
P01029,C4b Complement C4-B,25,TP,167455.0,147784.0,174000.0,145971.0,1472854.0,1206952.0,1581796.0,3397351.0,4444226.0,955559.0
Q64727,Vcl Vinculin,18,,216444.0,178955.0,120482.0,206564.0,632585.0,294075.0,1009236.0,603317.0,960733.0,826794.0
Q6ZQM8,Ugt1a7c UDP-glucuronosyltransferase 1-7C,3,TP,47674.0,38590.0,52521.0,59848.0,856225.0,672736.0,629879.0,552869.0,369802.0,255596.0
Q9CPT4,Mydgf Myeloid-derived growth factor,2,TP,9690.0,10792.0,11331.0,11549.0,71817.0,50532.0,78008.0,107885.0,142053.0,32231.0
Q80Y14,"Glrx5 Glutaredoxin-related protein 5, mitochondrial",2,FP,10967.0,10763.0,11615.0,7567.0,23367.0,14036.0,22354.0,15525.0,23400.0,11584.0
P14733,Lmnb1 Lamin-B1,8,FP,40349.0,35755.0,55281.0,32290.0,44625.0,40652.0,60675.0,120309.0,261891.0,135479.0
Q6PGH2,Hn1l Hematological and neurological expressed 1-like protein,3,FP,6238.0,8162.0,7326.0,6726.0,59936.0,42056.0,60600.0,12259.0,17394.0,9682.0
Q8CC88,Vwa8 von Willebrand factor A domain-containing protein 8,28,FP,670888.0,482229.0,421669.0,233183.0,2357036.0,462530.0,1150236.0,408189.0,716089.0,542065.0
Q9JIF7,Copb1 Coatomer subunit beta,14,TP,239938.0,207491.0,146772.0,109598.0,491444.0,316415.0,351740.0,150227.0,287940.0,200871.0
Q9WU79,"Prodh Proline dehydrogenase 1, mitochondrial",8,FP,35109.0,40768.0,56467.0,27724.0,97050.0,37323.0,58188.0,73684.0,103744.0,120959.0
P11152,Lpl Lipoprotein lipase,8,TP,169939.0,164681.0,192233.0,159592.0,1989124.0,1845313.0,2386982.0,1065979.0,1522525.0,360304.0
P22599,Serpina1b Alpha-1-antitrypsin 1-2,1,TP,4516.0,5505.0,4633.0,3800.0,16143.0,2487.0,8575.0,4192.0,4744.0,6616.0
Q9EPU0,Upf1 Regulator of nonsense transcripts 1,16,FP,174357.0,141059.0,152939.0,97363.0,406484.0,307052.0,472334.0,179119.0,307246.0,168786.0
Q99KJ8,Dctn2 Dynactin subunit 2,5,,43574.0,37911.0,40127.0,40510.0,189926.0,154653.0,318827.0,148133.0,208923.0,99768.0
P68181,Prkacb cAMP-dependent protein kinase catalytic subunit beta,1,FP,2440.0,2477.0,2481.0,1444.0,2678.0,3394.0,2409.0,0.0,1814.0,0.0
P70387,Hfe Hereditary hemochromatosis protein homolog,3,,31552.0,30703.0,37674.0,45475.0,519871.0,538941.0,665515.0,140419.0,184193.0,53949.0
Q99LD8,"Ddah2 N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",4,FP,22462.0,14683.0,30093.0,20115.0,59469.0,14919.0,46729.0,42135.0,70643.0,63743.0
Q9EQP2,Ehd4 EH domain-containing protein 4,11,,200827.0,176412.0,175983.0,151109.0,625919.0,332437.0,362776.0,200759.0,256726.0,239273.0
P14685,Psmd3 26S proteasome non-ATPase regulatory subunit 3,11,,500048.0,377809.0,274428.0,178334.0,1008643.0,790576.0,591065.0,198073.0,283159.0,172883.0
Q9CXY9,Pigk GPI-anchor transamidase,5,TP,49845.0,36550.0,54025.0,43212.0,555317.0,470710.0,437194.0,274698.0,255726.0,113608.0
Q8VEM8,"Slc25a3 Phosphate carrier protein, mitochondrial",7,FP,199175.0,122258.0,68552.0,64226.0,822128.0,75185.0,381519.0,102434.0,165756.0,213464.0
Q5SSH8,Cyb5d2 Neuferricin,2,TP,10096.0,6500.0,9436.0,7850.0,86155.0,66930.0,54329.0,69591.0,78728.0,27846.0
Q62356,Fstl1 Follistatin-related protein 1,2,TP,9588.0,5880.0,15487.0,4351.0,522759.0,259034.0,448672.0,14763.0,28810.0,8249.0
Q9WUU7,Ctsz Cathepsin Z,5,,13033.0,10548.0,15649.0,13880.0,129166.0,88231.0,145712.0,147231.0,288042.0,35840.0
Q61335,Bcap31 B-cell receptor-associated protein 31,4,TP,54125.0,37691.0,48305.0,60238.0,1256168.0,1057061.0,1468936.0,1522058.0,1342231.0,281755.0
Q91VJ2,Prkcdbp Protein kinase C delta-binding protein,6,,105715.0,82155.0,36176.0,94382.0,362938.0,236285.0,572365.0,141925.0,201264.0,54352.0
Q9D892,Itpa Inosine triphosphate pyrophosphatase,2,,7961.0,9418.0,7580.0,5795.0,15303.0,14593.0,16022.0,13005.0,12958.0,10803.0
P35979,Rpl12 60S ribosomal protein L12,2,,12716.0,8110.0,17457.0,9332.0,18747.0,13290.0,18200.0,21089.0,36168.0,16631.0
P07758,Serpina1a Alpha-1-antitrypsin 1-1,2,TP,30554.0,36419.0,65331.0,45315.0,101475.0,28950.0,61655.0,73064.0,99504.0,51190.0
P40336,Vps26a Vacuolar protein sorting-associated protein 26A,5,,81076.0,60903.0,57758.0,42227.0,124731.0,81146.0,115885.0,74492.0,168915.0,103398.0
Q9D9V3,Echdc1 Ethylmalonyl-CoA decarboxylase,6,,33980.0,25888.0,23408.0,13172.0,126262.0,41750.0,98410.0,25584.0,47724.0,37976.0
Q9CPV4,Glod4 Glyoxalase domain-containing protein 4,3,FP,22418.0,16371.0,13532.0,20171.0,65064.0,20469.0,48980.0,26433.0,35072.0,22768.0
Q9D7B7,Gpx8 Probable glutathione peroxidase 8,3,,10577.0,10375.0,20805.0,10601.0,59096.0,38202.0,39475.0,122357.0,181800.0,60711.0
P23927,Cryab Alpha-crystallin B chain,1,TP,26410.0,22859.0,36569.0,18284.0,34717.0,26260.0,35812.0,31368.0,67525.0,33037.0
P01899,"H2-D1 H-2 class I histocompatibility antigen, D-B alpha chain",4,,67391.0,59576.0,96062.0,105796.0,552237.0,480339.0,795183.0,1323259.0,1825383.0,384951.0
Q9CQ60,Pgls 6-phosphogluconolactonase,2,,13280.0,10379.0,11327.0,10446.0,54202.0,15990.0,38498.0,18537.0,27079.0,26074.0
D3YZZ5,Tmed7 Protein Tmed7,5,TP,31117.0,23031.0,32275.0,31779.0,625131.0,552457.0,848445.0,563938.0,387081.0,100940.0
P43274,Hist1h1e Histone H1.4,1,FP,4155.0,3318.0,2927.0,4391.0,5719.0,4074.0,5193.0,7901.0,8214.0,4457.0
E9PZ16,Hspg2 Basement membrane-specific heparan sulfate proteoglycan core protein,43,TP,330903.0,279782.0,290398.0,262584.0,1738683.0,2398967.0,3617752.0,2896453.0,4302435.0,1432175.0
Q61879,Myh10 Myosin-10,19,,109042.0,100270.0,125758.0,94921.0,476354.0,335629.0,683047.0,764708.0,892232.0,563245.0
P62192,Psmc1 26S protease regulatory subunit 4,6,FP,47909.0,43425.0,40807.0,40098.0,259162.0,181385.0,317834.0,100670.0,177697.0,85238.0
O88531,Ppt1 Palmitoyl-protein thioesterase 1,5,TP,20279.0,15659.0,19270.0,13033.0,346436.0,243706.0,444335.0,456424.0,777460.0,150420.0
Q8JZU2,"Slc25a1 Tricarboxylate transport protein, mitochondrial",7,FP,413982.0,229184.0,189106.0,50041.0,1725860.0,531975.0,534179.0,70253.0,167484.0,175399.0
Q8C6B0,Mettl7a1 Protein Mettl7a1,1,,9208.0,10325.0,16565.0,11203.0,20337.0,19312.0,14770.0,47346.0,44418.0,30202.0
P62855,Rps26 40S ribosomal protein S26,2,TP,11350.0,7796.0,8145.0,6341.0,46565.0,21943.0,17660.0,14053.0,15698.0,12820.0
P70290,Mpp1 55 kDa erythrocyte membrane protein,5,,25323.0,21208.0,27941.0,19480.0,81126.0,47362.0,79261.0,47763.0,78302.0,48475.0
Q9CZX9,Emc4 ER membrane protein complex subunit 4,3,TP,29251.0,20727.0,25395.0,24872.0,403514.0,351545.0,251761.0,130630.0,221374.0,86793.0
P62900,Rpl31 60S ribosomal protein L31,3,,91411.0,89460.0,58448.0,38739.0,209364.0,126728.0,94636.0,37508.0,36543.0,25215.0
F8VQ06,Ltbp3 Latent-transforming growth factor beta-binding protein 3,10,,55092.0,41841.0,50823.0,37892.0,966416.0,849165.0,1147482.0,585503.0,778107.0,186973.0
Q8VDN2,Atp1a1 Sodium/potassium-transporting ATPase subunit alpha-1,9,,60485.0,41270.0,61739.0,41090.0,112621.0,69895.0,121011.0,127923.0,366302.0,272035.0
Q91VD1,Lgals12 Galectin-12,5,FP,141151.0,115467.0,179058.0,75304.0,194210.0,187059.0,210186.0,146764.0,244268.0,111955.0
Q8CBY8,Dctn4 Dynactin subunit 4,3,,7011.0,5914.0,6412.0,6917.0,27337.0,19616.0,33529.0,17486.0,25878.0,11366.0
Q5RKN9,"Capza1 Capping protein (Actin filament) muscle Z-line, alpha 1",3,,19035.0,14774.0,17807.0,14980.0,42381.0,25869.0,41594.0,39734.0,60356.0,39397.0
P47757,Capzb F-actin-capping protein subunit beta,5,FP,56134.0,51646.0,62092.0,61277.0,179432.0,117606.0,203002.0,149476.0,245468.0,136747.0
P61982,Ywhag 14-3-3 protein gamma,3,,28182.0,28828.0,21316.0,39323.0,62417.0,29690.0,63965.0,47468.0,59475.0,52580.0
P61358,Rpl27 60S ribosomal protein L27,3,TP,49669.0,46895.0,67213.0,43530.0,90039.0,68646.0,105322.0,90730.0,90934.0,60053.0
Q8CGC7,Eprs Bifunctional glutamate/proline--tRNA ligase,22,,241787.0,240023.0,199779.0,179587.0,602165.0,525925.0,711145.0,372395.0,707036.0,464783.0
O08788,Dctn1 Dynactin subunit 1,17,FP,183852.0,144348.0,136898.0,83703.0,373208.0,218779.0,361805.0,194700.0,314494.0,230352.0
Q8CI94,"Pygb Glycogen phosphorylase, brain form",9,,209455.0,178321.0,231343.0,167734.0,312620.0,243531.0,278930.0,314080.0,424460.0,271664.0
Q8VBZ3,Clptm1 Cleft lip and palate transmembrane protein 1 homolog,9,,32120.0,27283.0,30969.0,27137.0,285793.0,264320.0,317782.0,309747.0,360179.0,168622.0
P22315,"Fech Ferrochelatase, mitochondrial",6,FP,77511.0,59802.0,62257.0,55168.0,243471.0,57129.0,177175.0,86928.0,111228.0,98224.0
Q9JHI5,"Ivd Isovaleryl-CoA dehydrogenase, mitochondrial",8,FP,60282.0,45650.0,53136.0,62534.0,270238.0,34500.0,119133.0,68627.0,74998.0,134123.0
Q9D6R2,Idh3a Isocitrate dehydrogenase,6,FP,83440.0,69287.0,46394.0,52791.0,313924.0,65839.0,118594.0,94434.0,123326.0,90916.0
Q9CX34,Sugt1 Protein SGT1 homolog,6,FP,94194.0,92537.0,84930.0,57364.0,161769.0,97527.0,113213.0,61462.0,132720.0,109796.0
Q8C7V8,Ccdc134 Coiled-coil domain-containing protein 134,2,TP,9644.0,8509.0,9564.0,13727.0,102902.0,71533.0,66906.0,77525.0,71425.0,45874.0
Q06335,Aplp2 Amyloid-like protein 2,7,,93116.0,64088.0,73142.0,67612.0,705734.0,642621.0,662307.0,848879.0,750481.0,240718.0
P80313,Cct7 T-complex protein 1 subunit eta,7,,53135.0,42950.0,48018.0,36001.0,105168.0,60023.0,117022.0,86813.0,153688.0,95563.0
P10605,Ctsb Cathepsin B,5,TP,183787.0,136414.0,105744.0,103036.0,392651.0,254985.0,415407.0,234541.0,333576.0,130313.0
Q9DCM2,Gstk1 Glutathione S-transferase kappa 1,3,FP,32549.0,25603.0,38949.0,25231.0,87441.0,53225.0,64267.0,56657.0,81124.0,36704.0
Q9EQH2,Erap1 Endoplasmic reticulum aminopeptidase 1,18,TP,140001.0,111589.0,141224.0,130945.0,1613773.0,1155723.0,1884111.0,2164682.0,2693834.0,648702.0
Q6P1H4,Extl3 Exostoses (Multiple)-like 3,10,TP,28429.0,25050.0,35944.0,22462.0,495382.0,483907.0,671596.0,426669.0,423947.0,162130.0
Q62087,Pon3 Serum paraoxonase/lactonase 3,5,TP,28754.0,20885.0,30854.0,49818.0,256159.0,175297.0,274859.0,387496.0,576111.0,204865.0
Q99KI3,Emc3 ER membrane protein complex subunit 3,3,TP,25443.0,24034.0,27704.0,15137.0,419888.0,266478.0,303281.0,77711.0,71409.0,33212.0
Q5SX39,Myh4 Myosin-4,5,,11500.0,7190.0,76148.0,4872.0,90129.0,19288.0,8576.0,808116.0,9127.0,40611.0
Q3TZZ7,Esyt2 Extended synaptotagmin-2,10,TP,229099.0,145427.0,156518.0,85884.0,359403.0,293721.0,362775.0,192748.0,268321.0,134465.0
Q9WTQ5,Akap12 A-kinase anchor protein 12,19,,119310.0,121463.0,84868.0,86847.0,462814.0,320388.0,526427.0,229855.0,293392.0,231342.0
J3KMH5,Mia3 Melanoma inhibitory activity protein 3,13,,59915.0,50938.0,71748.0,62621.0,1492154.0,1509081.0,1345206.0,1084991.0,956099.0,535345.0
Q3UPY5,Glb1l2 Beta-galactosidase-1-like protein 2,8,TP,25504.0,10139.0,27887.0,12432.0,1224999.0,944663.0,1180727.0,524986.0,612555.0,225170.0
Q9Z2V4,"Pck1 Phosphoenolpyruvate carboxykinase, cytosolic",8,TP,56016.0,46318.0,107316.0,73365.0,126741.0,65787.0,119709.0,171824.0,264463.0,224647.0
Q9EQ06,Hsd17b11 Estradiol 17-beta-dehydrogenase 11,4,TP,66278.0,52540.0,46268.0,37291.0,149902.0,121163.0,108703.0,62574.0,102108.0,59826.0
Q9ERE7,Mesdc2 LDLR chaperone MESD,4,TP,28339.0,25199.0,42268.0,35645.0,1269865.0,1042365.0,1015772.0,807836.0,613948.0,513636.0
Q8VDL4,Adpgk ADP-dependent glucokinase,6,TP,39679.0,31082.0,43326.0,36793.0,379734.0,285518.0,544175.0,404267.0,584292.0,144290.0
Q8BJ56,Pnpla2 Patatin-like phospholipase domain-containing protein 2,6,,49231.0,56130.0,103105.0,58092.0,190247.0,106579.0,159362.0,205677.0,413958.0,168782.0
Q9CZ44,Nsfl1c NSFL1 cofactor p47,5,FP,25688.0,22997.0,32116.0,18671.0,105771.0,40049.0,108212.0,56064.0,103478.0,106977.0
Q3UNZ8,Quinone oxidoreductase-like protein 2,4,,160713.0,158403.0,137819.0,76562.0,324734.0,203424.0,225706.0,105169.0,122088.0,71052.0
Q9CQA9,Ntpcr Cancer-related nucleoside-triphosphatase homolog,2,,1529.0,1171.0,3057.0,0.0,4805.0,3076.0,5056.0,3750.0,5028.0,1887.0
Q7TMF3,Ndufa12 NADH dehydrogenase,2,FP,12812.0,10991.0,11224.0,8710.0,43553.0,10891.0,28028.0,18801.0,34028.0,38876.0
P62911,Rpl32 60S ribosomal protein L32,2,,161533.0,94690.0,95081.0,78311.0,232282.0,138112.0,176144.0,131577.0,117055.0,54102.0
Q06890,Clu Clusterin,6,TP,61733.0,54343.0,127930.0,73441.0,132965.0,93081.0,141090.0,248923.0,363084.0,128800.0
Q8BYB9,Poglut1 Protein O-glucosyltransferase 1,6,TP,24258.0,19720.0,27614.0,20154.0,532403.0,400990.0,382455.0,672068.0,428357.0,344477.0
Q9ER41,Tor1b Torsin-1B,2,TP,10124.0,7478.0,12011.0,12088.0,175968.0,126648.0,109393.0,86451.0,62170.0,44259.0
P60766,Cdc42 Cell division control protein 42 homolog,1,,4350.0,6093.0,9103.0,5512.0,11895.0,10092.0,10153.0,11934.0,14909.0,8874.0
E9Q6R7,Utrn Protein Utrn,47,,423951.0,340844.0,421260.0,355176.0,1551247.0,984833.0,2067548.0,1578463.0,2225655.0,1768367.0
Q3UQ28,Pxdn Peroxidasin homolog,16,TP,80594.0,65115.0,68981.0,57122.0,630335.0,645484.0,1025904.0,629205.0,959378.0,265643.0
Q61768,Kif5b Kinesin-1 heavy chain,11,,152048.0,128365.0,115030.0,101401.0,399014.0,280021.0,411283.0,230556.0,390634.0,238856.0
Q9WUB3,"Pygm Glycogen phosphorylase, muscle form",4,,12664.0,11405.0,38988.0,6885.0,188225.0,8923.0,28833.0,39578.0,23039.0,10831.0
Q922Q1,Marc2 Mitochondrial amidoxime reducing component 2,6,FP,45382.0,37142.0,52249.0,41076.0,95710.0,66435.0,94616.0,105907.0,149326.0,82652.0
Q9QZE5,Copg1 Coatomer subunit gamma-1,11,,229456.0,210530.0,127305.0,89468.0,508083.0,357745.0,339401.0,126930.0,226408.0,128237.0
Q9EQK5,Mvp Major vault protein,11,FP,81987.0,73247.0,59807.0,68340.0,283520.0,200367.0,359708.0,313116.0,339167.0,228215.0
E9Q6C2,C1s1 Protein C1s1,3,,5023.0,1484.0,4573.0,5144.0,78319.0,58192.0,70099.0,132135.0,115360.0,34808.0
Q64282,Ifit1 Interferon-induced protein with tetratricopeptide repeats 1,7,,92881.0,72120.0,86022.0,76094.0,140363.0,112594.0,110784.0,69783.0,89526.0,76494.0
O70571,Pdk4,6,FP,74101.0,67711.0,22275.0,14163.0,209024.0,77878.0,124950.0,26144.0,36299.0,18307.0
P61294,Rab6b Ras-related protein Rab-6B,1,TP,10893.0,10207.0,13848.0,6171.0,20797.0,11319.0,11354.0,9415.0,11137.0,6598.0
Q8BP67,Rpl24 60S ribosomal protein L24,2,,158329.0,153527.0,83106.0,96477.0,681778.0,219642.0,312316.0,242578.0,255252.0,257701.0
Q7TQI3,Otub1 Ubiquitin thioesterase OTUB1,4,,39814.0,40493.0,45143.0,33487.0,95128.0,50422.0,87766.0,55293.0,64903.0,55095.0
Q8CAS9,Parp9 Poly,10,FP,63725.0,55191.0,54202.0,42761.0,205468.0,150535.0,231206.0,134483.0,152539.0,86285.0
P17742,Ppia Peptidyl-prolyl cis-trans isomerase A,1,TP,13439.0,12883.0,5462.0,12176.0,12826.0,8338.0,13383.0,9794.0,7134.0,3504.0
P61804,Dad1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,2,TP,10489.0,10004.0,15705.0,9649.0,17573.0,17747.0,31996.0,80578.0,74039.0,27650.0
P70206,Plxna1 Plexin-A1,17,,49865.0,41660.0,45771.0,43023.0,491671.0,447537.0,720618.0,655651.0,832553.0,208543.0
Q9JKF1,Iqgap1 Ras GTPase-activating-like protein IQGAP1,22,FP,462897.0,372111.0,271207.0,240087.0,1186213.0,640421.0,760625.0,349992.0,519781.0,472767.0
G5E8F8,Itgb5 Integrin beta,4,,11712.0,16567.0,13121.0,5909.0,123055.0,88648.0,131358.0,77004.0,84477.0,33752.0
O35945,"Aldh1a7 Aldehyde dehydrogenase, cytosolic 1",3,,72477.0,43843.0,44870.0,50529.0,242512.0,130239.0,324068.0,77338.0,126400.0,50877.0
Q9R111,Gda Guanine deaminase,5,,31389.0,37851.0,53591.0,47181.0,91438.0,58601.0,113212.0,112043.0,146126.0,76323.0
C0HK79,Arxes1 Adipocyte-related X-chromosome expressed sequence 1,3,TP,12619.0,10798.0,12724.0,10083.0,73356.0,42113.0,77754.0,84456.0,131500.0,24438.0
Q99JB2,"Stoml2 Stomatin-like protein 2, mitochondrial",5,FP,44358.0,34936.0,30657.0,24608.0,131305.0,33776.0,83557.0,47524.0,58038.0,46121.0
P97351,Rps3a 40S ribosomal protein S3a,3,FP,109472.0,92230.0,109696.0,82442.0,272466.0,162675.0,195443.0,160592.0,228688.0,90384.0
P35283,Rab12 Ras-related protein Rab-12,4,,34795.0,31421.0,31487.0,16457.0,47157.0,39803.0,44266.0,30332.0,36817.0,22409.0
Q923G2,"Polr2h DNA-directed RNA polymerases I, II, and III subunit RPABC3",2,FP,7064.0,6350.0,11240.0,3833.0,15768.0,11536.0,14008.0,9044.0,12987.0,7449.0
P10493,Nid1 Nidogen-1,18,TP,79882.0,96201.0,91238.0,82668.0,803498.0,753315.0,1426180.0,1522004.0,2250764.0,467812.0
P68040,Rack1 Receptor of activated protein C kinase 1,5,FP,219367.0,203779.0,227705.0,143805.0,375045.0,311272.0,289392.0,197593.0,223959.0,130997.0
P33622,Apoc3 Apolipoprotein C-III,1,TP,1226.0,1812.0,0.0,1916.0,2592.0,1294.0,2327.0,2140.0,2228.0,0.0
Q9R0X4,"Acot9 Acyl-coenzyme A thioesterase 9, mitochondrial",2,FP,61750.0,40212.0,44172.0,19484.0,75425.0,53528.0,72395.0,24921.0,40434.0,18769.0
P84091,Ap2m1 AP-2 complex subunit mu,7,,96341.0,102757.0,111413.0,86071.0,341356.0,190979.0,274932.0,233715.0,494656.0,264113.0
Q8VCI5,Pex19 Peroxisomal biogenesis factor 19,3,,8416.0,8314.0,15645.0,11981.0,67983.0,40066.0,87312.0,27817.0,48556.0,18140.0
Q9CQZ5,Ndufa6 NADH dehydrogenase,2,FP,10394.0,9625.0,9311.0,7604.0,25986.0,6153.0,19583.0,12151.0,20665.0,25614.0
Q3U7R1,Esyt1 Extended synaptotagmin-1,13,TP,187977.0,155352.0,156669.0,145198.0,539240.0,366775.0,744950.0,491621.0,1036433.0,488957.0
Q9DCD0,"Pgd 6-phosphogluconate dehydrogenase, decarboxylating",7,,213294.0,178746.0,84307.0,128806.0,730245.0,320645.0,530525.0,179823.0,228674.0,143466.0
Q8BG05,Hnrnpa3 Heterogeneous nuclear ribonucleoprotein A3,3,FP,12811.0,14332.0,23044.0,13240.0,20108.0,18269.0,30025.0,32165.0,63594.0,24895.0
Q8BRF7,Scfd1 Sec1 family domain-containing protein 1,8,TP,20279.0,21837.0,13803.0,11711.0,106062.0,68265.0,101167.0,37192.0,54873.0,28259.0
Q91W90,Txndc5 Thioredoxin domain-containing protein 5,5,TP,10742.0,8956.0,14636.0,10104.0,85762.0,66069.0,109097.0,170126.0,207348.0,58552.0
O35075,Dscr3 Down syndrome critical region protein 3 homolog,3,,15064.0,15690.0,15891.0,17864.0,34546.0,23462.0,41638.0,37077.0,55471.0,28518.0
P97447,Fhl1 Four and a half LIM domains protein 1,4,FP,57629.0,50008.0,43937.0,41798.0,203245.0,124574.0,259407.0,83325.0,86303.0,54571.0
Q9QYI6,Dnajb9 DnaJ homolog subfamily B member 9,2,TP,11089.0,10784.0,11353.0,10345.0,61663.0,43346.0,70369.0,43755.0,76252.0,23543.0
Q9JHU4,Dync1h1 Cytoplasmic dynein 1 heavy chain 1,75,,1644397.0,1367113.0,1088283.0,882171.0,3349785.0,2275549.0,3010601.0,1899097.0,3676867.0,2672135.0
E9Q7G0,Numa1 Protein Numa1,29,FP,205308.0,191608.0,252041.0,120124.0,302169.0,366488.0,328827.0,483973.0,753636.0,486746.0
Q8C2Q3,Rbm14 RNA-binding protein 14,8,FP,188353.0,152824.0,158852.0,107372.0,158625.0,202002.0,211551.0,179109.0,308449.0,206505.0
Q5XJY5,Arcn1 Coatomer subunit delta,8,,76636.0,63613.0,53335.0,38674.0,172053.0,138791.0,153585.0,68629.0,101951.0,56743.0
Q8BVE3,Atp6v1h V-type proton ATPase subunit H,7,,158550.0,120170.0,93794.0,51825.0,271582.0,195026.0,163722.0,71014.0,95837.0,63977.0
Q2TPA8,Hsdl2 Hydroxysteroid dehydrogenase-like protein 2,8,,343936.0,302511.0,193045.0,173604.0,951597.0,413835.0,549471.0,201593.0,250643.0,208831.0
P54071,Idh2 Isocitrate dehydrogenase,5,FP,245486.0,166138.0,230634.0,173383.0,334295.0,240509.0,347398.0,353958.0,436836.0,238844.0
Q8R0F3,Sumf1 Sulfatase-modifying factor 1,2,TP,4543.0,5447.0,5643.0,6575.0,62762.0,45298.0,67778.0,64352.0,83853.0,34799.0
Q8VEH3,Arl8a ADP-ribosylation factor-like protein 8A,2,,116134.0,112552.0,103680.0,85169.0,183199.0,149996.0,155737.0,109262.0,139248.0,93494.0
