uniprot_id,description,pep_num,annotation,ctrl_turbo(-)_1,ctrl_turbo(-)_2,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(-)_1,fast_turbo(-)_2,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(-)_1,LPS_turbo(-)_2,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4
P16301,Lcat Phosphatidylcholine-sterol acyltransferase,8,TP,61257.0,98545.0,1477356.0,768292.0,813108.0,57755.0,60069.0,979174.0,681705.0,678811.0,65942.0,55818.0,895794.0,1323617.0,1003248.0,971079.0
O88947,F10 Coagulation factor X,9,TP,69757.0,142599.0,1374908.0,836959.0,795823.0,47015.0,65667.0,518814.0,396621.0,369232.0,53622.0,40780.0,694946.0,808691.0,760541.0,730254.0
P05017,Igf1 Insulin-like growth factor I,1,TP,2974.0,6274.0,46072.0,24190.0,26071.0,1577.0,3521.0,19865.0,13852.0,10496.0,4328.0,2363.0,46762.0,30981.0,25206.0,31243.0
P10639,Txn Thioredoxin,3,TP,51871.0,68825.0,170897.0,166285.0,69964.0,65254.0,47524.0,84855.0,105414.0,90947.0,35292.0,56155.0,196248.0,295638.0,98453.0,102538.0
Q01279,Egfr Epidermal growth factor receptor,20,TP,187976.0,257421.0,4117038.0,3665612.0,3892342.0,118137.0,264326.0,2534304.0,1870333.0,2373229.0,130793.0,126063.0,2409375.0,2560812.0,2657099.0,1960572.0
P13020,Gsn Gelsolin,10,TP,746286.0,2355733.0,885037.0,836235.0,446257.0,141816.0,176286.0,315141.0,411767.0,239030.0,184134.0,175180.0,734677.0,356875.0,333977.0,407964.0
Q99MN9,"Pccb Propionyl-CoA carboxylase beta chain, mitochondrial",6,FP,28558.0,38686.0,111700.0,108047.0,49568.0,39920.0,52501.0,95295.0,89713.0,96490.0,87430.0,10353.0,1262833.0,77763.0,289693.0,86607.0
A0A075B5R2,Ighv7-3 Protein Ighv7-3,2,,2892.0,12397.0,11715.0,8380.0,2482.0,612.0,7466.0,4294.0,2279.0,1821.0,4759.0,1417.0,7841.0,2498.0,3786.0,1965.0
Q05020,Apoc2 Apolipoprotein C-II,1,TP,6700.0,14981.0,13032.0,10073.0,13396.0,776.0,5913.0,9763.0,4793.0,8274.0,4542.0,7625.0,16401.0,14654.0,8533.0,10993.0
Q63880,Ces3a Carboxylesterase 3A,3,TP,18240.0,28282.0,473232.0,470803.0,487572.0,17208.0,33373.0,284839.0,163710.0,228459.0,18663.0,29025.0,376095.0,913450.0,662772.0,533204.0
