Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide,DNA binding,Gene Ontology (GO),Protein families,Zinc finger
O35310,reviewed,HS3S1_MOUSE,"Heparan sulfate glucosamine 3-O-sulfotransferase 1, EC 2.8.2.23 (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1, Heparan sulfate 3-O-sulfotransferase 1)",Hs3st1 3ost 3ost1,Mus musculus (Mouse),311,Golgi lumen [GO:0005796],SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000305}.,35899,"FUNCTION: Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) to catalyze the transfer of a sulfo group to position 3 of glucosamine residues in heparan (PubMed:9346953, PubMed:15060080). Catalyzes the rate limiting step in the biosynthesis of heparan sulfate (HSact) (PubMed:9346953, PubMed:15060080). This modification is a crucial step in the biosynthesis of anticoagulant heparan sulfate as it completes the structure of the antithrombin pentasaccharide binding site (PubMed:9346953, PubMed:15060080). {ECO:0000269|PubMed:15060080, ECO:0000269|PubMed:9346953}.",,glycosaminoglycan biosynthetic process [GO:0006024],[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity [GO:0008467],"SIGNAL 1..20; /evidence=""ECO:0000269|PubMed:9346953""",,,Golgi lumen [GO:0005796]; [heparan sulfate]-glucosamine 3-sulfotransferase 1 activity [GO:0008467]; glycosaminoglycan biosynthetic process [GO:0006024],Sulfotransferase 1 family,
P55302,reviewed,AMRP_MOUSE,"Alpha-2-macroglobulin receptor-associated protein, Alpha-2-MRAP (Heparin-binding protein 44, HBP-44) (Low density lipoprotein receptor-related protein-associated protein 1, RAP)",Lrpap1,Mus musculus (Mouse),360,cell surface [GO:0009986]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; endosome lumen [GO:0031904]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; rough endoplasmic reticulum lumen [GO:0048237]; vesicle [GO:0031982],"SUBCELLULAR LOCATION: Rough endoplasmic reticulum lumen {ECO:0000250|UniProtKB:P30533}. Endoplasmic reticulum-Golgi intermediate compartment lumen {ECO:0000250|UniProtKB:P30533}. Golgi apparatus, cis-Golgi network {ECO:0000250|UniProtKB:P30533}. Golgi apparatus lumen {ECO:0000250|UniProtKB:P30533}. Endosome lumen {ECO:0000250|UniProtKB:P30533}. Cell surface {ECO:0000250|UniProtKB:P30533}. Note=May be associated with receptors at the cell surface. {ECO:0000250|UniProtKB:P30533}.",42215,FUNCTION: Molecular chaperone for LDL receptor-related proteins that may regulate their ligand binding activity along the secretory pathway. {ECO:0000250|UniProtKB:P30533}.,TISSUE SPECIFICITY: Highly expressed in PYS-2 parietal endoderm cells and in the kidney. The RNA level increased about 10-fold during differentiation of F9 embryonal carcinoma cells to parietal endoderm cells. {ECO:0000269|PubMed:2229028}.,amyloid-beta clearance by transcytosis [GO:0150093]; negative regulation of amyloid-beta clearance [GO:1900222]; negative regulation of cell death [GO:0060548]; negative regulation of protein binding [GO:0032091]; negative regulation of receptor internalization [GO:0002091]; negative regulation of very-low-density lipoprotein particle clearance [GO:0010916]; regulation of receptor-mediated endocytosis [GO:0048259]; signal transduction [GO:0007165],heparin binding [GO:0008201]; lipase binding [GO:0035473]; low-density lipoprotein particle receptor binding [GO:0050750]; receptor antagonist activity [GO:0048019]; receptor ligand activity [GO:0048018]; very-low-density lipoprotein particle receptor binding [GO:0070326],"SIGNAL 1..28; /evidence=""ECO:0000255""",,,cell surface [GO:0009986]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; endosome lumen [GO:0031904]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; rough endoplasmic reticulum lumen [GO:0048237]; vesicle [GO:0031982]; heparin binding [GO:0008201]; lipase binding [GO:0035473]; low-density lipoprotein particle receptor binding [GO:0050750]; receptor antagonist activity [GO:0048019]; receptor ligand activity [GO:0048018]; very-low-density lipoprotein particle receptor binding [GO:0070326]; amyloid-beta clearance by transcytosis [GO:0150093]; negative regulation of amyloid-beta clearance [GO:1900222]; negative regulation of cell death [GO:0060548]; negative regulation of protein binding [GO:0032091]; negative regulation of receptor internalization [GO:0002091]; negative regulation of very-low-density lipoprotein particle clearance [GO:0010916]; regulation of receptor-mediated endocytosis [GO:0048259]; signal transduction [GO:0007165],Alpha-2-MRAP family,
P56473,reviewed,AGRP_MOUSE,Agouti-related protein,Agrp Agrt Art,Mus musculus (Mouse),131,extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; neuronal cell body [GO:0043025],SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:O00253}. Golgi apparatus lumen {ECO:0000250|UniProtKB:O00253}.,14432,"FUNCTION: Plays a role in weight homeostasis. Involved in the control of feeding behavior through the central melanocortin system. Acts as alpha melanocyte-stimulating hormone antagonist by inhibiting cAMP production mediated by stimulation of melanocortin receptors within the hypothalamus and adrenal gland. Has very low activity with MC5R. Is an inverse agonist for MC3R and MC4R being able to suppress their constitutive activity (By similarity). It promotes MC3R and MC4R endocytosis in an arrestin-dependent manner (By similarity). {ECO:0000250, ECO:0000269|PubMed:9892020}.","TISSUE SPECIFICITY: Expressed in arcuate nucleus and median eminence, adrenal gland (medulla), hypothalamus, testis, and lung.",adult feeding behavior [GO:0008343]; circadian rhythm [GO:0007623]; eating behavior [GO:0042755]; hormone-mediated signaling pathway [GO:0009755]; long-day photoperiodism [GO:0048571]; maternal process involved in female pregnancy [GO:0060135]; neuropeptide signaling pathway [GO:0007218]; positive regulation of feeding behavior [GO:2000253]; regulation of feeding behavior [GO:0060259]; response to insulin [GO:0032868],melanocortin receptor binding [GO:0031779]; neuropeptide hormone activity [GO:0005184]; type 1 melanocortin receptor binding [GO:0070996]; type 3 melanocortin receptor binding [GO:0031781]; type 4 melanocortin receptor binding [GO:0031782],"SIGNAL 1..20; /evidence=""ECO:0000255""",,,extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; neuronal cell body [GO:0043025]; melanocortin receptor binding [GO:0031779]; neuropeptide hormone activity [GO:0005184]; type 1 melanocortin receptor binding [GO:0070996]; type 3 melanocortin receptor binding [GO:0031781]; type 4 melanocortin receptor binding [GO:0031782]; adult feeding behavior [GO:0008343]; circadian rhythm [GO:0007623]; eating behavior [GO:0042755]; hormone-mediated signaling pathway [GO:0009755]; long-day photoperiodism [GO:0048571]; maternal process involved in female pregnancy [GO:0060135]; neuropeptide signaling pathway [GO:0007218]; positive regulation of feeding behavior [GO:2000253]; regulation of feeding behavior [GO:0060259]; response to insulin [GO:0032868],,
Q61112,reviewed,CAB45_MOUSE,"45 kDa calcium-binding protein, Cab45 (Stromal cell-derived factor 4, SDF-4)",Sdf4 Cab45,Mus musculus (Mouse),361,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; late endosome [GO:0005770]; plasma membrane [GO:0005886],SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000269|PubMed:16608874}.,42064,FUNCTION: May regulate calcium-dependent activities in the endoplasmic reticulum lumen or post-ER compartment.,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:8609160}.,calcium-ion regulated exocytosis [GO:0017156]; cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; maintenance of synapse structure [GO:0099558]; response to ethanol [GO:0045471]; UV protection [GO:0009650]; zymogen granule exocytosis [GO:0070625],calcium ion binding [GO:0005509]; identical protein binding [GO:0042802],"SIGNAL 1..35; /evidence=""ECO:0000255""",,,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; late endosome [GO:0005770]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; calcium-ion regulated exocytosis [GO:0017156]; cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; maintenance of synapse structure [GO:0099558]; response to ethanol [GO:0045471]; UV protection [GO:0009650]; zymogen granule exocytosis [GO:0070625],CREC family,
Q8R180,reviewed,ERO1A_MOUSE,"ERO1-like protein alpha, ERO1-L, ERO1-L-alpha, EC 1.8.4.- (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha)",Ero1a Ero1l,Mus musculus (Mouse),464,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; integral component of endoplasmic reticulum membrane [GO:0030176],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q96HE7}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q96HE7}; Lumenal side {ECO:0000250|UniProtKB:Q96HE7}. Golgi apparatus lumen {ECO:0000250|UniProtKB:Q96HE7}. Secreted {ECO:0000250|UniProtKB:Q96HE7}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q8R4A1}. Note=The association with ERP44 is essential for its retention in the endoplasmic reticulum (By similarity). In neurons, it localizes to dendrites (By similarity). {ECO:0000250|UniProtKB:Q8R4A1, ECO:0000250|UniProtKB:Q96HE7}.",54084,"FUNCTION: Oxidoreductase involved in disulfide bond formation in the endoplasmic reticulum. Efficiently reoxidizes P4HB/PDI, the enzyme catalyzing protein disulfide formation, in order to allow P4HB to sustain additional rounds of disulfide formation. Following P4HB reoxidation, passes its electrons to molecular oxygen via FAD, leading to the production of reactive oxygen species (ROS) in the cell. Required for the proper folding of immunoglobulins (By similarity). Plays an important role in ER stress-induced, CHOP-dependent apoptosis by activating the inositol 1,4,5-trisphosphate receptor IP3R1. {ECO:0000250|UniProtKB:Q96HE7, ECO:0000269|PubMed:19752026, ECO:0000269|PubMed:20308425}.","TISSUE SPECIFICITY: Widely expressed (at protein level) (PubMed:20308425). In the mammary gland, expressed at higher levels in lactating mice than in virgin mice (at protein level) (PubMed:29858230). {ECO:0000269|PubMed:20308425, ECO:0000269|PubMed:29858230}.",brown fat cell differentiation [GO:0050873]; cell redox homeostasis [GO:0045454]; cellular response to hypoxia [GO:0071456]; chaperone cofactor-dependent protein refolding [GO:0051085]; endoplasmic reticulum unfolded protein response [GO:0030968]; extracellular matrix organization [GO:0030198]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein maturation by protein folding [GO:0022417]; release of sequestered calcium ion into cytosol [GO:0051209]; response to endoplasmic reticulum stress [GO:0034976]; response to oxidative stress [GO:0006979],FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972],"SIGNAL 1..23; /evidence=""ECO:0000255""",,,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; integral component of endoplasmic reticulum membrane [GO:0030176]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]; brown fat cell differentiation [GO:0050873]; cell redox homeostasis [GO:0045454]; cellular response to hypoxia [GO:0071456]; chaperone cofactor-dependent protein refolding [GO:0051085]; endoplasmic reticulum unfolded protein response [GO:0030968]; extracellular matrix organization [GO:0030198]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein maturation by protein folding [GO:0022417]; release of sequestered calcium ion into cytosol [GO:0051209]; response to endoplasmic reticulum stress [GO:0034976]; response to oxidative stress [GO:0006979],EROs family,
Q9R1X5,reviewed,MRP5_MOUSE,"ATP-binding cassette sub-family C member 5, EC 7.6.2.-, EC 7.6.2.2 (Multi-specific organic anion transporter C, MOAT-C) (Multidrug resistance-associated protein 5) (SMRP)",Abcc5 Abcc5a Mrp5,Mus musculus (Mouse),1436,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886],"SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000250|UniProtKB:O15440}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus lumen {ECO:0000250|UniProtKB:O15440}. Endosome membrane {ECO:0000250|UniProtKB:O15440}. Cytoplasmic granule {ECO:0000269|PubMed:24836561}. Apical cell membrane {ECO:0000269|PubMed:16361063}; Multi-pass membrane protein {ECO:0000255}. Note=In most cells, routes to the basolateral plasma membrane, but in the brain capillary endothelial cells that form the blood-brain barrier, resides in the apical membrane. {ECO:0000250|UniProtKB:O15440, ECO:0000269|PubMed:16361063}.",161125,"FUNCTION: ATP-dependent transporter of the ATP-binding cassette (ABC) family that actively extrudes physiological compounds, and xenobiotics from cells. Mediates ATP-dependent transport of endogenous metabolites like cyclic nucleotides, such as cAMP and cGMP, folic acid and N-lactoyl-amino acids (in vitro) (By similarity) (PubMed:17229149). Acts also as a general glutamate conjugate and analog transporter that can limit the brain levels of endogenous metabolites, drugs, and toxins (PubMed:26515061). Confers resistance to the antiviral agent PMEA (By similarity). Able to transport several anticancer drugs including methotrexate, and nucleotide analogs in vitro, however it does with low affinity (By similarity). Acts as a heme transporter required for the translocation of cytosolic heme to the secretory pathway (PubMed:24836561). May play a role in energy metabolism by regulating the glucagon-like peptide 1 (GLP-1) secretion from enteroendocrine cells (PubMed:31338999). {ECO:0000250|UniProtKB:O15440, ECO:0000269|PubMed:17229149, ECO:0000269|PubMed:24836561, ECO:0000269|PubMed:26515061, ECO:0000269|PubMed:31338999}.",TISSUE SPECIFICITY: Detected in brain endothelial cells. {ECO:0000269|PubMed:16361063}.,cAMP transport [GO:0070730]; cGMP transport [GO:0070731]; export across plasma membrane [GO:0140115]; folate transmembrane transport [GO:0098838]; glutathione transmembrane transport [GO:0034775]; heme transmembrane transport [GO:0035351]; hyaluronan biosynthetic process [GO:0030213]; purine nucleotide transport [GO:0015865]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908],ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carbohydrate derivative transmembrane transporter activity [GO:1901505]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; heme transmembrane transporter activity [GO:0015232]; macromolecule transmembrane transporter activity [GO:0022884]; purine nucleotide transmembrane transporter activity [GO:0015216]; xenobiotic transmembrane transporter activity [GO:0042910],,,,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carbohydrate derivative transmembrane transporter activity [GO:1901505]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; heme transmembrane transporter activity [GO:0015232]; macromolecule transmembrane transporter activity [GO:0022884]; purine nucleotide transmembrane transporter activity [GO:0015216]; xenobiotic transmembrane transporter activity [GO:0042910]; cAMP transport [GO:0070730]; cGMP transport [GO:0070731]; export across plasma membrane [GO:0140115]; folate transmembrane transport [GO:0098838]; glutathione transmembrane transport [GO:0034775]; heme transmembrane transport [GO:0035351]; hyaluronan biosynthetic process [GO:0030213]; purine nucleotide transport [GO:0015865]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908],"ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily",
Q8K0C5,reviewed,ZG16_MOUSE,"Zymogen granule membrane protein 16, Zymogen granule protein 16 (Secretory lectin ZG16)",Zg16,Mus musculus (Mouse),167,collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; mucus layer [GO:0070701]; zymogen granule membrane [GO:0042589],"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:O60844}. Zymogen granule lumen {ECO:0000250|UniProtKB:Q8CJD3}. Golgi apparatus lumen {ECO:0000250|UniProtKB:Q8CJD3}.",18210,FUNCTION: May play a role in protein trafficking. May act as a linker molecule between the submembranous matrix on the luminal side of zymogen granule membrane (ZGM) and aggregated secretory proteins during granule formation in the TGN (By similarity). {ECO:0000250}.,,defense response to Gram-positive bacterium [GO:0050830]; protein transport [GO:0015031]; suppression of symbiont entry into host [GO:0052373],carbohydrate binding [GO:0030246]; peptidoglycan binding [GO:0042834],"SIGNAL 1..16; /evidence=""ECO:0000250""",,,collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; mucus layer [GO:0070701]; zymogen granule membrane [GO:0042589]; carbohydrate binding [GO:0030246]; peptidoglycan binding [GO:0042834]; defense response to Gram-positive bacterium [GO:0050830]; protein transport [GO:0015031]; suppression of symbiont entry into host [GO:0052373],Jacalin lectin family,
