uniprot_id,description,pep_num,annotation,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4,ctrl_turbo(-)_1,ctrl_turbo(-)_2,fast_turbo(-)_1,fast_turbo(-)_2,LPS_turbo(-)_1,LPS_turbo(-)_2
Q8BWT1,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",35,FP,113463658.7086925,79178660.0,103067989.39634731,34245241.0,38627793.67209364,18070232.76610541,30442310.833501354,37689765.99359591,26906615.68676707,20265664.7110651,82586096.0,85982245.0,25082393.0,25035577.0,17247901.0,12380580.0
E9QPD7,Pcx Pyruvate carboxylase,97,,3636960983.101848,3400314430.0,3200694329.5310106,2198648317.0,2806192562.005974,2445652754.1915374,4939254425.794575,4776243130.974881,3284515236.4084525,3535754720.5150504,2281074941.0,3932849534.0,4132459938.0,3557135002.0,2687434930.0,2787295482.0
Q91ZA3,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",63,FP,290195780.7188033,178771853.0,461280342.8760181,63003481.0,252622833.60708794,120337110.17718087,366609815.30282086,372961757.954164,219157386.9807869,232686573.4911315,262536296.0,377284840.0,518988789.0,375745157.0,248399457.0,279973599.0
Q8C196,Cps1 Carbamoyl-phosphate synthase,109,FP,415947637.6931438,309665900.0,385360684.2427389,238299868.0,258556881.49934733,232616870.51865515,365928855.13535917,364576985.07070225,265054067.76388183,269417451.1158763,277899964.0,310023087.0,422757647.0,302965281.0,142200904.0,194830651.0
P16460,Ass1 Argininosuccinate synthase,31,,123443672.09448662,73324507.0,71294986.35527244,49507166.0,45022176.78948444,40986450.57773591,55670222.34779122,57423569.123888604,44494177.90278292,49497598.80871873,67312966.0,80514026.0,58643402.0,49176133.0,27964182.0,32266185.0
A2AFQ2,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,21,,27851463.103313897,25727271.0,22348885.53154091,31862170.0,18573190.158325043,28034883.958511874,32112147.04995327,32521523.55784769,24276436.84926173,23943571.8169451,24857752.0,27443557.0,44345465.0,30113691.0,14309669.0,16712074.0
P67778,Phb Prohibitin,16,FP,12499893.326445026,9222625.0,15068938.27295229,7204361.0,8641425.335085532,8198164.918808055,13708014.930694552,14958463.185411485,9581161.488188433,8208742.089995571,8713256.0,11607021.0,16603662.0,11065078.0,5195749.0,9843753.0
P11352,Gpx1 Glutathione peroxidase 1,13,,4666691.165208562,3974115.0,3867572.986866827,2357998.0,3206220.9241882153,2751001.660986666,5367343.140668447,5193072.235366452,3817924.6318045906,4270401.675723833,2413577.0,4699104.0,5123164.0,4542428.0,2861945.0,2826713.0
Q9WVD5,Slc25a15 Mitochondrial ornithine transporter 1,18,FP,9332028.307621352,5906131.0,7440487.938371108,3751587.0,5025960.629455036,4164323.6811245224,7961166.4003619915,8164491.581613008,4874004.918018851,5644981.354120949,4858493.0,6607674.0,7163547.0,4828755.0,3661441.0,5152188.0
P68040,Rack1 Receptor of activated protein C kinase 1,22,FP,4716037.773765557,5281311.0,6852154.459400749,2961288.0,3738528.7105666664,3610783.8486927734,8879014.198065989,7682919.034035958,6700167.236788786,6075667.2563109,3634605.0,5432278.0,6684617.0,5648202.0,3866607.0,4697938.0
Q8VBT2,Sds L-serine dehydratase/L-threonine deaminase,14,,13794035.738520779,3775125.0,5983054.521162155,3884074.0,5997229.599554938,5250975.966408813,8310564.749030582,6512557.540528809,4708548.8498245105,4914279.286794363,4212672.0,3915985.0,6927097.0,4494684.0,2959219.0,4620832.0
A8DUK4,Hbbt1 Protein Hbb-bs,11,,4627497.862574678,3190164.0,4271462.636885521,2341909.0,1850805.2656390679,1655795.419198748,3539096.8334442205,14092289.768854348,2552034.43859779,4098153.27397178,1951186.0,1566418.0,8602833.0,2202449.0,2022852.0,3605058.0
Q99LX0,Park7 Protein deglycase DJ-1,9,TP,1296983.4975563192,1091653.0,1088774.8661268263,464617.0,604217.8803170471,452677.9936778738,1036916.7093161889,1140058.6969688085,832053.7646841896,846103.192506622,687775.0,991580.0,831385.0,749238.0,571966.0,634874.0
P13707,Gpd1 Glycerol-3-phosphate dehydrogenase,17,,3009012.9046016997,3606163.0,2845793.102883619,5125642.0,1677493.693562338,3108109.3461312945,2933099.035184729,3141863.6200310104,2898674.0403975397,2584012.05736851,3807433.0,4025034.0,3541023.0,2596147.0,1663246.0,1486420.0
Q7TMM9,Tubb2a Tubulin beta-2A chain,8,,6109483.894408672,5127673.0,4509003.946710081,2184551.0,2281013.0757940924,2162119.109026879,3861890.0114597008,4485375.176947081,3563199.3506200877,3609586.537497868,4971869.0,5232854.0,3347171.0,2315456.0,1954434.0,1756476.0
P68372,Tubb4b Tubulin beta-4B chain,4,,2690188.405690362,2527326.0,2323642.856888645,1813970.0,1618547.2697790812,1708493.6900617043,3032230.0287174988,2795536.196470423,2098966.3550023492,1998445.5290248215,2641179.0,3245801.0,2715319.0,1900314.0,1423892.0,1630127.0
P62908,Rps3 40S ribosomal protein S3,20,FP,7776871.580187415,7239088.0,11994542.976388685,4241033.0,6265754.978926427,5528012.998124192,13602150.184961388,12594123.397784628,10312654.92780143,9475439.174661404,5686960.0,8096935.0,11525473.0,8400360.0,5778348.0,7966055.0
P99024,Tubb5 Tubulin beta-5 chain,5,,4053859.7018244485,4645082.0,3621612.988892412,3336834.0,1928863.2784974857,2391784.1807639287,4514462.818272544,4769597.392626505,4130969.0549998577,3693503.411632493,5688428.0,5636982.0,3745452.0,2366419.0,2153435.0,2154991.0
Q5SWU9,Acaca Acetyl-CoA carboxylase 1,139,,124135030.66320822,112559535.0,93303015.25097848,35260393.0,51328242.49043236,43912325.243623994,90915040.4626409,88081965.44809058,52045230.84754777,75857111.77733462,112661615.0,188381202.0,69002468.0,60737156.0,58822203.0,43301648.0
E9Q4Z2,Acacb Acetyl-CoA carboxylase 2,126,FP,116267010.5953143,86065111.0,144715172.52168274,18657345.0,52931317.17579527,40133156.375091955,101467250.43830006,76094899.43032217,53632284.23663501,63468679.12559269,82791980.0,140609835.0,83160790.0,62899327.0,44455883.0,46624096.0
P68369,Tuba1a Tubulin alpha-1A chain,5,,1691627.0562135996,1258567.0,952602.4618617396,1523070.0,758039.6521602378,805746.2525057942,1506829.6714815905,1754429.8979939183,1135883.190720398,1051376.5673816586,1795016.0,1807037.0,1168025.0,879542.0,788011.0,1000332.0
P17182,Eno1 Alpha-enolase,18,,6634986.482601063,5649127.0,20390139.726243153,1493054.0,7672096.258855028,2823195.1896336875,13321594.9098454,14274174.789941251,9868631.06898102,8217383.113191946,4262791.0,4645241.0,14160500.0,11447246.0,3087423.0,8443808.0
Q9DBM2,Ehhadh Peroxisomal bifunctional enzyme,44,,26746524.550609402,15358241.0,16167917.280387321,17181222.0,7455354.0066425,16504023.29439244,10212869.030533807,13360006.87545502,9471379.454379769,9559450.591284407,13370519.0,17971647.0,45476440.0,34838087.0,5110818.0,5858890.0
P11983,Tcp1 T-complex protein 1 subunit alpha,31,,4392546.931830777,4893784.0,7836847.676701515,2324061.0,2746768.1917596827,2148585.2570520425,5657344.022761959,6090311.051212329,5102340.272889139,4590168.407648956,3560466.0,5158043.0,5254666.0,4377239.0,2147116.0,3497781.0
Q9D819,Ppa1 Inorganic pyrophosphatase,18,,8268994.833232631,5680648.0,8486066.293406911,2655724.0,5042266.868496581,4487289.9708755985,11189253.78964329,10445431.289925778,7347220.071213264,7553516.175489395,4326606.0,6742286.0,8833132.0,6264085.0,5221583.0,7286117.0
Q91V41,Rab14 Ras-related protein Rab-14,13,,1726793.1046367371,1590700.0,2156099.606118402,710257.0,1217903.5330552356,1069005.2719850705,2460709.6269207424,2343044.9161939337,1752836.087430943,1872696.8086124093,999490.0,1609774.0,2209734.0,1518695.0,1129451.0,1316355.0
P85094,Isoc2a Isochorismatase domain-containing protein 2A,7,FP,1942930.7030364568,1844973.0,1801791.832302399,1166892.0,1302236.6709888459,1114712.6293844627,1984737.2187697596,1985682.7843792092,1266554.6394695437,1596210.5061768529,1319325.0,2021837.0,1987264.0,1590376.0,956431.0,1047150.0
Q91WU0,Ces1f Carboxylesterase 1F,26,TP,43276451.00510903,51925350.0,44265187.7587661,11351426.0,15638462.378543878,15020929.17543509,9315714.58666863,6295429.012466957,11754796.390212083,12271190.35166107,676990.0,1397883.0,1058669.0,779577.0,444759.0,626349.0
P56480,"Atp5b ATP synthase subunit beta, mitochondrial",27,FP,25067880.69552844,20524634.0,20920193.170040276,19723542.0,15591969.664525235,16079263.044092346,26459632.230082806,26341675.778343208,14877802.701822886,16568072.73741396,18749743.0,21533195.0,24171630.0,16906190.0,11926394.0,15994260.0
Q3ULD5,"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",33,FP,13681628.222566241,7457109.0,14587489.051250136,3392223.0,11320649.32988201,7288542.039593053,19358065.27439924,17723266.661645353,10337516.10569968,12912643.508749936,8311315.0,18838639.0,21857673.0,16312854.0,12018327.0,11696249.0
P68368,Tuba4a Tubulin alpha-4A chain,10,,2848619.0197031833,3513215.0,2566377.583836969,2559126.0,1485855.3489583128,1630463.2703825664,2750745.0888201413,2673535.1108239153,2172306.755229098,2021071.6296335957,3462526.0,3375542.0,2626931.0,1790869.0,1261363.0,1323559.0
Q99MR8,"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",49,FP,110311752.25973451,79576292.0,107538231.82650961,39102403.0,81365621.63151324,71147642.08239593,149982860.40817574,144704861.39568195,91725719.29603457,108348341.2761349,69587889.0,136882021.0,137666313.0,118785710.0,87485130.0,82139794.0
Q99L04,Dhrs1 Dehydrogenase/reductase SDR family member 1,18,TP,2297417.3523870134,2444313.0,2848590.7736787554,1787145.0,1707661.9962315261,1536680.68797881,2996503.7692651977,2970179.0504981405,2324650.6364000738,2182534.9768426344,2150441.0,2858813.0,2838391.0,2293654.0,1767831.0,1788756.0
Q8K0E8,Fgb Fibrinogen beta chain,29,TP,6762438.6962863915,7148608.0,9132368.73578896,1755331.0,3890177.755845361,3942847.3689191225,12556959.59209026,8793500.660934422,13344786.467719842,15585820.349565659,418382.0,1494018.0,949063.0,682578.0,888694.0,903370.0
O35490,Bhmt Betaine--homocysteine S-methyltransferase 1,24,FP,16535637.222820085,9968462.0,8112524.409433167,6324257.0,6453563.509638407,5931012.3781874,7704088.153458796,9004120.621898325,10809503.383106347,11385489.880674034,1733587.0,2184964.0,6740366.0,2799442.0,1971552.0,3246555.0
O35129,Phb2 Prohibitin-2,17,FP,6773745.843490013,5992759.0,10210553.3366115,3630263.0,5437619.056310866,4707496.788845077,7990323.826688132,8411121.064395105,6291000.33331423,5454044.786763384,4785444.0,6820760.0,10472157.0,7509827.0,3434151.0,5490661.0
Q99MN9,"Pccb Propionyl-CoA carboxylase beta chain, mitochondrial",30,FP,29736526.42807856,15052698.0,40214708.52622612,6647336.0,27699232.329217564,12135143.398484183,40960997.01734477,40537478.20777448,16825544.51778712,21098352.484712183,26987645.0,43048633.0,59242722.0,38534047.0,27149933.0,36180883.0
O70475,Ugdh UDP-glucose 6-dehydrogenase,27,,5932758.43060983,4292209.0,5310848.195042997,2566140.0,2899655.2255147495,3351494.6942022094,7758818.676231547,5572619.794846111,5975150.470342935,5283819.434021146,3481384.0,5125638.0,5757517.0,4577416.0,3848299.0,3993761.0
Q7TNG8,"Ldhd Probable D-lactate dehydrogenase, mitochondrial",24,FP,6641921.963918613,6354918.0,5394130.499609554,5276724.0,3214761.9089059434,4525004.036075008,9248749.462574245,7449613.773805626,5848451.530282492,5339968.858835719,8088081.0,8946682.0,5142085.0,4407285.0,4976177.0,4954085.0
P56593,Cyp2a12 Cytochrome P450 2A12,17,TP,3796454.870558203,3749520.0,4670126.281310193,2377640.0,2251841.9785214686,2636288.074989014,4818911.409264511,4912896.7617987795,3644627.948563689,3602519.085887741,3370159.0,4343008.0,4700377.0,3418741.0,2353240.0,2858878.0
Q9Z2Z6,Slc25a20 Mitochondrial carnitine/acylcarnitine carrier protein,19,FP,5110442.606640663,7424175.0,9124325.308811767,4721691.0,6896370.408021325,5637071.943769076,11540938.395478081,10192155.050285595,7361396.416280328,7395441.9361265,5609812.0,8967069.0,11403891.0,8443825.0,5008410.0,6868689.0
P16331,Pah Phenylalanine-4-hydroxylase,23,,5230347.604191619,2905701.0,5576509.404582175,2462105.0,3788314.0196247646,3115465.456566836,3885234.0404190775,3745012.44769562,4005789.914584164,2766017.564404332,2854392.0,3375047.0,6233913.0,4328928.0,1540225.0,2077185.0
P35278,Rab5c Ras-related protein Rab-5C,7,,1605498.026749994,1351116.0,1419430.323241693,901121.0,978114.2513357735,814887.3066177047,2541768.6818995,2573142.809151882,1829591.1896073015,1786074.2566535694,1163142.0,1575168.0,1488249.0,1249229.0,1170192.0,1409518.0
Q03265,"Atp5a1 ATP synthase subunit alpha, mitochondrial",38,FP,62450762.84257118,57476020.0,78979458.24528506,40692241.0,49026604.98092959,39908191.56228758,73838627.92028996,69545707.9549849,48720036.744827144,49579276.307810806,45531369.0,59595782.0,76018243.0,57266329.0,31770304.0,41712479.0
P54869,"Hmgcs2 Hydroxymethylglutaryl-CoA synthase, mitochondrial",29,FP,21588045.840486806,35090494.0,30129461.807872333,35369803.0,31324319.271886438,27762112.42742919,40476943.5745563,45263438.34503235,24528582.647143397,28065086.700036947,25525164.0,29898921.0,52575241.0,37689566.0,16404890.0,20930342.0
S4R1W1,Gm3839 Glyceraldehyde-3-phosphate dehydrogenase,6,,1957066.5020861563,1914916.0,2721343.6601466183,1031504.0,2211981.021120752,1476713.2583403066,4601421.720132785,5493218.688343977,3713981.6712139766,3516158.528790766,951712.0,2035978.0,3981511.0,3556325.0,2217295.0,3480726.0
P62264,Rps14 40S ribosomal protein S14,9,,2268087.6519926637,1916153.0,2702560.8509254744,1190149.0,1712109.6685925133,1611658.0609722182,3407922.329786207,3151472.07347679,2741189.8358942503,2521444.1590420087,1464756.0,2125657.0,2897696.0,1938200.0,1512877.0,1849638.0
Q8BFR5,"Tufm Elongation factor Tu, mitochondrial",28,FP,14387302.87803762,8405341.0,12377497.990619838,5243023.0,6176170.04400681,4943462.725671974,7483647.210893794,7727496.320982828,6165773.46611872,5204908.50452546,9706693.0,13240558.0,6931249.0,5869549.0,4019554.0,3756078.0
P51410,Rpl9 60S ribosomal protein L9,9,,3497227.022963808,2894623.0,4912823.482141252,1758368.0,2699306.6665755836,2329389.7563916566,6008975.428895384,5312152.569539384,4455649.117967949,4097755.875037575,2426205.0,3317328.0,5030612.0,3409289.0,2699857.0,3437558.0
Q8VC30,Tkfc Triokinase/FMN cyclase,27,,5477443.70910365,8017612.0,9195768.123380834,5023741.0,5161628.265696077,4584085.950008127,7735557.106809287,9897147.209129568,6686418.195547258,7112391.340408802,6053096.0,7486578.0,9085059.0,7195009.0,3860495.0,4598037.0
P12710,"Fabp1 Fatty acid-binding protein, liver",7,,3300709.699786558,1951658.0,1619631.1713275625,1622670.0,582314.5704392031,594839.7840893357,979532.8514378112,3573184.5702633457,636106.2500352403,1349271.936189986,939487.0,1434589.0,2756646.0,1301111.0,798637.0,1495701.0
Q9DCX2,"Atp5h ATP synthase subunit d, mitochondrial",7,FP,361297.79432322376,273013.0,428098.9333024132,178318.0,206491.9347820104,174156.52322306836,343509.1417273796,402023.0150362469,260332.43208188575,285017.56020050775,175443.0,264420.0,415275.0,292593.0,169729.0,225639.0
Q99K67,"Aass Alpha-aminoadipic semialdehyde synthase, mitochondrial",50,FP,27917363.85282856,16168003.0,21273433.424572993,10386706.0,16528510.218439769,19573515.66928694,30299931.14274314,28477181.853410434,20558358.878023908,19789673.72796071,15286257.0,15585431.0,35822007.0,19600093.0,11143187.0,15867185.0
Q02819,Nucb1 Nucleobindin-1,29,TP,26077575.12132599,31991748.0,38317672.445713855,9710324.0,13420750.265815992,11052372.63530205,7861863.837792316,6950822.099696571,14941553.747961398,16604297.73340633,433240.0,1222299.0,820054.0,505907.0,359544.0,411634.0
Q9R0M6,Rab9a Ras-related protein Rab-9A,10,TP,1508447.292751903,1365590.0,1519615.1810484768,910354.0,1029245.4469484602,1011770.9069235169,1989582.381571663,1692942.2789173315,1474345.1070911407,1407172.8006621636,1015889.0,1488414.0,1864201.0,1433218.0,841109.0,936991.0
Q91VS7,Mgst1 Microsomal glutathione S-transferase 1,6,TP,7242314.819360674,6769768.0,8899838.150148842,4056464.0,5335017.070081424,5849599.191127833,11472905.287378775,9175322.380293917,8404277.264951874,7659979.830687459,5671827.0,8317118.0,10880213.0,7262785.0,4755739.0,5601491.0
Q9WVL0,Gstz1 Maleylacetoacetate isomerase,11,,10490624.209959922,9167532.0,8623416.820248276,5273108.0,6689688.799775504,7104702.579512988,12423993.588488748,10859652.536875613,8199337.726693316,8374826.802229802,6952992.0,9709679.0,10487160.0,6968103.0,5216752.0,5732704.0
P00329,Adh1 Alcohol dehydrogenase 1,20,,11192331.292666098,13463047.0,13037246.633336015,5585297.0,6051623.860206725,5220778.002699335,10854679.53776032,11521141.327969179,9939732.78494205,9566170.318827106,10480771.0,11688827.0,8517407.0,7010777.0,5524114.0,5291503.0
P60335,Pcbp1 Poly(rC)-binding protein 1,10,FP,4207708.521528346,3662843.0,4092526.2594073745,2275086.0,2826927.377720201,2496179.039366704,6792783.919022811,5954187.313288804,4910673.999535824,4798784.420333476,3181017.0,4368205.0,4515856.0,3881562.0,3264397.0,3369961.0
P63038,"Hspd1 60 kDa heat shock protein, mitochondrial",33,FP,10623611.877719423,8218034.0,8834388.651518952,6459383.0,7260735.403541225,6241762.307515878,11780460.740930513,10836550.962282343,7619962.957509042,7975811.031231906,5905036.0,8785624.0,11547535.0,7457154.0,5552734.0,6918399.0
P20152,Vim Vimentin,22,FP,1170547.1118086814,995914.0,2544323.089707852,383407.0,1146447.7468143913,567715.0398507059,3445095.621115662,3055058.2720596497,3180108.420736274,2743722.362504886,638625.0,2468415.0,2947256.0,1884021.0,1608948.0,1748178.0
Q99JY0,"Hadhb Trifunctional enzyme subunit beta, mitochondrial",23,TP,5136550.752339105,4259715.0,5691456.839415609,2948905.0,3245033.56657637,2984006.3720807876,4794905.044023128,5836645.832988046,3518382.4129114933,3435097.1582882116,3626752.0,4482180.0,5893695.0,3511035.0,2010426.0,2929147.0
P61021,Rab5b Ras-related protein Rab-5B,5,,441340.55970482767,382236.0,407957.2836244717,245050.0,263868.7254695357,239396.0059103633,547702.8954952221,545550.9944289988,434255.52930786536,401468.26724306075,312707.0,424218.0,409704.0,348878.0,259876.0,304353.0
P60710,"Actb Actin, cytoplasmic 1",10,FP,7519674.390617124,6794135.0,5566294.400450551,2267985.0,3252396.7585876775,3579970.962843813,11335336.179616574,11423886.445666248,8002810.7791081695,9488304.965156294,3924335.0,6995710.0,6826312.0,4175767.0,5449376.0,5820529.0
Q9D1G1,Rab1b Ras-related protein Rab-1B,5,TP,294970.57114561624,259279.0,368992.33601991506,158486.0,165863.19737209403,162258.05806940974,398820.8712375537,405213.32184441586,311113.72580554447,291033.8275330604,216897.0,303238.0,303285.0,278396.0,187546.0,210487.0
P51881,Slc25a5 ADP/ATP translocase 2,13,FP,38520942.6586605,33722445.0,42974761.36386224,22473471.0,25592272.48281678,22168779.95109051,38841721.74379814,38640620.73032966,31397897.320252877,31366841.2929563,28262270.0,35375747.0,40450577.0,30194431.0,17625581.0,20545734.0
Q6P5E4,Uggt1 UDP-glucose:glycoprotein glucosyltransferase 1,73,TP,24735142.959624745,31651351.0,31993942.006597348,10122344.0,13534921.197568676,14459551.17256479,17140933.14016755,13335368.153035995,27338216.4139477,28858755.667039298,1466391.0,3402917.0,2238264.0,1812010.0,1255912.0,1598572.0
Q9QZD8,Slc25a10 Mitochondrial dicarboxylate carrier,15,FP,18009767.6843844,17439599.0,16497410.415396338,14352979.0,12312920.944848966,10899433.70834422,19158253.846031416,18084446.92535135,12102918.50510985,12896947.052056363,16680687.0,20463116.0,20423157.0,16898489.0,8626633.0,11186040.0
Q63880,Ces3a Carboxylesterase 3A,10,TP,31888262.61525701,56355101.0,38529268.395566426,16133439.0,17528170.012341406,18757764.41097553,19789502.882544253,17796500.410333835,27982774.778395887,30832862.11375911,365645.0,1697731.0,436999.0,354316.0,187591.0,250928.0
P00375,Dhfr Dihydrofolate reductase,8,FP,2273258.8005763297,1900397.0,2135391.1145638605,861748.0,1153339.5945892816,1089941.1448719262,1990022.6091004664,2266542.382561895,1753187.3267011475,1823270.3161706496,1333226.0,1809030.0,1865786.0,1433796.0,931034.0,946028.0
P50544,"Acadvl Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",36,FP,5871384.767412344,5526823.0,8257631.979725221,3818717.0,5913891.395479403,4793656.145313789,8886321.177048601,9197516.33819096,6675514.117821292,6346920.872376912,3955985.0,5168562.0,10244630.0,7295420.0,3452016.0,4746868.0
Q99LC3,Ndufa10 NADH dehydrogenase,20,FP,4966720.98222745,4306482.0,6069175.972758723,2281439.0,3577832.1274872515,3085300.882294796,6347373.40931403,5671485.184970919,4638735.756918498,4297138.772162056,3423982.0,4153201.0,6231666.0,4227324.0,2795398.0,3427459.0
P62830,Rpl23 60S ribosomal protein L23,10,,4667136.289323241,4256513.0,5149329.861152785,2407173.0,2787266.315706495,2792030.3234650693,5807649.139031165,5512761.450102039,4214728.807845071,4131743.098402455,3606615.0,4762181.0,5142577.0,3373765.0,2930256.0,3173191.0
P27773,Pdia3 Protein disulfide-isomerase A3,33,TP,21526198.45581532,26429819.0,22165728.453399718,7121914.0,7676055.550440933,6923175.337975499,8210940.328267642,6150486.720590798,13732553.130563702,12772827.987757204,1131855.0,1975396.0,1757923.0,1313748.0,1111484.0,1470301.0
Q8BMS1,"Hadha Trifunctional enzyme subunit alpha, mitochondrial",35,FP,18267671.10439362,15740132.0,17187212.540395744,11282492.0,7685835.659404278,9698386.427944496,13474972.30886849,21065638.505500153,10917509.085828753,9309189.413676273,16265814.0,23673366.0,21370257.0,8873850.0,5720947.0,9296424.0
P67984,Rpl22 60S ribosomal protein L22,5,,847991.279187418,754529.0,1012620.5487820461,425971.0,644895.4558044719,519902.0610528851,1330090.9535961787,1256131.2713006712,856258.6993599783,870261.2019101548,546557.0,778652.0,1082836.0,788398.0,653208.0,767340.0
Q8R0Y6,Aldh1l1 Cytosolic 10-formyltetrahydrofolate dehydrogenase,35,,7885959.315733587,4777009.0,4783955.832860854,2717034.0,2333958.0948900515,2534506.635479036,5182075.1806615405,7860122.663742318,4069381.374302668,4049788.381505468,3763022.0,6274386.0,7352207.0,3260840.0,2743112.0,4887628.0
P09103,P4hb Protein disulfide-isomerase,33,TP,17732183.06434371,23098193.0,23320962.073205013,5091561.0,7968693.310870582,7746990.841041448,9215653.92835449,6595717.067297465,13802105.217642598,13734617.535324058,644367.0,1610699.0,1405123.0,903823.0,649143.0,1116866.0
Q9Z2I9,Sucla2 Succinate--CoA ligase,28,FP,5803244.720326349,5031252.0,5864381.137895947,3377228.0,3964676.2678918955,3416976.2503109295,6291283.634171379,6354335.3833078435,4551752.954973872,4853588.617707463,3980180.0,6218326.0,5799528.0,4906759.0,3091793.0,3438984.0
Q8VCR2,Hsd17b13 17-beta-hydroxysteroid dehydrogenase 13,17,TP,8876330.630172934,5500228.0,9037488.885928338,3258670.0,5613236.239953686,4290210.207624839,5935180.7931381455,4898340.7737307055,4093929.345208381,3311392.318281358,5803465.0,6409920.0,9026349.0,8365828.0,2655903.0,3148657.0
Q8VCH0,"Acaa1b 3-ketoacyl-CoA thiolase B, peroxisomal",5,,1354420.6720748227,939041.0,721060.393152766,428436.0,300483.6543698176,469888.1618372814,274967.9764800288,298769.6735153905,200057.98356055643,227260.1118759566,755932.0,1075751.0,836289.0,646752.0,163225.0,125143.0
Q9D6M3,Slc25a22 Mitochondrial glutamate carrier 1,11,FP,2215955.9093102994,1823590.0,1720595.1898323214,1797180.0,1409925.7676638607,1466133.6759654456,2072315.8971509142,2406105.510071126,1562764.1868158388,1705701.9246256447,1461287.0,2055109.0,2672083.0,1690057.0,984240.0,1379351.0
Q9CZE3,Rab32 Ras-related protein Rab-32,9,FP,760097.9169899286,584426.0,731700.0349271405,266492.0,327318.4743067541,261924.83320831956,932920.6030935034,922938.6991390641,875233.8229913003,758490.348042384,471739.0,656979.0,573703.0,475273.0,472536.0,498659.0
Q3UNZ8,Quinone oxidoreductase-like protein 2,13,,2116475.643133203,1775688.0,1895155.8245313468,1406834.0,1353892.5919924355,1235345.884394546,2458882.217178822,2331070.1763615604,1548467.0333373675,1598414.6280881397,1925832.0,2369407.0,2200999.0,1716204.0,1320121.0,1413011.0
Q9WV68,"Decr2 Peroxisomal 2,4-dienoyl-CoA reductase",16,,2304295.6389859174,2292489.0,1786429.8249288916,1755230.0,1048066.2790970603,1233718.8449327273,1440401.864371002,1853749.0964668402,1409608.2046570652,1299531.3703969999,1743914.0,2515231.0,1834231.0,1645601.0,844753.0,745591.0
P62281,Rps11 40S ribosomal protein S11,13,,6645872.129595533,5813702.0,7033631.750029579,3707355.0,3809351.873338392,4221310.407858412,7422657.74325534,7776224.41887316,7241790.123139025,6410156.9777823,4330801.0,6722494.0,7707478.0,5200166.0,4187116.0,4498354.0
Q61176,Arg1 Arginase-1,14,,4378265.659257565,2797124.0,2584464.1848298837,1355766.0,1058126.9230637671,983421.8833121633,4228775.101967277,5499566.887078307,2869436.1676440225,3834491.099239625,1332405.0,1535049.0,2268332.0,1131069.0,1326667.0,2273477.0
Q922D8,"Mthfd1 C-1-tetrahydrofolate synthase, cytoplasmic",38,,8831849.302791195,9043721.0,9835006.767952219,4772662.0,5047833.273563282,4376009.932027812,7154645.627728907,7333544.611566607,6247593.572802995,6275254.461355183,6860631.0,8032023.0,7522030.0,5503389.0,3478726.0,3594104.0
Q921I1,Tf Serotransferrin,2,TP,2032240.2562021588,1784933.0,1784913.9672972166,466583.0,514949.82501661114,279854.9611124823,1455384.2302681864,1293587.5204842805,2125075.1407542145,1921265.207790996,56305.0,119568.0,72001.0,46209.0,59721.0,80936.0
Q61990,Pcbp2 Poly(rC)-binding protein 2,7,FP,1538862.4494370776,1344366.0,1434677.7772045983,937523.0,1049141.852571487,1025914.1161315956,2732877.9691163884,2422261.769682548,1990743.64457797,1904827.6341334318,1133957.0,1558173.0,1932401.0,1460364.0,1232697.0,1402423.0
Q07417,"Acads Short-chain specific acyl-CoA dehydrogenase, mitochondrial",17,FP,4969210.195851999,4549743.0,5480837.556141355,2786876.0,3653589.071856558,3671046.2183619784,7425416.147771164,7385456.192079422,4827574.964298681,4943876.694109827,3997607.0,5103899.0,6381891.0,4522877.0,3581970.0,4131584.0
Q9QXX4,Slc25a13 Calcium-binding mitochondrial carrier protein Aralar2,23,FP,6620747.484385111,7276331.0,8434211.124521408,4247004.0,5193032.285303148,5739940.626835627,12744318.30036085,12966295.718584226,8191841.639338549,8654521.13961003,5157002.0,9030553.0,13331566.0,8975818.0,5716315.0,7247485.0
Q60932,Vdac1 Voltage-dependent anion-selective channel protein 1,12,FP,1543142.1064279357,1721889.0,2359939.500049693,1295813.0,1218754.2242192752,1752976.0724750927,2717438.0857874565,3341271.443912942,1719319.2105745955,1494139.8718583183,1570164.0,3236927.0,4634905.0,1622019.0,1073943.0,2035196.0
P97872,Fmo5 Dimethylaniline monooxygenase,23,TP,15839829.899678586,9170477.0,10479836.80399627,6019073.0,6696855.503707533,5810544.679137947,9133130.551595634,7892073.501123809,6381577.558363709,5717401.701427128,7628897.0,10042035.0,10005374.0,8530224.0,5386042.0,5104749.0
