uniprot_id,description,pep_num,annotation,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4,ctrl_turbo(-)_1,ctrl_turbo(-)_2,fast_turbo(-)_1,fast_turbo(-)_2,LPS_turbo(-)_1,LPS_turbo(-)_2
P08226,Apoe Apolipoprotein E,3,TP,22292.263273996163,14175.0,23663.179524555482,19794.0,14108.525553672738,14749.08837492099,23515.597996282308,34228.40935416779,20179.479090727873,22879.282187824363,6529.0,8137.0,24557.0,5833.0,6516.0,9099.0
Q91VH6,Memo1 Protein MEMO1,2,,67340.56438840047,52395.0,71400.35080479136,37243.0,53005.21486591153,41741.66609035909,66762.96522919401,70231.10698667553,60442.23798161806,61783.51615596372,53898.0,62901.0,79655.0,66958.0,41688.0,52060.0
Q8CGF5,Tmem56 Transmembrane protein 56,3,,78701.176220321,121985.0,113943.1174318613,87321.0,65439.61655337,71241.92968004094,136221.82532510735,113955.37072280502,112797.02397731804,98655.08662394513,51196.0,92804.0,112911.0,83595.0,39603.0,68010.0
Q9DCT2,Ndufs3 NADH dehydrogenase,3,FP,181011.33760694458,93438.0,123234.78157285716,92923.0,78698.58671224744,74929.37567709117,127032.90690667431,168577.8589993534,80708.22186076148,83610.81285868466,100634.0,151472.0,148054.0,104820.0,74249.0,108458.0
P70280,Vamp7 Vesicle-associated membrane protein 7,2,TP,36915.46079563534,32647.0,28283.829595308973,21784.0,17930.389061007205,20286.170083375975,48035.34035584685,33544.28473915401,29963.468952898962,31043.58690465901,24494.0,36934.0,29628.0,21862.0,21307.0,23167.0
Q91VS8,"Farp2 FERM, RhoGEF and pleckstrin domain-containing protein 2",9,,513510.3477284672,386772.0,423337.0665272105,424465.0,413163.32110463263,379932.14808656654,532791.0192023474,526618.9972898272,403292.78090258,358320.03699571895,393447.0,523172.0,597711.0,477717.0,274101.0,388150.0
Q9JIK5,Ddx21 Nucleolar RNA helicase 2,9,FP,187843.61975824184,157566.0,165064.551971869,256511.0,117566.88179337676,148065.46031845408,225500.23416490387,247015.0492733512,176976.11967230038,158893.87466469224,230976.0,241923.0,218704.0,144584.0,107751.0,179342.0
P46978,Stt3a Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,10,TP,1451374.4237239053,1477595.0,1657500.9488255868,1027564.0,977210.1790172481,1078927.4998103725,2001746.4932889866,1837529.713137823,1442411.4170089844,1458147.2260492542,1205848.0,1525456.0,1436018.0,992345.0,825399.0,1050884.0
Q8JZN7,Rhot2 Mitochondrial Rho GTPase 2,5,FP,231054.22969528177,181796.0,267528.6276378746,170110.0,193660.01385901935,140094.42774343077,298518.154282199,305585.32896920596,253514.21414668526,216430.18971133893,173046.0,234528.0,327646.0,251809.0,131538.0,170487.0
Q8VCH6,Dhcr24 Delta(24)-sterol reductase,7,TP,1463913.7441053125,1354664.0,1658293.934935186,936822.0,965615.1108013855,674919.480491226,1471378.7204838581,1801182.3941281762,1546310.379474456,1526329.1855289317,1074984.0,1393659.0,1127278.0,916304.0,767916.0,888458.0
Q66JZ4,"TCAIM T-cell activation inhibitor, mitochondrial",6,FP,147254.01997132652,87637.0,106811.18009247647,59338.0,60069.6995659473,51637.460611022485,108391.73154804681,109906.92256463126,85904.47501317064,73208.73551436039,85380.0,127042.0,97511.0,79250.0,74105.0,66082.0
E9Q3T0,Gm10073 Protein Gm10073,1,,209015.61256484603,168445.0,179559.50853064645,125951.0,137773.35242011896,119026.38833338351,314218.71614782384,313687.34342481795,212331.9690134127,208216.21012772864,119012.0,178342.0,250748.0,168104.0,148922.0,182848.0
Q9JLF6,Tgm1 Protein-glutamine gamma-glutamyltransferase K,9,,484947.802582043,422102.0,604615.8637462908,274039.0,502233.75255654677,296731.2348975108,711349.1668744746,854289.0971851011,642730.5779274405,651352.0761052058,350009.0,486830.0,701238.0,445357.0,313400.0,477221.0
Q80W54,Zmpste24 CAAX prenyl protease 1 homolog,6,TP,1022108.166470624,1345153.0,1198685.9010113727,344649.0,517487.13350855326,471990.3051693104,421172.72576645593,337218.84171630157,581684.2978887829,601395.184279487,94786.0,176632.0,168967.0,149669.0,93041.0,134597.0
Q8BIW1,Prune Protein prune homolog,4,FP,429480.1157664792,368802.0,479767.45913098624,137807.0,240716.06942287504,254265.4353827168,419607.32455376297,408644.1811980136,258244.385464959,315133.34878700244,250999.0,317382.0,405549.0,241739.0,151926.0,209362.0
O35657,Neu1 Sialidase-1,4,,110746.38238690603,120277.0,138930.5738841536,98929.0,118322.16834088863,96556.68816422358,193950.15126982957,174924.3516872617,133694.64195808177,119023.38441701386,102344.0,147925.0,163622.0,140989.0,103599.0,121785.0
Q8R3K3,"Ptcd2 Pentatricopeptide repeat-containing protein 2, mitochondrial",4,FP,313921.9168326177,294546.0,354412.4519325878,167827.0,196728.8623573307,160267.2128621738,278632.1059116084,265614.3673603341,226573.93840272242,211644.57714277628,270978.0,350052.0,240460.0,180772.0,141622.0,147435.0
P70296,Pebp1 Phosphatidylethanolamine-binding protein 1,1,,29200.390595671808,13312.0,12930.709986417223,18275.0,6597.683540596115,6577.719175270145,9524.076537038494,31955.95552075546,7629.573192063447,9121.747713558634,12332.0,11043.0,18039.0,11709.0,7747.0,16866.0
E9Q0S6,Tns1 Protein Tns1,15,,646725.5509991026,550094.0,667472.1101672053,496907.0,608004.5349778059,542830.1703735364,933483.1899354482,884051.0770078325,723036.8508144435,684924.2739702505,438762.0,527439.0,934701.0,695995.0,338075.0,468236.0
Q8BKZ9,"Pdhx Pyruvate dehydrogenase protein X component, mitochondrial",4,FP,148713.72866024793,179192.0,142317.7997321306,188923.0,102563.37007513357,154492.23141197363,175557.68451508787,206882.01325443864,144664.34400629342,135420.09649061752,172635.0,209513.0,266780.0,133531.0,77188.0,109084.0
P53986,Slc16a1 Monocarboxylate transporter 1,4,,479370.07415061083,424738.0,612743.2307226321,377272.0,412279.69263250596,416709.222197875,831263.9537383853,892079.7314673207,905598.495187023,803519.813566971,420412.0,490298.0,842137.0,557125.0,383292.0,421406.0
Q7TNE1,Sugct Succinate--hydroxymethylglutarate CoA-transferase,3,FP,240237.71212830846,240403.0,204542.02733593,267198.0,153966.0145372267,189966.42184992327,269943.2646860152,240583.25426436888,181743.57753730493,168828.8480198198,232525.0,238507.0,258293.0,203909.0,131394.0,126592.0
Q80X71,Tmem106b Transmembrane protein 106B,3,,32523.90109438293,37438.0,30840.543216420487,29989.0,32362.608849327884,21598.792342654186,23913.265763992757,29379.825424319562,37036.726867738354,37118.34238680232,1745.0,5124.0,5871.0,5664.0,3505.0,4582.0
Q9WTP6,"Ak2 Adenylate kinase 2, mitochondrial",2,FP,131367.56518568043,69312.0,96813.43242923467,84591.0,62970.45421609061,43425.74584113416,84514.37558247606,113394.08145013786,75055.5813763669,74111.6963991369,55362.0,67503.0,128520.0,100090.0,42937.0,67491.0
Q9CR57,Rpl14 60S ribosomal protein L14,2,,925068.6227435727,645954.0,1036091.1600732618,592648.0,662313.6129362643,506006.4901724709,1028339.5874634642,1058067.8119988663,906259.2127950934,810826.0250206329,578427.0,492193.0,900828.0,661911.0,561370.0,672606.0
P56379,Mp68 6.8 kDa mitochondrial proteolipid,1,FP,59468.8303938849,69875.0,73073.22561134327,9491.0,49532.032516601335,32135.94230743762,77017.20766748012,71230.85018966322,47925.88997501139,49509.01681720937,29875.0,56412.0,63003.0,40434.0,29393.0,37862.0
Q8BJ71,Nup93 Nuclear pore complex protein Nup93,8,FP,245788.08656386644,222619.0,296535.32875525916,160988.0,194095.01347961643,165974.02421093822,321207.826914775,383491.9388061233,304728.0318124217,284046.49667579687,175213.0,238848.0,309597.0,251867.0,147668.0,215832.0
Q9CZW5,Tomm70 Mitochondrial import receptor subunit TOM70,5,FP,76178.39178265362,85866.0,69612.92258763731,63710.0,48828.991354330894,51700.06580621858,95501.44390707808,86877.00192106295,74268.83524034628,79706.52857162525,47954.0,96278.0,87710.0,65297.0,49161.0,57771.0
Q8CI51,Pdlim5 PDZ and LIM domain protein 5,5,,188886.8016918066,153408.0,161524.25906662186,98053.0,90176.67069593901,74600.35059567167,253956.75442554842,232750.79514335087,227867.03584334775,214708.39473229303,116279.0,155691.0,132954.0,129906.0,109549.0,110312.0
Q99LI2,Clcc1 Chloride channel CLIC-like protein 1,6,TP,774043.4814319577,723456.0,877539.364505885,286205.0,368682.05441778357,289191.4825560606,312996.4530089412,254260.62842537984,516778.1145325493,438528.92268780107,72707.0,121553.0,114255.0,85469.0,61541.0,79007.0
Q80W47,Wipi2 WD repeat domain phosphoinositide-interacting protein 2,4,TP,116151.28329895138,81365.0,108883.01677733238,60916.0,58342.194545247236,54890.148308099815,152542.16371164544,153378.69143038162,131981.6980012672,95783.55884130181,85505.0,121549.0,112128.0,102664.0,63053.0,91352.0
Q6URW6,Myh14 Myosin-14,15,,327577.77759107045,242731.0,121967.78135042144,130302.0,86487.69219019686,114424.21087319027,240487.92003222503,278019.03089092043,271669.0337499288,282847.0890054238,107197.0,170672.0,177192.0,118025.0,118628.0,129505.0
Q9DBG3,Ap2b1 AP-2 complex subunit beta,4,,300668.9058315845,261870.0,288338.83472079586,127682.0,167563.443930929,140750.39106642987,341123.1351211169,415304.58642747434,304108.3294057552,323199.1049778144,156699.0,297199.0,383971.0,236133.0,159862.0,249810.0
Q8CCJ3,Ufl1 E3 UFM1-protein ligase 1,8,TP,492332.1381046189,416701.0,469229.53288499126,369444.0,284566.9841790939,313837.75667820487,647057.3277737288,659856.1046682074,488425.42439842236,442795.3527778054,433674.0,555394.0,575537.0,413394.0,303497.0,485012.0
P26262,Klkb1 Plasma kallikrein,5,TP,272425.90509150847,372034.0,401118.6425174044,126096.0,134113.90391473065,105283.15676127984,221016.82933228876,178950.6212419562,218391.03285717336,202427.4857333096,101116.0,142311.0,84163.0,95879.0,61263.0,68228.0
Q9CQC6,Bzw1 Basic leucine zipper and W2 domain-containing protein 1,3,,70128.18524066772,57902.0,55570.254494857945,56482.0,47267.30864331012,53546.22345122355,96009.50105512286,99938.49332391939,77351.68692405171,81648.65562104697,62579.0,71154.0,82475.0,61349.0,47574.0,58466.0
P47809,Map2k4 Dual specificity mitogen-activated protein kinase kinase 4,4,FP,190683.46187535976,155928.0,169335.6166344056,96130.0,99256.01003550268,95357.45086957832,259788.77168779026,212943.59618995964,231502.47414960415,205749.2921470482,137313.0,170240.0,157301.0,142466.0,129060.0,113348.0
Q9DB25,Alg5 Dolichyl-phosphate beta-glucosyltransferase,3,TP,335276.6840661993,294814.0,444634.1256051908,174561.0,197305.83313347513,183184.8879836258,461966.2567738634,409730.9327684968,338647.6033734622,344396.6525630249,246424.0,326746.0,335059.0,297565.0,219761.0,278060.0
Q8C7E7,Stbd1 Starch-binding domain-containing protein 1,2,TP,52542.05262047687,35552.0,20246.327794526187,27653.0,22027.10872548133,19334.57111639527,28356.770820583402,32053.20016677986,34958.374752961616,27740.2082640791,12601.0,19136.0,30241.0,13537.0,11316.0,15251.0
Q9CWI3,Bccip BRCA2 and CDKN1A-interacting protein,3,FP,33710.06982456266,30722.0,35800.90340137342,24356.0,31530.089993198268,26369.308216596935,40354.63347113839,47654.99469122109,34569.84893602631,33806.15046340738,26170.0,31077.0,45415.0,34953.0,21427.0,24467.0
Q9CPU0,Glo1 Lactoylglutathione lyase,2,,630576.7465257543,541720.0,469164.35594447626,311592.0,228243.0515811077,213997.77383258587,319736.8551720066,351155.53493337764,328854.66474007576,319113.7477892826,151183.0,220523.0,276908.0,226920.0,204128.0,209065.0
Q9DBL7,Coasy Bifunctional coenzyme A synthase,6,FP,630816.7156713777,479571.0,524360.3367960737,386121.0,361215.5074052377,318885.1266375704,551025.2168455254,554622.0432520119,422062.82852688234,389225.81620545196,357389.0,526547.0,579659.0,403850.0,261473.0,337538.0
P53395,"Dbt Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",4,FP,406089.96256717,196479.0,279787.81763110694,164454.0,181698.09217722245,166600.77177617917,319301.94761334,342840.26467508054,179702.51196925904,177735.07090817444,189557.0,274374.0,464735.0,251801.0,180154.0,215047.0
P32261,Serpinc1 Antithrombin-III,4,TP,181231.41293738672,161841.0,194085.07850087792,57673.0,99325.29195940978,52530.62806248683,147651.78116358086,115733.07109398794,177720.35914504784,150251.24905325993,34268.0,46469.0,41264.0,37808.0,28783.0,24317.0
P36552,"Cpox Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",4,FP,46054.18214450431,44931.0,34424.287415344275,63927.0,29964.99997444436,40744.15664690125,50269.72781321658,95697.2619201183,42602.86256371739,41043.458069606335,39135.0,60723.0,76476.0,39241.0,35231.0,44047.0
Q9JII6,Akr1a1 Alcohol dehydrogenase,3,,64561.64708027501,50338.0,49258.954088321174,31481.0,18873.077533841562,27514.98328868555,32477.087691375924,67366.6550450094,27675.56644549493,42146.72083654268,36243.0,41388.0,78661.0,36321.0,38769.0,43082.0
Q99KR3,Lactb2 Endoribonuclease LACTB2,2,FP,92960.06825145424,71889.0,95966.13220253955,51762.0,52892.77371071803,55227.52074887879,76261.77190808368,90906.68356860043,87027.54580070339,72895.46337066242,55138.0,72594.0,99137.0,58941.0,38144.0,43466.0
Q9WUR9,"Ak4 Adenylate kinase 4, mitochondrial",2,FP,326569.4098340728,210683.0,163428.21575318155,295403.0,176787.02596452876,124838.23728742138,198513.3556544936,219796.78466504771,147483.20693914455,127862.30587296282,192994.0,231301.0,185807.0,187059.0,119637.0,158578.0
Q8VI47,Abcc2 Canalicular multispecific organic anion transporter 1,15,,609897.1256448851,493048.0,526594.1283028155,529861.0,616328.5877698577,653484.1572693617,895789.8715251413,742297.3858934204,600150.0872917615,558941.6009594755,423968.0,529978.0,1198079.0,819907.0,371210.0,555841.0
O88455,Dhcr7 7-dehydrocholesterol reductase,5,TP,403925.2668027644,290521.0,423029.94488326856,156603.0,235950.38167346184,145486.82188965476,574395.8456555855,560013.1499438909,539352.1356543313,431894.1231431389,221848.0,299930.0,304461.0,218302.0,235694.0,301072.0
Q9CU62,Smc1a Structural maintenance of chromosomes protein 1A,11,FP,891868.3319330285,740299.0,909278.5594778913,509420.0,628692.5717641647,509167.35691659397,1138448.339373097,1228730.4597252691,1020373.9433338791,926805.622036346,782124.0,963050.0,1089050.0,836654.0,598550.0,646616.0
Q148V8,Fam83h Protein FAM83H,10,,308750.7682489516,270540.0,285306.13192804443,199646.0,172693.71360778777,165896.81113686302,491222.10254753125,537196.4851030078,363816.7681477104,427446.62015166203,250989.0,651596.0,407696.0,318459.0,249713.0,342039.0
Q99JX3,Gorasp2 Golgi reassembly-stacking protein 2,3,TP,60637.59203578107,54163.0,43958.8837891688,52227.0,49727.38482663448,53930.20198175962,71036.23124141362,63963.09243415534,48009.41183968846,53265.87891899913,33764.0,45560.0,102496.0,38966.0,34492.0,54324.0
P59481,Lman2l VIP36-like protein,3,TP,345727.15385357937,345502.0,300051.9209548645,181726.0,178678.0817564194,153996.25914336453,95945.66141348373,111036.3252956515,154031.47027601377,148371.61619107207,40977.0,64164.0,41817.0,32069.0,21227.0,35159.0
Q80ZM3,Mettl20 Electron transfer flavoprotein beta subunit lysine methyltransferase,2,FP,106435.64130982729,110551.0,115924.10141175691,102042.0,116646.90870542997,114685.76146645397,252048.21513904512,196336.94032326626,145676.30088456828,152016.30923885235,73240.0,117456.0,169036.0,116559.0,121899.0,129808.0
Q8VC73,"Gstp3 cDNA sequence BC021614, isoform CRA_b",1,FP,72417.21734995586,55289.0,88347.34286809561,45196.0,35699.49888931263,36587.86729916022,67016.9938032164,91793.82770777041,71581.22095198769,52974.23937857442,62514.0,62679.0,64909.0,62666.0,39225.0,40388.0
Q9CR24,Nudt8 Nucleoside diphosphate-linked moiety X motif 8,2,FP,18779.76153106353,15229.0,16856.139358343942,13645.0,13824.583242578052,13862.87705625621,23817.506301534053,24688.19776524757,14608.869009141132,14057.987297505471,11489.0,18674.0,22050.0,12205.0,11550.0,17399.0
Q8K0G8,Esrp2 Epithelial splicing regulatory protein 2,5,FP,101688.47966221072,79548.0,69002.6294173604,53801.0,50673.48060720197,33879.149187009,89840.99568174142,84768.32854411278,74307.61324894635,68250.06211961166,54142.0,100994.0,73029.0,68559.0,47727.0,59353.0
P28798,Grn Granulins,5,TP,501490.75326866907,495763.0,394246.42541067785,413317.0,406514.52794803947,353034.17377720255,934140.2062473177,731131.3120648292,819930.4168801259,867411.3067307847,106301.0,174183.0,244217.0,178337.0,122756.0,128089.0
P29788,Vtn Vitronectin,4,TP,389590.5296012528,325475.0,285986.539685845,200668.0,193698.63001332825,186326.97316919002,613319.4071599799,523565.1741953767,382196.0527622736,427486.68052809394,135739.0,221508.0,198742.0,141827.0,217449.0,260003.0
Q9CSU0,Rprd1b Regulation of nuclear pre-mRNA domain-containing protein 1B,3,FP,182857.73232845074,149459.0,175997.48997856097,118415.0,115846.19138814296,108330.63854076996,268151.76474251697,255057.35210421134,222209.9209733455,213024.2565070932,145999.0,170394.0,199858.0,146079.0,109001.0,149392.0
O88668,Creg1 Protein CREG1,2,TP,89355.5576133085,113693.0,119805.09196060522,70435.0,81124.58981824043,93978.74534870421,84518.36556007851,51754.624242039274,56861.23803358868,54337.0933847899,24611.0,42886.0,70049.0,61986.0,34100.0,41230.0
Q9CW03,Smc3 Structural maintenance of chromosomes protein 3,12,FP,1161933.089835217,893562.0,1187850.728415453,763736.0,779796.4478055569,654769.6506107216,1376211.1047028515,1523426.0943861636,1228631.9842514808,1106381.8678453336,1054900.0,1243041.0,1368809.0,1071098.0,720403.0,821500.0
Q7TPM9,Mtmr10 Myotubularin-related protein 10,6,,503129.5062942213,481529.0,551970.6713393943,344091.0,387150.79810062627,338938.26627216086,828671.7982893296,761679.7792878629,627912.158525672,584178.8369040854,431711.0,538790.0,597656.0,558699.0,361863.0,421310.0
Q1HFZ0,Nsun2 tRNA (cytosine(34)-C(5))-methyltransferase,7,TP,232923.0049588668,200807.0,231571.6945910259,132277.0,145452.28828136364,139028.74819853716,293871.1603678836,277911.54996636714,257755.18597185044,249406.28917507597,152607.0,202984.0,250826.0,201349.0,135312.0,132541.0
P16675,Ctsa Lysosomal protective protein,5,,866156.8191747617,1209315.0,1118056.1004178952,357686.0,682621.1670257561,616218.7626355236,642141.6753675154,403681.2921579262,614794.0056548297,575117.1797551747,100752.0,148351.0,206054.0,149658.0,112279.0,145852.0
Q9R099,Tbl2 Transducin beta-like protein 2,4,,214156.92042574036,153126.0,144628.6185322082,146008.0,104828.09394842478,105459.14692110887,245325.10287892367,303379.4109462314,195317.3720091981,178512.24221095457,136040.0,208341.0,190168.0,137419.0,122689.0,214075.0
Q91XC9,Pex16 Peroxisomal membrane protein PEX16,3,,60612.72476680455,47519.0,43097.75815084928,69524.0,39991.5708638199,45806.83009842579,67142.01310142638,96105.00701485219,75600.7106895717,53560.7232895384,44779.0,70483.0,81026.0,74835.0,38826.0,53794.0
Q8BX70,Vps13c Vacuolar protein sorting-associated protein 13C,32,TP,2189375.285501303,1652585.0,2943240.529188772,1087414.0,1396933.7032774123,1240134.4862137677,3735107.143149446,3343497.8344929744,2918522.4149532975,2468905.776559014,1719766.0,2164194.0,3136588.0,1963418.0,1699186.0,2577454.0
P17426,Ap2a1 AP-2 complex subunit alpha-1,3,,158513.91936389217,158687.0,223834.40172837285,85739.0,123753.41686750777,112415.27972067543,245596.42135589,231101.048253779,175744.9178992482,185769.58000536953,109165.0,164876.0,255077.0,146948.0,96282.0,146459.0
Q3TIX6,Fubp3 Protein Fubp3,6,,348248.69492779794,246843.0,257139.8183315428,175800.0,195179.67310799813,157203.03636396473,439071.7652910285,441896.7319990944,345379.3165202472,317301.41635950044,220823.0,328088.0,293782.0,267057.0,188615.0,235407.0
P03899,Mtnd3 NADH-ubiquinone oxidoreductase chain 3,1,FP,85746.07352136746,64928.0,93585.19881493821,55817.0,66972.9050332813,51441.99327935467,106956.66960370041,102071.05135077029,74588.00808036223,64785.64076577524,62115.0,87275.0,93869.0,75084.0,40342.0,70946.0
Q9Z239,Fxyd1 Phospholemman,1,,7236.375272165635,6697.0,7026.271693398392,4821.0,5996.86161031976,5594.121997411432,9075.8690530304,10275.517596578406,9005.446766431256,7600.25461667257,3034.0,7135.0,12489.0,8535.0,5823.0,5146.0
J3QNN8,Gm10263 Protein Gm10263,1,,60145.22011004609,52899.0,58152.64388041477,14630.0,40134.67778861162,33568.90566414833,68557.12515776054,59537.60801683434,33925.537408517484,45856.31169414272,16346.0,37249.0,54425.0,22469.0,29816.0,34043.0
Q8K370,Acad10 Acyl-CoA dehydrogenase family member 10,8,,364832.6766082352,267450.0,294254.13583723386,254523.0,258755.4923313426,247246.0017746742,391649.55149342417,370966.1459796118,262187.8106472121,241846.0949348354,234194.0,321341.0,436516.0,313703.0,187308.0,253355.0
Q61234,Snta1 Alpha-1-syntrophin,4,,259743.5979134862,213417.0,237128.52253463134,166593.0,165757.5708323668,144160.2873647774,243939.25065834078,251582.1355436551,201198.95189052,182243.46567182787,213151.0,262280.0,237800.0,201523.0,135049.0,160450.0
Q8BVI4,Qdpr Dihydropteridine reductase,2,,134199.9471221054,60393.0,67662.55201919573,63322.0,38487.81238426244,53009.20999909702,59337.61691104209,104283.7935594308,43700.57849947317,56550.028578891695,59298.0,60735.0,75176.0,44674.0,58360.0,63645.0
Q9Z0V8,Timm17a Mitochondrial import inner membrane translocase subunit Tim17-A,1,FP,19343.005173381578,17999.0,17793.304760597643,16469.0,18310.871757874083,13876.093708575385,31866.621118201692,30342.035606034693,23707.532142399476,20620.678164590125,11252.0,20231.0,26007.0,21378.0,13387.0,16820.0
Q3UFS0,Zyg11b Protein zyg-11 homolog B,7,,226825.55060582553,183568.0,166732.48913141218,69567.0,136602.37432916448,98440.40892634621,357116.29534425447,329937.43558942183,258154.89775280497,286863.54234649276,132613.0,195471.0,181998.0,177140.0,180678.0,169833.0
Q8VBZ3,Clptm1 Cleft lip and palate transmembrane protein 1 homolog,3,,214646.80562457768,230234.0,273998.920278092,112595.0,134094.59583757623,114561.94230262168,173457.62630366714,169707.26173037363,223222.62358255495,192208.88491304373,51847.0,81069.0,94835.0,72285.0,58427.0,78638.0
Q3TLP5,"Echdc2 Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",2,FP,390274.37949810695,214245.0,237955.0846438899,226362.0,176331.5824975329,170254.1327225115,292805.83634803054,498059.78019423987,221594.6929522867,232735.5641266777,206530.0,224428.0,362430.0,238647.0,143214.0,213634.0
P46412,Gpx3 Glutathione peroxidase 3,1,TP,48220.1212723587,57435.0,39921.86359484517,24750.0,27758.200332616463,24415.33051319869,49031.50476392419,58254.661107880835,41631.92088684645,44348.43912524352,30783.0,32966.0,47191.0,30704.0,20959.0,20886.0
E9PY03,Tstd1 Protein Tstd1,1,,72347.5889968216,43757.0,50412.3884295565,29802.0,35392.84119333037,34128.17874123348,78469.55951477044,77306.08149655609,51791.75914006436,44168.16743129968,37689.0,44709.0,56097.0,44741.0,37929.0,46555.0
P36916,Gnl1 Guanine nucleotide-binding protein-like 1,3,,81455.22625946994,63542.0,75195.42629568806,63582.0,58810.13147393128,53514.9208536255,110088.80202162049,125201.62873320596,83756.02419053992,77657.84092089452,54912.0,75985.0,103338.0,75554.0,56429.0,75895.0
Q8BVR6,Rspry1 RING finger and SPRY domain-containing protein 1,4,TP,109922.03242033458,140139.0,93242.52611253354,69737.0,75508.21090478756,84621.35550672727,198973.533071309,168021.68786595066,165454.57673247237,177689.402079042,98043.0,150110.0,135168.0,108679.0,106771.0,87776.0
Q9CR89,Ergic2 Endoplasmic reticulum-Golgi intermediate compartment protein 2,2,TP,628026.6080922128,646774.0,754835.8737511655,349178.0,399997.48402379424,370777.87732233695,716666.477026001,651491.3590636874,639555.2556078426,602024.132189469,371451.0,544997.0,513342.0,421299.0,307293.0,367189.0
F8VPU2,"Farp1 FERM, RhoGEF and pleckstrin domain-containing protein 1",8,,197115.38099613518,175514.0,164131.33668722224,125929.0,123711.39340546576,105466.7986671884,227483.25303331952,232714.96816849976,184087.4098648052,168445.8708211302,194682.0,222581.0,160391.0,150483.0,123363.0,129511.0
Q3TL44,Nlrx1 NLR family member X1,8,FP,413239.3023979178,376568.0,330938.87805316685,332504.0,215925.63412582022,263801.5978376426,428623.3439427567,410780.1513177075,356744.25596380566,322538.108766687,385153.0,451174.0,419994.0,311247.0,234591.0,257034.0
Q8CI94,"Pygb Glycogen phosphorylase, brain form",4,,226437.6212097919,136066.0,184650.22259662938,120964.0,197117.29543890824,127937.19444962828,273671.2337592339,281763.8027860706,204834.3901967764,191116.0378439797,101194.0,137092.0,340480.0,156707.0,109932.0,132431.0
Q69ZX8,Ablim3 Actin-binding LIM protein 3,6,,100636.59418450417,92918.0,190168.53689356687,49950.0,116573.08370454537,77479.49396141227,195054.04507317295,167769.19299557153,151566.08380617097,122483.79973320708,69323.0,101892.0,164919.0,152661.0,72955.0,123397.0
Q9DBC0,Selo Selenoprotein O,5,FP,124215.73862803495,83010.0,82035.0549321571,81532.0,63187.386141766954,62362.426161394214,94501.28952139828,97056.98091803845,75286.01223516346,68162.73049898997,86903.0,102985.0,92250.0,75439.0,48008.0,58653.0
P29341,Pabpc1 Polyadenylate-binding protein 1,1,FP,140316.05192687907,75719.0,62533.32430654481,92385.0,86795.48565542349,66703.74864160371,106870.22008898076,232723.49840060718,88537.6509433022,86219.54457193428,60129.0,76289.0,175046.0,66990.0,64814.0,162912.0
Q8BMA6,Srp68 Signal recognition particle subunit SRP68,6,TP,502666.9750912582,469450.0,584298.4338348391,329926.0,342619.55756702455,339980.2949655359,775408.2572817444,714009.4301788486,642377.8471953667,601166.8401338249,341715.0,473520.0,748747.0,484173.0,320650.0,445919.0
Q921T2,Tor1aip1 Torsin-1A-interacting protein 1,3,FP,147612.10864458833,113743.0,150407.64059120574,57377.0,102174.93699355604,70456.58228696987,215188.80204764937,202990.5213670411,206932.8770467878,187400.03732615054,65133.0,109694.0,130017.0,133500.0,90038.0,97657.0
Q8BKE6,Cyp20a1 Cytochrome P450 20A1,4,,506363.49462461704,373581.0,437842.8859094071,245742.0,230381.70506827286,210912.72893597808,556633.7953620303,561891.5070539413,521424.7639861459,474070.4886582412,441446.0,554470.0,403658.0,310573.0,263336.0,285089.0
Q9QXY9,Pex3 Peroxisomal biogenesis factor 3,3,,203233.9725278065,204464.0,182441.11932493126,134781.0,111505.28133612742,149407.99394877043,207462.87541677986,220097.0488352283,189629.6821708765,202747.9687447653,162705.0,235716.0,243172.0,175705.0,98687.0,101345.0
Q9D7H3,RtcA RNA 3'-terminal phosphate cyclase,3,FP,34360.3489082985,40144.0,51123.40959881115,32733.0,33317.79078385041,35622.35606658038,50692.665439075856,39564.92256055949,48728.29646065896,36653.64202019152,39686.0,48644.0,59190.0,46176.0,21934.0,22171.0
P62880,Gnb2 Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,2,,42762.999095462656,33397.0,32502.555199553233,29467.0,25008.50299197553,26813.109489209284,69462.85007351577,71614.7106344964,54008.8172086798,69076.90828916743,25807.0,49039.0,48956.0,40102.0,30970.0,33930.0
Q8BNI4,Derl2 Derlin-2,1,TP,32966.538482164884,25289.0,33556.24907121256,14798.0,15281.775183115979,13809.314833699545,35780.789146201176,31502.147172641588,28241.576224869004,30089.348738049583,27179.0,31543.0,23696.0,23524.0,18924.0,20696.0
