,User Input,Mapped Gene Symbol,Num of Expt. (found/total),Ave SC,Max SC,found,contaminant,Key
14762,P24390,KDELR1,31 / 716,1.4,4.0,31,False,P24390
14763,Q96SI1,KCTD15,4 / 716,1.0,1.0,4,False,Q96SI1
14764,Q96HZ4,HES6, / 716,0.0,,,False,Q96HZ4
14765,O95859,TSPAN12, / 716,0.0,,,False,O95859
14766,P51864,TDGF1P3, / 716,0.0,,,False,"P13385, P51864"
14767,Q7Z7F0,KIAA0907,7 / 716,1.0,1.0,7,False,Q7Z7F0
14768,P55316,FOXG1,2 / 716,1.0,1.0,2,False,P55316
14769,O00358,FOXE1, / 716,0.0,,,False,O00358
14770,Q86YP4,GATAD2A,164 / 716,4.6,50.0,164,False,Q86YP4
14771,P01834,IGKC,36 / 716,7.4,47.0,36,False,"P01834, A0A0C4DH73, P04430, A0A075B6S5, A0A075B6S9, P01602, P01611, P01593, P0DSN7"
14772,A6NDY0,PABPN1L, / 716,0.0,,,False,A6NDY0
14773,O95857,TSPAN13, / 716,0.0,,,False,O95857
14774,Q8N5Z0,AADAT, / 716,0.0,,,False,Q8N5Z0
14775,Q9Y5W3,KLF2, / 716,0.0,,,False,Q9Y5W3
14776,Q92947,GCDH,24 / 716,1.3,3.0,24,False,Q92947
14777,A8K0R7,ZNF839, / 716,0.0,,,False,A8K0R7
14778,O60478,GPR137B, / 716,0.0,,,False,O60478
14779,Q15833,STXBP2,2 / 716,1.5,2.0,2,False,Q15833
14780,Q16666,IFI16,17 / 716,11.3,55.0,17,False,Q16666
14781,Q8IWW6,ARHGAP12,1 / 716,1.0,1.0,1,False,Q8IWW6
14782,Q13332,PTPRS, / 716,0.0,,,False,Q13332
14783,O15229,KMO, / 716,0.0,,,False,O15229
14784,Q8IX01,SUGP2,136 / 716,18.5,99.0,136,False,Q8IX01
14785,P08686,CYP21A2, / 716,0.0,,,False,P08686
14786,Q9H422,HIPK3, / 716,0.0,,,False,Q9H422
14787,P28290,SSFA2,40 / 716,3.8,20.0,40,False,P28290
14788,Q6ZTW0,TPGS1,58 / 716,6.7,24.0,58,False,Q6ZTW0
14789,Q8TCU4,ALMS1,68 / 716,4.3,14.0,68,False,Q8TCU4
14790,Q9UNX4,WDR3,62 / 716,3.1,19.0,62,False,Q9UNX4
14791,Q8N831,TSPYL6, / 716,0.0,,,False,"Q9H0U9, Q8N831"
14792,Q9H0Q0,FAM49A,3 / 716,1.0,1.0,3,False,Q9H0Q0
14793,O75953,DNAJB5, / 716,0.0,,,False,O75953
14794,Q13219,PAPPA, / 716,0.0,,,False,Q13219
14795,Q969K4,ABTB1,1 / 716,1.0,1.0,1,False,Q969K4
14796,P48551,IFNAR2, / 716,0.0,,,False,P48551
14797,P05556,ITGB1,38 / 716,2.5,10.0,38,False,P05556
14798,Q8TD17,ZNF398, / 716,0.0,,,False,Q8TD17
14799,Q06136,KDSR,2 / 716,2.0,3.0,2,False,Q06136
14800,P55160,NCKAP1L,6 / 716,1.7,4.0,6,False,P55160
14801,P27708,CAD,387 / 716,10.7,96.0,387,True,P27708
14802,Q9C0B2,CFAP74,3 / 716,1.0,1.0,3,False,Q9C0B2
14803,A6NEK1,ARRDC5, / 716,0.0,,,False,A6NEK1
14805,P41229,KDM5C,9 / 716,1.3,4.0,9,False,P41229
14806,P53539,FOSB, / 716,0.0,,,False,P53539
14807,O43506,ADAM20,1 / 716,1.0,1.0,1,False,O43506
14808,A2RTX5,TARSL2,22 / 716,1.5,3.0,22,False,A2RTX5
14809,O60341,KDM1A,83 / 716,4.3,27.0,83,False,O60341
14810,Q3B8N2,LGALS9B,2 / 716,2.0,3.0,2,False,"O00182, Q3B8N2, Q6DKI2"
14811,Q16520,BATF, / 716,0.0,,,False,Q16520
14812,Q9BW66,CINP, / 716,0.0,,,False,Q9BW66
14813,Q70YC4,ZNF365, / 716,0.0,,,False,"Q70YC4, Q70YC5"
14814,Q9Y3E2,BOLA1,11 / 716,1.1,2.0,11,False,Q9Y3E2
14815,A6NF01,POM121B,32 / 716,1.4,7.0,32,False,"Q96HA1, A6NF01, A8CG34"
14816,Q96NG3,TTC25,1 / 716,1.0,1.0,1,False,Q96NG3
14817,P48052,CPA2,1 / 716,1.0,1.0,1,False,P48052
14818,Q9HB29,IL1RL2, / 716,0.0,,,False,Q9HB29
14819,A4D1B5,GSAP, / 716,0.0,,,False,A4D1B5
14820,O75084,FZD7,1 / 716,1.0,1.0,1,False,O75084
14821,P41440,SLC19A1,6 / 716,1.3,2.0,6,False,P41440
14822,Q15020,SART3,198 / 716,14.6,70.0,198,False,Q15020
14823,Q8NEY8,PPHLN1,63 / 716,2.4,10.0,63,False,Q8NEY8
14824,Q8TC56,FAM71B, / 716,0.0,,,False,Q8TC56
14825,Q8IYB7,DIS3L2, / 716,0.0,,,False,Q8IYB7
14826,P31942,HNRNPH3,239 / 716,8.0,77.0,239,True,P31942
14827,O60423,ATP8B3, / 716,0.0,,,False,O60423
14828,P78560,CRADD, / 716,0.0,,,False,P78560
14829,Q499Y3,Q499Y3, / 716,0.0,,,False,"Q9H8K7, Q499Y3"
14830,A6NMN3,FAM170B, / 716,0.0,,,False,A6NMN3
14831,Q9Y2K3,MYH15,2 / 716,2.5,3.0,2,False,Q9Y2K3
14832,Q08493,PDE4C,1 / 716,1.0,1.0,1,False,Q08493
14833,P12081,HARS,82 / 716,2.3,12.0,82,False,P12081
14834,Q3SY46,KRTAP13-3, / 716,0.0,,,False,"Q3SY46, Q3LI77"
14835,Q86TN4,TRPT1, / 716,0.0,,,False,Q86TN4
14836,Q13352,ITGB3BP, / 716,0.0,,,False,Q13352
14837,P60033,CD81,4 / 716,3.3,10.0,4,False,P60033
14838,Q6UVY6,MOXD1,4 / 716,2.0,4.0,4,False,Q6UVY6
14839,Q8NBN3,TMEM87A,2 / 716,1.0,1.0,2,False,Q8NBN3
14840,Q9H330,TMEM245, / 716,0.0,,,False,Q9H330
14841,O75533,SF3B1,361 / 716,26.9,216.0,361,True,O75533
14842,Q9BW83,IFT27,10 / 716,1.0,1.0,10,False,Q9BW83
14843,O00300,TNFRSF11B, / 716,0.0,,,False,O00300
14844,P61962,DCAF7,135 / 716,1.7,14.0,135,False,P61962
14845,Q76KD6,SPATC1, / 716,0.0,,,False,Q76KD6
14846,P52429,DGKE,3 / 716,1.3,2.0,3,False,P52429
14847,Q9UKZ4,TENM1, / 716,0.0,,,False,Q9UKZ4
14848,Q9Y678,COPG1,228 / 716,5.0,38.0,228,True,Q9Y678
14849,Q8N431,RASGEF1C, / 716,0.0,,,False,Q8N431
14850,O94966,USP19,18 / 716,1.0,1.0,18,False,O94966
14851,O75844,ZMPSTE24,11 / 716,2.2,4.0,11,False,O75844
14852,Q96NI6,LRFN5, / 716,0.0,,,False,Q96NI6
14853,P51589,CYP2J2,1 / 716,1.0,1.0,1,False,P51589
14854,Q9H8U3,ZFAND3,2 / 716,1.0,1.0,2,False,Q9H8U3
14855,O75360,PROP1, / 716,0.0,,,False,O75360
14856,P16333,NCK1,59 / 716,3.7,12.0,59,False,P16333
14857,P43234,CTSO,1 / 716,1.0,1.0,1,False,P43234
14858,Q86UA1,PRPF39,38 / 716,7.0,18.0,38,False,Q86UA1
14859,Q8N5X7,EIF4E3, / 716,0.0,,,False,Q8N5X7
14860,Q10713,PMPCA,63 / 716,2.1,7.0,63,False,Q10713
14861,P56381,ATP5E,39 / 716,1.4,2.0,39,False,"P56381, Q5VTU8"
14862,Q8N4B4,FBXO39, / 716,0.0,,,False,Q8N4B4
14863,Q6ZSY5,PPP1R3F, / 716,0.0,,,False,Q6ZSY5
14864,Q9NSV4,DIAPH3,50 / 716,3.5,18.0,50,False,Q9NSV4
14865,P06858,LPL,2 / 716,1.0,1.0,2,False,P06858
14866,A6NGC4,TLCD2, / 716,0.0,,,False,A6NGC4
14867,P48507,GCLM,29 / 716,1.1,3.0,29,False,P48507
14868,O43759,SYNGR1,2 / 716,1.5,2.0,2,False,O43759
14869,Q6ZNF0,ACP7, / 716,0.0,,,False,Q6ZNF0
14870,P53672,CRYBA2, / 716,0.0,,,False,P53672
14871,Q7LGC8,CHST3, / 716,0.0,,,False,Q7LGC8
14872,Q8WXR4,MYO3B,45 / 716,1.3,4.0,45,False,Q8WXR4
14873,P54108,CRISP3, / 716,0.0,,,False,P54108
14874,Q8WUP2,FBLIM1,1 / 716,1.0,1.0,1,False,Q8WUP2
14875,A8MZG2,C16ORF90, / 716,0.0,,,False,A8MZG2
14876,Q9Y2Y8,PRG3, / 716,0.0,,,False,Q9Y2Y8
14877,Q9H4Y5,GSTO2, / 716,0.0,,,False,Q9H4Y5
14878,P59551,TAS2R60, / 716,0.0,,,False,P59551
14879,Q96MG8,PCMTD1,1 / 716,1.0,1.0,1,False,Q96MG8
14880,Q7Z5P9,MUC19,3 / 716,1.0,1.0,3,False,Q7Z5P9
14881,O43813,LANCL1,94 / 716,1.7,6.0,94,False,O43813
14882,Q5TAT6,COL13A1,1 / 716,1.0,1.0,1,False,Q5TAT6
14883,Q5VYX0,RNLS, / 716,0.0,,,False,Q5VYX0
14884,Q8N2M8,CLASRP,14 / 716,1.2,2.0,14,False,Q8N2M8
14885,O14841,OPLAH, / 716,0.0,,,False,O14841
14886,Q9H6F5,CCDC86,43 / 716,2.0,10.0,43,False,Q9H6F5
14887,Q14691,GINS1,10 / 716,1.0,1.0,10,False,Q14691
14888,Q96CD2,PPCDC,1 / 716,1.0,1.0,1,False,Q96CD2
14889,O15516,CLOCK, / 716,0.0,,,False,O15516
14890,Q9Y5U9,IER3IP1, / 716,0.0,,,False,Q9Y5U9
14891,P15954,COX7C,11 / 716,1.7,4.0,11,False,P15954
14892,P01148,GNRH1, / 716,0.0,,,False,P01148
14893,Q01814,ATP2B2,42 / 716,1.0,2.0,42,False,Q01814
14894,Q9H0A9,SPATC1L,1 / 716,1.0,1.0,1,False,Q9H0A9
14895,Q5YKI7,GGNBP1, / 716,0.0,,,False,Q5YKI7
14896,Q9BXJ4,C1QTNF3, / 716,0.0,,,False,Q9BXJ4
14897,Q9Y4I1,MYO5A,52 / 716,12.1,112.0,52,False,Q9Y4I1
14898,Q14728,MFSD10,3 / 716,1.0,1.0,3,False,Q14728
14899,Q8N7F7,UBL4B, / 716,0.0,,,False,Q8N7F7
14900,Q9UJ68,MSRA, / 716,0.0,,,False,Q9UJ68
14901,Q8N2U0,TMEM256,6 / 716,1.0,1.0,6,False,Q8N2U0
14902,Q8NCF0,CLEC18C, / 716,0.0,,,False,"A5D8T8, Q6UXF7, Q8NCF0"
14903,Q15326,ZMYND11,7 / 716,1.7,4.0,7,False,Q15326
14904,Q9Y5P4,COL4A3BP, / 716,0.0,,,False,Q9Y5P4
14905,Q13516,OLIG2, / 716,0.0,,,False,Q13516
14906,P78337,PITX1,5 / 716,2.8,5.0,5,False,P78337
14907,P0C7M7,ACSM4, / 716,0.0,,,False,P0C7M7
14908,A6H8Z2,FAM221B, / 716,0.0,,,False,A6H8Z2
14909,P34949,MPI,18 / 716,1.6,5.0,18,False,P34949
14910,P52630,STAT2,31 / 716,2.4,16.0,31,False,P52630
14911,A6ND91,ASPDH,2 / 716,1.0,1.0,2,False,A6ND91
14912,Q6IN84,MRM1, / 716,0.0,,,False,Q6IN84
14913,X6R8R1,SYT15, / 716,0.0,,,False,"Q9BQS2, X6R8R1"
14914,P35789,ZNF93,25 / 716,1.2,2.0,25,False,"Q14588, O75437, P17035, O94892, Q6ZR52, Q8IYB9, Q8N823, Q8N8J6, Q8N7Q3, A6NNF4, P0DKX0, B4DXR9, P35789"
14915,Q6UXL0,IL20RB, / 716,0.0,,,False,Q6UXL0
14916,Q6ZSG1,RNF165,1 / 716,1.0,1.0,1,False,Q6ZSG1
14917,P0C7M4,RHOXF2B, / 716,0.0,,,False,"Q9BQY4, P0C7M4"
14918,P57058,HUNK,1 / 716,1.0,1.0,1,False,P57058
14919,Q8NB12,SMYD1, / 716,0.0,,,False,Q8NB12
14920,Q9BVS4,RIOK2,14 / 716,1.3,3.0,14,False,Q9BVS4
14921,Q9NQ29,LUC7L,266 / 716,5.5,43.0,266,True,Q9NQ29
14922,P52566,ARHGDIB,4 / 716,1.8,3.0,4,False,P52566
14923,P11940,PABPC1,408 / 716,11.1,97.0,408,True,"P11940, Q9H361"
14924,Q9BUZ4,TRAF4,8 / 716,3.5,17.0,8,False,Q9BUZ4
14925,Q6UVK1,CSPG4,5 / 716,2.6,4.0,5,False,Q6UVK1
14926,Q8IYL9,GPR65, / 716,0.0,,,False,Q8IYL9
14927,Q96F25,ALG14, / 716,0.0,,,False,Q96F25
14928,Q5VZE5,NAA35,6 / 716,1.0,1.0,6,False,Q5VZE5
14929,Q9UKY4,POMT2, / 716,0.0,,,False,Q9UKY4
14930,Q96CJ1,EAF2, / 716,0.0,,,False,Q96CJ1
14931,Q96F24,NRBF2,48 / 716,1.7,5.0,48,False,Q96F24
14932,Q11130,FUT7, / 716,0.0,,,False,Q11130
14933,Q9HBU1,BARX1, / 716,0.0,,,False,Q9HBU1
14934,Q6UWT2,ENHO, / 716,0.0,,,False,Q6UWT2
14935,Q96E93,KLRG1, / 716,0.0,,,False,Q96E93
14936,P08151,GLI1,1 / 716,1.0,1.0,1,False,P08151
14937,Q3C1V0,MS4A18, / 716,0.0,,,False,Q3C1V0
14938,Q6RI45,BRWD3,9 / 716,1.2,3.0,9,False,Q6RI45
14939,Q8TAF3,WDR48,2 / 716,1.0,1.0,2,False,Q8TAF3
14940,P51687,SUOX,1 / 716,1.0,1.0,1,False,P51687
14941,Q4ADV7,RIC1,1 / 716,1.0,1.0,1,False,Q4ADV7
14942,Q8WXI4,ACOT11, / 716,0.0,,,False,Q8WXI4
14943,P05165,PCCA,284 / 716,151.8,869.0,284,True,P05165
14944,Q9H8Y5,ANKZF1, / 716,0.0,,,False,Q9H8Y5
14945,P31946,YWHAB,368 / 716,5.8,39.0,368,True,P31946
14946,O75380,NDUFS6,17 / 716,1.6,3.0,17,False,O75380
14947,Q9HC29,NOD2, / 716,0.0,,,False,Q9HC29
14948,Q6P7N7,TMEM81, / 716,0.0,,,False,Q6P7N7
14949,P60660,MYL6,411 / 716,6.8,50.0,411,True,P60660
14950,Q6ZPD8,DGAT2L6, / 716,0.0,,,False,Q6ZPD8
14951,Q9HBU9,POPDC2, / 716,0.0,,,False,Q9HBU9
14952,P02675,FGB,15 / 716,1.9,7.0,15,False,P02675
14953,P48307,TFPI2,1 / 716,1.0,1.0,1,False,P48307
14954,P49788,RARRES1, / 716,0.0,,,False,P49788
14955,Q567V2,MPV17L2, / 716,0.0,,,False,Q567V2
14956,O00233,PSMD9,13 / 716,1.8,4.0,13,False,O00233
14957,Q9NZV8,KCND2, / 716,0.0,,,False,Q9NZV8
14958,Q8WZ79,DNASE2B,2 / 716,3.0,5.0,2,False,Q8WZ79
14959,A1A4Y4,IRGM, / 716,0.0,,,False,A1A4Y4
14960,P36776,LONP1,149 / 716,4.7,27.0,149,False,P36776
14961,Q70J99,UNC13D,4 / 716,1.8,3.0,4,False,Q70J99
14962,Q8TCD1,C18ORF32,1 / 716,1.0,1.0,1,False,Q8TCD1
14963,Q5HYA8,TMEM67, / 716,0.0,,,False,Q5HYA8
14964,Q8IX19,MCEMP1, / 716,0.0,,,False,Q8IX19
14965,P51955,NEK2,21 / 716,1.0,1.0,21,False,P51955
14966,Q86W24,NLRP14, / 716,0.0,,,False,Q86W24
14967,Q6UWJ8,CD164L2, / 716,0.0,,,False,Q6UWJ8
14968,Q9BZR6,RTN4R,1 / 716,1.0,1.0,1,False,Q9BZR6
14969,O95382,MAP3K6,1 / 716,2.0,2.0,1,False,O95382
14970,P41221,WNT5A, / 716,0.0,,,False,P41221
14971,Q9NQV8,PRDM8, / 716,0.0,,,False,Q9NQV8
14972,P43681,CHRNA4, / 716,0.0,,,False,P43681
14973,Q8TAP4,LMO3, / 716,0.0,,,False,Q8TAP4
14974,P20618,PSMB1,186 / 716,3.7,13.0,186,False,P20618
14975,Q96DZ1,ERLEC1,2 / 716,1.0,1.0,2,False,Q96DZ1
14976,Q16557,PSG3, / 716,0.0,,,False,"P13688, P06731, P40199, P11464, Q16557, Q00888, Q00889, Q13046, Q9UQ74, Q00887"
14977,Q9H2F3,HSD3B7, / 716,0.0,,,False,Q9H2F3
14978,O75177,SS18L1,17 / 716,1.8,3.0,17,False,O75177
14979,Q5VWG9,TAF3,39 / 716,3.0,15.0,39,False,Q5VWG9
14980,Q9UPV9,TRAK1, / 716,0.0,,,False,Q9UPV9
14981,Q8NBP7,PCSK9, / 716,0.0,,,False,Q8NBP7
14982,A4IF30,SLC35F4, / 716,0.0,,,False,A4IF30
14983,Q8N3Z0,PRSS35, / 716,0.0,,,False,Q8N3Z0
14984,Q8NGC2,OR4E2, / 716,0.0,,,False,Q8NGC2
14985,Q00444,HOXC5,3 / 716,1.0,1.0,3,False,Q00444
14986,Q9NWR8,MCUB, / 716,0.0,,,False,Q9NWR8
14987,Q8TD57,DNAH3,2 / 716,1.0,1.0,2,False,Q8TD57
14988,Q9GZL7,WDR12,45 / 716,3.3,14.0,45,False,Q9GZL7
14989,P02753,RBP4, / 716,0.0,,,False,P02753
14990,Q3MII6,TBC1D25, / 716,0.0,,,False,Q3MII6
14991,Q5JS54,PSMG4, / 716,0.0,,,False,Q5JS54
14992,O14863,SLC30A4, / 716,0.0,,,False,O14863
14993,L0R6Q1,SLC35A4,1 / 716,1.0,1.0,1,False,"L0R6Q1, Q96G79"
14994,O75051,PLXNA2,2 / 716,1.0,1.0,2,False,O75051
14995,Q86XI6,PPP1R3B, / 716,0.0,,,False,Q86XI6
14996,Q6PJP8,DCLRE1A, / 716,0.0,,,False,Q6PJP8
14997,Q96JA1,LRIG1, / 716,0.0,,,False,Q96JA1
14998,Q96EF9,ZHX1-C8ORF76,1 / 716,1.0,1.0,1,False,"Q96K31, Q96EF9"
14999,H7C241,CLDN34, / 716,0.0,,,False,H7C241
15000,Q9HCY8,S100A14,16 / 716,2.1,8.0,16,False,Q9HCY8
15001,Q6BCY4,CYB5R2, / 716,0.0,,,False,Q6BCY4
15002,Q9BVJ7,DUSP23, / 716,0.0,,,False,Q9BVJ7
15003,Q8NFD2,ANKK1, / 716,0.0,,,False,Q8NFD2
15004,Q569H4,PRR16,2 / 716,1.0,1.0,2,False,Q569H4
15005,O14880,MGST3,9 / 716,1.8,4.0,9,False,O14880
15006,P61086,UBE2K,31 / 716,1.9,6.0,31,False,P61086
15007,Q96BR1,SGK3, / 716,0.0,,,False,Q96BR1
15008,Q96MA6,AK8, / 716,0.0,,,False,Q96MA6
15009,Q8IUH2,CREG2, / 716,0.0,,,False,Q8IUH2
15010,P78318,IGBP1,68 / 716,1.8,8.0,68,False,"P78318, A0A1W2PR95"
15011,P15421,GYPE, / 716,0.0,,,False,"P02724, P06028, P15421"
15012,P14060,HSD3B1,1 / 716,1.0,1.0,1,False,"P14060, P26439"
15013,O15127,SCAMP2,9 / 716,1.3,4.0,9,False,O15127
15014,Q9NZJ6,COQ3,3 / 716,1.0,1.0,3,False,Q9NZJ6
15015,Q5XG99,LYSMD4, / 716,0.0,,,False,Q5XG99
15016,O75841,UPK1B, / 716,0.0,,,False,O75841
15017,Q15018,ABRAXAS2,19 / 716,1.7,5.0,19,False,Q15018
15018,Q14005,IL16,14 / 716,1.5,4.0,14,False,Q14005
15019,Q14676,MDC1,148 / 716,32.1,123.0,148,False,Q14676
15020,Q8N0U4,FAM185A, / 716,0.0,,,False,Q8N0U4
15021,Q8NCX0,CCDC150,2 / 716,1.0,1.0,2,False,Q8NCX0
15022,Q969G6,RFK, / 716,0.0,,,False,Q969G6
15023,Q13203,MYBPH, / 716,0.0,,,False,Q13203
15024,Q15046,KARS,216 / 716,6.9,30.0,216,True,Q15046
15025,Q6X4U4,SOSTDC1,1 / 716,1.0,1.0,1,False,Q6X4U4
15026,Q96BR9,ZBTB8A, / 716,0.0,,,False,Q96BR9
15027,Q9H211,CDT1, / 716,0.0,,,False,Q9H211
15028,Q9NZ20,PLA2G3,1 / 716,1.0,1.0,1,False,Q9NZ20
15029,O60231,DHX16,112 / 716,2.3,13.0,112,False,O60231
15030,Q5BJE1,CCDC178, / 716,0.0,,,False,Q5BJE1
15031,Q86XZ4,SPATS2,24 / 716,2.0,5.0,24,False,Q86XZ4
15032,F8VTS6,RFPL4AL1, / 716,0.0,,,False,"O75677, O75678, O75679, A6NLU0, F8VTS6"
15033,Q9Y286,SIGLEC7, / 716,0.0,,,False,"Q96PQ1, Q9Y286, Q9NYZ4, Q9Y336"
15034,Q7Z2W7,TRPM8, / 716,0.0,,,False,Q7Z2W7
15035,P50613,CDK7,23 / 716,1.3,3.0,23,False,P50613
15036,Q6UWF7,NXPE4, / 716,0.0,,,False,Q6UWF7
15037,P10721,KIT,1 / 716,1.0,1.0,1,False,P10721
15038,Q9ULM2,ZNF490,1 / 716,1.0,1.0,1,False,"Q03924, Q9ULM2, P17019, A6NP11"
15039,P59535,TAS2R40, / 716,0.0,,,False,P59535
15040,Q8NHB1,OR2V1, / 716,0.0,,,False,Q8NHB1
15041,Q6P1Q9,METTL2B,47 / 716,1.2,3.0,47,False,"Q96IZ6, Q6P1Q9"
15042,Q9NSB4,KRT82,38 / 716,3.4,38.0,38,False,Q9NSB4
15043,Q9NUB1,ACSS1, / 716,0.0,,,False,Q9NUB1
15044,O95169,NDUFB8,1 / 716,1.0,1.0,1,False,O95169
15045,Q9UPU3,SORCS3, / 716,0.0,,,False,Q9UPU3
15046,Q9NT68,TENM2, / 716,0.0,,,False,Q9NT68
15047,Q9H6R3,ACSS3, / 716,0.0,,,False,Q9H6R3
15048,Q6NUS8,UGT3A1, / 716,0.0,,,False,"Q6NUS8, Q3SY77"
15049,Q8IYD2,KLHDC8A, / 716,0.0,,,False,Q8IYD2
15050,A6NHJ4,ZNF860,14 / 716,1.1,2.0,14,False,"P17035, Q8N823, A6NNF4, Q6ZN06, A6NHJ4"
15051,Q5JTZ9,AARS2,44 / 716,3.4,11.0,44,False,Q5JTZ9
15052,Q53HL2,CDCA8,44 / 716,3.8,22.0,44,False,Q53HL2
15053,Q5VUY0,AADACL3, / 716,0.0,,,False,Q5VUY0
15054,Q9HBI6,CYP4F11, / 716,0.0,,,False,Q9HBI6
15055,Q96A00,PPP1R14A, / 716,0.0,,,False,Q96A00
15056,Q9H3U7,SMOC2, / 716,0.0,,,False,Q9H3U7
15057,Q8WU58,FAM222B, / 716,0.0,,,False,Q8WU58
15058,Q96LD1,SGCZ, / 716,0.0,,,False,Q96LD1
15059,Q9BUG6,ZSCAN5A,3 / 716,1.0,1.0,3,False,"Q9BUG6, A6NJL1, A6NGD5, P0CG00"
15060,Q9BQ69,MACROD1,13 / 716,2.2,4.0,13,False,Q9BQ69
15061,Q12947,FOXF2,1 / 716,1.0,1.0,1,False,Q12947
15062,Q8NCT3,KIAA0895, / 716,0.0,,,False,Q8NCT3
15063,P10588,NR2F6,2 / 716,1.5,2.0,2,False,P10588
15064,Q96G03,PGM2,25 / 716,1.8,4.0,25,False,Q96G03
15065,Q9Y6W3,CAPN7,3 / 716,1.0,1.0,3,False,Q9Y6W3
15066,O60810,PRAMEF4, / 716,0.0,,,False,"O95521, O60809, O60813, O95522, P0DUQ1, Q5VTA0, Q5SWL8, O60811, Q5VT98, A6NGN4, H0Y7S4, A3QJZ7, A0A0G2JMD5, O60810, Q5TYX0, Q5VXH4, Q5VXH5, Q5VWM4, P0DUQ2"
15067,Q9Y672,ALG6, / 716,0.0,,,False,Q9Y672
15068,Q08AH3,ACSM2A, / 716,0.0,,,False,"Q08AH3, Q68CK6"
15069,Q969L2,MAL2,1 / 716,1.0,1.0,1,False,Q969L2
15070,Q12951,FOXI1, / 716,0.0,,,False,Q12951
15071,Q92925,SMARCD2,65 / 716,1.8,8.0,65,False,Q92925
15072,Q68D42,TMEM215,1 / 716,1.0,1.0,1,False,Q68D42
15073,Q96BW9,TAMM41,9 / 716,1.8,4.0,9,False,Q96BW9
15074,Q15052,ARHGEF6,1 / 716,1.0,1.0,1,False,Q15052
15075,O14645,DNALI1, / 716,0.0,,,False,O14645
15076,A0A0C4DH68,IGKV2-24,9 / 716,27.1,144.0,9,False,"A0A0C4DH68, P06310, A0A075B6R9, A0A075B6S6"
15077,Q9UKB5,AJAP1, / 716,0.0,,,False,Q9UKB5
15078,P48547,KCNC1, / 716,0.0,,,False,P48547
15079,Q9H3Z4,DNAJC5, / 716,0.0,,,False,Q9H3Z4
15080,Q6P1S2,C3ORF33, / 716,0.0,,,False,Q6P1S2
15081,Q8N961,ABTB2,6 / 716,1.3,2.0,6,False,Q8N961
15082,Q9NWD9,BEX4,4 / 716,1.0,1.0,4,False,Q9NWD9
15083,Q7Z2W4,ZC3HAV1,210 / 716,7.0,50.0,210,True,Q7Z2W4
15084,Q9UPW8,UNC13A, / 716,0.0,,,False,Q9UPW8
15085,O75822,EIF3J,53 / 716,1.6,5.0,53,False,O75822
15086,Q6P2M8,PNCK,2 / 716,1.0,1.0,2,False,Q6P2M8
15087,Q8WUZ0,BCL7C,58 / 716,1.6,4.0,58,False,Q8WUZ0
15088,P78524,ST5,2 / 716,1.0,1.0,2,False,P78524
15089,P55735,SEC13,194 / 716,2.8,19.0,194,False,P55735
15090,O60493,SNX3,17 / 716,2.3,7.0,17,False,O60493
15091,Q9NUZ1,ACOXL, / 716,0.0,,,False,Q9NUZ1
15092,Q86XK3,SFR1, / 716,0.0,,,False,Q86XK3
15093,Q14542,SLC29A2, / 716,0.0,,,False,Q14542
15094,Q8NE65,ZNF738,1 / 716,1.0,1.0,1,False,"Q7Z2F6, Q8NE65"
15095,Q9NS18,GLRX2, / 716,0.0,,,False,Q9NS18
15096,P51512,MMP16, / 716,0.0,,,False,P51512
15097,Q00577,PURA,55 / 716,2.2,8.0,55,False,Q00577
15098,O95156,NXPH2, / 716,0.0,,,False,O95156
15099,P31276,HOXC13,10 / 716,1.0,1.0,10,False,P31276
15100,A6NMA1,TRPC5OS, / 716,0.0,,,False,A6NMA1
15101,P40925,MDH1,100 / 716,3.6,13.0,100,False,P40925
15102,Q5VYM1,C9ORF131, / 716,0.0,,,False,Q5VYM1
15103,Q53H80,AKIRIN2, / 716,0.0,,,False,Q53H80
15104,A0A1B0GUV1,A0A1B0GUV1, / 716,0.0,,,False,A0A1B0GUV1
15105,Q04206,RELA,35 / 716,1.3,4.0,35,False,Q04206
15106,A0A0B4J1V1,IGHV3-21, / 716,0.0,,,False,"P01762, P01766, A0A0B4J1V1, P01768, P0DP02, P0DP03, P01772, A0A0C4DH35, P01763, P01780"
15107,Q6IWH7,ANO7, / 716,0.0,,,False,Q6IWH7
15108,Q9NZV1,CRIM1,2 / 716,10.0,11.0,2,False,Q9NZV1
15109,P41182,BCL6,2 / 716,1.0,1.0,2,False,P41182
15110,O94830,DDHD2,2 / 716,1.0,1.0,2,False,O94830
15111,P59044,NLRP6, / 716,0.0,,,False,P59044
15112,O00220,TNFRSF10A,1 / 716,1.0,1.0,1,False,"O00220, O14763, O14798, Q9UBN6"
15113,P01344,IGF2, / 716,0.0,,,False,P01344
15114,P24385,CCND1, / 716,0.0,,,False,P24385
15115,P49368,CCT3,367 / 716,15.0,116.0,367,True,P49368
15116,Q6ZVT6,C3ORF67, / 716,0.0,,,False,Q6ZVT6
15117,Q92845,KIFAP3,1 / 716,1.0,1.0,1,False,Q92845
15118,O95096,NKX2-2, / 716,0.0,,,False,O95096
15119,Q96PQ6,ZNF317,4 / 716,2.3,4.0,4,False,Q96PQ6
15120,Q8NEY1,NAV1,7 / 716,1.3,2.0,7,False,Q8NEY1
15121,Q6NSZ9,ZSCAN25,5 / 716,1.8,5.0,5,False,Q6NSZ9
