,User Input,Mapped Gene Symbol,Num of Expt. (found/total),Ave SC,Max SC,found,contaminant,Key
0,Q8IUW3,SPATA2L, / 716,0.0,,,False,Q8IUW3
1,Q8NFH3,NUP43,37 / 716,1.8,7.0,37,False,Q8NFH3
2,Q9BX93,PLA2G12B, / 716,0.0,,,False,Q9BX93
3,P35326,SPRR2A,27 / 716,3.2,11.0,27,False,"P35326, P35325, P22532, P22531, Q96RM1"
4,Q86YH2,ZNF280B,9 / 716,1.1,2.0,9,False,Q86YH2
5,Q9UGP5,POLL, / 716,0.0,,,False,Q9UGP5
6,Q8NBJ7,SUMF2,18 / 716,1.7,6.0,18,False,Q8NBJ7
7,O75581,LRP6, / 716,0.0,,,False,O75581
8,A0A1W2PQ73,LOC390937, / 716,0.0,,,False,A0A1W2PQ73
9,Q8NFH4,NUP37,28 / 716,2.1,8.0,28,False,Q8NFH4
10,Q92854,SEMA4D, / 716,0.0,,,False,Q92854
11,Q7L099,RUFY3,8 / 716,1.3,2.0,8,False,Q7L099
12,Q9Y6Y1,CAMTA1,3 / 716,1.0,1.0,3,False,Q9Y6Y1
13,Q15800,MSMO1,6 / 716,1.2,2.0,6,False,Q15800
14,Q15047,SETDB1,8 / 716,1.3,2.0,8,False,Q15047
15,Q86Z20,CCDC125, / 716,0.0,,,False,Q86Z20
16,O95704,APBB3,2 / 716,1.0,1.0,2,False,O95704
17,Q86UP9,LHFPL3, / 716,0.0,,,False,Q86UP9
18,Q9NUT2,ABCB8, / 716,0.0,,,False,Q9NUT2
19,O75718,CRTAP,11 / 716,1.4,2.0,11,False,O75718
20,Q6NUQ4,TMEM214,6 / 716,1.5,3.0,6,False,Q6NUQ4
21,P02768,ALB,239 / 716,7.8,89.0,239,True,P02768
22,P15514,AREG, / 716,0.0,,,False,P15514
23,Q6NZI2,CAVIN1,27 / 716,3.7,25.0,27,False,Q6NZI2
24,Q17RN3,FAM98C, / 716,0.0,,,False,Q17RN3
25,Q9BXS0,COL25A1, / 716,0.0,,,False,Q9BXS0
26,Q8NGG2,OR5T2, / 716,0.0,,,False,Q8NGG2
27,Q8N184,ZNF567,4 / 716,1.3,2.0,4,False,Q8N184
28,Q9BQT8,SLC25A21,5 / 716,1.0,1.0,5,False,Q9BQT8
29,Q8IXH7,NELFCD,51 / 716,5.5,29.0,51,False,Q8IXH7
30,Q14973,SLC10A1, / 716,0.0,,,False,Q14973
31,Q9H693,C16ORF95, / 716,0.0,,,False,Q9H693
32,P0CI26,TRIM49C, / 716,0.0,,,False,"Q96BQ3, A6NCK2, P0CI25, A6NDI0, P0CI26, C9J1S8, Q9BSJ1, A0A3B3IT33, A6NGJ6, A6NI03, A6NLI5, I1YAP6"
33,Q96N21,TEPSIN, / 716,0.0,,,False,Q96N21
34,P09669,COX6C,23 / 716,1.4,7.0,23,False,P09669
35,Q9Y463,DYRK1B, / 716,0.0,,,False,Q9Y463
36,Q5SXM2,SNAPC4,10 / 716,1.9,5.0,10,False,Q5SXM2
37,Q14832,GRM3, / 716,0.0,,,False,Q14832
38,Q8TD33,SCGB1C1, / 716,0.0,,,False,"Q8TD33, P0DMR2"
39,Q96FJ2,DYNLL2,183 / 716,1.7,19.0,183,False,Q96FJ2
40,Q96S94,CCNL2,19 / 716,1.1,2.0,19,False,Q96S94
41,Q8TAY7,FAM110D, / 716,0.0,,,False,Q8TAY7
42,O95076,ALX3,1 / 716,1.0,1.0,1,False,O95076
43,Q92826,HOXB13, / 716,0.0,,,False,Q92826
44,P05423,POLR3D,13 / 716,1.1,2.0,13,False,P05423
45,Q96RQ1,ERGIC2,1 / 716,1.0,1.0,1,False,Q96RQ1
46,O95998,IL18BP,1 / 716,2.0,2.0,1,False,O95998
47,P13797,PLS3,208 / 716,7.4,37.0,208,True,P13797
48,P37840,SNCA,95 / 716,2.1,8.0,95,False,P37840
49,Q8TCC3,MRPL30,22 / 716,1.6,3.0,22,False,Q8TCC3
50,P06727,APOA4, / 716,0.0,,,False,P06727
51,Q9GZN4,PRSS22,3 / 716,2.3,4.0,3,False,Q9GZN4
52,Q9H1C7,CYSTM1,1 / 716,1.0,1.0,1,False,Q9H1C7
53,Q9NR61,DLL4, / 716,0.0,,,False,Q9NR61
54,O00294,TULP1, / 716,0.0,,,False,O00294
55,Q96D53,COQ8B,3 / 716,1.0,1.0,3,False,Q96D53
56,Q8N6U8,GPR161, / 716,0.0,,,False,Q8N6U8
57,Q9NVL8,C14ORF105, / 716,0.0,,,False,Q9NVL8
58,Q9H324,ADAMTS10,2 / 716,1.0,1.0,2,False,Q9H324
59,O15357,INPPL1,22 / 716,3.7,27.0,22,False,O15357
60,Q93086,P2RX5,2 / 716,1.5,2.0,2,False,Q93086
61,Q8TDQ7,GNPDA2,8 / 716,1.1,2.0,8,False,Q8TDQ7
62,Q99873,PRMT1,262 / 716,5.0,30.0,262,True,Q99873
63,P56378,MP68,3 / 716,1.7,2.0,3,False,P56378
64,Q96DI7,SNRNP40,150 / 716,4.0,22.0,150,False,Q96DI7
65,Q15637,SF1,256 / 716,7.9,64.0,256,True,Q15637
66,Q96HL8,SH3YL1, / 716,0.0,,,False,Q96HL8
67,Q9BWS9,CHID1,19 / 716,1.5,4.0,19,False,Q9BWS9
68,Q9P0J6,MRPL36, / 716,0.0,,,False,Q9P0J6
69,P0DN87,CGB7, / 716,0.0,,,False,"A6NKQ9, Q6NT52, P0DN86, P0DN87, P01229"
70,Q92882,OSTF1,1 / 716,1.0,1.0,1,False,Q92882
71,Q7Z2K8,GPRIN1,83 / 716,4.5,13.0,83,False,Q7Z2K8
72,Q96JW4,SLC41A2, / 716,0.0,,,False,Q96JW4
73,Q9Y608,LRRFIP2,72 / 716,2.3,23.0,72,False,Q9Y608
74,O14545,TRAFD1,19 / 716,1.2,3.0,19,False,O14545
75,Q5T601,ADGRF1,1 / 716,1.0,1.0,1,False,Q5T601
76,Q5T6L9,ERMARD, / 716,0.0,,,False,Q5T6L9
77,P57771,RGS8, / 716,0.0,,,False,P57771
78,Q8WXK1,ASB15,1 / 716,1.0,1.0,1,False,Q8WXK1
79,Q53RE8,ANKRD39, / 716,0.0,,,False,Q53RE8
80,P51149,RAB7A,104 / 716,4.7,25.0,104,False,P51149
81,O15354,GPR37, / 716,0.0,,,False,O15354
82,Q8IWZ8,SUGP1,122 / 716,8.9,54.0,122,False,Q8IWZ8
83,Q58EX7,PLEKHG4, / 716,0.0,,,False,Q58EX7
84,Q6P2E9,EDC4,163 / 716,6.2,32.0,163,False,Q6P2E9
85,Q9H9C1,VIPAS39,7 / 716,3.9,10.0,7,False,Q9H9C1
86,O75161,NPHP4, / 716,0.0,,,False,O75161
87,Q8TE99,PXYLP1, / 716,0.0,,,False,Q8TE99
88,Q00796,SORD,46 / 716,2.7,13.0,46,False,Q00796
89,Q9HD33,MRPL47,40 / 716,1.5,4.0,40,False,Q9HD33
90,P47224,RABIF, / 716,0.0,,,False,P47224
91,O94889,KLHL18, / 716,0.0,,,False,O94889
92,Q5T215,TRAPPC3L, / 716,0.0,,,False,Q5T215
93,Q6QAJ8,TMEM220, / 716,0.0,,,False,Q6QAJ8
94,O75355,ENTPD3,1 / 716,1.0,1.0,1,False,O75355
95,Q8IY57,YAF2,3 / 716,1.0,1.0,3,False,Q8IY57
96,O60784,TOM1,29 / 716,7.6,50.0,29,False,O60784
97,P20366,TAC1, / 716,0.0,,,False,P20366
98,P20941,PDC, / 716,0.0,,,False,P20941
99,Q8N7N1,FAM86B1,1 / 716,1.0,1.0,1,False,"Q96G04, Q8N7N1, P0C5J1"
100,Q96EY5,MVB12A,1 / 716,1.0,1.0,1,False,Q96EY5
101,O60809,PRAMEF10, / 716,0.0,,,False,"O95521, O60809, O60813, O95522, P0DUQ1, Q5VTA0, Q5SWL8, O60811, Q5VT98, A6NGN4, H0Y7S4, A3QJZ7, A0A0G2JMD5, O60810, Q5TYX0, Q5VXH4, Q5VXH5, Q5VWM4, P0DUQ2"
102,P27540,ARNT,15 / 716,1.9,5.0,15,False,P27540
103,Q14533,KRT81,131 / 716,5.5,143.0,131,False,"Q14533, P78385, O43790, A6NCN2"
104,O14787,TNPO2,70 / 716,1.4,5.0,70,False,O14787
105,O15350,TP73,4 / 716,1.8,3.0,4,False,O15350
106,P82987,ADAMTSL3, / 716,0.0,,,False,P82987
107,Q9UP95,SLC12A4,2 / 716,1.5,2.0,2,False,Q9UP95
108,Q9UBX5,FBLN5,2 / 716,1.0,1.0,2,False,Q9UBX5
109,A6NEQ2,FAM181B, / 716,0.0,,,False,A6NEQ2
110,Q66K79,CPZ, / 716,0.0,,,False,Q66K79
111,Q86UK0,ABCA12,3 / 716,1.0,1.0,3,False,Q86UK0
112,P49441,INPP1,1 / 716,1.0,1.0,1,False,P49441
113,P11473,VDR, / 716,0.0,,,False,P11473
114,O15169,AXIN1,1 / 716,1.0,1.0,1,False,O15169
115,P11142,HSPA8,703 / 716,46.9,338.0,703,True,P11142
116,Q9NVR2,INTS10,1 / 716,1.0,1.0,1,False,Q9NVR2
117,Q9GZN1,ACTR6,9 / 716,1.4,2.0,9,False,Q9GZN1
118,O95171,SCEL, / 716,0.0,,,False,O95171
119,Q96RM1,SPRR2F,24 / 716,2.3,5.0,24,False,"P35326, P35325, P22532, P22531, Q96RM1"
120,P53804,TTC3, / 716,0.0,,,False,P53804
122,O95925,EPPIN, / 716,0.0,,,False,O95925
123,Q16630,CPSF6,299 / 716,5.3,28.0,299,True,Q16630
124,Q495M9,USH1G, / 716,0.0,,,False,Q495M9
126,Q9BRG1,VPS25,7 / 716,1.1,2.0,7,False,Q9BRG1
127,P25025,CXCR2, / 716,0.0,,,False,P25025
128,Q9NX57,RAB20, / 716,0.0,,,False,Q9NX57
129,A8MXD5,GRXCR1, / 716,0.0,,,False,A8MXD5
130,A8MXV4,NUDT19,17 / 716,2.2,6.0,17,False,A8MXV4
131,Q13503,MED21, / 716,0.0,,,False,Q13503
132,O00488,ZNF593,36 / 716,2.0,7.0,36,False,O00488
133,P17787,CHRNB2, / 716,0.0,,,False,P17787
134,Q6DJT9,PLAG1, / 716,0.0,,,False,Q6DJT9
135,P24310,COX7A1, / 716,0.0,,,False,P24310
136,Q9UN74,PCDHA4, / 716,0.0,,,False,Q9UN74
137,Q6PIV2,FOXR1, / 716,0.0,,,False,Q6PIV2
138,A6NJ69,IGIP, / 716,0.0,,,False,A6NJ69
139,P23396,RPS3,491 / 716,15.7,75.0,491,True,P23396
140,P54709,ATP1B3,55 / 716,2.3,7.0,55,False,P54709
141,Q9NPC4,A4GALT, / 716,0.0,,,False,Q9NPC4
142,Q96MV1,TMEM56,1 / 716,1.0,1.0,1,False,Q96MV1
143,P43251,BTD, / 716,0.0,,,False,P43251
144,P06133,UGT2B4, / 716,0.0,,,False,"P36537, O75310, P54855, O75795, Q9BY64, P06133, P16662"
145,Q9P2E3,ZNFX1, / 716,0.0,,,False,Q9P2E3
146,O95473,SYNGR4, / 716,0.0,,,False,O95473
147,Q14677,CLINT1,161 / 716,8.5,36.0,161,False,Q14677
148,Q6UXV4,APOOL,2 / 716,1.0,1.0,2,False,Q6UXV4
149,Q8TEY5,CREB3L4,1 / 716,1.0,1.0,1,False,Q8TEY5
150,P54851,EMP2, / 716,0.0,,,False,P54851
151,P43243,MATR3,441 / 716,10.4,96.0,441,True,P43243
152,Q03013,GSTM4,3 / 716,2.3,5.0,3,False,Q03013
154,A7XYQ1,SOBP, / 716,0.0,,,False,A7XYQ1
155,P31249,HOXD3,1 / 716,1.0,1.0,1,False,P31249
156,Q969E3,UCN3, / 716,0.0,,,False,Q969E3
157,Q86V25,VASH2, / 716,0.0,,,False,Q86V25
158,P56556,NDUFA6,8 / 716,1.1,2.0,8,False,P56556
159,Q8IV50,LYSMD2, / 716,0.0,,,False,Q8IV50
160,P29803,PDHA2,61 / 716,2.2,7.0,61,False,P29803
161,Q9H4L5,OSBPL3,2 / 716,1.0,1.0,2,False,Q9H4L5
162,Q9H4M7,PLEKHA4, / 716,0.0,,,False,Q9H4M7
163,Q6IPM2,IQCE,1 / 716,1.0,1.0,1,False,Q6IPM2
164,Q53FD0,ZC2HC1C, / 716,0.0,,,False,Q53FD0
165,Q9BZJ6,GPR63, / 716,0.0,,,False,Q9BZJ6
166,O75116,ROCK2,36 / 716,1.3,6.0,36,False,O75116
167,Q9Y450,HBS1L,94 / 716,3.1,16.0,94,False,Q9Y450
168,Q9HCM2,PLXNA4, / 716,0.0,,,False,Q9HCM2
169,Q13895,BYSL,146 / 716,3.9,22.0,146,False,Q13895
170,Q6NXE6,ARMC6,3 / 716,1.0,1.0,3,False,Q6NXE6
171,O94964,SOGA1,7 / 716,1.3,3.0,7,False,O94964
172,P55318,FOXA3, / 716,0.0,,,False,P55318
173,Q99755,PIP5K1A,20 / 716,1.2,2.0,20,False,Q99755
174,Q8TF20,ZNF721,23 / 716,1.3,3.0,23,False,"Q8TF20, Q96IR2"
175,O95214,LEPROTL1, / 716,0.0,,,False,O95214
176,Q8TDY8,IGDCC4, / 716,0.0,,,False,Q8TDY8
177,Q99928,GABRG3,1 / 716,3.0,3.0,1,False,Q99928
178,Q86UU5,GGN,3 / 716,1.3,2.0,3,False,Q86UU5
179,Q9H2A3,NEUROG2, / 716,0.0,,,False,Q9H2A3
180,P62081,RPS7,368 / 716,8.6,48.0,368,True,P62081
181,Q9NWC5,TMEM45A, / 716,0.0,,,False,Q9NWC5
182,Q9UK33,ZNF580,1 / 716,1.0,1.0,1,False,Q9UK33
183,Q6DWJ6,GPR139, / 716,0.0,,,False,Q6DWJ6
184,Q15116,PDCD1, / 716,0.0,,,False,Q15116
185,Q9BSM1,PCGF1,11 / 716,1.0,1.0,11,False,Q9BSM1
186,Q4G0S7,CCDC152, / 716,0.0,,,False,Q4G0S7
187,O00506,STK25,46 / 716,1.4,7.0,46,False,O00506
188,Q9H875,PRKRIP1, / 716,0.0,,,False,Q9H875
189,Q9NW15,ANO10, / 716,0.0,,,False,Q9NW15
190,Q8NFR7,CCDC148, / 716,0.0,,,False,Q8NFR7
191,Q96SQ9,CYP2S1, / 716,0.0,,,False,Q96SQ9
192,Q15075,EEA1,38 / 716,7.2,23.0,38,False,Q15075
193,O14662,STX16,2 / 716,1.0,1.0,2,False,O14662
194,Q96B02,UBE2W, / 716,0.0,,,False,Q96B02
195,Q99645,EPYC, / 716,0.0,,,False,Q99645
196,P04424,ASL, / 716,0.0,,,False,P04424
197,P60006,ANAPC15,6 / 716,1.2,2.0,6,False,P60006
198,Q30KQ7,DEFB113, / 716,0.0,,,False,Q30KQ7
199,Q7Z7M8,B3GNT8, / 716,0.0,,,False,Q7Z7M8
200,Q2TAA8,TSNAXIP1, / 716,0.0,,,False,Q2TAA8
201,Q9BYZ2,LDHAL6B,87 / 716,2.5,9.0,87,False,"Q6ZMR3, Q9BYZ2"
202,Q5VYS4,MEDAG, / 716,0.0,,,False,Q5VYS4
203,Q5BKZ1,ZNF326,193 / 716,3.2,14.0,193,False,Q5BKZ1
204,Q6PEW1,ZCCHC12, / 716,0.0,,,False,"Q6PEW1, P0CG32"
205,Q9Y575,ASB3, / 716,0.0,,,False,Q9Y575
206,Q9BYE2,TMPRSS13,6 / 716,1.7,3.0,6,False,Q9BYE2
207,P16619,CCL3L3, / 716,0.0,,,False,"P55774, P10147, P16619"
208,P41220,RGS2,1 / 716,2.0,2.0,1,False,P41220
209,O60613,SELENOF,20 / 716,1.2,2.0,20,False,O60613
210,O95164,UBL3, / 716,0.0,,,False,O95164
211,P78417,GSTO1,81 / 716,5.3,17.0,81,False,P78417
212,Q13956,PDE6H, / 716,0.0,,,False,Q13956
213,Q08397,LOXL1,3 / 716,1.0,1.0,3,False,Q08397
214,Q16322,KCNA10,1 / 716,1.0,1.0,1,False,Q16322
215,Q8ND24,RNF214,36 / 716,1.5,3.0,36,False,Q8ND24
216,Q6P531,GGT6, / 716,0.0,,,False,Q6P531
217,Q16617,NKG7, / 716,0.0,,,False,Q16617
218,Q86U70,LDB1,1 / 716,1.0,1.0,1,False,Q86U70
219,Q14031,COL4A6,1 / 716,1.0,1.0,1,False,Q14031
220,P53041,PPP5C,39 / 716,1.4,3.0,39,False,P53041
221,Q96JP9,CDHR1,3 / 716,1.0,1.0,3,False,Q96JP9
222,P35408,PTGER4, / 716,0.0,,,False,P35408
223,Q5KU26,COLEC12,2 / 716,1.0,1.0,2,False,Q5KU26
224,O60811,PRAMEF2, / 716,0.0,,,False,"O95521, O60809, O60813, O95522, P0DUQ1, Q5VTA0, Q5SWL8, O60811, Q5VT98, A6NGN4, H0Y7S4, A3QJZ7, A0A0G2JMD5, O60810, Q5TYX0, Q5VXH4, Q5VXH5, Q5VWM4, P0DUQ2"
225,Q9UI08,EVL,2 / 716,1.0,1.0,2,False,Q9UI08
226,Q8N9W8,FAM71D, / 716,0.0,,,False,Q8N9W8
227,Q9NYA4,MTMR4,1 / 716,1.0,1.0,1,False,Q9NYA4
228,Q14749,GNMT, / 716,0.0,,,False,Q14749
229,P50213,IDH3A,80 / 716,4.7,20.0,80,False,P50213
230,P21579,SYT1, / 716,0.0,,,False,P21579
231,Q9BZW8,CD244,1 / 716,1.0,1.0,1,False,Q9BZW8
232,Q8N9N8,EIF1AD,8 / 716,1.5,3.0,8,False,Q8N9N8
233,Q99707,MTR,57 / 716,2.6,9.0,57,False,Q99707
234,Q9NRX2,MRPL17,39 / 716,2.4,6.0,39,False,Q9NRX2
235,P26998,CRYBB3, / 716,0.0,,,False,P26998
236,Q9Y232,CDYL,30 / 716,2.0,7.0,30,False,Q9Y232
237,Q1ED39,KNOP1,117 / 716,7.1,29.0,117,False,Q1ED39
238,Q8WXX5,DNAJC9,86 / 716,3.0,12.0,86,False,Q8WXX5
239,P33076,CIITA, / 716,0.0,,,False,P33076
240,Q8TBY9,WDR66, / 716,0.0,,,False,Q8TBY9
241,Q01081,U2AF1,351 / 716,3.5,16.0,351,True,Q01081
242,Q9BRJ7,NUDT16L1,46 / 716,1.6,7.0,46,False,Q9BRJ7
243,Q5VZI3,TMEM268, / 716,0.0,,,False,Q5VZI3
244,Q8NHK3,KIR2DL5B, / 716,0.0,,,False,"P43626, P43627, P43628, Q99706, Q8N109, Q8NHK3, Q14954, P43631, Q14952, P43632, Q14953, P43629, P43630, Q8N743, Q14943"
245,Q9BZQ2,SHCBP1L, / 716,0.0,,,False,Q9BZQ2
246,Q01543,FLI1,4 / 716,1.0,1.0,4,False,Q01543
247,P50539,MXI1, / 716,0.0,,,False,P50539
248,Q6E213,AWAT2, / 716,0.0,,,False,Q6E213
249,Q9NRD8,DUOX2,3 / 716,1.0,1.0,3,False,Q9NRD8
250,Q8N5Q1,FAM71E2, / 716,0.0,,,False,Q8N5Q1
251,Q9UHC9,NPC1L1, / 716,0.0,,,False,Q9UHC9
252,Q7Z4L5,TTC21B,1 / 716,1.0,1.0,1,False,Q7Z4L5
253,P16233,PNLIP, / 716,0.0,,,False,P16233
254,Q9P203,BTBD7,3 / 716,1.0,1.0,3,False,Q9P203
255,Q9NWH2,TMEM242, / 716,0.0,,,False,Q9NWH2
256,Q9H6U8,ALG9, / 716,0.0,,,False,Q9H6U8
257,Q8IUI8,CRLF3,6 / 716,2.2,4.0,6,False,Q8IUI8
258,Q9H503,BANF2, / 716,0.0,,,False,Q9H503
259,Q14457,BECN1, / 716,0.0,,,False,Q14457
260,O75575,CRCP,1 / 716,1.0,1.0,1,False,O75575
261,Q8NA70,FAM47B, / 716,0.0,,,False,"Q5JRC9, Q8NA70, Q5HY64, A6NHR8"
262,Q9H0K4,RSPH6A, / 716,0.0,,,False,Q9H0K4
263,A6NM10,AQP12B, / 716,0.0,,,False,"Q8IXF9, A6NM10"
264,Q96AQ9,FAM131C, / 716,0.0,,,False,Q96AQ9
265,Q13105,ZBTB17,1 / 716,2.0,2.0,1,False,Q13105
266,Q8IWI9,MGA,124 / 716,6.6,45.0,124,False,Q8IWI9
267,A6NL82,FAM183A, / 716,0.0,,,False,"A6NL82, Q6ZVS7"
268,Q6I9Y2,THOC7,55 / 716,1.9,10.0,55,False,Q6I9Y2
269,P26045,PTPN3, / 716,0.0,,,False,P26045
270,O95760,IL33, / 716,0.0,,,False,O95760
271,Q86U44,METTL3,21 / 716,1.0,2.0,21,False,Q86U44
272,O14777,NDC80,2 / 716,1.0,1.0,2,False,O14777
273,Q9H3R1,NDST4, / 716,0.0,,,False,Q9H3R1
274,Q5T6J7,IDNK, / 716,0.0,,,False,Q5T6J7
275,P19075,TSPAN8, / 716,0.0,,,False,P19075
276,Q7Z3B3,KANSL1,2 / 716,1.0,1.0,2,False,Q7Z3B3
277,Q8WUT9,SLC25A43, / 716,0.0,,,False,Q8WUT9
278,Q9H063,MAF1,1 / 716,1.0,1.0,1,False,Q9H063
279,Q8WVL7,ANKRD49, / 716,0.0,,,False,Q8WVL7
280,A1IGU5,ARHGEF37, / 716,0.0,,,False,A1IGU5
281,Q9HCE1,MOV10,87 / 716,5.0,28.0,87,False,Q9HCE1
282,Q9Y4A5,TRRAP,13 / 716,1.6,3.0,13,False,Q9Y4A5
283,P62070,RRAS2,20 / 716,1.5,4.0,20,False,P62070
284,Q92934,BAD, / 716,0.0,,,False,Q92934
285,P25786,PSMA1,180 / 716,5.0,23.0,180,False,P25786
286,Q8N6T3,ARFGAP1,112 / 716,7.0,31.0,112,False,Q8N6T3
287,P03886,MT-ND1,3 / 716,1.0,1.0,3,False,P03886
288,Q15172,PPP2R5A, / 716,0.0,,,False,Q15172
289,Q9H425,C1ORF198,47 / 716,1.6,6.0,47,False,Q9H425
290,Q9P2K9,DISP3,1 / 716,1.0,1.0,1,False,Q9P2K9
291,P19447,ERCC3,2 / 716,1.0,1.0,2,False,P19447
292,Q8NEP7,KLHDC9, / 716,0.0,,,False,Q8NEP7
293,O94925,GLS,54 / 716,3.1,12.0,54,False,O94925
294,Q96F07,CYFIP2,216 / 716,5.2,139.0,216,True,Q96F07
295,P36896,ACVR1B, / 716,0.0,,,False,P36896
296,P43119,PTGIR, / 716,0.0,,,False,P43119
297,Q14CX5,MFSD13A, / 716,0.0,,,False,Q14CX5
298,Q9HD90,NEUROD4, / 716,0.0,,,False,Q9HD90
299,Q8NA54,IQUB, / 716,0.0,,,False,Q8NA54
300,Q01433,AMPD2,11 / 716,2.0,4.0,11,False,Q01433
301,A2RUC4,TYW5,1 / 716,15.0,15.0,1,False,A2RUC4
302,Q03252,LMNB2,156 / 716,5.0,54.0,156,False,Q03252
303,Q16143,SNCB,12 / 716,1.1,2.0,12,False,Q16143
304,Q4G0P3,HYDIN, / 716,0.0,,,False,Q4G0P3
305,Q6P996,PDXDC1,46 / 716,2.0,4.0,46,False,Q6P996
306,Q9UN67,PCDHB10, / 716,0.0,,,False,"Q9UN67, Q9Y5E1"
307,Q86X24,HORMAD1, / 716,0.0,,,False,Q86X24
308,Q08426,EHHADH,1 / 716,1.0,1.0,1,False,Q08426
309,Q96DY7,MTBP, / 716,0.0,,,False,Q96DY7
310,Q99519,NEU1,3 / 716,1.0,1.0,3,False,Q99519
311,Q9NPF0,CD320, / 716,0.0,,,False,Q9NPF0
312,Q9UN72,PCDHA7, / 716,0.0,,,False,Q9UN72
313,O15117,FYB, / 716,0.0,,,False,O15117
314,Q9H1R3,MYLK2,4 / 716,1.0,1.0,4,False,Q9H1R3
315,A6NEY8,PRORSD1P,1 / 716,1.0,1.0,1,False,A6NEY8
316,O75290,ZNF780A,20 / 716,1.7,4.0,20,False,O75290
317,Q9BV99,LRRC61, / 716,0.0,,,False,Q9BV99
318,O00501,CLDN5, / 716,0.0,,,False,O00501
319,P09972,ALDOC,92 / 716,2.5,13.0,92,False,P09972
320,P61225,RAP2B,14 / 716,1.9,3.0,14,False,P61225
321,Q9H777,ELAC1, / 716,0.0,,,False,Q9H777
322,Q53EL9,SEZ6, / 716,0.0,,,False,Q53EL9
323,Q9H160,ING2,9 / 716,1.1,2.0,9,False,Q9H160
324,O75762,TRPA1,1 / 716,2.0,2.0,1,False,O75762
325,P06703,S100A6,72 / 716,2.9,15.0,72,False,P06703
326,P35580,MYH10,379 / 716,30.0,750.0,379,True,P35580
327,Q9Y2W2,WBP11,131 / 716,5.5,42.0,131,False,Q9Y2W2
328,Q96DY2,IQCD,1 / 716,1.0,1.0,1,False,Q96DY2
329,Q9BXJ3,C1QTNF4,1 / 716,1.0,1.0,1,False,Q9BXJ3
330,Q13705,ACVR2B, / 716,0.0,,,False,Q13705
331,Q9UHL4,DPP7,5 / 716,7.2,23.0,5,False,Q9UHL4
332,O95813,CER1, / 716,0.0,,,False,O95813
333,Q6PF05,TTC23L, / 716,0.0,,,False,Q6PF05
334,P02814,SMR3B,1 / 716,1.0,1.0,1,False,P02814
335,A0A096LNP1,LOC100129216, / 716,0.0,,,False,"P59861, A0A096LNP1"
336,Q9NZ32,ACTR10,16 / 716,1.1,2.0,16,False,Q9NZ32
337,Q96LZ7,RMDN2, / 716,0.0,,,False,Q96LZ7
338,Q9Y6L6,SLCO1B1, / 716,0.0,,,False,"Q9Y6L6, Q9NPD5, G3V0H7"
339,Q9BQI4,CCDC3,2 / 716,1.0,1.0,2,False,Q9BQI4
340,P16591,FER, / 716,0.0,,,False,P16591
341,Q9Y2C2,UST, / 716,0.0,,,False,Q9Y2C2
342,Q9UH73,EBF1, / 716,0.0,,,False,Q9UH73
343,Q8N568,DCLK2, / 716,0.0,,,False,Q8N568
344,O14595,CTDSP2, / 716,0.0,,,False,O14595
345,P49221,TGM4, / 716,0.0,,,False,P49221
346,Q16206,ENOX2, / 716,0.0,,,False,Q16206
347,Q9Y281,CFL2,392 / 716,3.8,38.0,392,True,Q9Y281
348,Q6NV74,KIAA1211L, / 716,0.0,,,False,Q6NV74
349,Q9NYZ1,TVP23B, / 716,0.0,,,False,"Q9NYZ1, Q96ET8"
350,Q96RD9,FCRL5,1 / 716,1.0,1.0,1,False,"Q96P31, Q96RD9"
351,Q9BT49,THAP7, / 716,0.0,,,False,Q9BT49
352,Q5VVH2,FKBP1C,4 / 716,1.5,2.0,4,False,"P62942, Q5VVH2"
353,A2RU54,HMX2, / 716,0.0,,,False,A2RU54
354,Q8NDZ2,SIMC1,1 / 716,2.0,2.0,1,False,Q8NDZ2
355,Q8TDX9,PKD1L1,1 / 716,1.0,1.0,1,False,Q8TDX9
356,P14854,COX6B1,44 / 716,1.7,4.0,44,False,P14854
357,A1Z1Q3,MACROD2, / 716,0.0,,,False,A1Z1Q3
358,P22314,UBA1,301 / 716,10.7,146.0,301,True,P22314
359,Q96EK6,GNPNAT1,8 / 716,1.4,3.0,8,False,Q96EK6
360,Q99518,FMO2, / 716,0.0,,,False,Q99518
361,Q13214,SEMA3B,3 / 716,1.0,1.0,3,False,Q13214
362,O95500,CLDN14, / 716,0.0,,,False,O95500
363,Q5TCX8,MAP3K21, / 716,0.0,,,False,Q5TCX8
364,P0DP01,IGHV1-8, / 716,0.0,,,False,"A0A0C4DH31, A0A0C4DH33, A0A0C4DH29, P0DTW3, A0A0A0MS14, A0A0C4DH39, P01742, A0A0G2JMI3, A0A0B4J2H0, P0DP01"
365,Q8N511,TMEM199,6 / 716,1.0,1.0,6,False,Q8N511
366,Q9BSJ6,PIMREG, / 716,0.0,,,False,Q9BSJ6
367,Q8TB72,PUM2,48 / 716,1.3,4.0,48,False,Q8TB72
368,Q5T1V6,DDX59, / 716,0.0,,,False,Q5T1V6
369,P78415,IRX3,1 / 716,1.0,1.0,1,False,P78415
370,O00311,CDC7,3 / 716,1.0,1.0,3,False,O00311
371,P49279,SLC11A1, / 716,0.0,,,False,P49279
372,Q9Y3A5,SBDS,33 / 716,1.5,5.0,33,False,Q9Y3A5
373,Q9NY64,SLC2A8,1 / 716,1.0,1.0,1,False,Q9NY64
