,uniprot,protein,description,pepNum_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_4_processed_census-out_07142022_EV1-98_16pl_M,pepNum_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,pepNum_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,pepNum_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,pepNum_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M
995,Q811U4,Mfn1,Mfn1 Mitofusin-1,11.0,114.71494490531784,85.28505509468216,101.4236365011725,55.39927885221514,60.88403641039864,77.32318011044151,98.49365843818553,76.33172798103836,107.7909175723039,109.52469805088379,78.86230111702261,103.36619682795833,88.0859325752036,69.79399379712046,54.9292720441766,77.71249905443909,4.0,107.1651090342679,92.83489096573209,0.0,111.15264797507788,258.816199376947,243.1152647975078,98.56697819314641,117.38317757009347,126.85358255451713,101.55763239875388,,,,,,,,,,,,2.0,91.23831775700934,108.76168224299066,93.07827102803739,0.0,243.80841121495328,134.9591121495327,150.321261682243,54.58528037383178,88.84345794392523,44.59696261682243,4.0,106.20178957112003,93.79821042887998,75.68651650725084,129.65134217834003,194.23017587164455,125.48596112311014,108.63930885529159,181.98087010182041,175.5939524838013,179.85189756248073
996,O55135,Eif6,Eif6 Eukaryotic translation initiation factor 6,2.0,86.54500261643119,113.45499738356881,83.39874411302984,143.3150183150183,116.9086865515437,229.50680272108843,121.7294610151753,135.8712715855573,189.8940345368917,169.96336996336996,91.16954474097331,144.05416012558868,400.8176347462062,119.15227629513343,83.01282051282051,158.8173731030874,1.0,75.64032697547684,124.35967302452315,96.47956403269755,205.55858310626704,260.66485013623975,192.32697547683924,161.74386920980925,344.93732970027247,253.55858310626704,212.05449591280652,1.0,103.74261326329612,96.25738673670388,69.20551543007223,0.0,0.0,90.47931713722916,119.23834537097832,115.03611293499671,110.70256073539069,212.21273801707156,,,,,,,,,,,,1.0,92.4357034795764,107.56429652042361,89.10741301059002,114.56667387075858,159.02312513507673,155.97579425113463,153.87940350118868,280.63540090771556,122.26064404581803,142.3816727901448
997,P46935,Nedd4,Nedd4 E3 ubiquitin-protein ligase NEDD4,10.0,97.71624726942608,102.28375273057391,109.69672898521945,84.90737325881585,76.36244999858151,140.6905160430083,107.3165196175778,101.01846860903856,115.11815938040795,119.12110981871827,103.6256347697807,127.77383755567533,141.20684274731198,77.85752787313115,57.80305824278703,102.72348151720617,13.0,88.6171405278712,111.3828594721288,92.0615510037705,219.38245184958726,494.7314786507694,359.60460613471923,332.13084683583,306.0022419239784,348.47651075104454,568.7761133190666,10.0,130.29117774880487,69.70882225119513,97.08822251195133,182.32652469940604,224.91670288280457,456.55512096190057,291.6702882804578,318.4702303346371,301.86875271621034,590.8735332464146,11.0,107.65616362631287,92.34383637368711,109.92260917634052,108.01547816473189,479.1873963515754,175.15201768933113,456.9098949695965,231.5644002211166,345.41182974018795,318.4632393587617,15.0,118.32611832611832,81.67388167388168,75.79365079365078,106.74603174603175,357.93650793650795,203.7878787878788,396.86147186147184,290.1875901875902,234.84848484848487,183.11688311688312
998,E9Q8B5,Gm4788,Gm4788 Protein Gm4788,10.0,77.10453576778895,122.89546423221105,134.9659940498379,28.861802913188118,34.0059501621173,37.57745409020896,48.84618901259662,32.85249083914166,115.22495973442301,100.57321301721045,12.630379586583299,22.52199660995492,15.034357614589855,14.816325669393237,9.167188302234477,10.94942362200294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,120.23918279212691,79.7608172078731,52.35445560999917,83.78041690889461,157.4121750685159,136.81587907981066,172.8095673116851,110.77153060377046,136.03521302217422,102.86521053068682
999,Q8BP47,Nars,"Nars Asparagine--tRNA ligase, cytoplasmic",7.0,107.82417440243233,92.17582559756768,121.82941423812142,79.17973930200213,75.31131739819517,135.31067050490023,115.72274153378402,101.16764239738656,190.4712617653718,144.06960571853674,110.62522236957012,123.53074360384255,123.45311640844842,104.53148753113175,63.505514765339456,126.2282886437882,3.0,91.34864444828182,108.65135555171818,56.84683128993265,142.7041961664652,421.51614574339493,613.1238128129856,225.6259713348299,239.02607494387843,220.30737351061993,433.0167501295113,2.0,126.27402355858648,73.72597644141351,98.32610043397396,187.5015499070056,205.05889646621202,622.7402355858649,304.0297582145071,316.5778053316801,215.87104773713577,413.4407935523869,3.0,95.46834589002586,104.53165410997414,77.69031822781963,73.66468008546047,190.8579781850894,128.01079500730913,183.36894186438772,131.99145395254695,288.44034633981784,150.06184639604183,4.0,105.07541297581997,94.92458702418003,68.78142207325833,182.23605458463012,188.0296863777831,207.11036629159682,204.04596600430932,344.07469475700265,223.0069427819009,248.76705769691165
1000,Q921F4,Hnrnpll,Hnrnpll Heterogeneous nuclear ribonucleoprotein L-like,8.0,99.9109230597929,100.0890769402071,136.27658389934305,50.91303863712281,75.84344727758602,118.70615744349182,129.22837100545595,105.34461641242623,135.2800356307761,156.52488587017035,78.24852466317782,102.3048658278588,126.79545707604944,94.66651820509966,77.12949560182608,93.05756597260884,5.0,82.44752121482804,117.55247878517194,113.30951317552478,164.716391246092,232.7824921840107,328.13756141134434,110.71907101384546,258.06163465832964,311.4336757481018,358.46359982134885,7.0,134.15528836356225,65.84471163643775,127.38944365192582,156.79641328714084,212.39046260444266,394.17159160383125,193.58059914407988,210.25066231913593,312.45159975545135,396.94314244956183,6.0,99.26144756277697,100.73855243722305,139.62861363156784,71.12259970457903,148.66005486389534,122.73686431736652,175.68052331715552,134.16332559611732,169.48723359358516,97.86874868115636,6.0,113.04548248309774,86.95451751690227,76.04486785494777,76.459741856177,187.66133988936693,211.4781807006761,221.419791026429,164.88936693300553,196.29686539643515,92.56299938537185
1001,Q91ZJ5,Ugp2,Ugp2 UTP--glucose-1-phosphate uridylyltransferase,7.0,87.43536659765769,112.56463340234231,81.34857531479092,70.35664636402731,37.28384690009701,67.62929180793503,39.05607729004771,60.87641393381139,95.73444547791213,76.8114854931141,57.90002700351046,93.36313720783703,117.17923330032905,39.7371658315581,23.411543500655085,59.51923750087511,4.0,32.27937706465313,167.72062293534685,109.57999056158565,92.73242095327984,525.1061821613969,393.487494100991,517.7914110429448,855.6394525719678,548.3246814535158,1234.119867862199,6.0,103.39682539682539,96.60317460317461,119.04761904761905,122.03174603174602,457.7460317460318,912.1904761904763,295.4920634920635,473.8730158730159,359.46031746031747,753.3015873015872,5.0,99.51990398079616,100.48009601920384,96.87937587517503,92.17843568713742,371.5743148629726,223.26465293058612,376.3352670534107,423.3046609321864,820.3240648129625,287.2974594918984,3.0,113.07643714466202,86.92356285533796,58.46493998736576,62.31838281743525,320.0884396715098,150.1895135818067,364.68730259001893,215.79279848389135,244.6620341124447,220.43588123815542
1002,Q3U6U5,Gtpbp6,Gtpbp6 Putative GTP-binding protein 6,6.0,108.84899298277591,91.15100701722409,110.99972660165862,62.428992375224034,51.918345028706824,83.8239314681491,94.55633524712172,66.73349737233816,111.79561955101917,94.1948418846259,76.47559160363316,114.6511133388013,96.11470579300708,77.65424223093046,66.94006500805007,75.11163765606489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,113.43794579172611,86.56205420827389,0.0,74.57917261055634,300.0285306704708,109.95720399429388,181.28388017118402,146.16262482168332,115.69186875891585,84.53637660485022
1003,Q99J39,Mlycd,"Mlycd Malonyl-CoA decarboxylase, mitochondrial",6.0,111.75867312656929,88.24132687343071,103.96435265410051,73.45899494288645,65.62931003996181,105.6618453159812,97.0541429430279,83.99052233263782,118.00403154507197,106.57424762174206,81.12600346571418,140.50995508717332,163.69487569402693,98.4687201612618,59.60321109028539,83.38932701488842,4.0,85.23340743093046,114.76659256906953,111.78151794220388,97.61829152111781,275.0079390282629,372.81676722769134,184.630041282947,172.18164496665608,291.2670689107653,281.48618609082246,2.0,148.37942955920485,51.620570440795156,92.04840103716508,148.1417458945549,156.52549697493518,264.77960242005184,291.076058772688,133.8591184096802,187.942955920484,248.6819360414866,2.0,111.35184971764436,88.64815028235566,121.88544427797625,77.60746801890053,386.83876915984786,89.50097960124467,229.59548230955397,142.4455456955169,216.11155929468708,206.01590411432525,4.0,103.35954253037885,96.64045746962115,64.64617583988563,116.14010007147964,404.9177984274482,117.28377412437456,224.33166547533952,196.85489635453897,189.53538241601143,128.43459614010007
1004,Q9CQZ5,Ndufa6,Ndufa6 NADH dehydrogenase,2.0,104.92895391491335,95.07104608508664,90.84412025129653,77.97571362313953,62.00193953704094,122.51127882953156,80.68895728802124,87.07888856094785,114.71729139435847,104.21638487161108,81.77256820002529,100.13070793101994,151.0983682590547,67.28085339629801,68.54998524265295,78.54703377324283,1.0,61.72106824925816,138.27893175074183,145.6973293768546,170.02967359050444,340.7715133531157,336.02373887240356,254.00593471810092,241.83976261127594,356.02373887240356,578.6350148367952,1.0,116.72552166934189,83.27447833065811,80.64205457463885,138.61958266452646,131.10754414125202,290.4012841091493,321.86195826645263,163.6597110754414,267.7367576243981,348.57142857142856,2.0,103.84135071681901,96.15864928318098,93.02162945202058,75.96783056096709,259.613367301064,61.47160197812078,195.6441380688346,121.39467505869423,206.4538688246166,255.8968979469504,2.0,126.35727657897328,73.6427234210267,40.12217952507636,86.71593260419745,196.24790619765494,72.4406345452754,159.49157552468222,120.14188590008868,80.57148487535719,76.93762932308601
1005,Q8BG51,Rhot1,Rhot1 Mitochondrial Rho GTPase 1,7.0,87.92207100906687,112.07792899093312,119.37756170265618,83.5359037598254,74.96939264358844,108.12115190120477,99.02588761333594,78.88003690626164,154.5343245976685,114.65072126900762,61.40279281037634,94.0754804024202,132.2841072410795,106.05582072073672,71.29650987419933,62.6554764988733,4.0,70.2420503084955,129.7579496915045,87.70764119601328,170.28951115329852,298.718557190318,374.8457522543901,253.82059800664453,219.64878974845755,301.18652112007595,316.56383483626007,4.0,149.57534578985684,50.424654210143174,107.83790342149963,198.25285124969668,171.07498180053383,284.2999272021354,149.81800533851006,242.85367629216208,270.08007765105555,338.1703470031546,3.0,110.02239641657334,89.97760358342664,97.08846584546473,89.02575587905936,228.89137737961926,177.88353863381857,201.79171332586785,111.53415453527435,155.48712206047034,112.20604703247481,5.0,111.8685331710286,88.1314668289714,94.09616555082167,108.55751673767497,234.7900182592818,183.81010346926354,225.6360316494218,219.4765672550213,229.62872793670118,160.80340839926964
1006,Q920L1,Fads1,Fads1 Fatty acid desaturase 1,6.0,103.11064290521756,96.88935709478244,174.88660638515788,57.01577268603869,50.59549937084833,76.76235624615924,110.44977028648348,58.75398706581218,102.71266789570714,107.12550844233752,86.58882743686536,119.52125947385363,92.47651654815205,64.45439381968221,49.98097913557487,52.50929096069997,1.0,95.7770632368703,104.22293676312968,113.78349410503752,78.71382636655949,221.37191854233654,261.3933547695606,234.96248660235798,140.10718113612003,181.84351554126474,335.5627009646302,,,,,,,,,,,,,,,,,,,,,,,1.0,92.86095780665836,107.13904219334165,198.6469645718355,314.5095246572904,349.6528395940894,272.6722449706249,317.21559551361935,417.3758233932705,486.80790457539615,343.279330603525
1007,P06728,Apoa4,Apoa4 Apolipoprotein A-IV,6.0,135.83909849511446,64.16090150488553,100.09985022466302,736.1814421225305,68.78254047500178,424.3777191355823,198.3738677697739,186.17787604307824,344.911204621639,309.4715070251765,29.27038014406961,71.96348334640896,74.28856714927609,40.50353041865773,30.14763568932316,42.45060979958634,11.0,70.57989005142757,129.42010994857245,93.88189395282852,219.50700478808298,778.0102855116155,688.6682035821954,437.1697109416563,1163.7879056570314,478.02801915233204,933.8180528462493,11.0,129.82573167681147,70.17426832318853,57.40015008755107,89.93579588093054,394.5634953723005,477.8120570332694,124.02234636871508,505.5782539814892,212.90752939214542,354.07320937213376,10.0,94.37741862053267,105.62258137946733,141.41816526291828,90.79216936034601,241.39540177555202,127.74869109947645,362.99795128613704,339.9385385841111,466.6742544957888,125.89346687912588,11.0,102.6561853537443,97.3438146462557,32.85064129085644,57.81547372776169,229.4166321886636,120.48820852296235,432.2383119569714,318.0554406288788,270.1613570541994,183.8394704178734
1008,Q9ERL7,Gmfg,Gmfg Glia maturation factor gamma,1.0,90.49780106671658,109.50219893328344,105.32422569476934,46.36942079161599,47.97417423037335,90.66155141761017,118.99036212220454,92.0510901094788,161.4017030036493,187.18068681575747,64.19013755029475,103.19079255169832,87.15729390848695,75.59184055394404,65.32235426218772,76.62112847384674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,109.6182634730539,90.38173652694611,125.59880239520957,132.78443113772457,268.2634730538922,180.23952095808383,254.37874251497007,333.72005988023955,263.39820359281435,273.39071856287427
1009,Q78IK2,Usmg5,Usmg5 Up-regulated during skeletal muscle growth protein 5,2.0,91.03946854239938,108.96053145760062,114.15005861664713,82.01641266119579,95.56076592418914,122.94646346228997,91.8483782727628,87.0418132082845,151.3520906604142,130.20711215318482,82.17663149667838,111.76631496678391,82.68073466197734,97.67096522078937,58.66354044548652,66.9831965611567,1.0,86.93994280266921,113.06005719733079,76.04861773117254,129.07530981887513,309.8903717826501,223.64156339370828,200.3813155386082,186.98760724499525,241.63489037178266,393.1839847473785,1.0,121.14920328343794,78.85079671656204,98.93771125060357,56.39787542250121,144.32641236117817,204.00772573635925,140.17382906808305,170.54563013037182,179.57508450024142,231.8686624818928,1.0,123.35035750766087,76.64964249233913,145.84269662921346,80.10214504596527,410.7660878447395,130.74565883554646,181.75689479060267,143.28907048008173,168.21246169560777,104.20837589376914,1.0,111.97931628842287,88.02068371157713,90.05458201666188,120.57454754380925,335.3289284688308,135.37489227233556,208.1815570238437,199.86210858948579,169.87072680264293,111.96782533754669
1010,E9Q4K7,Kif13b,Kif13b Protein Kif13b,20.0,96.85632507395121,103.14367492604879,127.24638028287087,61.43638998335349,77.0673405108921,110.37472605118501,123.13864504616711,89.97736554053245,158.57774158393312,165.13335169638688,78.50923941030646,134.53012538771992,139.2917450090418,105.59634016359085,73.22547035364846,87.89834852277218,21.0,79.3377607333271,120.6622392666729,78.21532129828827,162.36086427836497,344.21476007857075,374.5019175007015,253.89580020578055,273.5946122907118,248.15265176316527,430.2684500982134,18.0,119.37812326485286,80.62187673514714,148.3342587451416,201.74902831760133,270.54414214325374,373.5980011104941,164.38089950027762,333.953359244864,318.07329261521375,493.36479733481394,19.0,109.77795091546551,90.22204908453448,85.4434489027399,63.56750205601004,301.97809808250014,253.6120850106047,355.54689867116826,142.3364930961347,209.51391594165258,108.44479071981993,21.0,107.50274284749767,92.49725715250233,62.46096717022533,116.65119419360283,237.8175373449236,251.8102793484682,306.962612878724,194.48054688159337,221.30981517427634,138.77120432103976
1011,Q91VR5,Ddx1,Ddx1 ATP-dependent RNA helicase DDX1,8.0,92.24604789481921,107.75395210518077,125.00234778525592,58.89497573955236,73.59524182188136,96.39693222726561,98.11864141493191,70.53999060885897,149.69478791673188,115.50477383002035,79.18610111128503,112.59978087337612,129.80435122867428,102.82673344811396,68.0607293786195,87.32508999843482,4.0,83.47169811320755,116.52830188679246,101.48427672955975,132.77987421383648,413.8867924528302,449.9622641509434,219.8238993710692,395.2201257861635,303.3459119496855,330.6163522012579,3.0,153.6665450565487,46.333454943451294,87.70521707406056,178.62094126231304,210.8719445457862,380.80992338562567,171.10543597227291,260.4888726742065,236.48303538854432,394.9653411163809,5.0,118.59320046893318,81.40679953106682,93.69284876905041,80.65650644783119,266.588511137163,208.3470105509965,433.810082063306,194.57600625244237,328.6752637749121,154.95115279406016,7.0,108.9628681177977,91.0371318822023,58.57874519846351,109.79513444302175,257.5330772513871,277.891591976099,411.01152368758005,387.1745625266752,350.2987622705933,251.04566794707642
1012,Q5BL07,Pex1,Pex1 Peroxisome biogenesis factor 1,16.0,94.05298835984551,105.94701164015447,85.27560969022605,87.69276473924434,41.61287708969131,66.87012180300862,62.63537418640451,56.55062521943447,110.84343857185297,91.08488400356497,101.44759229751263,139.26594107002998,98.57671428957248,96.50255219164393,53.18551327409728,44.03543360250628,4.0,89.97632202052091,110.02367797947909,57.4585635359116,150.59194948697711,483.0833991054986,485.39857932123124,389.3712181004999,239.51591686398314,279.34754012102076,403.84109444882927,1.0,120.82580645161289,79.1741935483871,44.23225806451613,162.99354838709675,201.90967741935486,380.23225806451615,121.18709677419355,211.81935483870967,282.94193548387096,348.0774193548387,4.0,123.71929481857693,76.28070518142306,86.71192069150754,49.284563168432875,267.2657127508912,230.9322654685745,329.3255848024613,131.60130878546664,188.13302729892075,84.76827660301802,6.0,101.38760407030527,98.61239592969473,0.0,102.92938637064447,238.48288621646626,207.2155411655874,310.0832562442183,265.18655565834104,218.93308664816527,246.43848288621646
1013,Q99M87,Dnaja3,"Dnaja3 DnaJ homolog subfamily A member 3, mitochondrial",8.0,105.91809957875837,94.08190042124163,112.16766797873075,70.05731648366826,104.17098266694289,109.39161660106348,115.31662178026379,103.46661142186313,147.09619501415648,135.0321110420551,63.075754436848285,111.48401353497685,191.5613562599268,156.02513638560873,74.96029279745873,131.71742282991505,1.0,113.85722855428915,86.14277144571085,156.44871025794842,115.65686862627476,357.3285342931414,236.59268146370724,258.02839432113575,98.46030793841231,196.08078384323136,186.04279144171164,2.0,144.99492861043925,55.00507138956075,87.60240305843801,81.87563392369509,109.46399313411874,246.6099711320902,232.33205898416168,104.01810095966295,158.46141842864944,183.6623234766326,,,,,,,,,,,,1.0,128.57142857142858,71.42857142857143,90.07003741725032,102.23544085196201,145.1597428763312,78.76810898973424,145.5339153794493,285.0906648757555,169.68243308068693,125.14631104288591
1014,Q9DCV7,Krt7,"Krt7 Keratin, type II cytoskeletal 7",3.0,74.47225014549494,125.52774985450506,98.6508650335961,61.22427384794455,71.02269721178773,79.35029892598276,266.0599968255648,269.02280302629487,430.23120469816416,347.8334479657161,128.35299719591555,723.7077403311994,199.8306967885297,161.29305327760437,169.17623406168985,224.72885032537963,12.0,94.13930653574715,105.86069346425285,224.48603866216632,302.97637312058913,313.0408100644369,281.5587603559374,148.38907640380486,293.77109542804544,502.42405645903654,564.5289966247315,12.0,200.0,0.0,1980.5139186295503,1626.980728051392,313.70449678800856,683.2976445396146,346.8950749464668,2357.1734475374733,3107.9229122055676,3497.430406852249,,,,,,,,,,,,7.0,92.9003418353931,107.0996581646069,324.4543781225349,861.2937154877729,129.50302392847752,192.2166710491717,129.95003944254535,2122.5085458848275,1302.8398632658427,687.5098606363397
1015,Q8BQ47,Cnpy4,Cnpy4 Protein canopy homolog 4,5.0,78.77561615206959,121.22438384793041,134.40401472242374,42.68304858000492,44.72235718516842,48.83025950601343,31.05153513880477,19.71021052001038,108.75558247419251,87.90325264397958,6.051368746131371,13.19427342975234,9.665417612331693,7.936264950381705,5.880982648572018,8.064054523551219,8.0,80.0,120.0,91.97247706422019,123.80733944954127,1478.0275229357799,2161.2385321100915,984.9541284403668,1922.1559633027525,2318.7155963302753,2014.4036697247707,7.0,127.18327183271833,72.81672816728168,154.78474784747846,152.42312423124233,2227.207872078721,2467.5522755227553,1148.7330873308733,2810.971709717097,3603.0012300123,3712.4723247232473,8.0,104.91803278688525,95.08196721311475,142.04124801692225,140.6663141195135,1876.0973030142782,1714.383923849815,1562.9825489159175,946.4833421470122,832.0994182971972,521.6287678476997,8.0,118.07038355081059,81.9296164491894,104.65269540002635,111.37471991564519,1583.1290365098193,1406.6956636351654,1770.080400685383,978.2259127454857,1470.3044681692368,747.9899828654277
1016,P12246,Apcs,Apcs Serum amyloid P-component,3.0,108.58802880832779,91.41197119167221,77.89142407553108,112.40089572111603,69.96308176481269,96.34448949948556,509.61689765781034,518.1565091085154,505.76166555710216,409.4232282273195,83.00550747442958,144.70737759486775,83.02971615324094,111.68673969618108,259.87411487018096,461.2176965442111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,P56371,Rab4a,Rab4a Ras-related protein Rab-4A,1.0,81.39128971884003,118.60871028115997,85.41627236977688,86.21958656656783,68.4373225663996,128.87514983281812,142.47681534288057,97.79824616743423,163.24101528820475,157.5547284083023,85.48356570563371,99.80022290917503,137.35411015077915,86.98925409543035,82.1483397472294,85.08401152398376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,P28271,Aco1,Aco1 Cytoplasmic aconitate hydratase,8.0,113.66639141205614,86.33360858794384,102.55711533168181,66.9777043765483,49.44398568676026,72.42499311863475,82.95623451692816,83.19020093586568,95.01789154968345,82.06440957886045,63.289292595650984,87.56124415083953,139.07789705477566,64.3793008532893,47.93559042113956,80.19543077346546,2.0,80.72538860103627,119.27461139896374,85.49222797927462,164.24870466321244,475.02590673575133,261.34715025906735,318.13471502590676,575.6476683937824,554.6113989637306,1175.1295336787564,4.0,132.60036648342495,67.39963351657504,92.78693986340163,99.91670831251042,219.22372147259702,302.5154089621856,322.50541395968685,156.6216891554223,169.7817757787773,318.47409628519074,4.0,106.70221791298025,93.29778208701975,145.31571930675068,112.18034177675433,283.8686219852139,138.31050781723428,286.24409162525757,219.3188704399467,300.69082535450246,393.50381771906433,5.0,115.50919571781499,84.49080428218501,83.61240735657425,88.22399121603074,336.975020587428,103.92533626132308,243.04144935492724,183.53005764479823,110.45841339555311,112.10540763107329
1019,Q9DBA6,Tysnd1,Tysnd1 Peroxisomal leader peptide-processing protease,6.0,96.00950746071571,103.99049253928429,105.10233725075928,98.59500858312425,57.66274924072362,98.60557242836391,86.57863462300277,92.99881156741053,152.4706193054272,134.98217351115807,83.25630529512743,129.49953783177077,123.79770236366036,112.57097583520401,70.84906906113827,92.33857123993133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Q9Z1Q5,Clic1,Clic1 Chloride intracellular channel protein 1,2.0,94.14225941422593,105.85774058577407,106.84009459705295,61.82917955248317,60.72857922503183,89.48972166636348,150.2319446971075,122.13025286519921,238.7165726760051,217.90522102965255,66.790976896489,88.22084773512825,97.90340185555758,84.31871930143716,71.20247407676915,94.19683463707477,5.0,88.0515508955876,111.94844910441242,66.01135867190912,87.89864569681085,415.3342070773263,243.75273044997817,246.98558322411532,156.61861074705112,121.6688510266492,152.35910878112713,4.0,170.8381171067738,29.161882893226178,190.2985074626866,173.47876004592422,257.6349024110218,395.1205510907003,214.86796785304247,287.0264064293915,234.27095292766933,359.07003444316877,3.0,102.99524891551333,97.00475108448667,137.9053914480479,94.60855195207601,297.95496798182194,126.42016112373477,235.5711629828548,256.59987605866553,245.7343524065276,126.42016112373477,6.0,98.11413176585843,101.88586823414157,102.71858927259368,114.03379867744306,177.12466323781533,111.63360274308107,174.92040166544206,408.4251775655155,209.45383296595642,220.76904237080578
1021,Q6NT99,Dusp23,Dusp23 Dual specificity protein phosphatase 23,2.0,108.60191699324804,91.39808300675197,122.06619764861419,69.55097030076963,59.36257613673922,78.92251758817696,100.8347891779593,85.1607724632891,134.3358987676472,108.58303036026254,83.69611407526322,113.45106001227632,104.3373152651211,90.02974644695217,64.19188819113273,102.92270645450682,2.0,92.60370697263902,107.39629302736098,104.06001765225066,189.6910856134157,251.33274492497796,218.44660194174756,183.54810238305384,276.2930273609885,288.9143865842895,264.0600176522506,,,,,,,,,,,,2.0,113.09459798544646,86.90540201455353,175.75366526866688,81.98014123382443,179.28809549413916,131.69874896942324,197.3832311718106,174.51338853640178,234.10402552245762,118.2707818044951,1.0,128.36261231058066,71.63738768941934,44.642617674668095,79.33485315810648,169.29059943677083,116.23977470832773,189.9289258414912,147.15032855035537,135.25546466407403,95.31983371328953
