,uniprot,protein,description,pepNum_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_4_processed_census-out_07142022_EV1-98_16pl_M,pepNum_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,pepNum_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,pepNum_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,pepNum_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M
0,Q8BWT1,Acaa2,"Acaa2 3-ketoacyl-CoA thiolase, mitochondrial",35.0,108.4737491959513,91.5262508040487,120.31673973959913,44.23857511478489,42.08853038379925,38.42280762718757,31.54384745624866,31.412242242316253,54.137061654824656,39.26271505992474,98.139043126585,103.13412641494088,39.90891144743555,36.69863145364613,25.742867071340374,19.69198465098741,18.0,74.2271812694348,125.7728187305652,47.21663313212609,134.05280165843547,220.05975245411867,136.1258459850009,111.34686909334796,86.77519663435156,128.35802694957624,156.02707152002927,14.0,149.30828351836038,50.691716481639624,102.10076857386849,195.73014517506405,144.62852263023058,271.0503842869342,173.69769427839455,98.88983774551664,165.70452604611444,213.39026473099915,17.0,109.27393446134074,90.72606553865924,88.7127864639109,47.59049046905119,283.76526022702933,71.12872135360891,129.19254658385094,84.98607838937674,114.64981794816877,92.46091240094239,21.0,111.54856897128387,88.45143102871613,59.219265134502365,112.47551244684408,284.83921830952266,73.35276410721964,115.50480194944814,157.54216637201966,108.3186009842802,81.09321993406279
1,E9QPD7,Pcx,Pcx Pyruvate carboxylase,97.0,92.76126191225103,107.23873808774897,109.75338133655244,65.15119313786332,79.96871572969711,109.45074002601356,114.00056107658696,88.0006120835494,132.5721961047683,137.32604500514321,74.56367794203909,125.75256522515323,130.87876495141586,108.72134046297319,82.25552787955556,86.39219253428094,67.0,93.26111863347568,106.73888136652432,72.21469985765371,146.21393604832832,151.4008957400271,224.78908447036767,99.64934208242197,120.94573481928965,192.52161233204873,143.0475992084158,67.0,141.5300034361041,58.46999656389592,87.16458938556212,122.60644113328961,83.67850560709712,148.97073064067723,88.90763127479462,105.01983569175022,168.13794396026614,129.39743229313092,66.0,111.38310893512853,88.61689106487148,105.49731254323878,51.04571337342345,123.27177904315896,104.66712788036827,106.43393113724655,64.00936618594008,89.26613804480868,66.23383534670853,71.0,114.96785662608264,85.03214337391736,67.29644252434008,86.42950162267194,119.05244227628833,115.01746697810944,114.88517270603799,106.93511379374496,127.2505529487153,65.08464766314572
2,Q91ZA3,Pcca,"Pcca Propionyl-CoA carboxylase alpha chain, mitochondrial",63.0,111.55527423018208,88.44472576981792,214.8653982202033,31.84421193729754,101.07458018393716,86.16003276613174,130.69367390252074,100.1035111888893,137.71009420262874,143.8999143612466,121.34639014037309,174.07454294969654,228.30695907956957,167.0908887813233,111.89633987414827,119.80936068808876,41.0,91.97357430328803,108.02642569671197,94.44908497228339,203.67529804844713,153.81577948211708,214.18482800516364,107.6315589642342,160.7411344824968,249.38871592376034,188.53367757612577,40.0,109.5142971291593,90.4857028708407,82.07294104217796,128.55430626105814,104.2862850293933,147.03498658752355,75.47514411277895,116.96820957707894,164.41983905028252,133.57685063637922,40.0,108.06516402588709,91.93483597411291,110.38607453693372,90.48873019415309,110.59138585137246,104.43204641821022,101.37915643829503,92.81856728408837,107.87770586922562,70.18968980138361,39.0,113.22097243684193,86.77902756315808,59.2985230172135,76.4581162180616,95.73076508427067,112.48068422754878,107.48912926294607,97.80069716462428,110.01545261796097,62.98918316742732
3,Q8C196,Cps1,Cps1 Carbamoyl-phosphate synthase,109.0,106.51515407916334,93.48484592083665,115.6668302506219,75.64009273518015,72.56697070719036,105.24258372396054,91.64368030054321,72.70573502783748,111.88804088470717,107.19712994770954,88.62132570693653,103.15942666644102,129.82925219569154,94.14989931125514,48.49305332272858,67.64083732421776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,P16460,Ass1,Ass1 Argininosuccinate synthase,31.0,114.67150098222298,85.32849901777702,90.01406640312372,58.99158441054495,52.887250503237695,77.49739286493828,56.2728882206,48.8516479518832,69.48439356825843,79.13443115950815,90.1838333373754,111.95765527611378,76.72131545121626,55.033589600562664,40.035893580384645,48.03919190939296,3.0,51.20107508819083,148.79892491180917,51.57063665378801,178.06148160591297,67.49538048043003,175.94490173022007,45.859230640013436,92.75995296489165,126.49084495212497,99.31127162775071,1.0,118.0717682663208,81.9282317336792,108.81971465629053,197.23303069606573,275.789018590575,180.76091655858193,111.06787721573714,168.09338521400778,177.90747946389968,339.08344141807174,1.0,82.66409532336938,117.33590467663062,131.63441008333908,48.17136166402645,235.29168675528615,249.2871409876713,146.42881741166747,223.00433914181417,115.43494731042084,95.52999517873133,3.0,76.52069586082784,123.47930413917216,143.20335932813438,471.6976604679064,188.9862027594481,324.5110977804439,180.63587282543492,198.2723455308938,273.7612477504499,140.77984403119376
5,A2AFQ2,Hsd17b10,Hsd17b10 3-hydroxyacyl-CoA dehydrogenase type-2,21.0,101.58594957920953,98.41405042079047,100.85454259288407,133.0105267056133,74.62573256427586,165.82755460092028,111.95156048920943,93.45344455657295,134.71035357509885,126.35009397191025,106.84652489098332,123.7281388006777,174.62295506939108,138.40071844534353,70.7464980418661,82.11385877364343,11.0,75.83983712249746,124.16016287750256,80.52256532066508,204.6827281981676,230.57346454021038,370.7838479809976,166.8815744825246,185.4428232100441,378.7241262300645,332.7451645741432,10.0,140.77493816982687,59.22506183017312,95.6636438582028,134.080791426216,186.77658697444352,269.1838417147568,172.36603462489694,187.7328936521022,293.520197856554,257.37840065952184,10.0,114.68998722609807,85.31001277390193,86.48914218335463,60.194556352559694,225.2530215191117,150.04421735285447,143.77517932593102,97.0816547116046,135.128230323278,100.06878254888474,13.0,122.30820995962316,77.69179004037684,58.075370121130554,83.93337819650067,225.5383580080754,155.63593539703905,204.23956931359353,122.37550471063257,163.39165545087485,92.26110363391655
6,P67778,Phb,Phb Prohibitin,16.0,107.34200499277362,92.65799500722638,155.51964262252002,85.74168965970306,76.03205886217317,107.88332676389436,97.13309683353042,89.1420312705295,125.74957298646696,110.12481934042833,80.38628301143082,117.63237419524373,180.71738273551438,122.81434765471029,59.971094468532385,105.7758507423466,15.0,76.03069784044261,123.96930215955737,76.70890594324469,189.93396394788508,304.62252364804567,414.8491879350348,204.06924861681244,195.8950562198822,272.24701053007317,301.873996073532,14.0,126.80109220751943,73.19890779248057,80.67632850241546,133.66939718546524,150.9556815795001,259.52530980886365,182.58769166141568,132.47216971224535,228.62843940348668,232.13610586011342,14.0,117.93233297198609,82.06766702801393,86.02727220859245,57.27163804416043,352.3706281736749,108.301477720089,173.33257260227077,73.23557939179551,114.37211159924688,84.33844924972898,16.0,116.63925594056599,83.36074405943401,46.7362331991153,87.17178018488062,316.91714399137976,105.81863551295865,173.08455736403334,127.73209323427663,114.98894118981455,71.09964271536325
7,P11352,Gpx1,Gpx1 Glutathione peroxidase 1,13.0,93.48206989913938,106.51793010086064,118.37484704227528,50.992141733371824,72.39280763304782,102.09486021391723,93.77314692478748,61.97582759784213,101.36716764979694,116.1218458186135,56.40552395897277,116.91946191403471,130.6163434058451,112.8671493558498,58.422736530573246,61.363590166800144,6.0,110.03671970624237,89.96328029375765,133.82292941656465,183.9657282741738,347.4092207262342,331.15055079559363,202.6111791105671,318.33945328437375,378.96776825785395,558.078335373317,5.0,127.2606002858504,72.7393997141496,161.3149118627918,117.12243925678895,198.36112434492617,301.5912339209147,77.2558361124345,212.92043830395428,236.4935683658885,377.4940447832301,3.0,100.36959881728377,99.63040118271621,217.33754451985754,104.10590686109803,248.03440628989986,156.79053827027752,249.7950406558699,206.1151804314226,289.7789127074793,146.4148914723473,5.0,107.662208025554,92.33779197444599,73.30005989219404,106.12896785785586,200.37532441605111,176.26671990417248,234.4340187662208,186.99141545218606,201.16590137752047,65.37831902575364
8,Q9WVD5,Slc25a15,Slc25a15 Mitochondrial ornithine transporter 1,18.0,116.18963745780127,83.81036254219873,96.245413180684,64.41508880082196,62.198737707324234,89.03860267136356,90.92323499192719,74.39600763246735,107.4710113019228,103.91897842360194,74.06428885953325,99.24262439453985,110.3801555849112,76.42154704241891,52.16791428152062,74.1406135329517,1.0,83.2895230942546,116.71047690574541,42.508449117536614,85.01689823507323,98.15996995869321,138.26511453248216,69.0199023657529,60.9838527975967,118.81336838152458,98.38527975966954,,,,,,,,,,,,,,,,,,,,,,,1.0,105.98642753271935,94.01357246728065,90.11148812409114,157.7072224915172,211.7062530295686,119.29229277750848,166.335433834222,121.06156083373727,181.5802229762482,89.4813378574891
9,P68040,Rack1,Rack1 Receptor of activated protein C kinase 1,22.0,94.04600811907984,105.95399188092016,137.95054742280723,67.8865789149957,80.13285767007012,116.25661212941321,134.64140730717185,106.05855578791979,193.8184278509042,155.4065690736868,83.60191905523435,123.38541025956454,162.7506458358962,127.66637962849059,89.12535367203837,107.98376184032476,6.0,75.31739002066725,124.68260997933274,45.80257848636945,168.18226552504674,208.1881704556638,258.38992225174684,159.67916543647277,136.04960141718334,247.69215628383034,227.46776892038184,4.0,120.4691812327507,79.53081876724931,50.793468261269545,125.45998160073597,131.83072677092915,169.99770009199634,68.04277828886845,102.40340386384545,193.21527138914442,161.1430542778289,5.0,97.36188436830835,102.63811563169165,121.53319057815845,71.88008565310493,208.23982869379014,144.89079229122055,147.10064239828694,104.63383297644539,129.1134903640257,71.77730192719486,7.0,99.11375941441578,100.88624058558422,51.71652400108889,83.16142887389975,181.53110916185233,142.04047064517104,145.27691237409636,105.8104715525846,141.0483651432201,82.21771876228789
10,Q8VBT2,Sds,Sds L-serine dehydratase/L-threonine deaminase,14.0,142.11599158337717,57.884008416622834,84.08469226722778,41.72146238821673,65.29063650710152,101.54918463966334,80.64571278274593,50.397159389794844,71.90952130457654,88.79142556549185,53.02998421883219,61.347974750131506,87.56970015781168,54.17280378748027,41.93056286165176,56.26117832719621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A8DUK4,Hbbt1,Hbbt1 Protein Hbb-bs,11.0,105.86758651385335,94.13241348614666,123.70312673862244,65.86224546567264,50.91888283075554,70.41014799154334,77.73806609547124,197.34282853009904,77.9775230889062,153.02014020251477,64.0222543674196,51.20818960721042,225.3851118281963,55.41782574830311,55.23444976076555,104.54656726382552,6.0,76.60455486542443,123.39544513457557,258.14354727398205,471.152518978606,457.9020013802623,454.3133195307108,199.89648033126295,2014.6652864044167,496.4458247066942,1039.0269151138716,8.0,102.44999598361315,97.55000401638686,41.593702305406055,54.78351674833319,176.41577636757972,242.81468391035426,99.863442846815,199.58229576672827,61.40252229094706,114.69194312796209,8.0,118.1025313763029,81.8974686236971,275.64348011061475,267.7515422250585,314.5926398638588,200.23399276749626,378.2174005530738,491.57626037013404,500.2765369070411,271.1125292490959,6.0,141.70962199312714,58.29037800687286,43.39561855670103,84.66494845360825,415.9042096219931,272.9381443298969,528.479381443299,174.07646048109967,141.60223367697594,89.44372852233677
12,P11679,Krt8,"Krt8 Keratin, type II cytoskeletal 8",29.0,98.0387083419582,101.96129165804182,139.00848685572345,39.34485613744566,70.05278410267024,117.55847650589939,124.05299109915131,114.3189815773132,140.77313185675843,209.22169323121506,87.30594079900642,487.3266404471124,188.33057338025253,120.15628234320017,90.79383150486441,125.05174912026496,13.0,49.565333689982616,150.43466631001738,264.0898756185636,174.08051357496322,169.39949177477598,147.65280192590612,75.29757924301191,210.53898622442156,347.4388123578975,520.6366189648254,12.0,150.56400196174596,49.43599803825405,2329.671407552722,1543.5017165277097,132.41785188818048,294.65424227562534,136.14516920058853,1406.3756743501717,2356.7435017165276,3356.351152525748,,,,,,,,,,,,10.0,82.84840937393864,117.15159062606135,218.0006792709159,734.744707347447,93.44503566172308,158.29276576474584,109.92867655383223,687.2636703271821,543.7337258009736,400.97362164609984
13,Q99LX0,Park7,Park7 Protein deglycase DJ-1,9.0,94.42846122430458,105.57153877569543,118.53700594454781,57.24917184734765,63.72010709261696,66.87843172845669,77.91260153378408,61.83781821482053,147.29228116349776,117.01411262876071,70.88079139628806,107.44838226618869,101.22430457866317,105.73308526568952,61.652675046512684,58.374551890003175,2.0,70.37156012421029,129.6284398757897,243.29157297355178,267.3519648784667,250.2944640753828,260.8844630046043,202.2807581111468,492.99710889816896,478.4559374665382,583.8954920227005,3.0,113.95068067331844,86.04931932668156,108.11118358057756,99.2048403435978,163.7140755748602,241.24283593066986,138.37443277223463,175.07389572723108,180.1640276987552,226.46924133720043,6.0,112.44146077006482,87.55853922993518,113.26735414215517,78.78745933974669,221.0856576002953,118.65642374328095,217.2330265070247,163.35155835467276,210.44593628163426,129.8405887373982,3.0,119.03260639538983,80.96739360461015,42.438778223334,77.91349456560077,245.09221928601272,142.0128168257465,306.17128531816877,119.04454416704198,126.48503166222618,81.79652610844923
14,P13707,Gpd1,Gpd1 Glycerol-3-phosphate dehydrogenase,17.0,83.27753089425946,116.72246910574056,87.87727521762952,150.5399646922749,46.584281974797584,141.6156327996591,67.75917696475315,63.62939063736531,93.63121689900773,94.10360991051317,109.44664272234736,122.34735496438789,98.63760881475619,83.2824009253059,46.60376209898338,48.24496256163633,9.0,77.13605883625351,122.86394116374649,45.77114427860697,163.87627081981398,362.2755786285961,451.6980315812243,277.7417261518495,331.5163313865456,229.24507895306076,289.9415963659961,10.0,143.86362028718963,56.13637971281036,58.95168706231873,135.16304732262856,199.50484544104123,412.2090966966117,246.43135035721863,271.9813255994907,172.73820471104196,242.99356299073355,8.0,123.8922072510071,76.10779274899292,94.66592582303097,68.12057230170858,370.6209195721628,156.29948603972775,353.1323794971524,120.43339352687875,205.02847617724683,123.07264897902486,11.0,106.08553971486762,93.91446028513238,58.183299389002045,97.27087576374745,345.6619144602851,169.22199592668022,349.3116089613034,191.8859470468432,191.8859470468432,121.67820773930754
15,Q7TMM9,Tubb2a,Tubb2a Tubulin beta-2A chain,8.0,95.7877321166158,104.2122678833842,81.5735117304313,50.29647213572977,40.817584856799336,69.9550924355931,62.362939441584196,57.28437689469844,80.35268366371736,83.14579030119926,112.15587138144711,114.23169014808192,66.72421411762288,39.76323334463729,39.34395905909918,35.02378970517208,5.0,95.61677296783824,104.38322703216176,55.04138960510245,106.41878138146288,324.2773782059981,314.452435880038,186.83674854118607,124.71162980051567,112.9325552992265,161.8401411317682,4.0,121.00448095593728,78.99551904406273,106.3293502613891,190.16056758775207,147.9275578790142,224.0104555638536,129.51829723674385,153.69678864824496,148.15160567587753,258.9058999253174,4.0,119.15611814345992,80.8438818565401,72.80398925968547,49.28270042194093,184.31914077483697,131.86037591100884,153.97008055235904,74.29228998849253,93.47142309167626,57.06175680859226,5.0,113.41944465929305,86.58055534070694,73.02962332740351,112.13550932013302,204.5324464382396,147.21942919019259,182.92211307912444,260.2676154381623,236.38332430969137,140.8925670972233
16,P68372,Tubb4b,Tubb4b Tubulin beta-4B chain,4.0,101.35553913025788,98.64446086974212,93.2331540866216,79.60045840142675,58.139676813431976,96.96546392801199,109.43316900501124,78.00419071126812,104.23614454563332,102.60461520726389,122.49082858092208,147.53473611403075,112.92678461235921,83.62706738365351,68.288250411951,74.29222412846089,3.0,85.80583146427428,114.19416853572572,73.37391861582826,236.46267222044216,344.31272028196094,307.78596603652676,140.75616789490547,169.59307914130085,222.3646267222044,336.04613905799425,3.0,132.44974466452166,67.55025533547835,152.7821235646604,209.90052247837764,123.06284499808129,232.91318593736162,133.3766272102016,160.48056203323787,190.58358178114943,275.9394279304543,3.0,123.5017671961782,76.49823280382181,69.86445022721094,48.05220025634054,207.58923369712977,106.31141492212686,188.79092709830272,82.3629937468443,146.4869693556531,82.46397638559833,3.0,114.20618777432823,85.79381222567177,95.83556364414945,170.68836313028584,262.7770046033615,222.3316561395996,228.30532062948294,269.211005245691,202.2374478107269,128.39096456482176
17,P62908,Rps3,Rps3 40S ribosomal protein S3,20.0,96.77073989409416,103.22926010590585,156.70302960155098,63.07763534824503,80.33507914002142,104.02500072340055,129.1877658497063,116.4067247316184,174.48710900199657,155.94490581324692,78.23432390983535,112.71159466419746,152.316328597471,125.79357041581065,89.8232009028039,109.23348476518417,12.0,88.12097731675311,111.8790226832469,29.481972130225582,70.0993563706805,160.13247516090735,259.33887396113226,121.6146972442667,50.41554708492158,141.72342685746423,140.52365181528464,8.0,154.4742268041237,45.52577319587629,133.30584192439864,162.30927835051548,110.79037800687286,165.5257731958763,85.63573883161511,130.6941580756014,285.2233676975945,267.4364261168385,8.0,93.92712550607287,106.07287449392713,88.24911281051632,42.46513720197931,272.16474234018096,181.7563852651572,121.69740590793224,62.02829009846553,77.30294396961064,48.942869995501574,13.0,106.65326440742868,93.34673559257132,92.25540876890676,115.09668772735975,275.3781351713575,221.36703044227457,123.9996170783075,137.54547195098604,241.07792456442655,134.77886272257322
18,P99024,Tubb5,Tubb5 Tubulin beta-5 chain,5.0,78.32940641781583,121.67059358218417,99.16876965949456,74.40647761658154,45.44617335039648,88.29221035509683,86.98855413761348,71.46906507516954,130.92057265192378,123.51245649495878,132.8557247252156,137.81679444092285,92.1672985611941,65.86932341438327,58.7291145901855,57.923000562126994,4.0,81.6649642492339,118.3350357507661,43.130745658835544,107.02247191011236,311.3125638406537,246.14402451481104,167.26251276813076,85.24004085801839,105.97548518896834,177.9877425944842,3.0,132.5581395348837,67.44186046511628,126.02358336062889,234.13036357680969,167.96593514575827,241.97510645266948,166.9505404520144,162.07009498853586,191.2381264330167,295.528987880773,4.0,105.0015565009858,94.99844349901421,99.42928297187922,64.79194770156688,252.1842897167168,144.9517484694407,194.57299989623326,103.74597903912006,166.93991906194873,96.25402096087994,5.0,99.44321178883911,100.55678821116088,85.83748482438146,134.67576506049315,203.0560555950936,135.3539582199523,169.9585548624775,255.6871938711433,167.15368191903545,142.3535814459748
19,Q5SWU9,Acaca,Acaca Acetyl-CoA carboxylase 1,139.0,94.14801709954773,105.85198290045228,91.47982680168242,35.64333262199949,46.62449145366807,62.16277612947194,68.92824936152051,51.74334157103816,65.5055862652908,86.56886973641639,106.63812152794509,175.23869839674532,68.52485423392787,56.906248494152145,55.50193781106514,43.647903515595424,94.0,100.75886283837355,99.24113716162645,173.33786385774152,276.90565182919926,170.7554649450674,248.31804281345566,134.03556461660438,182.71604938271605,427.3190621814475,241.09185638237625,88.0,147.31484502446983,52.68515497553018,117.87275693311582,121.94453507340945,93.58564437194127,90.87112561174551,57.2137030995106,89.13539967373573,202.93637846655793,125.23327895595433,79.0,110.49760290957182,89.50239709042816,272.16619826968645,106.18835069157437,136.2429051633879,99.7299829172866,107.59905218493415,142.04000661266326,114.99421391965615,84.5318785474183,94.0,116.53234833221401,83.46765166778599,90.45220505932393,103.31878218043428,125.55406312961719,111.316319677636,119.07880008954557,151.0633534810835,164.81419297067384,100.4701141705843
20,P05784,Krt18,"Krt18 Keratin, type I cytoskeletal 18",30.0,90.42023590617572,109.57976409382428,140.83060501412746,47.82033457415796,71.78544198771135,121.49392294927569,122.50751222137508,115.49311566578464,141.07054760730142,206.49190474054805,87.43552944342288,422.54563394178587,200.06503117011255,114.80243979010629,89.76319684262457,107.67816298156703,7.0,68.4437475499804,131.5562524500196,270.32536260290084,130.14504116032927,177.2638181105449,171.46217169737358,121.59937279498236,193.17914543316346,444.8451587612701,525.3626029008232,5.0,72.28302367014507,127.71697632985493,609.7989310257062,167.75260880631205,134.0035632476457,208.06821074064646,74.06464749300076,251.20895902265207,524.4336981420208,844.7696614914737,1.0,87.39495798319328,112.60504201680672,82.51050420168067,84.24369747899159,211.5021008403361,195.06302521008402,215.02100840336135,139.5483193277311,191.80672268907563,162.97268907563026,1.0,83.55903300230715,116.44096699769284,54.28829371050256,211.83669375062695,123.16180158491323,198.53545992576989,130.60487511284984,237.71692245962487,209.02798675895275,247.5473969304845
21,E9Q4Z2,Acacb,Acacb Acetyl-CoA carboxylase 2,126.0,103.6136128530768,96.3863871469232,160.61319789834195,25.356656516834892,54.924811370928616,70.37749192007153,84.58413937803545,51.584133533602575,76.55622636657452,89.86867559306383,91.50044125468285,159.5518488863433,97.02810587774616,71.60832948574834,49.55845309550388,54.38011022600422,67.0,104.84283082773784,95.15716917226217,196.95763265791192,231.51702418444353,219.87046170301267,263.8184086992691,129.12234832729217,192.6079980985204,480.1354804207024,310.4403113672827,67.0,168.51494252873562,31.485057471264366,106.93639846743295,76.29731800766284,77.43141762452107,107.04061302681993,58.783141762452104,77.4007662835249,159.816091954023,124.05210727969349,50.0,103.79453189726595,96.20546810273405,359.3151063242198,83.41894504280586,168.67716100524717,103.73377520022093,122.40265120132561,148.7600110466722,173.9629936481635,102.22038111019056,60.0,113.67318025074181,86.32681974925819,89.52925766526772,102.63840252345693,164.98703520543185,115.71546953941565,135.9245101446176,164.37755620305273,165.83709802453953,92.65150097570104
22,P68369,Tuba1a,Tuba1a Tubulin alpha-1A chain,5.0,110.69506891722563,89.30493108277437,74.20947888258273,151.99135156384364,46.74578020196064,94.380973440456,93.12793297461978,87.08876931770718,102.54784894720031,118.12486179700745,209.71966290754528,196.1475148030761,85.05442126729072,56.31311269993367,90.22874130856736,90.32701899216235,3.0,83.34970530451866,116.65029469548134,41.650294695481335,118.664047151277,699.607072691552,515.6679764243614,409.7249508840864,182.95677799607074,236.54223968565816,313.0648330058939,3.0,154.74565073772297,45.25434926227703,93.4045364457168,164.24796300374368,156.36423695221316,457.9387800044043,245.69478088526756,265.161858621449,249.97797841885046,497.0050649636644,3.0,129.3175937904269,70.68240620957309,67.1895213454075,35.67270375161707,374.1914618369987,180.0614489003881,313.17917205692106,97.08926261319533,172.38033635187583,104.77037516170765,3.0,125.66148013585025,74.33851986414976,64.56046125898428,113.766685095964,370.47626569781215,211.13656109312063,299.8815259458178,415.89131980096363,282.29997630518915,198.00963588974014
23,P17182,Eno1,Eno1 Alpha-enolase,18.0,98.20107069752795,101.79892930247205,325.5471579278854,35.31727287041411,111.87608250669186,80.65265312549205,164.3835616438356,143.9143441977641,188.25381829633127,159.3882853094001,75.51960321209258,89.00173201070697,233.32152416942216,177.401196661943,53.88127853881278,145.81955597543694,13.0,94.99496137050723,105.00503862949277,56.16392341283171,206.73736743605738,226.46000287921683,280.6372666634675,161.69681846537742,262.46940832093674,256.09674168626134,229.2432458371323,10.0,141.25636672325976,58.74363327674024,73.71903704671107,154.18571242000783,131.21762221932002,224.14348526402853,111.19237299203344,191.2237168603892,179.38269992599365,167.37625701972053,10.0,100.7804464879908,99.2195535120092,105.36632585153367,67.32409704156332,172.98082158630285,171.32312904591927,165.16425676084458,105.77772400024199,126.69852985661565,85.5708149313328,14.0,103.9267109753907,96.07328902460931,58.94018322256153,80.30896353511766,146.70019759295852,162.34237470810132,168.6437937848033,126.0499371295132,139.51499910185018,86.25112268726424
24,Q9DBM2,Ehhadh,Ehhadh Peroxisomal bifunctional enzyme,44.0,113.95301561487543,86.04698438512457,80.0754697803245,84.08146670562974,37.23556989848425,110.94947082216322,45.43941453746172,44.77619525582222,61.33761927147522,62.59036680346094,73.81554372546279,87.92864675314776,228.951681553102,156.13858996023225,30.22729871548909,32.693407193769296,13.0,93.37484864210344,106.62515135789657,102.88877356858674,207.40356339733611,249.43781352707143,336.72375021622554,173.49939456841378,238.8860058813354,339.56062964884967,372.9112610275039,14.0,148.09794490599037,51.902055094009626,108.74508089199826,126.75994752951465,149.67205946655008,270.3979011805859,145.16834280717097,165.063401836467,222.86838653257544,253.0389156099694,16.0,92.02960922706146,107.97039077293856,121.39783095197107,75.43467033912894,213.39301084524016,131.96763642623515,145.15407126872094,138.37149251161992,186.8135651575142,110.96574281287657,13.0,108.94266567386448,91.05733432613552,55.264333581533876,98.22784810126582,251.97319434102755,153.11243484735667,188.3469843633656,153.55174981384957,187.22263588979894,113.469843633656
